Entity,Code,Year,Completion rate in upper secondary education,Normalized  harmonized test scores among all students,Expected years of schooling,Population,World regions according to WB
United Kingdom,GBR,2082,,,,75892774.0,
United Kingdom,GBR,2083,,,,75847660.0,
United Kingdom,GBR,2084,,,,75797781.0,
United Kingdom,GBR,2085,,,,75743277.0,
United Kingdom,GBR,2086,,,,75680069.0,
United Kingdom,GBR,2087,,,,75610808.0,
United Kingdom,GBR,2088,,,,75539622.0,
United Kingdom,GBR,2089,,,,75462717.0,
United Kingdom,GBR,2090,,,,75378280.0,
United Kingdom,GBR,2091,,,,75289988.0,
United Kingdom,GBR,2092,,,,75198444.0,
United Kingdom,GBR,2093,,,,75102909.0,
United Kingdom,GBR,2094,,,,75005762.0,
United Kingdom,GBR,2095,,,,74902635.0,
United Kingdom,GBR,2096,,,,74791791.0,
United Kingdom,GBR,2097,,,,74679077.0,
United Kingdom,GBR,2098,,,,74562978.0,
United Kingdom,GBR,2099,,,,74438681.0,
United Kingdom,GBR,2100,,,,74305411.0,
