ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSO,TIPOPERCORSO,PERCORSO,INDIRIZZO,ALUNNIMASCHI,ALUNNIFEMMINE,_source_file,_dataset_id,_extracted_at
202425,PATA00801C,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,PRODUZIONI E TRASFORMAZIONI,12,6,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,LESD03302X,SCUOLA SECONDARIA II GRADO,2,LICEO,ARTISTICO,ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE,18,55,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,MITF014012,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,54,22,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,MOTD03000T,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,SISTEMI INFORMATIVI AZIENDALI,43,31,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,FIPC014016,SCUOLA SECONDARIA II GRADO,2,LICEO,CLASSICO,CLASSICO,8,27,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,LTTD00401E,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,28,31,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,TPRI028011,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI CULTURALI E DELLO SPETTACOLO,7,4,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,TPRI00801Q,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,16,6,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,MISL01000C,SCUOLA SECONDARIA II GRADO,5,LICEO,ARTISTICO,SCENOGRAFIA,2,27,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,RATD01000G,SCUOLA SECONDARIA II GRADO,2,TECNICO,TECNOLOGICO,"COSTR., AMB. E TERRITORIO - BIENNIO COM.",19,11,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,PNTF01000A,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,CHIMICA E MATERIALI,51,25,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,CETF00201B,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,COSTRUZIONI AMBIENTE E TERRITORIO - TRIENNIO,7,4,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,SITF05000T,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,ELETTRONICA,10,1,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,AVTF070004,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,ELETTROTECNICA,18,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,MITF21000B,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,ELETTRONICA,15,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,FRTD02801B,SCUOLA SECONDARIA II GRADO,5,TECNICO,ECONOMICO,RELAZIONI INTERNAZIONALI PER IL MARKETING,3,8,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,LESD090002,SCUOLA SECONDARIA II GRADO,2,LICEO,CLASSICO,CLASSICO,13,31,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,PSPS050002,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENTIFICO,SCIENTIFICO,19,16,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,TVPM010001,SCUOLA SECONDARIA II GRADO,4,LICEO,LINGUISTICO,LINGUISTICO,13,39,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,RGPM01801D,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENZE UMANE,SCIENZE UMANE,1,55,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,TOPS20000P,SCUOLA SECONDARIA II GRADO,1,LICEO,INTERNAZIONALE,LICEO SCIENTIFICO INTERNAZIONALE - OPZIONE CINESE,7,8,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,PGTE01000A,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,BIOTECNOLOGIE AMBIENTALI,5,7,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,CNPM04000X,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENZE UMANE,SCIENZE UMANE,5,57,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,CNTD01901A,SCUOLA SECONDARIA II GRADO,5,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,12,24,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,RMRH01000T,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,98,55,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,SAPS070007,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO QUADRIENNALE,4,8,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,VEPC050007,SCUOLA SECONDARIA II GRADO,2,LICEO,MUSICALE E COREUTICO,MUSICALE E COREUTICO - SEZ. MUSICALE,9,8,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,PARA021013,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,NUOVI PROFESSIONALI,"AGRICOLTURA, SVILUPPO RURALE, VALORIZZAZIONE DEI PRODOTTI DEL TERRITORIO E GESTIONE DELLE RISORSE FORESTALI E MONTANE",9,1,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,SSTA00301C,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,GESTIONE DELL'AMBIENTE E DEL TERRITORIO,13,4,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,RCRI034515,SCUOLA SECONDARIA II GRADO,4,PROFESSIONALE,SERVIZI,SERVIZI SOCIO-SANITARI,1,11,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,NATF010007,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,ELETTROTECNICA,13,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,AGPS02602Q,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO,15,15,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,TPPC00801B,SCUOLA SECONDARIA II GRADO,2,LICEO,CLASSICO,CLASSICO,4,10,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,ALTF00801T,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,TRASPORTI E LOGISTICA - BIENNIO COMUNE,17,7,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,RMTD12601B,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,COSTRUZIONI AMBIENTE E TERRITORIO - TRIENNIO,13,5,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,PAPS080008,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,2,23,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,PAPS00401Q,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,25,8,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,NAPS01901L,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO,13,16,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,MCPC04001R,SCUOLA SECONDARIA II GRADO,3,LICEO,LINGUISTICO,LINGUISTICO,2,4,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,SAPS08000T,SCUOLA SECONDARIA II GRADO,4,LICEO,LINGUISTICO,LINGUISTICO,6,29,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,MIRH05801B,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,61,28,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,ENPC018019,SCUOLA SECONDARIA II GRADO,3,LICEO,CLASSICO,CLASSICO,4,12,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,VBPS02000P,SCUOLA SECONDARIA II GRADO,1,LICEO,CLASSICO,CLASSICO,8,9,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,AVTF00301A,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,ELETTROTECNICA,13,1,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,BAPS06801L,SCUOLA SECONDARIA II GRADO,3,LICEO,LINGUISTICO,LINGUISTICO,5,9,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,NARC092017,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE,3,15,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,BARI13050L,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,INDUSTRIA E ARTIGIANATO,PRODUZIONI TESSILI SARTORIALI - OPZIONE,3,47,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,SATF05201R,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,ELETTROTECNICA,18,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,NATF02000T,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,ELETTRONICA,18,1,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,TOTD026023,SCUOLA SECONDARIA II GRADO,5,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,11,11,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,ISTD003018,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,"COSTR., AMB. E TERRITORIO - BIENNIO COM.",9,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,AGTD01601X,SCUOLA SECONDARIA II GRADO,1,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,38,16,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,VATD020509,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,SISTEMI INFORMATIVI AZIENDALI,10,12,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,NATD14601N,SCUOLA SECONDARIA II GRADO,2,TECNICO,TECNOLOGICO,CHIM. MATER. BIOTECN. - BIENNIO COMUNE,13,22,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,RCRH04251L,SCUOLA SECONDARIA II GRADO,4,PROFESSIONALE,SERVIZI,ENOGASTRONOMIA - TRIENNIO,10,8,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,NATD06702V,SCUOLA SECONDARIA II GRADO,2,TECNICO,ECONOMICO,TURISMO,13,34,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,VERI02102N,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY,10,7,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,GRPM01000E,SCUOLA SECONDARIA II GRADO,3,LICEO,LINGUISTICO,LINGUISTICO,17,60,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,AGPS008015,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENTIFICO,SCIENTIFICO,10,13,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,TOPS05701T,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO,23,23,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,IMPC040002,SCUOLA SECONDARIA II GRADO,3,LICEO,MUSICALE E COREUTICO,MUSICALE E COREUTICO - SEZ. MUSICALE,11,6,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,LETF006016,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,COSTRUZIONI AMBIENTE E TERRITORIO - TRIENNIO,11,4,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,BSPM04000A,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,28,90,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,CATD00901D,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,COSTRUZIONI AMBIENTE E TERRITORIO - TRIENNIO,11,1,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,BARI013502,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,INDUSTRIA E ARTIGIANATO,PRODUZIONI TESSILI SARTORIALI - OPZIONE,0,9,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,RMTN02000C,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,TURISMO,21,55,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,CEPS060008,SCUOLA SECONDARIA II GRADO,3,LICEO,MUSICALE E COREUTICO,MUSICALE E COREUTICO - SEZ. MUSICALE,7,3,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,CTTD054014,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,CHIM. MATER. BIOTECN. - BIENNIO COMUNE,11,5,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,MITF070009,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,ELETTR. ED ELETTROTEC.- BIENNIO COMUNE,21,1,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,MOTF00801X,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,AUTOMAZIONE,17,1,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,NAPC22000A,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO,29,33,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,CZRI02101V,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,SERVIZI,ENOGASTRONOMIA - TRIENNIO,18,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,KRTH01451C,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,COSTRUZIONE DEL MEZZO,8,2,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,MITF09701A,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,TELECOMUNICAZIONI,6,2,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,MEPC031017,SCUOLA SECONDARIA II GRADO,1,LICEO,CLASSICO,CLASSICO,45,108,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,BSTD02000X,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,TURISMO,16,29,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,CEPM03000D,SCUOLA SECONDARIA II GRADO,1,LICEO,LINGUISTICO,LINGUISTICO,8,67,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,RMTF010028,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,AUTOMAZIONE,32,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,RMPS320009,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO,67,57,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,TOPC033016,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,12,10,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,MNPS003012,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO,2,9,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,MIPM050003,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,15,25,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,ANTF01401Q,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,MECC. MECCATRON. ENER. - BIENNIO COMUNE,63,2,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,ARPM03000B,SCUOLA SECONDARIA II GRADO,4,LICEO,LINGUISTICO,LICEO LINGUISTICO - ESABAC,7,13,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,MBPM02401C,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,3,23,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,CLTD016018,SCUOLA SECONDARIA II GRADO,5,TECNICO,ECONOMICO,SISTEMI INFORMATIVI AZIENDALI,10,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,CETF02801G,SCUOLA SECONDARIA II GRADO,2,TECNICO,TECNOLOGICO,INFOR. TELECOM. - BIENNIO COMUNE,42,7,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,VRPS00101T,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,23,17,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,RMPS48000T,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO,153,82,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,GRRI008504,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,SERVIZI,ENOGASTRONOMIA - TRIENNIO,2,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,RMTD08401E,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,COSTRUZIONI AMBIENTE E TERRITORIO - TRIENNIO,17,3,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,LITA00201D,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,GRAFICA E COMUNICAZIONE,16,7,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,BAPC150004,SCUOLA SECONDARIA II GRADO,1,LICEO,INTERNAZIONALE,CLASSICO INTERNAZIONALE AD OPZ. TEDESCO,5,6,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,LITH00901C,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,CONDUZIONE DEL MEZZO NAVALE - OPZIONE,22,4,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,VETF02701C,SCUOLA SECONDARIA II GRADO,2,TECNICO,TECNOLOGICO,CHIM. MATER. BIOTECN. - BIENNIO COMUNE,32,12,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,SVPS01000V,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO,42,33,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,SARH068012,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,16,9,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,VVTD01101D,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,3,4,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,CERH01450N,SCUOLA SECONDARIA II GRADO,4,PROFESSIONALE,SERVIZI,ENOGASTRONOMIA - TRIENNIO,27,24,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,VRTD05000T,SCUOLA SECONDARIA II GRADO,2,TECNICO,ECONOMICO,TURISMO,23,63,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,APTD00901L,SCUOLA SECONDARIA II GRADO,5,TECNICO,ECONOMICO,SISTEMI INFORMATIVI AZIENDALI,12,3,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,PASD02202R,SCUOLA SECONDARIA II GRADO,3,LICEO,ARTISTICO,ARCHITETTURA E AMBIENTE,4,12,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,PDTF002012,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,ELETTROTECNICA,14,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,CATD027013,SCUOLA SECONDARIA II GRADO,1,TECNICO,ECONOMICO,TURISMO,12,7,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,GEPS17000A,SCUOLA SECONDARIA II GRADO,4,LICEO,CLASSICO,CLASSICO,11,35,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,BRPS01101V,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,27,10,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,RCTF030008,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,MECC. MECCATRON. ENER. - BIENNIO COMUNE,28,16,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,TOPS190009,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO,34,24,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,TRPS03000X,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,39,16,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,PETD070011,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,SISTEMI INFORMATIVI AZIENDALI,3,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
