ANNO;AteneoCOD;AteneoNOME;CorsoTIPO;PROVENIENZA;Genere;ISC
2024/2025;02702;Venezia - Università IUAV;Laurea Magistrale Ciclo Unico;1;F;34
2024/2025;02702;Venezia - Università IUAV;Laurea Magistrale Ciclo Unico;1;M;15
2024/2025;02702;Venezia - Università IUAV;Vecchio Ordinamento;0;F;34
2024/2025;02702;Venezia - Università IUAV;Vecchio Ordinamento;0;M;34
2024/2025;02702;Venezia - Università IUAV;Vecchio Ordinamento;1;F;14
2024/2025;02702;Venezia - Università IUAV;Vecchio Ordinamento;1;M;10
2024/2025;02801;Padova - Università degli studi;Laurea;0;F;16895
2024/2025;02801;Padova - Università degli studi;Laurea;0;M;16582
2024/2025;02801;Padova - Università degli studi;Laurea;1;F;5134
2024/2025;02801;Padova - Università degli studi;Laurea;1;M;3583
2024/2025;02801;Padova - Università degli studi;Laurea Magistrale;0;F;5178
2024/2025;02801;Padova - Università degli studi;Laurea Magistrale;0;M;5424
2024/2025;02801;Padova - Università degli studi;Laurea Magistrale;1;F;5371
2024/2025;02801;Padova - Università degli studi;Laurea Magistrale;1;M;3498
2024/2025;02801;Padova - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;5939
2024/2025;02801;Padova - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;2495
2024/2025;02801;Padova - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;1424
2024/2025;02801;Padova - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;659
2024/2025;02801;Padova - Università degli studi;Vecchio Ordinamento;0;F;177
2024/2025;02801;Padova - Università degli studi;Vecchio Ordinamento;0;M;132
2024/2025;02801;Padova - Università degli studi;Vecchio Ordinamento;1;F;38
2024/2025;02801;Padova - Università degli studi;Vecchio Ordinamento;1;M;14
2024/2025;03001;Udine - Università degli studi;Laurea;0;F;3872
2024/2025;03001;Udine - Università degli studi;Laurea;0;M;3602
2024/2025;03001;Udine - Università degli studi;Laurea;1;F;1125
2024/2025;03001;Udine - Università degli studi;Laurea;1;M;1222
2024/2025;03001;Udine - Università degli studi;Laurea Magistrale;0;F;771
2024/2025;03001;Udine - Università degli studi;Laurea Magistrale;0;M;755
2024/2025;03001;Udine - Università degli studi;Laurea Magistrale;1;F;407
2024/2025;03001;Udine - Università degli studi;Laurea Magistrale;1;M;387
2024/2025;03001;Udine - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;1268
2024/2025;03001;Udine - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;386
2024/2025;03001;Udine - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;598
2024/2025;03001;Udine - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;206
2024/2025;03001;Udine - Università degli studi;Vecchio Ordinamento;0;F;47
2024/2025;03001;Udine - Università degli studi;Vecchio Ordinamento;0;M;40
2024/2025;03001;Udine - Università degli studi;Vecchio Ordinamento;1;F;13
2024/2025;03001;Udine - Università degli studi;Vecchio Ordinamento;1;M;8
2024/2025;03201;Trieste - Università degli studi;Laurea;0;F;3691
2024/2025;03201;Trieste - Università degli studi;Laurea;0;M;2896
2024/2025;03201;Trieste - Università degli studi;Laurea;1;F;2342
2024/2025;03201;Trieste - Università degli studi;Laurea;1;M;1562
2024/2025;03201;Trieste - Università degli studi;Laurea Magistrale;0;F;705
2024/2025;03201;Trieste - Università degli studi;Laurea Magistrale;0;M;825
2024/2025;03201;Trieste - Università degli studi;Laurea Magistrale;1;F;877
2024/2025;03201;Trieste - Università degli studi;Laurea Magistrale;1;M;613
2024/2025;03201;Trieste - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;1630
2024/2025;03201;Trieste - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;656
2024/2025;03201;Trieste - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;1018
2024/2025;03201;Trieste - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;367
2024/2025;03201;Trieste - Università degli studi;Vecchio Ordinamento;0;F;163
2024/2025;03201;Trieste - Università degli studi;Vecchio Ordinamento;0;M;123
2024/2025;03201;Trieste - Università degli studi;Vecchio Ordinamento;1;F;38
2024/2025;03201;Trieste - Università degli studi;Vecchio Ordinamento;1;M;28
2024/2025;03401;Parma - Università degli studi;Laurea;0;F;6800
2024/2025;03401;Parma - Università degli studi;Laurea;0;M;5146
2024/2025;03401;Parma - Università degli studi;Laurea;1;F;4198
2024/2025;03401;Parma - Università degli studi;Laurea;1;M;2853
2024/2025;03401;Parma - Università degli studi;Laurea Magistrale;0;F;1606
2024/2025;03401;Parma - Università degli studi;Laurea Magistrale;0;M;1126
2024/2025;03401;Parma - Università degli studi;Laurea Magistrale;1;F;2435
2024/2025;03401;Parma - Università degli studi;Laurea Magistrale;1;M;1450
2024/2025;03401;Parma - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;1646
2024/2025;03401;Parma - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;717
2024/2025;03401;Parma - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;1887
2024/2025;03401;Parma - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;742
2024/2025;03401;Parma - Università degli studi;Vecchio Ordinamento;0;F;72
2024/2025;03401;Parma - Università degli studi;Vecchio Ordinamento;0;M;48
2024/2025;03401;Parma - Università degli studi;Vecchio Ordinamento;1;F;52
2024/2025;03401;Parma - Università degli studi;Vecchio Ordinamento;1;M;64
2024/2025;03601;Modena e Reggio Emilia - Università degli studi;Laurea;0;F;6593
2024/2025;03601;Modena e Reggio Emilia - Università degli studi;Laurea;0;M;5678
2024/2025;03601;Modena e Reggio Emilia - Università degli studi;Laurea;1;F;1455
2024/2025;03601;Modena e Reggio Emilia - Università degli studi;Laurea;1;M;2272
2024/2025;03601;Modena e Reggio Emilia - Università degli studi;Laurea Magistrale;0;F;1617
2024/2025;03601;Modena e Reggio Emilia - Università degli studi;Laurea Magistrale;0;M;1503
2024/2025;03601;Modena e Reggio Emilia - Università degli studi;Laurea Magistrale;1;F;1033
2024/2025;03601;Modena e Reggio Emilia - Università degli studi;Laurea Magistrale;1;M;1333
2024/2025;03601;Modena e Reggio Emilia - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;2430
2024/2025;03601;Modena e Reggio Emilia - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;744
2024/2025;03601;Modena e Reggio Emilia - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;741
2024/2025;03601;Modena e Reggio Emilia - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;373
2024/2025;03601;Modena e Reggio Emilia - Università degli studi;Vecchio Ordinamento;0;F;40
2024/2025;03601;Modena e Reggio Emilia - Università degli studi;Vecchio Ordinamento;0;M;20
2024/2025;03601;Modena e Reggio Emilia - Università degli studi;Vecchio Ordinamento;1;F;11
2024/2025;03601;Modena e Reggio Emilia - Università degli studi;Vecchio Ordinamento;1;M;8
2024/2025;03701;Bologna - Università degli studi;Laurea;0;F;14871
2024/2025;03701;Bologna - Università degli studi;Laurea;0;M;13606
2024/2025;03701;Bologna - Università degli studi;Laurea;1;F;10095
2024/2025;03701;Bologna - Università degli studi;Laurea;1;M;7984
2024/2025;03701;Bologna - Università degli studi;Laurea Magistrale;0;F;4341
2024/2025;03701;Bologna - Università degli studi;Laurea Magistrale;0;M;4023
2024/2025;03701;Bologna - Università degli studi;Laurea Magistrale;1;F;8200
2024/2025;03701;Bologna - Università degli studi;Laurea Magistrale;1;M;6287
2024/2025;03701;Bologna - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;5291
2024/2025;03701;Bologna - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;2022
2024/2025;03701;Bologna - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;5208
2024/2025;03701;Bologna - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;2362
2024/2025;03701;Bologna - Università degli studi;Vecchio Ordinamento;0;F;374
2024/2025;03701;Bologna - Università degli studi;Vecchio Ordinamento;0;M;267
2024/2025;03701;Bologna - Università degli studi;Vecchio Ordinamento;1;F;180
2024/2025;03701;Bologna - Università degli studi;Vecchio Ordinamento;1;M;145
2024/2025;03801;Ferrara - Università degli studi;Laurea;0;F;4380
2024/2025;03801;Ferrara - Università degli studi;Laurea;0;M;3144
2024/2025;03801;Ferrara - Università degli studi;Laurea;1;F;5994
2024/2025;03801;Ferrara - Università degli studi;Laurea;1;M;3970
2024/2025;03801;Ferrara - Università degli studi;Laurea Magistrale;0;F;696
2024/2025;03801;Ferrara - Università degli studi;Laurea Magistrale;0;M;536
2024/2025;03801;Ferrara - Università degli studi;Laurea Magistrale;1;F;1170
2024/2025;03801;Ferrara - Università degli studi;Laurea Magistrale;1;M;874
2024/2025;03801;Ferrara - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;1373
2024/2025;03801;Ferrara - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;686
2024/2025;03801;Ferrara - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;2836
2024/2025;03801;Ferrara - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;1344
2024/2025;03801;Ferrara - Università degli studi;Vecchio Ordinamento;0;F;34
2024/2025;03801;Ferrara - Università degli studi;Vecchio Ordinamento;0;M;24
2024/2025;03801;Ferrara - Università degli studi;Vecchio Ordinamento;1;F;24
2024/2025;03801;Ferrara - Università degli studi;Vecchio Ordinamento;1;M;16
2024/2025;04101;"Urbino - Università degli studi ""Carlo Bo""";Laurea;0;F;2803
2024/2025;04101;"Urbino - Università degli studi ""Carlo Bo""";Laurea;0;M;1966
2024/2025;04101;"Urbino - Università degli studi ""Carlo Bo""";Laurea;1;F;2100
2024/2025;04101;"Urbino - Università degli studi ""Carlo Bo""";Laurea;1;M;1280
2024/2025;04101;"Urbino - Università degli studi ""Carlo Bo""";Laurea Magistrale;0;F;720
2024/2025;04101;"Urbino - Università degli studi ""Carlo Bo""";Laurea Magistrale;0;M;416
2024/2025;04101;"Urbino - Università degli studi ""Carlo Bo""";Laurea Magistrale;1;F;825
2024/2025;04101;"Urbino - Università degli studi ""Carlo Bo""";Laurea Magistrale;1;M;439
2024/2025;04101;"Urbino - Università degli studi ""Carlo Bo""";Laurea Magistrale Ciclo Unico;0;F;1038
2024/2025;04101;"Urbino - Università degli studi ""Carlo Bo""";Laurea Magistrale Ciclo Unico;0;M;227
2024/2025;04101;"Urbino - Università degli studi ""Carlo Bo""";Laurea Magistrale Ciclo Unico;1;F;1179
2024/2025;04101;"Urbino - Università degli studi ""Carlo Bo""";Laurea Magistrale Ciclo Unico;1;M;310
2024/2025;04101;"Urbino - Università degli studi ""Carlo Bo""";Vecchio Ordinamento;0;F;20
2024/2025;04101;"Urbino - Università degli studi ""Carlo Bo""";Vecchio Ordinamento;0;M;12
2024/2025;04101;"Urbino - Università degli studi ""Carlo Bo""";Vecchio Ordinamento;1;F;35
2024/2025;04101;"Urbino - Università degli studi ""Carlo Bo""";Vecchio Ordinamento;1;M;28
2024/2025;04201;Ancona - Università Politecnica delle Marche;Laurea;0;F;3451
2024/2025;04201;Ancona - Università Politecnica delle Marche;Laurea;0;M;4325
2024/2025;04201;Ancona - Università Politecnica delle Marche;Laurea;1;F;1177
2024/2025;04201;Ancona - Università Politecnica delle Marche;Laurea;1;M;1482
2024/2025;04201;Ancona - Università Politecnica delle Marche;Laurea Magistrale;0;F;953
2024/2025;04201;Ancona - Università Politecnica delle Marche;Laurea Magistrale;0;M;1118
2024/2025;04201;Ancona - Università Politecnica delle Marche;Laurea Magistrale;1;F;681
2024/2025;04201;Ancona - Università Politecnica delle Marche;Laurea Magistrale;1;M;655
2024/2025;04201;Ancona - Università Politecnica delle Marche;Laurea Magistrale Ciclo Unico;0;F;850
2024/2025;04201;Ancona - Università Politecnica delle Marche;Laurea Magistrale Ciclo Unico;0;M;645
2024/2025;04201;Ancona - Università Politecnica delle Marche;Laurea Magistrale Ciclo Unico;1;F;613
2024/2025;04201;Ancona - Università Politecnica delle Marche;Laurea Magistrale Ciclo Unico;1;M;291
2024/2025;04301;Macerata - Università degli studi;Laurea;0;F;2864
2024/2025;04301;Macerata - Università degli studi;Laurea;0;M;1268
2024/2025;04301;Macerata - Università degli studi;Laurea;1;F;615
2024/2025;04301;Macerata - Università degli studi;Laurea;1;M;229
2024/2025;04301;Macerata - Università degli studi;Laurea Magistrale;0;F;882
2024/2025;04301;Macerata - Università degli studi;Laurea Magistrale;0;M;310
2024/2025;04301;Macerata - Università degli studi;Laurea Magistrale;1;F;469
2024/2025;04301;Macerata - Università degli studi;Laurea Magistrale;1;M;150
2024/2025;04301;Macerata - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;1552
2024/2025;04301;Macerata - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;324
2024/2025;04301;Macerata - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;331
2024/2025;04301;Macerata - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;57
2024/2025;04301;Macerata - Università degli studi;Vecchio Ordinamento;0;F;65
2024/2025;04301;Macerata - Università degli studi;Vecchio Ordinamento;0;M;24
2024/2025;04301;Macerata - Università degli studi;Vecchio Ordinamento;1;F;25
2024/2025;04301;Macerata - Università degli studi;Vecchio Ordinamento;1;M;16
2024/2025;04302;Camerino - Università degli studi;Laurea;0;F;880
2024/2025;04302;Camerino - Università degli studi;Laurea;0;M;1347
2024/2025;04302;Camerino - Università degli studi;Laurea;1;F;757
2024/2025;04302;Camerino - Università degli studi;Laurea;1;M;841
2024/2025;04302;Camerino - Università degli studi;Laurea Magistrale;0;F;184
2024/2025;04302;Camerino - Università degli studi;Laurea Magistrale;0;M;262
2024/2025;04302;Camerino - Università degli studi;Laurea Magistrale;1;F;107
2024/2025;04302;Camerino - Università degli studi;Laurea Magistrale;1;M;122
2024/2025;04302;Camerino - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;554
2024/2025;04302;Camerino - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;235
2024/2025;04302;Camerino - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;540
2024/2025;04302;Camerino - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;342
2024/2025;04302;Camerino - Università degli studi;Vecchio Ordinamento;0;F;8
2024/2025;04302;Camerino - Università degli studi;Vecchio Ordinamento;0;M;10
2024/2025;04302;Camerino - Università degli studi;Vecchio Ordinamento;1;F;28
2024/2025;04302;Camerino - Università degli studi;Vecchio Ordinamento;1;M;42
2024/2025;04801;Firenze - Università degli studi;Laurea;0;F;15591
2024/2025;04801;Firenze - Università degli studi;Laurea;0;M;12278
2024/2025;04801;Firenze - Università degli studi;Laurea;1;F;3814
2024/2025;04801;Firenze - Università degli studi;Laurea;1;M;3444
2024/2025;04801;Firenze - Università degli studi;Laurea Magistrale;0;F;3814
2024/2025;04801;Firenze - Università degli studi;Laurea Magistrale;0;M;3064
2024/2025;04801;Firenze - Università degli studi;Laurea Magistrale;1;F;2110
2024/2025;04801;Firenze - Università degli studi;Laurea Magistrale;1;M;1222
2024/2025;04801;Firenze - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;5991
2024/2025;04801;Firenze - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;2185
2024/2025;04801;Firenze - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;1843
2024/2025;04801;Firenze - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;760
2024/2025;04801;Firenze - Università degli studi;Vecchio Ordinamento;0;F;41
2024/2025;04801;Firenze - Università degli studi;Vecchio Ordinamento;0;M;3
2024/2025;04801;Firenze - Università degli studi;Vecchio Ordinamento;1;F;6
2024/2025;04804;"Firenze - Università telematica ""Italian University line""";Laurea;0;F;181
2024/2025;04804;"Firenze - Università telematica ""Italian University line""";Laurea;0;M;73
2024/2025;04804;"Firenze - Università telematica ""Italian University line""";Laurea;1;F;1095
2024/2025;04804;"Firenze - Università telematica ""Italian University line""";Laurea;1;M;533
2024/2025;04804;"Firenze - Università telematica ""Italian University line""";Laurea Magistrale;0;F;14
2024/2025;04804;"Firenze - Università telematica ""Italian University line""";Laurea Magistrale;0;M;1
2024/2025;04804;"Firenze - Università telematica ""Italian University line""";Laurea Magistrale;1;F;75
2024/2025;04804;"Firenze - Università telematica ""Italian University line""";Laurea Magistrale;1;M;17
2024/2025;04804;"Firenze - Università telematica ""Italian University line""";Laurea Magistrale Ciclo Unico;1;M;1
2024/2025;05001;Pisa - Università;Laurea;0;F;10034
2024/2025;05001;Pisa - Università;Laurea;0;M;10113
2024/2025;05001;Pisa - Università;Laurea;1;F;3450
2024/2025;05001;Pisa - Università;Laurea;1;M;4059
2024/2025;05001;Pisa - Università;Laurea Magistrale;0;F;2581
2024/2025;05001;Pisa - Università;Laurea Magistrale;0;M;2853
2024/2025;05001;Pisa - Università;Laurea Magistrale;1;F;1919
2024/2025;05001;Pisa - Università;Laurea Magistrale;1;M;2112
2024/2025;05001;Pisa - Università;Laurea Magistrale Ciclo Unico;0;F;3490
2024/2025;05001;Pisa - Università;Laurea Magistrale Ciclo Unico;0;M;1538
2024/2025;05001;Pisa - Università;Laurea Magistrale Ciclo Unico;1;F;1190
2024/2025;05001;Pisa - Università;Laurea Magistrale Ciclo Unico;1;M;624
2024/2025;05001;Pisa - Università;Vecchio Ordinamento;0;F;312
2024/2025;05001;Pisa - Università;Vecchio Ordinamento;0;M;232
2024/2025;05001;Pisa - Università;Vecchio Ordinamento;1;F;96
2024/2025;05001;Pisa - Università;Vecchio Ordinamento;1;M;106
2024/2025;05201;Siena - Università degli studi;Laurea;0;F;3479
2024/2025;05201;Siena - Università degli studi;Laurea;0;M;2212
2024/2025;05201;Siena - Università degli studi;Laurea;1;F;1278
2024/2025;05201;Siena - Università degli studi;Laurea;1;M;746
2024/2025;05201;Siena - Università degli studi;Laurea Magistrale;0;F;953
2024/2025;05201;Siena - Università degli studi;Laurea Magistrale;0;M;563
2024/2025;05201;Siena - Università degli studi;Laurea Magistrale;1;F;1226
2024/2025;05201;Siena - Università degli studi;Laurea Magistrale;1;M;578
2024/2025;05201;Siena - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;1287
2024/2025;05201;Siena - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;576
2024/2025;05201;Siena - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;1260
2024/2025;05201;Siena - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;571
2024/2025;05201;Siena - Università degli studi;Vecchio Ordinamento;0;F;44
2024/2025;05201;Siena - Università degli studi;Vecchio Ordinamento;0;M;26
