AnnoA;ClasseNUMERO;SedeR;ResidenzaR;Isc
2024/2025;L-12;SICILIA;SICILIA;1298
2024/2025;LMG/01;LIGURIA;LIGURIA;1298
2023/2024;LM-37;CAMPANIA;CAMPANIA;1290
2023/2024;L-12;SICILIA;SICILIA;1288
2024/2025;L-13;MARCHE;MARCHE;1288
2024/2025;L-40;LAZIO;LAZIO;1287
2024/2025;LMG/01;MARCHE;MARCHE;1285
2024/2025;LM-77;PUGLIA;PUGLIA;1274
2023/2024;LM-77;PUGLIA;PUGLIA;1271
2023/2024;L-11;PIEMONTE;PIEMONTE;1270
2023/2024;L-18;MARCHE;MARCHE;1270
2023/2024;LM-77;TOSCANA;TOSCANA;1266
2024/2025;LM-32;PIEMONTE;PIEMONTE;1266
2024/2025;LM-37;CAMPANIA;CAMPANIA;1264
2024/2025;LM-52;LAZIO;LAZIO;1263
2024/2025;L/SNT1;LIGURIA;LIGURIA;1261
2023/2024;L-8;MARCHE;MARCHE;1260
2023/2024;L-9;CALABRIA;CALABRIA;1258
2023/2024;99999;PUGLIA;PUGLIA;1258
2024/2025;LM-4cu;TOSCANA;TOSCANA;1258
2024/2025;L-35;LOMBARDIA;LOMBARDIA;1255
2023/2024;LMG/01;MARCHE;MARCHE;1254
2024/2025;L-20;PUGLIA;PUGLIA;1251
2024/2025;L-35;LAZIO;LAZIO;1251
2023/2024;LM-51;CAMPANIA;CAMPANIA;1248
2024/2025;LM-77;SICILIA;SICILIA;1248
2023/2024;L-40;LAZIO;LAZIO;1247
2023/2024;L/SNT1;LIGURIA;LIGURIA;1243
2023/2024;L/SNT1;MARCHE;MARCHE;1242
2023/2024;L-13;MARCHE;MARCHE;1242
2024/2025;L-5;VENETO;VENETO;1238
2023/2024;LMG/01;LIGURIA;LIGURIA;1231
2024/2025;L/SNT1;LAZIO;CAMPANIA;1230
2024/2025;L-14;TOSCANA;TOSCANA;1226
2024/2025;LM-77;TOSCANA;TOSCANA;1226
2023/2024;L-2;SICILIA;SICILIA;1225
2023/2024;L-25;LOMBARDIA;LOMBARDIA;1224
2024/2025;L-39;LAZIO;LAZIO;1224
2024/2025;L/SNT2;CAMPANIA;CAMPANIA;1223
2024/2025;L-24;SARDEGNA;SARDEGNA;1222
2023/2024;LM-4cu;TOSCANA;TOSCANA;1221
2023/2024;L-24;SARDEGNA;SARDEGNA;1219
2024/2025;LM-41;MARCHE;MARCHE;1216
2024/2025;L/SNT2;SICILIA;SICILIA;1215
2023/2024;L-20;PUGLIA;PUGLIA;1208
2023/2024;LM-77;SICILIA;SICILIA;1203
2024/2025;L/SNT1;ABRUZZO;ABRUZZO;1202
2024/2025;L/SNT1;MARCHE;MARCHE;1200
2023/2024;99999;CAMPANIA;CAMPANIA;1200
2023/2024;L-7;CAMPANIA;CAMPANIA;1198
2024/2025;99999;SICILIA;SICILIA;1198
2023/2024;L-5;VENETO;VENETO;1196
2024/2025;L-7;CAMPANIA;CAMPANIA;1194
2024/2025;LM-41;FRIULI VENEZIA GIULIA;FRIULI VENEZIA GIULIA;1193
2023/2024;L-14;TOSCANA;TOSCANA;1190
2024/2025;LM-51;VENETO;VENETO;1189
2024/2025;L-4;CAMPANIA;CAMPANIA;1186
2024/2025;L-25;LOMBARDIA;LOMBARDIA;1185
2023/2024;L-33;CALABRIA;CALABRIA;1183
2023/2024;LM-85;SICILIA;SICILIA;1171
2024/2025;LM-77;LOMBARDIA;REGIONE ESTERA;1169
2023/2024;L-40;LOMBARDIA;LOMBARDIA;1168
2023/2024;L-35;LAZIO;LAZIO;1166
2024/2025;L-22;ABRUZZO;ABRUZZO;1166
2024/2025;L/SNT3;SICILIA;SICILIA;1163
2023/2024;L/SNT2;SICILIA;SICILIA;1162
2024/2025;L-40;LOMBARDIA;LOMBARDIA;1160
2024/2025;L-32;LAZIO;LAZIO;1156
2023/2024;LM-51;VENETO;VENETO;1155
2024/2025;L-33;LAZIO;REGIONE ESTERA;1153
2023/2024;L-33;EMILIA ROMAGNA;EMILIA ROMAGNA;1150
2023/2024;L/SNT1;ABRUZZO;ABRUZZO;1149
2023/2024;L/SNT2;CAMPANIA;CAMPANIA;1147
2024/2025;L-9;ABRUZZO;ABRUZZO;1147
2023/2024;L-7;LAZIO;LAZIO;1146
2024/2025;LM-41;LIGURIA;LIGURIA;1144
2024/2025;LM-41;LAZIO;REGIONE ESTERA;1143
2024/2025;L-22;VENETO;VENETO;1142
2023/2024;LMG/01;FRIULI VENEZIA GIULIA;FRIULI VENEZIA GIULIA;1138
2024/2025;L-8;SARDEGNA;SARDEGNA;1134
2024/2025;L-33;CALABRIA;CALABRIA;1132
2024/2025;L-9;SARDEGNA;SARDEGNA;1132
2023/2024;LM-41;FRIULI VENEZIA GIULIA;FRIULI VENEZIA GIULIA;1132
2023/2024;LM-41;MARCHE;MARCHE;1132
2023/2024;L-4;CAMPANIA;CAMPANIA;1132
2023/2024;L-39;TOSCANA;TOSCANA;1130
2023/2024;L-9;SARDEGNA;SARDEGNA;1130
2023/2024;L-7;LOMBARDIA;LOMBARDIA;1127
2024/2025;L-39;TOSCANA;TOSCANA;1122
2023/2024;LM-13;VENETO;VENETO;1117
2024/2025;99999;LAZIO;LAZIO;1116
2024/2025;L-2;EMILIA ROMAGNA;EMILIA ROMAGNA;1111
2024/2025;L-7;LOMBARDIA;LOMBARDIA;1111
2023/2024;LM-52;LAZIO;LAZIO;1109
2024/2025;LMG/01;FRIULI VENEZIA GIULIA;FRIULI VENEZIA GIULIA;1109
2023/2024;LM-32;PIEMONTE;PIEMONTE;1106
2023/2024;L-8;SARDEGNA;SARDEGNA;1100
2023/2024;L-9;ABRUZZO;ABRUZZO;1098
2024/2025;LM-13;VENETO;VENETO;1097
2024/2025;L/SNT1;SARDEGNA;SARDEGNA;1097
2024/2025;LM-41;UMBRIA;UMBRIA;1093
2023/2024;L/SNT1;UMBRIA;UMBRIA;1089
2023/2024;LM-41;LIGURIA;LIGURIA;1088
2024/2025;L-2;PIEMONTE;PIEMONTE;1088
2023/2024;L-15;LOMBARDIA;LOMBARDIA;1087
2023/2024;L-25;SICILIA;SICILIA;1084
2023/2024;L-32;LAZIO;LAZIO;1082
2023/2024;99999;LOMBARDIA;LOMBARDIA;1082
2024/2025;L/SNT3;CAMPANIA;CAMPANIA;1082
2024/2025;L-7;EMILIA ROMAGNA;EMILIA ROMAGNA;1081
2024/2025;LM-85;SICILIA;SICILIA;1080
2024/2025;L-24;PIEMONTE;PIEMONTE;1078
2024/2025;L-22;CALABRIA;CALABRIA;1077
2024/2025;L-17;LAZIO;LAZIO;1077
2023/2024;L-2;EMILIA ROMAGNA;EMILIA ROMAGNA;1077
2023/2024;L-1;SICILIA;SICILIA;1073
2024/2025;LM-41;EMILIA ROMAGNA;LOMBARDIA;1073
2023/2024;L-22;ABRUZZO;ABRUZZO;1069
2023/2024;L-2;LAZIO;LAZIO;1067
2023/2024;L/SNT1;SARDEGNA;SARDEGNA;1065
2023/2024;L-22;VENETO;VENETO;1065
2023/2024;LM-33;CAMPANIA;CAMPANIA;1064
2024/2025;LM-31;CAMPANIA;CAMPANIA;1064
2023/2024;L-7;EMILIA ROMAGNA;EMILIA ROMAGNA;1063
2024/2025;L-15;LOMBARDIA;LOMBARDIA;1062
2024/2025;L/SNT2;EMILIA ROMAGNA;EMILIA ROMAGNA;1059
2024/2025;L/SNT1;UMBRIA;UMBRIA;1059
2023/2024;L-17;LAZIO;LAZIO;1058
2024/2025;99999;PUGLIA;PUGLIA;1056
2024/2025;L-7;LAZIO;LAZIO;1053
2023/2024;LM-85;LOMBARDIA;LOMBARDIA;1051
2024/2025;L-33;EMILIA ROMAGNA;EMILIA ROMAGNA;1050
2023/2024;L-18;EMILIA ROMAGNA;VENETO;1047
2023/2024;L-2;PIEMONTE;PIEMONTE;1045
2023/2024;L-24;PIEMONTE;PIEMONTE;1045
2024/2025;L-17;PIEMONTE;PIEMONTE;1045
2023/2024;L-3;TOSCANA;TOSCANA;1044
2023/2024;L-17;PIEMONTE;PIEMONTE;1043
2023/2024;LM-4;LOMBARDIA;LOMBARDIA;1043
2023/2024;LM-77;LOMBARDIA;REGIONE ESTERA;1041
2024/2025;L-3;TOSCANA;TOSCANA;1040
2023/2024;LM-41;UMBRIA;UMBRIA;1040
2024/2025;L-14;ABRUZZO;CAMPANIA;1039
2023/2024;L-12;SARDEGNA;SARDEGNA;1038
2024/2025;L-24;CALABRIA;CALABRIA;1037
2023/2024;L-10;SARDEGNA;SARDEGNA;1035
2023/2024;L-29;CAMPANIA;CAMPANIA;1035
2024/2025;L-4;TOSCANA;TOSCANA;1034
2024/2025;LM-85;LOMBARDIA;LOMBARDIA;1034
2024/2025;LM-4;LOMBARDIA;REGIONE ESTERA;1031
2024/2025;L-25;SICILIA;SICILIA;1027
2023/2024;LM-31;CAMPANIA;CAMPANIA;1026
2023/2024;L-5;SICILIA;SICILIA;1025
2023/2024;LM-13;SARDEGNA;SARDEGNA;1021
2024/2025;L-2;LAZIO;LAZIO;1021
2023/2024;L-11;LIGURIA;LIGURIA;1020
2024/2025;L-5;SICILIA;SICILIA;1017
2024/2025;LM-33;CAMPANIA;CAMPANIA;1017
2024/2025;L-24;ABRUZZO;ABRUZZO;1016
2024/2025;L-3;PIEMONTE;PIEMONTE;1014
2023/2024;L-35;CAMPANIA;CAMPANIA;1014
2023/2024;L/SNT3;SICILIA;SICILIA;1012
2024/2025;L-10;SARDEGNA;SARDEGNA;1009
2024/2025;LM-85 bis;FRIULI VENEZIA GIULIA;FRIULI VENEZIA GIULIA;1004
2024/2025;L-1;SICILIA;SICILIA;1001
2024/2025;LM-13;SARDEGNA;SARDEGNA;1001
2023/2024;L-24;CALABRIA;CALABRIA;1000
2023/2024;L-33;LAZIO;REGIONE ESTERA;995
2024/2025;L-33;LOMBARDIA;REGIONE ESTERA;995
2024/2025;L-18;EMILIA ROMAGNA;VENETO;995
2023/2024;L/SNT2;EMILIA ROMAGNA;EMILIA ROMAGNA;993
2023/2024;LM-4;LOMBARDIA;REGIONE ESTERA;993
2024/2025;L-5;PIEMONTE;PIEMONTE;991
2023/2024;L-14;ABRUZZO;CAMPANIA;988
2023/2024;L-27;PIEMONTE;PIEMONTE;986
2023/2024;L-5;CAMPANIA;CAMPANIA;986
2023/2024;L/SNT3;CAMPANIA;CAMPANIA;984
2023/2024;99999;EMILIA ROMAGNA;EMILIA ROMAGNA;984
2023/2024;LM-41;EMILIA ROMAGNA;LOMBARDIA;982
2024/2025;L-22;TOSCANA;TOSCANA;982
2024/2025;LM-85 bis;ABRUZZO;ABRUZZO;981
2024/2025;L-5;CAMPANIA;CAMPANIA;976
2024/2025;L-35;CAMPANIA;CAMPANIA;975
2023/2024;L-22;TOSCANA;TOSCANA;974
2024/2025;L-29;CAMPANIA;CAMPANIA;973
2024/2025;L-24;UMBRIA;UMBRIA;973
2023/2024;LM-37;LAZIO;LAZIO;972
2024/2025;L-3;LOMBARDIA;LOMBARDIA;966
2024/2025;L-12;SARDEGNA;SARDEGNA;966
2023/2024;LM-14;LOMBARDIA;LOMBARDIA;965
2024/2025;L-20;VENETO;VENETO;964
2023/2024;L-4;TOSCANA;TOSCANA;963
2023/2024;L-16;PIEMONTE;PIEMONTE;963
2023/2024;L-9;FRIULI VENEZIA GIULIA;FRIULI VENEZIA GIULIA;960
2023/2024;LM-85 bis;ABRUZZO;ABRUZZO;960
2024/2025;L-9;FRIULI VENEZIA GIULIA;FRIULI VENEZIA GIULIA;959
2023/2024;L-5;PIEMONTE;PIEMONTE;959
2023/2024;L-24;ABRUZZO;ABRUZZO;958
2024/2025;LM-4;PIEMONTE;PIEMONTE;957
2023/2024;L-16;SICILIA;SICILIA;955
2024/2025;L-27;PIEMONTE;PIEMONTE;955
2023/2024;LM-56;CAMPANIA;CAMPANIA;953
2023/2024;L-3;LOMBARDIA;LOMBARDIA;950
2023/2024;L-39;SICILIA;SICILIA;949
2024/2025;L-8;LIGURIA;LIGURIA;949
2024/2025;L/SNT3;EMILIA ROMAGNA;EMILIA ROMAGNA;949
2024/2025;L-11;LIGURIA;LIGURIA;948
2024/2025;LM-32;LOMBARDIA;LOMBARDIA;947
2024/2025;L-5;EMILIA ROMAGNA;EMILIA ROMAGNA;946
2024/2025;L-42;TOSCANA;TOSCANA;944
2024/2025;LM-4;LOMBARDIA;LOMBARDIA;942
2024/2025;99999;CAMPANIA;CAMPANIA;940
2024/2025;LM-6;LAZIO;LAZIO;938
2024/2025;LM-59;LOMBARDIA;LOMBARDIA;937
2023/2024;L/SNT1;LAZIO;SICILIA;937
2024/2025;L-18;EMILIA ROMAGNA;LOMBARDIA;934
2024/2025;L-4;VENETO;VENETO;934
2024/2025;L-39;SICILIA;SICILIA;934
2024/2025;LM-41;LOMBARDIA;PUGLIA;933
2023/2024;L-42;TOSCANA;TOSCANA;931
2023/2024;L-7;LOMBARDIA;LOMBARDIA;929
2023/2024;L-3;PIEMONTE;PIEMONTE;929
2024/2025;L-14;LAZIO;LAZIO;929
2024/2025;99999;LOMBARDIA;LOMBARDIA;928
2024/2025;L-36;PUGLIA;PUGLIA;928
2023/2024;L-2;PUGLIA;PUGLIA;927
2023/2024;L-18;EMILIA ROMAGNA;LOMBARDIA;927
2023/2024;L-18;LOMBARDIA;PIEMONTE;927
2023/2024;L-11;MARCHE;MARCHE;927
2023/2024;L-5;EMILIA ROMAGNA;EMILIA ROMAGNA;926
2024/2025;L-9;MARCHE;MARCHE;924
2024/2025;L/SNT2;PIEMONTE;PIEMONTE;923
2024/2025;L-42;VENETO;VENETO;922
2023/2024;L-13;SARDEGNA;SARDEGNA;922
2024/2025;LM-14;LOMBARDIA;LOMBARDIA;921
2023/2024;L-24;UMBRIA;UMBRIA;920
2023/2024;L-20;VENETO;VENETO;919
2023/2024;L-14;LAZIO;LAZIO;919
2024/2025;LM-37;LAZIO;LAZIO;919
2024/2025;LM-32;LAZIO;LAZIO;918
2023/2024;L-7;SICILIA;SICILIA;916
2023/2024;LM-6;LAZIO;LAZIO;916
2024/2025;L-32;PIEMONTE;PIEMONTE;914
2023/2024;L-16;CAMPANIA;CAMPANIA;912
2024/2025;L-7;LOMBARDIA;LOMBARDIA;910
2023/2024;L-27;EMILIA ROMAGNA;EMILIA ROMAGNA;909
2024/2025;L-16;PIEMONTE;PIEMONTE;905
2024/2025;L-20;MARCHE;MARCHE;904
2024/2025;LM-19;LAZIO;LAZIO;904
2023/2024;L/SNT2;PIEMONTE;PIEMONTE;904
2023/2024;LM-4;PIEMONTE;PIEMONTE;903
2024/2025;L-3;EMILIA ROMAGNA;EMILIA ROMAGNA;903
2024/2025;L-36;SARDEGNA;SARDEGNA;902
2023/2024;LM-59;LOMBARDIA;LOMBARDIA;901
2023/2024;L-36;PUGLIA;PUGLIA;900
2024/2025;L-18;LOMBARDIA;PIEMONTE;899
2024/2025;L-10;ABRUZZO;ABRUZZO;898
2023/2024;L-15;PIEMONTE;PIEMONTE;897
2023/2024;L-18;LOMBARDIA;PUGLIA;896
2024/2025;L-17;VENETO;VENETO;893
2023/2024;LM-85 bis;FRIULI VENEZIA GIULIA;FRIULI VENEZIA GIULIA;890
2024/2025;L-8;PUGLIA;PUGLIA;889
2024/2025;L-27;EMILIA ROMAGNA;EMILIA ROMAGNA;889
2024/2025;LM-56;CAMPANIA;CAMPANIA;889
2024/2025;LM-31;LOMBARDIA;LOMBARDIA;886
2024/2025;L-30;CAMPANIA;CAMPANIA;884
2023/2024;L-36;SARDEGNA;SARDEGNA;884
2023/2024;L-16;LOMBARDIA;LOMBARDIA;883
2023/2024;L-9;MARCHE;MARCHE;882
2023/2024;L-8;LIGURIA;LIGURIA;882
2024/2025;L-7;SICILIA;SICILIA;882
2024/2025;L-42;PIEMONTE;PIEMONTE;880
2023/2024;L-10;ABRUZZO;ABRUZZO;879
2023/2024;LM-31;LOMBARDIA;LOMBARDIA;878
2023/2024;LM-32;LOMBARDIA;LOMBARDIA;878
2023/2024;LM-38;LOMBARDIA;LOMBARDIA;878
2023/2024;LM-41;LAZIO;REGIONE ESTERA;875
2023/2024;L-3;EMILIA ROMAGNA;EMILIA ROMAGNA;875
2023/2024;L-20;MARCHE;MARCHE;875
2024/2025;L-36;LIGURIA;LIGURIA;874
2024/2025;L-16;CAMPANIA;CAMPANIA;873
2023/2024;L-42;VENETO;VENETO;873
2024/2025;L-30;EMILIA ROMAGNA;EMILIA ROMAGNA;871
2024/2025;LM-32;CAMPANIA;CAMPANIA;871
2024/2025;L-1;PIEMONTE;PIEMONTE;870
2024/2025;L/SNT3;VENETO;VENETO;870
2024/2025;L-31;MARCHE;MARCHE;868
2023/2024;L/SNT3;EMILIA ROMAGNA;EMILIA ROMAGNA;868
2024/2025;LM-33;EMILIA ROMAGNA;EMILIA ROMAGNA;864
2024/2025;L-13;SARDEGNA;SARDEGNA;861
2024/2025;L-15;PIEMONTE;PIEMONTE;861
2023/2024;L-26;SICILIA;SICILIA;860
2024/2025;LMG/01;Provincia autonoma di TRENTO;VENETO;859
2024/2025;LM-6;LOMBARDIA;LOMBARDIA;858
2023/2024;L-30;CAMPANIA;CAMPANIA;858
2024/2025;L-30;TOSCANA;TOSCANA;858
2023/2024;99999;SARDEGNA;SARDEGNA;856
2023/2024;LM-6;LOMBARDIA;LOMBARDIA;856
2023/2024;LM-31;PIEMONTE;PIEMONTE;855
2023/2024;L-32;PIEMONTE;PIEMONTE;855
2024/2025;LM-59;LAZIO;LAZIO;855
2024/2025;LM-41;LAZIO;CALABRIA;854
2023/2024;L-41;VENETO;VENETO;853
2024/2025;L-16;LOMBARDIA;LOMBARDIA;853
2024/2025;L-19;EMILIA ROMAGNA;VENETO;850
2024/2025;L-2;PUGLIA;PUGLIA;850
2024/2025;99999;EMILIA ROMAGNA;EMILIA ROMAGNA;850
2024/2025;L-11;MARCHE;MARCHE;848
2024/2025;L-41;VENETO;VENETO;848
2023/2024;LMG/01;Provincia autonoma di TRENTO;VENETO;845
2023/2024;L-2;TOSCANA;TOSCANA;844
2023/2024;LM-32;CAMPANIA;CAMPANIA;842
2023/2024;LM-13;MARCHE;MARCHE;842
2023/2024;LMG/01;ABRUZZO;ABRUZZO;842
2024/2025;L-14;ABRUZZO;ABRUZZO;842
2023/2024;LM-33;EMILIA ROMAGNA;EMILIA ROMAGNA;841
2023/2024;LM-33;LAZIO;LAZIO;840
2024/2025;L-2;TOSCANA;TOSCANA;840
2024/2025;L-18;Provincia autonoma di TRENTO;Provincia autonoma di TRENTO;838
2024/2025;LM-31;PIEMONTE;PIEMONTE;838
2023/2024;LM-59;LAZIO;LAZIO;836
2023/2024;LM-41;LOMBARDIA;PUGLIA;835
2024/2025;L-27;TOSCANA;TOSCANA;835
2024/2025;LM-13;MARCHE;MARCHE;834
2023/2024;L-32;TOSCANA;TOSCANA;834
2023/2024;L-9;PIEMONTE;PUGLIA;833
2023/2024;L-27;TOSCANA;TOSCANA;832
2023/2024;L-17;VENETO;VENETO;830
2024/2025;L/SNT2;TOSCANA;TOSCANA;830
2024/2025;LM-4cu;PUGLIA;PUGLIA;828
2024/2025;LM-85 bis;UMBRIA;UMBRIA;828
2023/2024;LMG/01;LAZIO;CAMPANIA;825
2024/2025;L/SNT2;VENETO;VENETO;824
2024/2025;L/SNT1;FRIULI VENEZIA GIULIA;FRIULI VENEZIA GIULIA;824
2023/2024;L-9;PIEMONTE;SICILIA;824
2023/2024;L-31;FRIULI VENEZIA GIULIA;FRIULI VENEZIA GIULIA;822
2024/2025;L-22;EMILIA ROMAGNA;VENETO;822
2023/2024;L-1;PIEMONTE;PIEMONTE;821
2023/2024;LM-41;LAZIO;CALABRIA;821
2024/2025;LM-14;LAZIO;LAZIO;820
2024/2025;L-3;PUGLIA;PUGLIA;820
2023/2024;L/SNT1;FRIULI VENEZIA GIULIA;FRIULI VENEZIA GIULIA;819
2024/2025;LMG/01;ABRUZZO;ABRUZZO;819
2023/2024;LM-19;LAZIO;LAZIO;818
2023/2024;L-27;SICILIA;SICILIA;816
2023/2024;L-4;VENETO;VENETO;814
2023/2024;LM-14;LAZIO;LAZIO;814
2024/2025;L-30;PIEMONTE;PIEMONTE;814
2023/2024;LM-32;LAZIO;LAZIO;812
2024/2025;LM-31;LAZIO;LAZIO;811
2024/2025;L/SNT3;TOSCANA;TOSCANA;810
2023/2024;LM-31;LAZIO;LAZIO;808
2023/2024;L/SNT2;TOSCANA;TOSCANA;808
2024/2025;L-22;MARCHE;MARCHE;807
2023/2024;L-29;CALABRIA;CALABRIA;806
2023/2024;L-30;TOSCANA;TOSCANA;806
2024/2025;L-31;FRIULI VENEZIA GIULIA;FRIULI VENEZIA GIULIA;805
2024/2025;L-32;TOSCANA;TOSCANA;805
2023/2024;L-31;MARCHE;MARCHE;804
2024/2025;LMG/01;LAZIO;CAMPANIA;804
2024/2025;L-31;SICILIA;REGIONE ESTERA;803
2024/2025;L-16;SICILIA;SICILIA;802
2023/2024;L-27;CAMPANIA;CAMPANIA;801
2023/2024;L-18;Provincia autonoma di TRENTO;Provincia autonoma di TRENTO;801
2024/2025;LM-56;LAZIO;LAZIO;801
2024/2025;LM-41;FRIULI VENEZIA GIULIA;VENETO;800
2024/2025;LM-33;LAZIO;LAZIO;800
2024/2025;L-10;CALABRIA;CALABRIA;799
2023/2024;L-42;PIEMONTE;PIEMONTE;799
2024/2025;L-4;SICILIA;SICILIA;795
2023/2024;L-30;EMILIA ROMAGNA;EMILIA ROMAGNA;793
2023/2024;LM-4cu;PUGLIA;PUGLIA;792
2024/2025;L-14;CAMPANIA;CAMPANIA;792
2024/2025;L/SNT2;PUGLIA;PUGLIA;791
2023/2024;L-10;CALABRIA;CALABRIA;791
2023/2024;99999;PIEMONTE;PIEMONTE;788
2023/2024;LM-56;LAZIO;LAZIO;787
2023/2024;L-25;VENETO;VENETO;784
2023/2024;L-14;ABRUZZO;ABRUZZO;782
2023/2024;L-14;CAMPANIA;CAMPANIA;781
2024/2025;L-5;TOSCANA;TOSCANA;781
2024/2025;L-26;EMILIA ROMAGNA;EMILIA ROMAGNA;781
2023/2024;L/SNT2;VENETO;VENETO;780
2023/2024;L-1;PUGLIA;PUGLIA;778
2023/2024;L-39;PIEMONTE;PIEMONTE;777
2024/2025;L-27;CAMPANIA;CAMPANIA;775
2024/2025;L-12;EMILIA ROMAGNA;EMILIA ROMAGNA;774
2023/2024;L-26;LOMBARDIA;LOMBARDIA;774
2023/2024;L-22;MARCHE;MARCHE;773
2024/2025;L-29;CALABRIA;CALABRIA;773
2023/2024;L-23;LAZIO;LAZIO;771
2024/2025;LM-4cu;CALABRIA;CALABRIA;771
2023/2024;L-15;SICILIA;SICILIA;770
2024/2025;LM-38;LOMBARDIA;LOMBARDIA;770
2024/2025;L-9;PIEMONTE;SICILIA;768
2024/2025;L-1;PUGLIA;PUGLIA;768
2023/2024;L/SNT3;TOSCANA;TOSCANA;768
2023/2024;L-22;CALABRIA;CALABRIA;767
2023/2024;L-18;LOMBARDIA;VENETO;766
2024/2025;L-18;LOMBARDIA;PUGLIA;765
2023/2024;LM-85 bis;Provincia autonoma di BOLZANO;Provincia autonoma di BOLZANO;764
2024/2025;LM-33;PIEMONTE;PIEMONTE;764
2023/2024;L-25;PUGLIA;PUGLIA;764
2024/2025;LM-46;LOMBARDIA;LOMBARDIA;764
2024/2025;L/SNT3;PUGLIA;PUGLIA;763
2023/2024;L-36;LIGURIA;LIGURIA;761
2023/2024;L-41;LAZIO;LAZIO;760
2023/2024;L-18;LOMBARDIA;SICILIA;760
2023/2024;LM-41;FRIULI VENEZIA GIULIA;VENETO;760
2024/2025;LM-89;LAZIO;LAZIO;760
2023/2024;LM-33;PIEMONTE;PIEMONTE;759
2023/2024;L-5;TOSCANA;TOSCANA;759
2023/2024;L-41;LOMBARDIA;LOMBARDIA;759
2023/2024;LM-77;LAZIO;CAMPANIA;759
2024/2025;L-18;TOSCANA;REGIONE ESTERA;758
2024/2025;L-26;LOMBARDIA;LOMBARDIA;757
2023/2024;L/SNT3;VENETO;VENETO;757
2024/2025;LM-52;CAMPANIA;CAMPANIA;756
2024/2025;L-30;VENETO;VENETO;755
2023/2024;LM-77;MARCHE;MARCHE;752
2023/2024;LM-89;LAZIO;LAZIO;752
2023/2024;L-18;LAZIO;CAMPANIA;751
2023/2024;L-10;MARCHE;MARCHE;750
2024/2025;99999;SARDEGNA;SARDEGNA;750
2023/2024;L-4;SICILIA;SICILIA;749
2023/2024;L-22;EMILIA ROMAGNA;VENETO;748
2023/2024;L/SNT2;PUGLIA;PUGLIA;746
2024/2025;L-9;PIEMONTE;PUGLIA;746
2023/2024;L-12;EMILIA ROMAGNA;EMILIA ROMAGNA;744
2023/2024;LM-46;LOMBARDIA;LOMBARDIA;744
2023/2024;L-8;PUGLIA;PUGLIA;742
2024/2025;L-30;SICILIA;SICILIA;742
2024/2025;LMG/01;UMBRIA;UMBRIA;742
2024/2025;L-40;PUGLIA;PUGLIA;740
2023/2024;L-26;EMILIA ROMAGNA;EMILIA ROMAGNA;739
2024/2025;LM-41;EMILIA ROMAGNA;REGIONE ESTERA;737
2024/2025;LM-41;EMILIA ROMAGNA;PUGLIA;736
2023/2024;L-30;VENETO;VENETO;736
2023/2024;LM-85;LAZIO;LAZIO;735
2024/2025;L-10;MARCHE;MARCHE;734
2023/2024;L-15;LAZIO;LAZIO;734
2023/2024;L-25;CAMPANIA;CAMPANIA;733
2023/2024;L-11;CALABRIA;CALABRIA;732
2024/2025;L-18;PIEMONTE;LOMBARDIA;732
2024/2025;L-25;VENETO;VENETO;731
2023/2024;LM-14;PUGLIA;PUGLIA;731
2024/2025;L-22;UMBRIA;UMBRIA;730
2024/2025;LM-77;LAZIO;CAMPANIA;729
2023/2024;LM-85 bis;UMBRIA;UMBRIA;728
2023/2024;LM-4cu;EMILIA ROMAGNA;EMILIA ROMAGNA;728
2023/2024;LM-4cu;CALABRIA;CALABRIA;728
2024/2025;99999;PIEMONTE;PIEMONTE;724
2024/2025;L-7;VENETO;VENETO;722
2023/2024;LM-13;ABRUZZO;ABRUZZO;722
2023/2024;LM-37;LOMBARDIA;LOMBARDIA;720
2023/2024;L/SNT3;PUGLIA;PUGLIA;720
2023/2024;L-1;SARDEGNA;SARDEGNA;720
2023/2024;L-7;VENETO;VENETO;719
2024/2025;L-8;UMBRIA;UMBRIA;719
2023/2024;L-32;CAMPANIA;CAMPANIA;718
2023/2024;L-33;LOMBARDIA;REGIONE ESTERA;718
2024/2025;L-39;PIEMONTE;PIEMONTE;716
2023/2024;L-30;SICILIA;SICILIA;715
2023/2024;L-19;EMILIA ROMAGNA;VENETO;715
2024/2025;LM-77;MARCHE;MARCHE;715
2024/2025;L-23;LAZIO;LAZIO;714
2023/2024;L-25;TOSCANA;TOSCANA;712
2024/2025;L-18;LAZIO;CAMPANIA;709
2024/2025;LM-4cu;EMILIA ROMAGNA;EMILIA ROMAGNA;709
2024/2025;LM-33;LOMBARDIA;LOMBARDIA;708
2024/2025;L-26;SICILIA;SICILIA;707
2024/2025;L-32;CAMPANIA;CAMPANIA;706
2024/2025;L-17;SARDEGNA;SARDEGNA;706
2024/2025;L/SNT1;LAZIO;SICILIA;706
2024/2025;L-1;SARDEGNA;SARDEGNA;700
2023/2024;LMG/01;UMBRIA;UMBRIA;700
2024/2025;L-32;EMILIA ROMAGNA;EMILIA ROMAGNA;700
2024/2025;LM-46;LAZIO;LAZIO;700
2024/2025;LM-56;VENETO;VENETO;699
2024/2025;L-41;LOMBARDIA;LOMBARDIA;699
2023/2024;LM-31;LOMBARDIA;LOMBARDIA;699
2023/2024;L-40;PUGLIA;PUGLIA;697
2024/2025;L-15;SICILIA;SICILIA;697
2024/2025;LM-51;TOSCANA;TOSCANA;697
