AnnoA;AteneoNOME;AteneoCOD;SESSO;Imm
2010/2011;Cagliari;9201;M;1692
2010/2011;Calabria;7801;F;2602
2010/2011;Calabria;7801;M;1740
2010/2011;Camerino;4302;F;533
2010/2011;Camerino;4302;M;450
2010/2011;Casamassima – LUM G. Degennaro;7203;F;83
2010/2011;Casamassima – LUM G. Degennaro;7203;M;141
2010/2011;Cassino;6001;F;767
2010/2011;Cassino;6001;M;718
2010/2011;Castellanza LIUC;1201;F;92
2010/2011;Castellanza LIUC;1201;M;171
2010/2011;Catania;8701;F;3650
2010/2011;Catania;8701;M;2561
2010/2011;Catanzaro;7901;F;861
2010/2011;Catanzaro;7901;M;576
2010/2011;Chieti e Pescara;6901;F;3979
2010/2011;Chieti e Pescara;6901;M;2176
2010/2011;Enna KORE;8601;F;754
2010/2011;Enna KORE;8601;M;564
2010/2011;Ferrara;3801;F;1746
2010/2011;Ferrara;3801;M;1235
2010/2011;Firenze;4801;F;5012
2010/2011;Firenze;4801;M;3598
2010/2011;Foggia;7101;F;1054
2010/2011;Foggia;7101;M;678
2010/2011;Genova;1001;F;3467
2010/2011;Genova;1001;M;2716
2010/2011;Insubria;1202;F;917
2010/2011;Insubria;1202;M;759
2010/2011;L'Aquila;6601;F;1607
2010/2011;L'Aquila;6601;M;1689
2010/2011;Macerata;4301;F;1040
2010/2011;Macerata;4301;M;424
2010/2011;Marche;4201;F;1159
2010/2011;Marche;4201;M;1538
2010/2011;Messina;8301;F;2952
2010/2011;Messina;8301;M;1807
2010/2011;Milano;1501;F;6863
2010/2011;Milano;1501;M;4583
2010/2011;Milano Bicocca;1509;F;4117
2010/2011;Milano Bicocca;1509;M;2564
2010/2011;Milano Bocconi;1503;F;1350
2010/2011;Milano Bocconi;1503;M;1286
2010/2011;Milano Cattolica;1504;F;4632
2010/2011;Milano Cattolica;1504;M;2569
2010/2011;Milano IULM;1505;F;665
2010/2011;Milano IULM;1505;M;226
2010/2011;Milano Politecnico;1502;F;2209
2010/2011;Milano Politecnico;1502;M;4607
2010/2011;Milano San Raffaele;1508;F;209
2010/2011;Milano San Raffaele;1508;M;145
2010/2011;Modena e Reggio Emilia;3601;F;1875
2010/2011;Modena e Reggio Emilia;3601;M;1693
2010/2011;Molise;7001;F;673
2010/2011;Molise;7001;M;545
2010/2011;Napoli Benincasa;6304;F;1083
2010/2011;Napoli Benincasa;6304;M;203
2010/2011;Napoli Federico II;6301;F;7382
2010/2011;Napoli Federico II;6301;M;6263
2010/2011;Napoli L'Orientale;6303;F;1186
2010/2011;Napoli L'Orientale;6303;M;333
2010/2011;Napoli Parthenope;6302;F;1632
2010/2011;Napoli Parthenope;6302;M;1685
2010/2011;Napoli Pegaso - telematica;6307;F;318
2010/2011;Napoli Pegaso - telematica;6307;M;417
2010/2011;Napoli Vanvitelli;6306;F;2169
2010/2011;Napoli Vanvitelli;6306;M;1718
2010/2011;Novedrate e-Campus - telematica;1301;F;361
2010/2011;Novedrate e-Campus - telematica;1301;M;504
2010/2011;Padova;2801;F;5604
2010/2011;Padova;2801;M;4731
2010/2011;Palermo;8201;F;4326
2010/2011;Palermo;8201;M;3304
2010/2011;Parma;3401;F;2900
2010/2011;Parma;3401;M;2252
2010/2011;Pavia;1801;F;2260
2010/2011;Pavia;1801;M;1760
2010/2011;Perugia;5401;F;2483
2010/2011;Perugia;5401;M;1961
2010/2011;Perugia Stranieri;5403;F;101
2010/2011;Perugia Stranieri;5403;M;70
2010/2011;Piemonte Orientale;201;F;1071
2010/2011;Piemonte Orientale;201;M;675
2010/2011;Pisa;5001;F;3566
2010/2011;Pisa;5001;M;3364
2010/2011;Reggio Calabria;8001;F;648
2010/2011;Reggio Calabria;8001;M;731
2010/2011;Reggio Calabria - Dante Alighieri;8003;F;54
2010/2011;Reggio Calabria - Dante Alighieri;8003;M;8
2010/2011;Roma  Mercatorum - telematica;5814;F;20
2010/2011;Roma  Mercatorum - telematica;5814;M;28
2010/2011;Roma Biomedico;5808;F;169
2010/2011;Roma Biomedico;5808;M;107
2010/2011;Roma Europea;5812;F;75
2010/2011;Roma Europea;5812;M;44
2010/2011;Roma Foro Italico;5806;F;88
2010/2011;Roma Foro Italico;5806;M;250
2010/2011;Roma La Sapienza;5801;F;9407
2010/2011;Roma La Sapienza;5801;M;7063
2010/2011;Roma Luiss;5805;F;736
2010/2011;Roma Luiss;5805;M;592
2010/2011;Roma LUMSA;5803;F;657
2010/2011;Roma LUMSA;5803;M;312
2010/2011;Roma Marconi - telematica;5810;F;355
2010/2011;Roma Marconi - telematica;5810;M;737
2010/2011;Roma San Raffaele - telematica;5816;F;46
2010/2011;Roma San Raffaele - telematica;5816;M;70
2010/2011;Roma Tor Vergata;5802;F;2769
2010/2011;Roma Tor Vergata;5802;M;2627
2010/2011;Roma Tre;5807;F;3410
2010/2011;Roma Tre;5807;M;2694
2010/2011;Roma UNICUSANO - telematica;5815;F;400
2010/2011;Roma UNICUSANO - telematica;5815;M;862
2010/2011;Roma UNINETTUNO - telematica;5813;F;801
2010/2011;Roma UNINETTUNO - telematica;5813;M;1303
2010/2011;Roma UNINT;5809;F;131
2010/2011;Roma UNINT;5809;M;54
2010/2011;Roma UNITELMA - telematica;5811;F;90
2010/2011;Roma UNITELMA - telematica;5811;M;117
2010/2011;Salento;7501;F;2069
2010/2011;Salento;7501;M;1338
2010/2011;Salerno;6501;F;2917
2010/2011;Salerno;6501;M;2303
2010/2011;Sannio;6201;F;622
2010/2011;Sannio;6201;M;556
2010/2011;Sassari;9001;F;1276
2010/2011;Sassari;9001;M;722
2010/2011;Siena;5201;F;1694
2010/2011;Siena;5201;M;1113
2010/2011;Siena Stranieri;5202;F;135
2010/2011;Siena Stranieri;5202;M;37
2010/2011;Teramo;6701;F;533
2010/2011;Teramo;6701;M;398
2010/2011;Torino;101;F;6881
2010/2011;Torino;101;M;4223
2010/2011;Torino Politecnico;102;F;1309
2010/2011;Torino Politecnico;102;M;3280
2010/2011;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;17
2010/2011;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;10
2010/2011;Trento;2201;F;1629
2010/2011;Trento;2201;M;1464
2010/2011;Trieste;3201;F;1688
2010/2011;Trieste;3201;M;1185
2010/2011;Tuscia;5601;F;633
2010/2011;Tuscia;5601;M;938
2010/2011;Udine;3001;F;1561
2010/2011;Udine;3001;M;1290
2010/2011;Urbino;4101;F;1396
2010/2011;Urbino;4101;M;856
2010/2011;Venezia Iuav;2702;F;489
2010/2011;Venezia Iuav;2702;M;420
2010/2011;Verona;2301;F;3200
2010/2011;Verona;2301;M;1745
2009/2010;Aosta;701;F;141
2009/2010;Aosta;701;M;64
2009/2010;Bari;7201;F;5605
2009/2010;Bari;7201;M;3359
2009/2010;Bari Politecnico;7202;F;612
2009/2010;Bari Politecnico;7202;M;1434
2009/2010;Basilicata;7601;F;749
2009/2010;Basilicata;7601;M;655
2009/2010;Benevento Giustino Fortunato - telematica;6202;F;7
2009/2010;Benevento Giustino Fortunato - telematica;6202;M;16
2009/2010;Bergamo;1601;F;1731
2009/2010;Bergamo;1601;M;1106
2009/2010;Bologna;3701;F;7264
2009/2010;Bologna;3701;M;5547
2009/2010;Bolzano;2101;F;519
2009/2010;Bolzano;2101;M;183
2009/2010;Bra Scienze Gastronomiche;401;F;28
2009/2010;Bra Scienze Gastronomiche;401;M;35
2009/2010;Brescia;1701;F;1305
2009/2010;Brescia;1701;M;1494
2009/2010;Ca' Foscari Venezia;2701;F;2188
2009/2010;Ca' Foscari Venezia;2701;M;1220
2009/2010;Cagliari;9201;F;2544
2009/2010;Cagliari;9201;M;1831
2009/2010;Calabria;7801;F;2998
2009/2010;Calabria;7801;M;2088
2009/2010;Camerino;4302;F;494
2009/2010;Camerino;4302;M;471
2009/2010;Casamassima – LUM G. Degennaro;7203;F;55
2009/2010;Casamassima – LUM G. Degennaro;7203;M;93
2009/2010;Cassino;6001;F;893
2009/2010;Cassino;6001;M;805
2009/2010;Castellanza LIUC;1201;F;101
2009/2010;Castellanza LIUC;1201;M;169
2009/2010;Catania;8701;F;4820
2009/2010;Catania;8701;M;3492
2009/2010;Catanzaro;7901;F;1087
2009/2010;Catanzaro;7901;M;753
2009/2010;Chieti e Pescara;6901;F;4014
2009/2010;Chieti e Pescara;6901;M;2039
2009/2010;Enna KORE;8601;F;659
2009/2010;Enna KORE;8601;M;471
2009/2010;Ferrara;3801;F;1906
2009/2010;Ferrara;3801;M;1357
2009/2010;Firenze;4801;F;4774
2009/2010;Firenze;4801;M;3880
2009/2010;Firenze IUL - telematica;4804;F;10
2009/2010;Firenze IUL - telematica;4804;M;4
2009/2010;Foggia;7101;F;1142
2009/2010;Foggia;7101;M;716
2009/2010;Genova;1001;F;3587
2009/2010;Genova;1001;M;2806
2009/2010;Insubria;1202;F;1144
2009/2010;Insubria;1202;M;909
2009/2010;L'Aquila;6601;F;1420
2009/2010;L'Aquila;6601;M;1418
2009/2010;Macerata;4301;F;1074
2009/2010;Macerata;4301;M;482
2009/2010;Marche;4201;F;1331
2009/2010;Marche;4201;M;1713
2009/2010;Messina;8301;F;2910
2009/2010;Messina;8301;M;1824
2009/2010;Milano;1501;F;6740
2009/2010;Milano;1501;M;4462
2009/2010;Milano Bicocca;1509;F;3706
2009/2010;Milano Bicocca;1509;M;2430
2009/2010;Milano Bocconi;1503;F;1306
2009/2010;Milano Bocconi;1503;M;1172
2009/2010;Milano Cattolica;1504;F;4730
2009/2010;Milano Cattolica;1504;M;2623
2009/2010;Milano IULM;1505;F;541
2009/2010;Milano IULM;1505;M;259
2009/2010;Milano Politecnico;1502;F;2309
2009/2010;Milano Politecnico;1502;M;4865
2009/2010;Milano San Raffaele;1508;F;203
2009/2010;Milano San Raffaele;1508;M;96
2009/2010;Modena e Reggio Emilia;3601;F;2152
2009/2010;Modena e Reggio Emilia;3601;M;1853
2009/2010;Molise;7001;F;715
2009/2010;Molise;7001;M;568
2009/2010;Napoli Benincasa;6304;F;966
2009/2010;Napoli Benincasa;6304;M;190
2009/2010;Napoli Federico II;6301;F;8120
2009/2010;Napoli Federico II;6301;M;6472
2009/2010;Napoli L'Orientale;6303;F;1196
2009/2010;Napoli L'Orientale;6303;M;348
2009/2010;Napoli Parthenope;6302;F;1160
2009/2010;Napoli Parthenope;6302;M;1654
2009/2010;Napoli Pegaso - telematica;6307;F;220
2009/2010;Napoli Pegaso - telematica;6307;M;333
2009/2010;Napoli Vanvitelli;6306;F;2346
2009/2010;Napoli Vanvitelli;6306;M;1834
2009/2010;Novedrate e-Campus - telematica;1301;F;371
2009/2010;Novedrate e-Campus - telematica;1301;M;516
2009/2010;Padova;2801;F;5643
2009/2010;Padova;2801;M;4754
2009/2010;Palermo;8201;F;4764
2009/2010;Palermo;8201;M;3451
2009/2010;Parma;3401;F;3143
2009/2010;Parma;3401;M;2329
2009/2010;Pavia;1801;F;2330
2009/2010;Pavia;1801;M;1841
2009/2010;Perugia;5401;F;2485
2009/2010;Perugia;5401;M;2031
2009/2010;Perugia Stranieri;5403;F;127
2009/2010;Perugia Stranieri;5403;M;130
2009/2010;Piemonte Orientale;201;F;1177
2009/2010;Piemonte Orientale;201;M;739
2009/2010;Pisa;5001;F;3893
2009/2010;Pisa;5001;M;3515
2009/2010;Reggio Calabria;8001;F;684
2009/2010;Reggio Calabria;8001;M;804
2009/2010;Reggio Calabria - Dante Alighieri;8003;F;56
2009/2010;Reggio Calabria - Dante Alighieri;8003;M;10
2009/2010;Roma  Mercatorum - telematica;5814;F;7
2009/2010;Roma  Mercatorum - telematica;5814;M;7
2009/2010;Roma Biomedico;5808;F;133
2009/2010;Roma Biomedico;5808;M;80
2009/2010;Roma Europea;5812;F;111
2009/2010;Roma Europea;5812;M;62
2009/2010;Roma Foro Italico;5806;F;75
2009/2010;Roma Foro Italico;5806;M;223
2009/2010;Roma La Sapienza;5801;F;9869
2009/2010;Roma La Sapienza;5801;M;7355
2009/2010;Roma Luiss;5805;F;738
2009/2010;Roma Luiss;5805;M;601
2009/2010;Roma LUMSA;5803;F;560
2009/2010;Roma LUMSA;5803;M;275
2009/2010;Roma Marconi - telematica;5810;F;308
2009/2010;Roma Marconi - telematica;5810;M;809
2009/2010;Roma San Raffaele - telematica;5816;F;26
2009/2010;Roma San Raffaele - telematica;5816;M;42
2009/2010;Roma Tor Vergata;5802;F;3076
2009/2010;Roma Tor Vergata;5802;M;2798
2009/2010;Roma Tre;5807;F;3557
2009/2010;Roma Tre;5807;M;2465
2009/2010;Roma UNICUSANO - telematica;5815;F;343
2009/2010;Roma UNICUSANO - telematica;5815;M;971
2009/2010;Roma UNINETTUNO - telematica;5813;F;177
2009/2010;Roma UNINETTUNO - telematica;5813;M;229
2009/2010;Roma UNINT;5809;F;140
2009/2010;Roma UNINT;5809;M;38
2009/2010;Roma UNITELMA - telematica;5811;F;77
2009/2010;Roma UNITELMA - telematica;5811;M;79
2009/2010;Salento;7501;F;2295
2009/2010;Salento;7501;M;1363
2009/2010;Salerno;6501;F;3228
2009/2010;Salerno;6501;M;2304
2009/2010;Sannio;6201;F;604
2009/2010;Sannio;6201;M;609
2009/2010;Sassari;9001;F;1279
2009/2010;Sassari;9001;M;727
2009/2010;Siena;5201;F;1605
2009/2010;Siena;5201;M;1118
2009/2010;Siena Stranieri;5202;F;140
2009/2010;Siena Stranieri;5202;M;29
2009/2010;Teramo;6701;F;617
2009/2010;Teramo;6701;M;457
2009/2010;Torino;101;F;6827
2009/2010;Torino;101;M;4112
2009/2010;Torino Politecnico;102;F;1289
2009/2010;Torino Politecnico;102;M;3377
2009/2010;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;26
2009/2010;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;17
2009/2010;Trento;2201;F;1483
2009/2010;Trento;2201;M;1477
2009/2010;Trieste;3201;F;1796
2009/2010;Trieste;3201;M;1351
2009/2010;Tuscia;5601;F;649
2009/2010;Tuscia;5601;M;1020
2009/2010;Udine;3001;F;1640
2009/2010;Udine;3001;M;1373
2009/2010;Urbino;4101;F;1405
2009/2010;Urbino;4101;M;813
2009/2010;Venezia Iuav;2702;F;495
2009/2010;Venezia Iuav;2702;M;485
2009/2010;Verona;2301;F;3126
2009/2010;Verona;2301;M;1621
2008/2009;Aosta;701;F;140
2008/2009;Aosta;701;M;29
2008/2009;Bari;7201;F;5962
2008/2009;Bari;7201;M;3593
2008/2009;Bari Politecnico;7202;F;627
2008/2009;Bari Politecnico;7202;M;1409
2008/2009;Basilicata;7601;F;686
2008/2009;Basilicata;7601;M;587
2008/2009;Benevento Giustino Fortunato - telematica;6202;F;8
2008/2009;Benevento Giustino Fortunato - telematica;6202;M;24
2008/2009;Bergamo;1601;F;1582
2008/2009;Bergamo;1601;M;978
2008/2009;Bologna;3701;F;7596
2008/2009;Bologna;3701;M;5835
2008/2009;Bolzano;2101;F;473
2008/2009;Bolzano;2101;M;175
2008/2009;Bra Scienze Gastronomiche;401;F;28
2008/2009;Bra Scienze Gastronomiche;401;M;25
2008/2009;Brescia;1701;F;1252
2008/2009;Brescia;1701;M;1423
2008/2009;Ca' Foscari Venezia;2701;F;2220
2008/2009;Ca' Foscari Venezia;2701;M;1221
2008/2009;Cagliari;9201;F;2264
2008/2009;Cagliari;9201;M;1583
2008/2009;Calabria;7801;F;3112
2008/2009;Calabria;7801;M;2115
2008/2009;Camerino;4302;F;609
2008/2009;Camerino;4302;M;634
2008/2009;Casamassima – LUM G. Degennaro;7203;F;69
2008/2009;Casamassima – LUM G. Degennaro;7203;M;127
2008/2009;Cassino;6001;F;988
2008/2009;Cassino;6001;M;901
2008/2009;Castellanza LIUC;1201;F;116
2008/2009;Castellanza LIUC;1201;M;202
2008/2009;Catania;8701;F;4582
2008/2009;Catania;8701;M;2981
2008/2009;Catanzaro;7901;F;1079
2008/2009;Catanzaro;7901;M;842
2008/2009;Chieti e Pescara;6901;F;2907
2008/2009;Chieti e Pescara;6901;M;1679
2008/2009;Enna KORE;8601;F;470
2008/2009;Enna KORE;8601;M;296
2008/2009;Ferrara;3801;F;1575
2008/2009;Ferrara;3801;M;1187
2008/2009;Firenze;4801;F;4554
2008/2009;Firenze;4801;M;3481
2008/2009;Foggia;7101;F;1533
2008/2009;Foggia;7101;M;1095
2008/2009;Genova;1001;F;3457
2008/2009;Genova;1001;M;2593
2008/2009;Insubria;1202;F;1103
2008/2009;Insubria;1202;M;730
2008/2009;L'Aquila;6601;F;2240
2008/2009;L'Aquila;6601;M;1766
2008/2009;Macerata;4301;F;1071
2008/2009;Macerata;4301;M;400
2008/2009;Marche;4201;F;1481
2008/2009;Marche;4201;M;1762
2008/2009;Messina;8301;F;3598
2008/2009;Messina;8301;M;2214
2008/2009;Milano;1501;F;6642
2008/2009;Milano;1501;M;4672
2008/2009;Milano Bicocca;1509;F;3460
2008/2009;Milano Bicocca;1509;M;2204
2008/2009;Milano Bocconi;1503;F;1192
2008/2009;Milano Bocconi;1503;M;1237
2008/2009;Milano Cattolica;1504;F;5213
2008/2009;Milano Cattolica;1504;M;2801
2008/2009;Milano IULM;1505;F;561
2008/2009;Milano IULM;1505;M;216
2008/2009;Milano Politecnico;1502;F;2108
2008/2009;Milano Politecnico;1502;M;4066
2008/2009;Milano San Raffaele;1508;F;198
2008/2009;Milano San Raffaele;1508;M;122
2008/2009;Modena e Reggio Emilia;3601;F;1699
2008/2009;Modena e Reggio Emilia;3601;M;1530
2008/2009;Molise;7001;F;791
2008/2009;Molise;7001;M;627
2008/2009;Napoli Benincasa;6304;F;1417
2008/2009;Napoli Benincasa;6304;M;312
2008/2009;Napoli Federico II;6301;F;7337
2008/2009;Napoli Federico II;6301;M;5668
2008/2009;Napoli L'Orientale;6303;F;1149
2008/2009;Napoli L'Orientale;6303;M;352
2008/2009;Napoli Parthenope;6302;F;1431
2008/2009;Napoli Parthenope;6302;M;2439
2008/2009;Napoli Pegaso - telematica;6307;F;204
2008/2009;Napoli Pegaso - telematica;6307;M;160
2008/2009;Napoli Vanvitelli;6306;F;2364
2008/2009;Napoli Vanvitelli;6306;M;1772
2008/2009;Novedrate e-Campus - telematica;1301;F;344
2008/2009;Novedrate e-Campus - telematica;1301;M;581
2008/2009;Padova;2801;F;4992
2008/2009;Padova;2801;M;3924
2008/2009;Palermo;8201;F;5434
2008/2009;Palermo;8201;M;3955
2008/2009;Parma;3401;F;3028
2008/2009;Parma;3401;M;2079
2008/2009;Pavia;1801;F;2271
2008/2009;Pavia;1801;M;1725
2008/2009;Perugia;5401;F;2595
2008/2009;Perugia;5401;M;2102
2008/2009;Perugia Stranieri;5403;F;151
2008/2009;Perugia Stranieri;5403;M;152
2008/2009;Piemonte Orientale;201;F;1066
2008/2009;Piemonte Orientale;201;M;647
2008/2009;Pisa;5001;F;3875
2008/2009;Pisa;5001;M;3567
2008/2009;Reggio Calabria;8001;F;699
2008/2009;Reggio Calabria;8001;M;772
2008/2009;Reggio Calabria - Dante Alighieri;8003;F;64
2008/2009;Reggio Calabria - Dante Alighieri;8003;M;9
2008/2009;Roma  Mercatorum - telematica;5814;F;18
2008/2009;Roma  Mercatorum - telematica;5814;M;19
2008/2009;Roma Biomedico;5808;F;141
2008/2009;Roma Biomedico;5808;M;76
2008/2009;Roma Foro Italico;5806;F;92
2008/2009;Roma Foro Italico;5806;M;139
2008/2009;Roma La Sapienza;5801;F;11362
2008/2009;Roma La Sapienza;5801;M;8223
2008/2009;Roma Luiss;5805;F;741
2008/2009;Roma Luiss;5805;M;570
2008/2009;Roma LUMSA;5803;F;624
2008/2009;Roma LUMSA;5803;M;277
2008/2009;Roma Marconi - telematica;5810;F;354
2008/2009;Roma Marconi - telematica;5810;M;870
2008/2009;Roma San Raffaele - telematica;5816;F;18
2008/2009;Roma San Raffaele - telematica;5816;M;38
2008/2009;Roma Tor Vergata;5802;F;3358
2008/2009;Roma Tor Vergata;5802;M;3071
2008/2009;Roma Tre;5807;F;3406
2008/2009;Roma Tre;5807;M;2546
2008/2009;Roma UNICUSANO - telematica;5815;F;281
2008/2009;Roma UNICUSANO - telematica;5815;M;336
2008/2009;Roma UNINETTUNO - telematica;5813;F;174
2008/2009;Roma UNINETTUNO - telematica;5813;M;291
2008/2009;Roma UNINT;5809;F;114
2008/2009;Roma UNINT;5809;M;57
2008/2009;Roma UNITELMA - telematica;5811;F;54
2008/2009;Roma UNITELMA - telematica;5811;M;103
2008/2009;Salento;7501;F;2900
2008/2009;Salento;7501;M;1771
2008/2009;Salerno;6501;F;3690
2008/2009;Salerno;6501;M;2493
2008/2009;Sannio;6201;F;468
2008/2009;Sannio;6201;M;483
2008/2009;Sassari;9001;F;1332
2008/2009;Sassari;9001;M;660
2008/2009;Siena;5201;F;1749
2008/2009;Siena;5201;M;1199
2008/2009;Siena Stranieri;5202;F;91
2008/2009;Siena Stranieri;5202;M;18
2008/2009;Teramo;6701;F;574
2008/2009;Teramo;6701;M;437
2008/2009;Torino;101;F;6883
2008/2009;Torino;101;M;4120
2008/2009;Torino Politecnico;102;F;1121
2008/2009;Torino Politecnico;102;M;2946
2008/2009;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;34
2008/2009;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;31
2008/2009;Trento;2201;F;1175
2008/2009;Trento;2201;M;1139
2008/2009;Trieste;3201;F;1790
2008/2009;Trieste;3201;M;1166
2008/2009;Tuscia;5601;F;614
2008/2009;Tuscia;5601;M;1268
2008/2009;Udine;3001;F;1679
2008/2009;Udine;3001;M;1268
2008/2009;Urbino;4101;F;1184
2008/2009;Urbino;4101;M;724
2008/2009;Venezia Iuav;2702;F;461
2008/2009;Venezia Iuav;2702;M;407
2008/2009;Verona;2301;F;2888
2008/2009;Verona;2301;M;1572
2007/2008;Aosta;701;F;128
2007/2008;Aosta;701;M;44
2007/2008;Bari;7201;F;6394
2007/2008;Bari;7201;M;3850
2007/2008;Bari Politecnico;7202;F;503
2007/2008;Bari Politecnico;7202;M;1275
2007/2008;Basilicata;7601;F;788
2007/2008;Basilicata;7601;M;618
2007/2008;Benevento Giustino Fortunato - telematica;6202;F;15
2007/2008;Benevento Giustino Fortunato - telematica;6202;M;24
2007/2008;Bergamo;1601;F;1464
2007/2008;Bergamo;1601;M;926
2007/2008;Bologna;3701;F;7754
2007/2008;Bologna;3701;M;6188
2007/2008;Bolzano;2101;F;496
2007/2008;Bolzano;2101;M;156
2007/2008;Bra Scienze Gastronomiche;401;F;29
2007/2008;Bra Scienze Gastronomiche;401;M;27
2007/2008;Brescia;1701;F;1362
2007/2008;Brescia;1701;M;1399
2007/2008;Ca' Foscari Venezia;2701;F;2070
2007/2008;Ca' Foscari Venezia;2701;M;1155
2007/2008;Cagliari;9201;F;2585
2007/2008;Cagliari;9201;M;1716
2007/2008;Calabria;7801;F;3471
2007/2008;Calabria;7801;M;2506
2007/2008;Camerino;4302;F;631
2007/2008;Camerino;4302;M;647
2007/2008;Casamassima – LUM G. Degennaro;7203;F;89
2007/2008;Casamassima – LUM G. Degennaro;7203;M;119
2007/2008;Cassino;6001;F;1049
2007/2008;Cassino;6001;M;861
2007/2008;Castellanza LIUC;1201;F;104
2007/2008;Castellanza LIUC;1201;M;186
2007/2008;Catania;8701;F;4921
2007/2008;Catania;8701;M;3311
2007/2008;Catanzaro;7901;F;1255
2007/2008;Catanzaro;7901;M;940
2007/2008;Chieti e Pescara;6901;F;3842
2007/2008;Chieti e Pescara;6901;M;2100
2007/2008;Enna KORE;8601;F;455
2007/2008;Enna KORE;8601;M;275
2007/2008;Ferrara;3801;F;1574
2007/2008;Ferrara;3801;M;1268
2007/2008;Firenze;4801;F;4771
2007/2008;Firenze;4801;M;3524
2007/2008;Foggia;7101;F;1529
2007/2008;Foggia;7101;M;1022
2007/2008;Genova;1001;F;3370
2007/2008;Genova;1001;M;2607
2007/2008;Insubria;1202;F;1169
2007/2008;Insubria;1202;M;772
2007/2008;L'Aquila;6601;F;1852
2007/2008;L'Aquila;6601;M;1298
2007/2008;Macerata;4301;F;1125
2007/2008;Macerata;4301;M;491
2007/2008;Marche;4201;F;1550
2007/2008;Marche;4201;M;1663
2007/2008;Messina;8301;F;3926
2007/2008;Messina;8301;M;2655
2007/2008;Milano;1501;F;6076
2007/2008;Milano;1501;M;4429
2007/2008;Milano Bicocca;1509;F;3691
2007/2008;Milano Bicocca;1509;M;2336
2007/2008;Milano Bocconi;1503;F;1157
2007/2008;Milano Bocconi;1503;M;1190
2007/2008;Milano Cattolica;1504;F;5462
2007/2008;Milano Cattolica;1504;M;2923
2007/2008;Milano IULM;1505;F;646
2007/2008;Milano IULM;1505;M;230
2007/2008;Milano Politecnico;1502;F;2016
2007/2008;Milano Politecnico;1502;M;3849
2007/2008;Milano San Raffaele;1508;F;231
2007/2008;Milano San Raffaele;1508;M;129
2007/2008;Modena e Reggio Emilia;3601;F;1862
2007/2008;Modena e Reggio Emilia;3601;M;1661
2007/2008;Molise;7001;F;807
2007/2008;Molise;7001;M;694
2007/2008;Napoli Benincasa;6304;F;1399
2007/2008;Napoli Benincasa;6304;M;301
2007/2008;Napoli Federico II;6301;F;7363
2007/2008;Napoli Federico II;6301;M;5583
2007/2008;Napoli L'Orientale;6303;F;1237
2007/2008;Napoli L'Orientale;6303;M;354
2007/2008;Napoli Parthenope;6302;F;1295
2007/2008;Napoli Parthenope;6302;M;2283
2007/2008;Napoli Pegaso - telematica;6307;F;349
2007/2008;Napoli Pegaso - telematica;6307;M;157
2007/2008;Napoli Vanvitelli;6306;F;2419
2007/2008;Napoli Vanvitelli;6306;M;1821
2007/2008;Novedrate e-Campus - telematica;1301;F;31
2007/2008;Novedrate e-Campus - telematica;1301;M;49
2007/2008;Padova;2801;F;5834
2007/2008;Padova;2801;M;4313
2007/2008;Palermo;8201;F;6319
2007/2008;Palermo;8201;M;4934
2007/2008;Parma;3401;F;2648
2007/2008;Parma;3401;M;1992
2007/2008;Pavia;1801;F;2337
2007/2008;Pavia;1801;M;1811
2007/2008;Perugia;5401;F;3031
2007/2008;Perugia;5401;M;2377
2007/2008;Perugia Stranieri;5403;F;212
2007/2008;Perugia Stranieri;5403;M;208
2007/2008;Piemonte Orientale;201;F;1152
2007/2008;Piemonte Orientale;201;M;645
2007/2008;Pisa;5001;F;3499
2007/2008;Pisa;5001;M;3148
2007/2008;Reggio Calabria;8001;F;781
2007/2008;Reggio Calabria;8001;M;904
2007/2008;Roma  Mercatorum - telematica;5814;F;16
2007/2008;Roma  Mercatorum - telematica;5814;M;15
2007/2008;Roma Biomedico;5808;F;106
2007/2008;Roma Biomedico;5808;M;59
2007/2008;Roma Europea;5812;F;70
2007/2008;Roma Europea;5812;M;49
2007/2008;Roma Foro Italico;5806;F;67
2007/2008;Roma Foro Italico;5806;M;123
2007/2008;Roma La Sapienza;5801;F;11808
2007/2008;Roma La Sapienza;5801;M;8282
2007/2008;Roma Luiss;5805;F;591
2007/2008;Roma Luiss;5805;M;558
2007/2008;Roma LUMSA;5803;F;624
2007/2008;Roma LUMSA;5803;M;255
2007/2008;Roma Marconi - telematica;5810;F;208
2007/2008;Roma Marconi - telematica;5810;M;686
2007/2008;Roma San Raffaele - telematica;5816;F;24
2007/2008;Roma San Raffaele - telematica;5816;M;19
2007/2008;Roma Tor Vergata;5802;F;3820
2007/2008;Roma Tor Vergata;5802;M;3506
2007/2008;Roma Tre;5807;F;3292
2007/2008;Roma Tre;5807;M;2387
2007/2008;Roma UNICUSANO - telematica;5815;F;127
2007/2008;Roma UNICUSANO - telematica;5815;M;141
2007/2008;Roma UNINETTUNO - telematica;5813;F;225
2007/2008;Roma UNINETTUNO - telematica;5813;M;394
2007/2008;Roma UNINT;5809;F;80
