AnnoA;CorsoTIPO;AnnoNascita;SESSO;Isc
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;2000;F;621
2023/2024;Laurea Magistrale - dm 270/04;1984;F;605
2023/2024;Laurea - dm 270/04;1986;M;605
2023/2024;Laurea - dm 270/04;1985;M;593
2023/2024;Laurea Magistrale - dm 270/04;1989;M;583
2023/2024;Laurea - dm 270/04;1982;F;578
2023/2024;Laurea Magistrale - dm 270/04;1988;M;555
2023/2024;Laurea - dm 270/04;1983;F;553
2023/2024;Laurea Magistrale - dm 270/04;1983;F;548
2023/2024;Laurea - dm 270/04;1979;F;539
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1999;F;536
2023/2024;Laurea - dm 270/04;1981;F;532
2023/2024;Laurea - dm 270/04;1977;F;531
2023/2024;Laurea - dm 270/04;1978;F;525
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;2001;M;523
2023/2024;Laurea - dm 270/04;1980;F;521
2023/2024;Laurea Magistrale - dm 270/04;1982;F;514
2023/2024;Laurea - dm 270/04;1976;F;510
2023/2024;Laurea - dm 270/04;1984;M;502
2023/2024;Laurea - dm 270/04;1982;M;493
2023/2024;Laurea - dm 270/04;1983;M;481
2023/2024;Laurea Magistrale - dm 270/04;1987;M;466
2023/2024;Laurea - dm 270/04;1975;F;466
2023/2024;Laurea - dm 270/04;1974;F;462
2023/2024;Laurea Magistrale - dm 270/04;1981;F;438
2023/2024;Laurea - dm 270/04;1981;M;436
2023/2024;Laurea - dm 270/04;1980;M;431
2023/2024;Laurea - dm 270/04;1979;M;428
2023/2024;Laurea - dm 270/04;1973;F;425
2023/2024;Laurea - dm 270/04;1978;M;413
2023/2024;Laurea - dm 270/04;1977;M;409
2023/2024;Laurea Magistrale - dm 270/04;1986;M;397
2023/2024;Laurea Magistrale - dm 270/04;1980;F;394
2023/2024;Laurea - dm 270/04;1976;M;379
2023/2024;Laurea Magistrale - dm 270/04;1985;M;377
2023/2024;Laurea Magistrale - dm 270/04;1979;F;357
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;2000;M;355
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1998;F;354
2023/2024;Laurea - dm 270/04;1974;M;351
2023/2024;Laurea - dm 270/04;1972;F;350
2023/2024;Laurea Magistrale - dm 270/04;1977;F;350
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1997;F;339
2023/2024;Laurea Magistrale - dm 270/04;1984;M;336
2023/2024;Laurea - dm 270/04;1975;M;335
2023/2024;Laurea Magistrale - dm 270/04;1983;M;326
2023/2024;Laurea Magistrale - dm 270/04;1978;F;323
2023/2024;Laurea - dm 270/04;1971;F;317
2023/2024;Laurea - dm 270/04;1970;F;315
2023/2024;Laurea Magistrale - dm 270/04;1976;F;295
2023/2024;Laurea Magistrale - dm 270/04;1982;M;294
2023/2024;Laurea Magistrale - dm 270/04;1974;F;284
2023/2024;Laurea - dm 270/04;1973;M;283
2023/2024;Laurea Magistrale - dm 270/04;1975;F;282
2023/2024;Laurea Magistrale - dm 270/04;1973;F;266
2023/2024;Laurea Magistrale - dm 270/04;1981;M;261
2023/2024;Laurea Magistrale - dm 270/04;1980;M;256
2023/2024;Laurea - dm 270/04;1972;M;255
2023/2024;Laurea - dm 270/04;1969;F;255
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1996;F;243
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1999;M;232
2023/2024;Laurea - dm 270/04;1971;M;230
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1995;F;207
2023/2024;Laurea Magistrale - dm 270/04;1979;M;205
2023/2024;Laurea Magistrale - dm 270/04;1972;F;204
2023/2024;Laurea Magistrale - dm 270/04;1978;M;203
2023/2024;Laurea - dm 270/04;1968;F;201
2023/2024;Laurea - dm 270/04;1969;M;198
2023/2024;Laurea Magistrale - dm 270/04;1971;F;195
2023/2024;Laurea Magistrale - dm 270/04;1976;M;194
2023/2024;Laurea Magistrale - dm 270/04;1977;M;193
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1998;M;188
2023/2024;Laurea Magistrale - dm 270/04;1975;M;178
2023/2024;Laurea - dm 270/04;1968;M;178
2023/2024;Laurea - dm 270/04;1970;M;177
2023/2024;Laurea - dm 270/04;1967;M;176
2023/2024;Laurea - dm 270/04;1967;F;172
2023/2024;Laurea Magistrale - dm 270/04;1970;F;169
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1994;F;162
2023/2024;Laurea Magistrale - dm 270/04;1974;M;157
2023/2024;Laurea Magistrale - dm 270/04;1969;F;155
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1997;M;148
2023/2024;Laurea - dm 270/04;1966;F;147
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1993;F;145
2023/2024;Laurea Magistrale - dm 270/04;1973;M;144
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1991;F;140
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1990;F;136
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1992;F;135
2023/2024;Laurea - dm 270/04;1966;M;133
2023/2024;Laurea - dm 270/04;2006;F;132
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1989;F;125
2023/2024;Laurea Magistrale - dm 270/04;1972;M;125
2023/2024;Laurea Magistrale - dm 270/04;1968;F;120
2023/2024;Laurea - dm 270/04;1965;F;118
2023/2024;Laurea - dm 270/04;1965;M;112
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1996;M;109
2023/2024;Laurea Magistrale - dm 270/04;1967;F;107
2023/2024;Laurea - dm 270/04;1964;M;107
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1988;F;104
2023/2024;Laurea Magistrale - dm 270/04;1970;M;103
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1995;M;103
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1984;F;102
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1986;F;100
2023/2024;Laurea Magistrale - dm 270/04;1971;M;98
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1987;F;96
2023/2024;Laurea Magistrale - dm 270/04;1966;F;96
2023/2024;Laurea - dm 270/04;1964;F;92
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1985;F;91
2023/2024;Laurea - dm 270/04;2006;M;91
2023/2024;Laurea - dm 270/04;1963;M;86
2023/2024;Laurea Magistrale - dm 270/04;2003;F;83
2023/2024;Laurea Magistrale - dm 270/04;1966;M;79
2023/2024;Laurea Magistrale - dm 270/04;1969;M;77
2023/2024;Laurea Magistrale - dm 270/04;1965;F;75
2023/2024;Laurea - dm 270/04;1961;M;75
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1993;M;75
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1994;M;74
2023/2024;Laurea Magistrale - dm 270/04;2003;M;73
2023/2024;Laurea - dm 270/04;1962;M;72
2023/2024;Laurea Magistrale - dm 270/04;1968;M;72
2023/2024;Laurea - dm 270/04;1963;F;67
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1983;F;66
2023/2024;Laurea - dm 270/04;1958;M;65
2023/2024;Laurea Magistrale - dm 270/04;1964;F;63
2023/2024;Laurea Magistrale - dm 270/04;1967;M;63
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1992;M;63
2023/2024;Laurea - dm 270/04;1960;M;62
2023/2024;Laurea - dm 270/04;1959;M;62
2023/2024;Laurea Magistrale - dm 270/04;1965;M;59
2023/2024;Laurea - dm 270/04;1961;F;58
2023/2024;Laurea - dm 270/04;1962;F;55
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1982;F;55
2023/2024;Laurea Magistrale - dm 270/04;1964;M;50
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1990;M;48
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1991;M;46
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1980;F;45
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;2006;F;44
2023/2024;Laurea Magistrale - dm 270/04;1963;M;43
2023/2024;Laurea - dm 270/04;1957;M;43
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1981;F;41
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1979;F;39
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1989;M;38
2023/2024;Laurea - dm 270/04;1956;M;38
2023/2024;Laurea - dm 270/04;1959;F;37
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1978;F;36
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1977;F;35
2023/2024;Laurea - dm 270/04;1960;F;34
2023/2024;Laurea Magistrale - dm 270/04;1961;F;34
2023/2024;Laurea - dm 270/04;1956;F;34
2023/2024;Laurea - dm 270/04;1954;M;34
2023/2024;Laurea - dm 270/04;1955;M;32
2023/2024;Laurea Magistrale - dm 270/04;1963;F;31
2023/2024;Laurea Magistrale - dm 270/04;1962;M;31
2023/2024;Laurea - dm 270/04;1953;M;31
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1988;M;31
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1986;M;27
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1976;F;27
2023/2024;Laurea - dm 270/04;1958;F;27
2023/2024;Laurea Magistrale - dm 270/04;1960;M;26
2023/2024;Laurea Magistrale - dm 270/04;1962;F;25
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1987;M;24
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1985;M;22
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1973;F;21
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1974;F;21
2023/2024;Laurea Magistrale - dm 270/04;1961;M;21
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;2006;M;21
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1980;M;20
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1984;M;20
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1975;F;18
2023/2024;Laurea - dm 270/04;1957;F;18
2023/2024;Laurea Magistrale - dm 270/04;1957;F;18
2023/2024;Laurea - dm 270/04;1955;F;17
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1983;M;17
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1982;M;16
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1977;M;16
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1978;M;15
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1973;M;15
2023/2024;Laurea Magistrale - dm 270/04;1957;M;15
2023/2024;Laurea Magistrale - dm 270/04;1960;F;15
2023/2024;Laurea Magistrale - dm 270/04;1959;M;14
2023/2024;Laurea Magistrale - dm 270/04;1956;M;14
2023/2024;Laurea - dm 270/04;1952;M;14
2023/2024;Laurea - dm 270/04;1950;M;14
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1981;M;14
2023/2024;Laurea Magistrale - dm 270/04;1958;M;13
2023/2024;Laurea Magistrale - dm 270/04;1959;F;13
2023/2024;Laurea - dm 270/04;1949;M;12
2023/2024;Laurea - dm 270/04;1951;M;12
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1979;M;12
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1972;F;12
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1971;M;12
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1969;M;11
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1974;M;11
2023/2024;Laurea Magistrale - dm 270/04;1956;F;11
2023/2024;Laurea - dm 270/04;1947;M;10
2023/2024;Laurea Magistrale - dm 270/04;1953;M;10
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1970;M;10
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1975;M;10
2023/2024;Laurea Magistrale - dm 270/04;1955;M;9
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1965;M;9
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1966;M;8
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1967;F;8
2023/2024;Laurea Magistrale - dm 270/04;1955;F;8
2023/2024;Laurea Magistrale - dm 270/04;1958;F;8
2023/2024;Laurea - dm 270/04;1954;F;8
2023/2024;Laurea Magistrale - dm 270/04;1954;M;8
2023/2024;Laurea - dm 270/04;1952;F;8
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1969;F;8
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1971;F;7
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1970;F;7
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1972;M;7
2023/2024;Laurea - dm 270/04;1948;M;7
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1966;F;7
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1961;M;6
2023/2024;Laurea Magistrale - dm 270/04;1951;M;6
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1968;F;6
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1968;M;6
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1976;M;6
2023/2024;Laurea Magistrale - dm 270/04;1947;M;5
2023/2024;Laurea - dm 270/04;1949;F;5
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1960;M;5
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1964;M;4
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1957;M;4
2023/2024;Laurea Magistrale - dm 270/04;1949;M;4
2023/2024;Laurea Magistrale - dm 270/04;1948;M;4
2023/2024;Laurea Magistrale - dm 270/04;1953;F;4
2023/2024;Laurea Magistrale - dm 270/04;1952;M;4
2023/2024;Laurea - dm 270/04;1953;F;4
2023/2024;Laurea - dm 270/04;1945;M;4
2023/2024;Laurea - dm 270/04;1944;M;3
2023/2024;Laurea Magistrale - dm 270/04;1954;F;3
2023/2024;Laurea Magistrale - dm 270/04;1952;F;3
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1948;M;3
2023/2024;Laurea Magistrale - dm 270/04;1947;F;3
2023/2024;Laurea - dm 270/04;1950;F;3
2023/2024;Laurea - dm 270/04;1951;F;3
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1960;F;3
2023/2024;Laurea Magistrale - dm 270/04;2004;M;3
2023/2024;Laurea Magistrale - dm 270/04;2005;M;2
2023/2024;Laurea - dm 270/04;2007;F;2
2023/2024;Laurea - dm 270/04;2007;M;2
2023/2024;Laurea Magistrale - dm 270/04;2004;F;2
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1956;F;2
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1967;M;2
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1965;F;2
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1963;F;2
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1964;F;2
2023/2024;Laurea Magistrale - dm 270/04;1950;F;2
2023/2024;Laurea - dm 270/04;1945;F;2
2023/2024;Laurea - dm 270/04;1947;F;2
2023/2024;Laurea - dm 270/04;1948;F;2
2023/2024;Laurea Magistrale - dm 270/04;1944;M;2
2023/2024;Laurea Magistrale - dm 270/04;1945;F;2
2023/2024;Laurea - dm 270/04;1946;M;2
2023/2024;Laurea - dm 270/04;1939;M;2
2023/2024;Laurea Magistrale - dm 270/04;1942;M;2
2023/2024;Laurea - dm 270/04;1943;M;1
2023/2024;Laurea Magistrale - dm 270/04;1943;M;1
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1943;M;1
2023/2024;Laurea Magistrale - dm 270/04;1939;M;1
2023/2024;Laurea - dm 270/04;1941;M;1
2023/2024;Laurea - dm 270/04;1942;M;1
2023/2024;Laurea Magistrale - dm 270/04;1946;M;1
2023/2024;Laurea Magistrale - dm 270/04;1945;M;1
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1944;F;1
2023/2024;Laurea - dm 270/04;1932;M;1
2023/2024;Laurea - dm 270/04;1936;M;1
2023/2024;Laurea Magistrale - dm 270/04;1937;M;1
2023/2024;Laurea - dm 270/04;1939;F;1
2023/2024;Laurea Magistrale - dm 270/04;1950;M;1
2023/2024;Laurea Magistrale - dm 270/04;1951;F;1
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1952;M;1
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1953;F;1
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1953;M;1
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1962;F;1
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1962;M;1
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1956;M;1
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1955;F;1
2023/2024;Laurea Magistrale a Ciclo Unico - dm 270/04;1959;M;1
2023/2024;Laurea Magistrale - dm 270/04;2008;F;1
2022/2023;Laurea - dm 270/04;2003;F;97503
2022/2023;Laurea - dm 270/04;2003;M;80246
2022/2023;Laurea - dm 270/04;2002;F;31728
2022/2023;Laurea - dm 270/04;2002;M;25112
2022/2023;Laurea Magistrale - dm 270/04;2000;F;24663
2022/2023;Laurea Magistrale a Ciclo Unico - dm 270/04;2003;F;19988
2022/2023;Laurea Magistrale - dm 270/04;2000;M;18802
2022/2023;Laurea Magistrale - dm 270/04;1999;F;18726
2022/2023;Laurea Magistrale - dm 270/04;1999;M;14138
2022/2023;Laurea - dm 270/04;2004;F;13213
2022/2023;Laurea - dm 270/04;2001;F;12224
2022/2023;Laurea - dm 270/04;2001;M;11572
2022/2023;Laurea - dm 270/04;2004;M;9935
2022/2023;Laurea Magistrale - dm 270/04;1998;F;9557
2022/2023;Laurea Magistrale a Ciclo Unico - dm 270/04;2003;M;8695
2022/2023;Laurea Magistrale - dm 270/04;1998;M;8138
2022/2023;Laurea - dm 270/04;2000;F;7070
2022/2023;Laurea - dm 270/04;2000;M;6933
2022/2023;Laurea Magistrale a Ciclo Unico - dm 270/04;2002;F;6427
2022/2023;Laurea Magistrale - dm 270/04;1997;F;5406
2022/2023;Laurea - dm 270/04;1999;M;4918
2022/2023;Laurea Magistrale - dm 270/04;1997;M;4897
2022/2023;Laurea - dm 270/04;1999;F;4652
2022/2023;Laurea Magistrale - dm 270/04;2001;F;3805
2022/2023;Laurea - dm 270/04;1998;M;3625
2022/2023;Laurea Magistrale - dm 270/04;1996;F;3588
2022/2023;Laurea - dm 270/04;1998;F;3521
2022/2023;Laurea Magistrale a Ciclo Unico - dm 270/04;2004;F;3443
2022/2023;Laurea Magistrale - dm 270/04;1996;M;3281
2022/2023;Laurea - dm 270/04;1997;M;2860
2022/2023;Laurea Magistrale a Ciclo Unico - dm 270/04;2002;M;2819
2022/2023;Laurea - dm 270/04;1997;F;2655
2022/2023;Laurea Magistrale - dm 270/04;2001;M;2643
2022/2023;Laurea Magistrale - dm 270/04;1995;F;2483
2022/2023;Laurea - dm 270/04;1996;F;2282
2022/2023;Laurea - dm 270/04;1996;M;2188
2022/2023;Laurea Magistrale - dm 270/04;1995;M;2152
2022/2023;Laurea Magistrale - dm 270/04;1994;F;1985
2022/2023;Laurea Magistrale a Ciclo Unico - dm 270/04;2001;F;1934
2022/2023;Laurea - dm 270/04;1995;M;1833
2022/2023;Laurea - dm 270/04;1995;F;1764
2022/2023;Laurea Magistrale - dm 270/04;1994;M;1654
2022/2023;Laurea Magistrale a Ciclo Unico - dm 270/04;2004;M;1615
2022/2023;Laurea Magistrale - dm 270/04;1993;F;1594
2022/2023;Laurea - dm 270/04;1994;F;1530
2022/2023;Laurea - dm 270/04;1994;M;1492
2022/2023;Laurea Magistrale - dm 270/04;1992;F;1421
2022/2023;Laurea - dm 270/04;1993;F;1390
2022/2023;Laurea - dm 270/04;1993;M;1351
2022/2023;Laurea Magistrale - dm 270/04;1993;M;1282
2022/2023;Laurea - dm 270/04;1992;F;1230
2022/2023;Laurea Magistrale - dm 270/04;1991;F;1228
2022/2023;Laurea - dm 270/04;1992;M;1215
2022/2023;Laurea - dm 270/04;1991;F;1120
2022/2023;Laurea Magistrale - dm 270/04;1992;M;1104
2022/2023;Laurea Magistrale - dm 270/04;1990;F;1098
2022/2023;Laurea - dm 270/04;1991;M;1067
2022/2023;Laurea Magistrale - dm 270/04;1989;F;998
2022/2023;Laurea - dm 270/04;1990;F;968
2022/2023;Laurea Magistrale a Ciclo Unico - dm 270/04;2001;M;955
2022/2023;Laurea - dm 270/04;1990;M;943
2022/2023;Laurea Magistrale - dm 270/04;1988;F;911
2022/2023;Laurea Magistrale - dm 270/04;1991;M;908
2022/2023;Laurea - dm 270/04;1989;F;882
2022/2023;Laurea - dm 270/04;1989;M;859
2022/2023;Laurea Magistrale - dm 270/04;1987;F;855
2022/2023;Laurea Magistrale a Ciclo Unico - dm 270/04;2000;F;850
2022/2023;Laurea - dm 270/04;1988;F;849
2022/2023;Laurea Magistrale - dm 270/04;1990;M;794
2022/2023;Laurea - dm 270/04;1988;M;793
2022/2023;Laurea - dm 270/04;1987;F;771
2022/2023;Laurea Magistrale - dm 270/04;1985;F;761
2022/2023;Laurea Magistrale - dm 270/04;1986;F;751
2022/2023;Laurea Magistrale - dm 270/04;1984;F;737
2022/2023;Laurea - dm 270/04;1985;F;712
2022/2023;Laurea - dm 270/04;1986;F;696
2022/2023;Laurea Magistrale - dm 270/04;1989;M;696
2022/2023;Laurea - dm 270/04;1987;M;692
2022/2023;Laurea - dm 270/04;1983;F;613
2022/2023;Laurea Magistrale - dm 270/04;1983;F;594
2022/2023;Laurea - dm 270/04;1984;F;588
2022/2023;Laurea - dm 270/04;1982;F;586
2022/2023;Laurea Magistrale - dm 270/04;1982;F;583
2022/2023;Laurea - dm 270/04;1986;M;574
2022/2023;Laurea - dm 270/04;1985;M;564
2022/2023;Laurea Magistrale - dm 270/04;1988;M;557
2022/2023;Laurea - dm 270/04;1980;F;551
2022/2023;Laurea Magistrale a Ciclo Unico - dm 270/04;1999;F;549
2022/2023;Laurea - dm 270/04;1984;M;544
2022/2023;Laurea - dm 270/04;1981;F;532
2022/2023;Laurea - dm 270/04;1977;F;527
2022/2023;Laurea - dm 270/04;1979;F;521
2022/2023;Laurea - dm 270/04;1976;F;518
2022/2023;Laurea Magistrale - dm 270/04;1987;M;517
2022/2023;Laurea - dm 270/04;1974;F;494
2022/2023;Laurea Magistrale - dm 270/04;1986;M;488
2022/2023;Laurea - dm 270/04;1983;M;488
2022/2023;Laurea - dm 270/04;1978;F;482
2022/2023;Laurea - dm 270/04;1975;F;474
2022/2023;Laurea - dm 270/04;1980;M;461
2022/2023;Laurea Magistrale a Ciclo Unico - dm 270/04;2000;M;459
2022/2023;Laurea Magistrale - dm 270/04;1981;F;456
2022/2023;Laurea - dm 270/04;1979;M;437
2022/2023;Laurea - dm 270/04;1978;M;436
2022/2023;Laurea - dm 270/04;1982;M;433
2022/2023;Laurea - dm 270/04;1977;M;431
2022/2023;Laurea - dm 270/04;1981;M;425
2022/2023;Laurea Magistrale - dm 270/04;1985;M;422
2022/2023;Laurea - dm 270/04;1976;M;416
2022/2023;Laurea - dm 270/04;1975;M;404
2022/2023;Laurea Magistrale - dm 270/04;1980;F;392
2022/2023;Laurea - dm 270/04;1974;M;385
2022/2023;Laurea Magistrale a Ciclo Unico - dm 270/04;1998;F;385
2022/2023;Laurea - dm 270/04;1972;F;379
2022/2023;Laurea Magistrale - dm 270/04;1979;F;371
2022/2023;Laurea Magistrale - dm 270/04;1978;F;367
2022/2023;Laurea - dm 270/04;1973;F;367
2022/2023;Laurea Magistrale - dm 270/04;1984;M;367
2022/2023;Laurea - dm 270/04;1973;M;339
2022/2023;Laurea Magistrale - dm 270/04;1982;M;337
2022/2023;Laurea Magistrale a Ciclo Unico - dm 270/04;1997;F;336
2022/2023;Laurea Magistrale - dm 270/04;1983;M;330
2022/2023;Laurea - dm 270/04;1971;F;318
2022/2023;Laurea Magistrale - dm 270/04;1977;F;311
2022/2023;Laurea Magistrale a Ciclo Unico - dm 270/04;1999;M;310
2022/2023;Laurea - dm 270/04;1972;M;307
2022/2023;Laurea Magistrale - dm 270/04;1975;F;306
2022/2023;Laurea Magistrale - dm 270/04;1974;F;290
2022/2023;Laurea Magistrale - dm 270/04;1981;M;288
2022/2023;Laurea Magistrale - dm 270/04;1976;F;279
2022/2023;Laurea Magistrale a Ciclo Unico - dm 270/04;1996;F;268
2022/2023;Laurea - dm 270/04;1970;F;261
2022/2023;Laurea - dm 270/04;1971;M;255
2022/2023;Laurea Magistrale - dm 270/04;1973;F;248
2022/2023;Laurea Magistrale - dm 270/04;1980;M;248
2022/2023;Laurea Magistrale - dm 270/04;1979;M;245
2022/2023;Laurea - dm 270/04;1969;F;237
2022/2023;Laurea Magistrale a Ciclo Unico - dm 270/04;1995;F;231
2022/2023;Laurea Magistrale - dm 270/04;1978;M;218
2022/2023;Laurea - dm 270/04;1967;F;214
2022/2023;Laurea - dm 270/04;1969;M;211
2022/2023;Laurea - dm 270/04;1968;F;210
2022/2023;Laurea - dm 270/04;1970;M;208
2022/2023;Laurea Magistrale a Ciclo Unico - dm 270/04;1998;M;205
2022/2023;Laurea Magistrale a Ciclo Unico - dm 270/04;1994;F;203
2022/2023;Laurea Magistrale - dm 270/04;1972;F;196
2022/2023;Laurea - dm 270/04;1968;M;196
2022/2023;Laurea Magistrale - dm 270/04;1977;M;196
2022/2023;Laurea Magistrale - dm 270/04;1971;F;193
2022/2023;Laurea Magistrale a Ciclo Unico - dm 270/04;1993;F;191
2022/2023;Laurea Magistrale - dm 270/04;1975;M;190
2022/2023;Laurea Magistrale - dm 270/04;1969;F;177
2022/2023;Laurea Magistrale - dm 270/04;1976;M;173
2022/2023;Laurea Magistrale a Ciclo Unico - dm 270/04;1992;F;171
2022/2023;Laurea - dm 270/04;1966;F;168
2022/2023;Laurea Magistrale - dm 270/04;1974;M;165
2022/2023;Laurea - dm 270/04;1967;M;163
2022/2023;Laurea - dm 270/04;1966;M;161
2022/2023;Laurea Magistrale a Ciclo Unico - dm 270/04;1997;M;157
2022/2023;Laurea Magistrale a Ciclo Unico - dm 270/04;1989;F;157
2022/2023;Laurea Magistrale - dm 270/04;1970;F;149
2022/2023;Laurea - dm 270/04;1965;F;143
2022/2023;Laurea Magistrale a Ciclo Unico - dm 270/04;1991;F;142
2022/2023;Laurea Magistrale a Ciclo Unico - dm 270/04;1990;F;130
2022/2023;Laurea Magistrale - dm 270/04;1968;F;129
2022/2023;Laurea - dm 270/04;1965;M;128
