ANNO_ACCADEMICO;COD_ISTITUTO;TIPO_ISTITUTO;NOME_ISTITUTO;COMUNE_SEDE;CODICE_INTERVENTO;DESCRIZIONE_INTERVENTO;INTERVENTI_CORSI_SUP_VO;INTERVENTI_CORSI_ACCADEMICI_NO;INTERVENTI_CORSI_ACCADEMICI_NO_POST
2024-2025;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;0;0
2024-2025;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;008701008055;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di SANREMO;SANREMO (IM);013;Borse di studio - N. borse concesse;0;0;0
2024-2025;008701008055;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di SANREMO;SANREMO (IM);014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;0
2024-2025;008701008055;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di SANREMO;SANREMO (IM);015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;008701008055;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di SANREMO;SANREMO (IM);031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;0;0
2024-2025;008701008055;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di SANREMO;SANREMO (IM);033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;0;0
2024-2025;008701008055;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di SANREMO;SANREMO (IM);034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;008701008055;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di SANREMO;SANREMO (IM);041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;008701008055;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di SANREMO;SANREMO (IM);042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;008701008055;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di SANREMO;SANREMO (IM);051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;0;0
2024-2025;008701008055;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di SANREMO;SANREMO (IM);061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;008701008055;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di SANREMO;SANREMO (IM);062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;008701008055;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di SANREMO;SANREMO (IM);063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;008701008055;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di SANREMO;SANREMO (IM);064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;008701008055;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di SANREMO;SANREMO (IM);070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;008701008055;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di SANREMO;SANREMO (IM);071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;008701008055;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di SANREMO;SANREMO (IM);072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;008701008055;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di SANREMO;SANREMO (IM);073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;33;0
2024-2025;008701008055;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di SANREMO;SANREMO (IM);074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;008702015146;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di MILANO (sede decentrata Accademia I. Duncan di SANREMO);MILANO;013;Borse di studio - N. borse concesse;0;0;0
2024-2025;008702015146;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di MILANO (sede decentrata Accademia I. Duncan di SANREMO);MILANO;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;0
2024-2025;008702015146;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di MILANO (sede decentrata Accademia I. Duncan di SANREMO);MILANO;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;008702015146;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di MILANO (sede decentrata Accademia I. Duncan di SANREMO);MILANO;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;0;0
2024-2025;008702015146;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di MILANO (sede decentrata Accademia I. Duncan di SANREMO);MILANO;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;0;0
2024-2025;008702015146;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di MILANO (sede decentrata Accademia I. Duncan di SANREMO);MILANO;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;008702015146;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di MILANO (sede decentrata Accademia I. Duncan di SANREMO);MILANO;041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;008702015146;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di MILANO (sede decentrata Accademia I. Duncan di SANREMO);MILANO;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;008702015146;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di MILANO (sede decentrata Accademia I. Duncan di SANREMO);MILANO;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;0;0
2024-2025;008702015146;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di MILANO (sede decentrata Accademia I. Duncan di SANREMO);MILANO;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;008702015146;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di MILANO (sede decentrata Accademia I. Duncan di SANREMO);MILANO;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;008702015146;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di MILANO (sede decentrata Accademia I. Duncan di SANREMO);MILANO;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;008702015146;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di MILANO (sede decentrata Accademia I. Duncan di SANREMO);MILANO;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;008702015146;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di MILANO (sede decentrata Accademia I. Duncan di SANREMO);MILANO;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;008702015146;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di MILANO (sede decentrata Accademia I. Duncan di SANREMO);MILANO;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;008702015146;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di MILANO (sede decentrata Accademia I. Duncan di SANREMO);MILANO;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;008702015146;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di MILANO (sede decentrata Accademia I. Duncan di SANREMO);MILANO;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;008702015146;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di MILANO (sede decentrata Accademia I. Duncan di SANREMO);MILANO;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;010102010025;Accademie delle Belle Arti;Ligustica;GENOVA;013;Borse di studio - N. borse concesse;0;0;0
2024-2025;010102010025;Accademie delle Belle Arti;Ligustica;GENOVA;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;0
2024-2025;010102010025;Accademie delle Belle Arti;Ligustica;GENOVA;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;010102010025;Accademie delle Belle Arti;Ligustica;GENOVA;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;0;0
2024-2025;010102010025;Accademie delle Belle Arti;Ligustica;GENOVA;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;0;0
2024-2025;010102010025;Accademie delle Belle Arti;Ligustica;GENOVA;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;010102010025;Accademie delle Belle Arti;Ligustica;GENOVA;041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;010102010025;Accademie delle Belle Arti;Ligustica;GENOVA;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;010102010025;Accademie delle Belle Arti;Ligustica;GENOVA;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;11;0
2024-2025;010102010025;Accademie delle Belle Arti;Ligustica;GENOVA;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;010102010025;Accademie delle Belle Arti;Ligustica;GENOVA;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;010102010025;Accademie delle Belle Arti;Ligustica;GENOVA;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;010102010025;Accademie delle Belle Arti;Ligustica;GENOVA;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;010102010025;Accademie delle Belle Arti;Ligustica;GENOVA;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;010102010025;Accademie delle Belle Arti;Ligustica;GENOVA;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;010102010025;Accademie delle Belle Arti;Ligustica;GENOVA;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;010102010025;Accademie delle Belle Arti;Ligustica;GENOVA;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;010102010025;Accademie delle Belle Arti;Ligustica;GENOVA;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;010401010025;Conservatori di Musica;Nicolò Paganini;GENOVA;013;Borse di studio - N. borse concesse;0;5;0
2024-2025;010401010025;Conservatori di Musica;Nicolò Paganini;GENOVA;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;5;0
2024-2025;010401010025;Conservatori di Musica;Nicolò Paganini;GENOVA;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;010401010025;Conservatori di Musica;Nicolò Paganini;GENOVA;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;3;0
2024-2025;010401010025;Conservatori di Musica;Nicolò Paganini;GENOVA;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;2;0
2024-2025;010401010025;Conservatori di Musica;Nicolò Paganini;GENOVA;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;010401010025;Conservatori di Musica;Nicolò Paganini;GENOVA;041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;010401010025;Conservatori di Musica;Nicolò Paganini;GENOVA;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;010401010025;Conservatori di Musica;Nicolò Paganini;GENOVA;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;30;0
2024-2025;010401010025;Conservatori di Musica;Nicolò Paganini;GENOVA;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;010401010025;Conservatori di Musica;Nicolò Paganini;GENOVA;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;010401010025;Conservatori di Musica;Nicolò Paganini;GENOVA;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;010401010025;Conservatori di Musica;Nicolò Paganini;GENOVA;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;010401010025;Conservatori di Musica;Nicolò Paganini;GENOVA;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;010401010025;Conservatori di Musica;Nicolò Paganini;GENOVA;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;010401010025;Conservatori di Musica;Nicolò Paganini;GENOVA;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;010401010025;Conservatori di Musica;Nicolò Paganini;GENOVA;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;010401010025;Conservatori di Musica;Nicolò Paganini;GENOVA;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;011401011015;Conservatori di Musica;Giacomo Puccini;LA SPEZIA;013;Borse di studio - N. borse concesse;0;2;0
2024-2025;011401011015;Conservatori di Musica;Giacomo Puccini;LA SPEZIA;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;2;0
2024-2025;011401011015;Conservatori di Musica;Giacomo Puccini;LA SPEZIA;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;011401011015;Conservatori di Musica;Giacomo Puccini;LA SPEZIA;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;6;0
2024-2025;011401011015;Conservatori di Musica;Giacomo Puccini;LA SPEZIA;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;2;0;0
2024-2025;011401011015;Conservatori di Musica;Giacomo Puccini;LA SPEZIA;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;011401011015;Conservatori di Musica;Giacomo Puccini;LA SPEZIA;041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;011401011015;Conservatori di Musica;Giacomo Puccini;LA SPEZIA;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
