ANNO_ACCADEMICO;TIPOLOGIA_COLLEGIO;CODICE_COLLEGIO;NOME_COLLEGIO;TIPOLOGIA_ISTITUTO;CODICE_INTERVENTO;DESCRIZIONE_INTERVENTO;INTERVENTI_LAUREA;INTERVENTI_LAUREA_EXTRA_UE;INTERVENTI_DOTTORATO;INTERVENTI_SPECIALIZZAZIONE
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I_AF;7;Posti alloggio e contributi-alloggio - N° posti alloggio a retta intera;0;0;;
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I_AF;8;Posti alloggio e contributi-alloggio - N° contributi assegnati per alloggio esterno;0;0;;
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I_AF;9;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;;
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I_AF;10;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;;
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I_AF;11;Mobilità internazionale - N° domande contributi;0;0;;
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I_AF;12;Mobilità internazionale - N° contributi concessi;0;0;;
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I_AF;13;Mobilità internazionale - N° complessivo di mesi in mobilità;0;0;;
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I_AF;14;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;;
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I_AF;15;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;;
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I_AF;16;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;;
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I_AF;17;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;;
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I_AF;18;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;0;0;;
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I_AF;19;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;;
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I_AF;20;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;;
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I_AF;21;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;;
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I   ;1;Posti a concorso e posti confermati - N° candidati presenti alla prova di ammissione;42;8;3;3
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I   ;2;Posti a concorso e posti confermati - N° idonei;33;8;2;2
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I   ;3;Posti a concorso e posti confermati - N° ammessi;23;8;1;0
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I   ;4;Posti a concorso e posti confermati - N° posti confermati dall'a.a precedente;29;2;0;0
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I   ;5;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati gratuitamente;0;0;0;0
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I   ;6;Posti alloggio e contributi-alloggio - N° posti alloggio a tariffa agevolata;88;6;3;0
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I   ;7;Posti alloggio e contributi-alloggio - N° posti alloggio a retta intera;10;0;0;0
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I   ;8;Posti alloggio e contributi-alloggio - N° contributi assegnati per alloggio esterno;0;0;0;0
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I   ;9;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;0;0
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I   ;10;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;0;0
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I   ;11;Mobilità internazionale - N° domande contributi;0;0;0;0
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I   ;12;Mobilità internazionale - N° contributi concessi;0;0;0;0
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I   ;13;Mobilità internazionale - N° complessivo di mesi in mobilità;0;0;0;0
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I   ;14;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;0;0
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I   ;15;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;0;0
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I   ;16;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;0;0
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I   ;17;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;0;0
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I   ;18;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;0;0;0;0
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I   ;19;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;0;0
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I   ;20;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;0;0
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I   ;21;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;0;0
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I_AF;1;Posti a concorso e posti confermati - N° candidati presenti alla prova di ammissione;0;0;;
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I_AF;2;Posti a concorso e posti confermati - N° idonei;0;0;;
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I_AF;3;Posti a concorso e posti confermati - N° ammessi;0;0;;
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I_AF;4;Posti a concorso e posti confermati - N° posti confermati dall'a.a precedente;0;0;;
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I_AF;5;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati gratuitamente;0;0;;
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I_AF;6;Posti alloggio e contributi-alloggio - N° posti alloggio a tariffa agevolata;0;0;;
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I_AF;7;Posti alloggio e contributi-alloggio - N° posti alloggio a retta intera;0;0;;
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I_AF;8;Posti alloggio e contributi-alloggio - N° contributi assegnati per alloggio esterno;0;0;;
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I_AF;9;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;;
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I_AF;10;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;;
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I_AF;11;Mobilità internazionale - N° domande contributi;0;0;;
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I_AF;12;Mobilità internazionale - N° contributi concessi;0;0;;
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I_AF;13;Mobilità internazionale - N° complessivo di mesi in mobilità;0;0;;
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I_AF;14;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;;
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I_AF;15;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;;
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I_AF;16;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;;
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I_AF;17;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;;
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I_AF;18;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;0;0;;
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I_AF;19;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;;
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I_AF;20;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;;
2024-2025 ;CLR;1508;Ipe - Istituto per ricerche ed attività educative;I_AF;21;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;;
2024-2025 ;CLR;1905;Associazione ARCES;I   ;1;Posti a concorso e posti confermati - N° candidati presenti alla prova di ammissione;19;1;0;0
2024-2025 ;CLR;1905;Associazione ARCES;I   ;2;Posti a concorso e posti confermati - N° idonei;17;1;0;0
2024-2025 ;CLR;1905;Associazione ARCES;I   ;3;Posti a concorso e posti confermati - N° ammessi;14;1;0;0
2024-2025 ;CLR;1905;Associazione ARCES;I   ;4;Posti a concorso e posti confermati - N° posti confermati dall'a.a precedente;25;0;1;1
2024-2025 ;CLR;1905;Associazione ARCES;I   ;5;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati gratuitamente;3;0;0;0
2024-2025 ;CLR;1905;Associazione ARCES;I   ;6;Posti alloggio e contributi-alloggio - N° posti alloggio a tariffa agevolata;36;1;1;1
2024-2025 ;CLR;1905;Associazione ARCES;I   ;7;Posti alloggio e contributi-alloggio - N° posti alloggio a retta intera;0;0;0;0
2024-2025 ;CLR;1905;Associazione ARCES;I   ;8;Posti alloggio e contributi-alloggio - N° contributi assegnati per alloggio esterno;0;0;0;0
2024-2025 ;CLR;1905;Associazione ARCES;I   ;9;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;0;0
2024-2025 ;CLR;1905;Associazione ARCES;I   ;10;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;0;0
2024-2025 ;CLR;1905;Associazione ARCES;I   ;11;Mobilità internazionale - N° domande contributi;0;0;0;0
2024-2025 ;CLR;1905;Associazione ARCES;I   ;12;Mobilità internazionale - N° contributi concessi;0;0;0;0
2024-2025 ;CLR;1905;Associazione ARCES;I   ;13;Mobilità internazionale - N° complessivo di mesi in mobilità;0;0;0;0
2024-2025 ;CLR;1905;Associazione ARCES;I   ;14;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;0;0
2024-2025 ;CLR;1905;Associazione ARCES;I   ;15;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;0;0
2024-2025 ;CLR;1905;Associazione ARCES;I   ;16;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;0;0
2024-2025 ;CLR;1905;Associazione ARCES;I   ;17;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;0;0
2024-2025 ;CLR;1905;Associazione ARCES;I   ;18;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;0;0;0;0
2024-2025 ;CLR;1905;Associazione ARCES;I   ;19;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;0;0
2024-2025 ;CLR;1905;Associazione ARCES;I   ;20;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;0;0
2024-2025 ;CLR;1905;Associazione ARCES;I   ;21;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;0;0
2024-2025 ;CLR;1905;Associazione ARCES;I_AF;1;Posti a concorso e posti confermati - N° candidati presenti alla prova di ammissione;0;0;;
2024-2025 ;CLR;1905;Associazione ARCES;I_AF;2;Posti a concorso e posti confermati - N° idonei;0;0;;
2024-2025 ;CLR;1905;Associazione ARCES;I_AF;3;Posti a concorso e posti confermati - N° ammessi;0;0;;
2024-2025 ;CLR;1905;Associazione ARCES;I_AF;4;Posti a concorso e posti confermati - N° posti confermati dall'a.a precedente;2;0;;
2024-2025 ;CLR;1905;Associazione ARCES;I_AF;5;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati gratuitamente;1;0;;
2024-2025 ;CLR;1905;Associazione ARCES;I_AF;6;Posti alloggio e contributi-alloggio - N° posti alloggio a tariffa agevolata;1;0;;
2024-2025 ;CLR;1905;Associazione ARCES;I_AF;7;Posti alloggio e contributi-alloggio - N° posti alloggio a retta intera;0;0;;
2024-2025 ;CLR;1905;Associazione ARCES;I_AF;8;Posti alloggio e contributi-alloggio - N° contributi assegnati per alloggio esterno;0;0;;
2024-2025 ;CLR;1905;Associazione ARCES;I_AF;9;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;;
2024-2025 ;CLR;1905;Associazione ARCES;I_AF;10;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;;
2024-2025 ;CLR;1905;Associazione ARCES;I_AF;11;Mobilità internazionale - N° domande contributi;0;0;;
2024-2025 ;CLR;1905;Associazione ARCES;I_AF;12;Mobilità internazionale - N° contributi concessi;0;0;;
2024-2025 ;CLR;1905;Associazione ARCES;I_AF;13;Mobilità internazionale - N° complessivo di mesi in mobilità;0;0;;
2024-2025 ;CLR;1905;Associazione ARCES;I_AF;14;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;;
2024-2025 ;CLR;1905;Associazione ARCES;I_AF;15;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;;
2024-2025 ;CLR;1905;Associazione ARCES;I_AF;16;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;;
2024-2025 ;CLR;1905;Associazione ARCES;I_AF;17;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;;
2024-2025 ;CLR;1905;Associazione ARCES;I_AF;18;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;0;0;;
2024-2025 ;CLR;1905;Associazione ARCES;I_AF;19;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;;
2024-2025 ;CLR;1905;Associazione ARCES;I_AF;20;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;;
2024-2025 ;CLR;1905;Associazione ARCES;I_AF;21;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;;
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I   ;1;Posti a concorso e posti confermati - N° candidati presenti alla prova di ammissione;72;3;0;0
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I   ;2;Posti a concorso e posti confermati - N° idonei;72;3;0;0
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I   ;3;Posti a concorso e posti confermati - N° ammessi;34;3;0;0
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I   ;4;Posti a concorso e posti confermati - N° posti confermati dall'a.a precedente;78;4;1;1
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I   ;5;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati gratuitamente;0;0;0;0
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I   ;6;Posti alloggio e contributi-alloggio - N° posti alloggio a tariffa agevolata;99;7;1;1
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I   ;7;Posti alloggio e contributi-alloggio - N° posti alloggio a retta intera;13;0;0;0
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I   ;8;Posti alloggio e contributi-alloggio - N° contributi assegnati per alloggio esterno;0;0;0;0
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I   ;9;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;0;0
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I   ;10;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;0;0
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I   ;11;Mobilità internazionale - N° domande contributi;0;0;0;0
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I   ;12;Mobilità internazionale - N° contributi concessi;0;0;0;0
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I   ;13;Mobilità internazionale - N° complessivo di mesi in mobilità;0;0;0;0
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I   ;14;Interventi a favore di studenti in situazione di disabilità - N° domande;N;N;0;0
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I   ;15;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;N;N;0;0
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I   ;16;Attività di collaborazione a tempo parziale - N° collaborazioni;46;1;1;0
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I   ;17;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);18,75;18,75;18,75;0
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I   ;18;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;0;0;0;0
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I   ;19;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;0;0
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I   ;20;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;0;0
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I   ;21;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;0;0
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I_AF;1;Posti a concorso e posti confermati - N° candidati presenti alla prova di ammissione;0;0;;
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I_AF;2;Posti a concorso e posti confermati - N° idonei;0;0;;
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I_AF;3;Posti a concorso e posti confermati - N° ammessi;0;0;;
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I_AF;4;Posti a concorso e posti confermati - N° posti confermati dall'a.a precedente;0;0;;
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I_AF;5;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati gratuitamente;0;0;;
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I_AF;6;Posti alloggio e contributi-alloggio - N° posti alloggio a tariffa agevolata;0;0;;
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I_AF;7;Posti alloggio e contributi-alloggio - N° posti alloggio a retta intera;0;0;;
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I_AF;8;Posti alloggio e contributi-alloggio - N° contributi assegnati per alloggio esterno;0;0;;
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I_AF;9;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;;
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I_AF;10;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;;
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I_AF;11;Mobilità internazionale - N° domande contributi;0;0;;
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I_AF;12;Mobilità internazionale - N° contributi concessi;0;0;;
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I_AF;13;Mobilità internazionale - N° complessivo di mesi in mobilità;0;0;;
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I_AF;14;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;;
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I_AF;15;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;;
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I_AF;16;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;;
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I_AF;17;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;;
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I_AF;18;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;0;0;;
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I_AF;19;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;;
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I_AF;20;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;;
2024-2025 ;CLR;2003;College Universitario Sant’Efisio di Cagliari;I_AF;21;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;;
