ANNOSCOLASTICO,ANNOFINANZIARIO,REGIONE,CODICESCUOLA,DATAAPPROVAZIONEDS,DATAAPPROVAZIONEGIUNTA,DATAAPPROVAZIONECONSIGLIO,TIPOLOGIAVOCE,CODICELIVELLO1,CODICELIVELLO2,IMPORTO,IMPORTOACCERTATOIMPEGNATO,IMPORTORISCOSSOPAGATO,IMPORTODARISCUOTEREDAPAGARE
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,12,03,309.72,309.72,309.72,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,05,02,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,04,04,49680,49680,34776,14904
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,11,02,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,09,04,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,05,05,600,600,0,600
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,06,06,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,11,03,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,07,01,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,SPESA,P,P04,23404.73,2485.37,2485.37,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,09,22,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,03,01,12036.67,12036.67,12036.67,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,09,14,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,11,03,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,09,15,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,07,05,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,06,07,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,SPESA,A,A02,48737.68,9835.5,9835.5,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,09,17,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,11,04,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,06,01,3600,1140,1140,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,09,12,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,09,05,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,SPESA,P,P01,35258.77,24583.1,24583.1,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,10,01,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,10,01,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,12,03,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,03,06,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,10,02,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,09,04,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,01,01,2748.51,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,09,04,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,02,02,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,09,15,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,09,03,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,09,05,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,SPESA,R,98,500,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,05,01,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,07,07,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,SPESA,G,G01,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,03,05,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,SPESA,P,P03,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,09,20,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,09,07,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,03,05,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,07,06,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,09,12,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,02,02,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,09,07,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,SPESA,P,P01,6452.01,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,02,01,141060,141060,19998,121062
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,07,05,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,05,05,200,200,200,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,10,03,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,SPESA,A,A01,9660,7148.51,5603.05,1545.46
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,06,07,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,09,20,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,06,02,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,09,01,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,07,06,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,12,01,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,10,04,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,09,18,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,02,03,5500,5500,0,5500
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,09,14,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,SPESA,A,A01,124895.18,50470.83,44383.03,6087.8
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,SPESA,P,P04,2500,220.2,220.2,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,SPESA,G,G03,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,13,02,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,11,01,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,SPESA,A,A06,2446.4,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,06,02,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,04,02,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,03,01,6562.67,6562.67,6562.67,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,02,03,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,09,02,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,SPESA,A,A06,10587.4,1532.69,1532.69,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,08,03,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,SPESA,R,98,476.67,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,06,02,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,SPESA,G,G02,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,08,03,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,12,01,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,09,03,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,05,03,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,07,01,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,06,08,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,09,09,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,06,07,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,09,16,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,05,06,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,09,10,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,04,04,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,06,11,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,12,01,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,SPESA,A,A04,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,09,17,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,09,01,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,04,02,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,SPESA,A,A05,22337.7,21579.5,21579.5,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,SPESA,A,A06,4077.74,1361,1361,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,10,03,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,10,03,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,03,05,44892,44892,0,44892
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,06,03,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,06,03,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,SPESA,A,A04,19569.95,6305.1,6305.1,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,11,03,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,12,02,0.1,0.1,0.1,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,10,04,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,13,01,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,05,03,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,04,02,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,03,04,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,09,10,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,09,05,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,03,03,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,13,02,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,07,01,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,01,02,280044.89,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,05,03,5000,5000,0,5000
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,11,04,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,07,05,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,08,02,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,09,06,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,06,11,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,07,06,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,05,03,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,09,06,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,06,10,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,01,01,208906.02,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,09,15,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,07,01,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,SPESA,P,P01,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,10,01,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,09,18,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,08,06,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,06,01,6208,6208,6208,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,04,03,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,11,02,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,09,13,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,09,19,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,08,01,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,03,02,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,06,06,378,378,378,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,03,03,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,05,06,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,SPESA,A,A01,42086.97,560,560,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,09,11,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,08,01,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,11,03,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,09,16,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,SPESA,A,A02,36914.44,20671.67,19077.43,1594.24
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,08,02,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,06,03,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,03,03,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,09,11,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,SPESA,G,G04,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,07,02,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,09,22,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,09,02,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,06,08,1205,1205,500,705
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,07,02,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,10,01,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,SPESA,G,G04,0,0,0,0
