ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSO,ALUNNI,ALUNNICITTADINANZAITALIANA,ALUNNICITTADINANZANONITALIANA,ALUNNICITTADINANZANONITALIANAPAESIUE,ALUNNICITTADINANZANONITALIANAPAESINONUE
202425,RN1E006005,SCUOLA PRIMARIA,4,20,17,3,0,3
202425,CTPM075009,SCUOLA SECONDARIA II GRADO,2,7,7,0,0,0
202425,PO1E00200R,SCUOLA PRIMARIA,1,11,9,2,1,1
202425,VI1E008002,SCUOLA PRIMARIA,5,12,10,2,1,1
202425,CA1E01000G,SCUOLA PRIMARIA,3,18,18,0,0,0
202425,RM1E10800Q,SCUOLA PRIMARIA,4,31,28,3,2,1
202425,RMPQV5500Z,SCUOLA SECONDARIA II GRADO,3,9,9,0,0,0
202425,RMRH00500A,SCUOLA SECONDARIA II GRADO,4,10,9,1,0,1
202425,FG1M002009,SCUOLA SECONDARIA I GRADO,1,29,27,2,0,2
202425,FI1E03300C,SCUOLA PRIMARIA,1,14,14,0,0,0
202425,VE1E006003,SCUOLA PRIMARIA,2,24,20,4,1,3
202425,AVTFAN5004,SCUOLA SECONDARIA II GRADO,1,12,9,3,0,3
202425,MI1E04400D,SCUOLA PRIMARIA,3,19,18,1,0,1
202425,SATFCA5002,SCUOLA SECONDARIA II GRADO,4,4,4,0,0,0
202425,RMPC545008,SCUOLA SECONDARIA II GRADO,4,7,7,0,0,0
202425,PATDAH500E,SCUOLA SECONDARIA II GRADO,1,1,1,0,0,0
202425,SATD27500X,SCUOLA SECONDARIA II GRADO,2,6,6,0,0,0
202425,LO1M03000C,SCUOLA SECONDARIA I GRADO,1,25,24,1,1,0
202425,MI1E061007,SCUOLA PRIMARIA,4,47,44,3,1,2
202425,CTTE01500X,SCUOLA SECONDARIA II GRADO,3,19,17,2,1,1
202425,BG1E030001,SCUOLA PRIMARIA,1,47,47,0,0,0
202425,LT1M001006,SCUOLA SECONDARIA I GRADO,3,20,20,0,0,0
202425,RM1M11600X,SCUOLA SECONDARIA I GRADO,2,39,33,6,0,6
202425,CS1MT95008,SCUOLA SECONDARIA I GRADO,3,2,2,0,0,0
202425,FI1E013007,SCUOLA PRIMARIA,4,15,8,7,0,7
202425,BG1M023003,SCUOLA SECONDARIA I GRADO,1,15,14,1,0,1
202425,CETD115003,SCUOLA SECONDARIA II GRADO,2,2,2,0,0,0
202425,RMPS305007,SCUOLA SECONDARIA II GRADO,3,9,9,0,0,0
202425,NA1E20300E,SCUOLA PRIMARIA,3,21,21,0,0,0
202425,RC1M00400N,SCUOLA SECONDARIA I GRADO,3,23,23,0,0,0
202425,NARHTO500T,SCUOLA SECONDARIA II GRADO,3,5,5,0,0,0
202425,VATFMQ5008,SCUOLA SECONDARIA II GRADO,1,6,6,0,0,0
202425,CE1E04000T,SCUOLA PRIMARIA,1,44,40,4,0,4
202425,FIPS04500X,SCUOLA SECONDARIA II GRADO,1,36,31,5,0,5
202425,CO1E005003,SCUOLA PRIMARIA,4,24,23,1,0,1
202425,FRTFF6500V,SCUOLA SECONDARIA II GRADO,5,32,29,3,0,3
202425,VAPS1O500A,SCUOLA SECONDARIA II GRADO,3,23,21,2,2,0
202425,FE1M00200P,SCUOLA SECONDARIA I GRADO,3,46,45,1,0,1
202425,VTPSP5500E,SCUOLA SECONDARIA II GRADO,3,10,9,1,0,1
202425,BG1E028001,SCUOLA PRIMARIA,5,16,16,0,0,0
202425,BNTDOO5001,SCUOLA SECONDARIA II GRADO,4,4,4,0,0,0
202425,CORC61500H,SCUOLA SECONDARIA II GRADO,2,20,19,1,0,1
202425,MIPC04500B,SCUOLA SECONDARIA II GRADO,2,14,14,0,0,0
202425,RMSL3L500Q,SCUOLA SECONDARIA II GRADO,5,9,8,1,0,1
202425,VETFO1500N,SCUOLA SECONDARIA II GRADO,4,4,4,0,0,0
202425,NATD355005,SCUOLA SECONDARIA II GRADO,3,7,7,0,0,0
202425,VE1E00200Q,SCUOLA PRIMARIA,1,17,15,2,0,2
202425,BGPSRR5006,SCUOLA SECONDARIA II GRADO,2,38,38,0,0,0
202425,BRTD04500A,SCUOLA SECONDARIA II GRADO,4,5,5,0,0,0
202425,MS1E00100B,SCUOLA PRIMARIA,5,16,16,0,0,0
202425,CL1E003004,SCUOLA PRIMARIA,4,20,20,0,0,0
202425,LE1E00600T,SCUOLA PRIMARIA,2,9,9,0,0,0
202425,AVPM03500Q,SCUOLA SECONDARIA II GRADO,2,10,10,0,0,0
202425,PG1E00400E,SCUOLA PRIMARIA,3,11,9,2,1,1
202425,PV1E00600C,SCUOLA PRIMARIA,4,17,14,3,0,3
202425,RMTD77500R,SCUOLA SECONDARIA II GRADO,1,2,2,0,0,0
202425,MIPL30500D,SCUOLA SECONDARIA II GRADO,5,11,10,1,0,1
202425,CO1M02400N,SCUOLA SECONDARIA I GRADO,1,31,30,1,0,1
202425,LTPM02500Q,SCUOLA SECONDARIA II GRADO,5,34,33,1,0,1
202425,NATF6F5005,SCUOLA SECONDARIA II GRADO,4,7,7,0,0,0
202425,FI1E005008,SCUOLA PRIMARIA,4,14,13,1,0,1
202425,BS1E016007,SCUOLA PRIMARIA,4,28,28,0,0,0
202425,CE1E06700T,SCUOLA PRIMARIA,4,10,9,1,0,1
202425,MIPSEA5006,SCUOLA SECONDARIA II GRADO,4,25,25,0,0,0
202425,PD1E01700B,SCUOLA PRIMARIA,2,31,31,0,0,0
202425,PARH8S500B,SCUOLA SECONDARIA II GRADO,2,3,3,0,0,0
202425,FRPC02500X,SCUOLA SECONDARIA II GRADO,2,11,11,0,0,0
202425,MI1M083009,SCUOLA SECONDARIA I GRADO,3,28,26,2,0,2
202425,PVPS01500C,SCUOLA SECONDARIA II GRADO,4,25,25,0,0,0
202425,NARH065003,SCUOLA SECONDARIA II GRADO,2,6,6,0,0,0
202425,MN1E00200X,SCUOLA PRIMARIA,1,22,21,1,0,1
202425,CTTD92500V,SCUOLA SECONDARIA II GRADO,2,4,4,0,0,0
202425,RMSL02500P,SCUOLA SECONDARIA II GRADO,2,7,7,0,0,0
202425,SRTHA6500C,SCUOLA SECONDARIA II GRADO,2,3,3,0,0,0
202425,MIPM1R500Q,SCUOLA SECONDARIA II GRADO,1,22,22,0,0,0
202425,PRPSAV500N,SCUOLA SECONDARIA II GRADO,4,12,11,1,1,0
202425,CERIPM5008,SCUOLA SECONDARIA II GRADO,5,20,20,0,0,0
202425,VEPC02500E,SCUOLA SECONDARIA II GRADO,3,11,11,0,0,0
202425,CE1E022008,SCUOLA PRIMARIA,1,42,38,4,1,3
202425,BSPC01500D,SCUOLA SECONDARIA II GRADO,4,28,28,0,0,0
202425,CATF955004,SCUOLA SECONDARIA II GRADO,4,8,8,0,0,0
202425,VTPS015009,SCUOLA SECONDARIA II GRADO,4,6,6,0,0,0
202425,LT1E00800Q,SCUOLA PRIMARIA,4,20,20,0,0,0
202425,NA1E094004,SCUOLA PRIMARIA,3,13,13,0,0,0
202425,APPSZ65005,SCUOLA SECONDARIA II GRADO,5,8,7,1,0,1
202425,MIPMGC500D,SCUOLA SECONDARIA II GRADO,5,23,23,0,0,0
202425,MI1E011006,SCUOLA PRIMARIA,2,15,14,1,0,1
202425,AR1E006008,SCUOLA PRIMARIA,1,10,7,3,0,3
202425,VE1E00400B,SCUOLA PRIMARIA,2,44,32,12,2,10
202425,AVTFV2500P,SCUOLA SECONDARIA II GRADO,5,58,55,3,0,3
202425,AVTFTA500S,SCUOLA SECONDARIA II GRADO,5,70,68,2,2,0
202425,RM1EQM5004,SCUOLA PRIMARIA,5,21,21,0,0,0
202425,NO1M01400B,SCUOLA SECONDARIA I GRADO,1,27,26,1,0,1
202425,SA1E00600P,SCUOLA PRIMARIA,2,14,13,1,0,1
202425,VAPM04500D,SCUOLA SECONDARIA II GRADO,3,25,25,0,0,0
202425,LISL00500B,SCUOLA SECONDARIA II GRADO,3,8,8,0,0,0
202425,NATFU9500E,SCUOLA SECONDARIA II GRADO,1,2,2,0,0,0
202425,VARCD7500V,SCUOLA SECONDARIA II GRADO,5,19,19,0,0,0
202425,RM1E00400G,SCUOLA PRIMARIA,2,35,35,0,0,0
202425,CERH015004,SCUOLA SECONDARIA II GRADO,1,18,18,0,0,0
202425,AP1E006003,SCUOLA PRIMARIA,4,16,16,0,0,0
202425,RMTAZI500E,SCUOLA SECONDARIA II GRADO,3,14,14,0,0,0
202425,BSTF8F5009,SCUOLA SECONDARIA II GRADO,3,5,5,0,0,0
202425,MB1E037007,SCUOLA PRIMARIA,5,31,28,3,1,2
202425,NATDAT500E,SCUOLA SECONDARIA II GRADO,5,33,32,1,0,1
202425,AVTD075001,SCUOLA SECONDARIA II GRADO,5,12,12,0,0,0
202425,TO1E03700A,SCUOLA PRIMARIA,2,38,38,0,0,0
202425,BLPMMN5000,SCUOLA SECONDARIA II GRADO,3,11,11,0,0,0
202425,CTPC01500D,SCUOLA SECONDARIA II GRADO,3,10,9,1,0,1
202425,FE1E00200D,SCUOLA PRIMARIA,2,33,32,1,0,1
202425,METD065008,SCUOLA SECONDARIA II GRADO,5,18,16,2,0,2
202425,NAPS045004,SCUOLA SECONDARIA II GRADO,3,26,24,2,0,2
202425,VIPMBL500I,SCUOLA SECONDARIA II GRADO,2,13,13,0,0,0
202425,TOSL01500G,SCUOLA SECONDARIA II GRADO,2,28,28,0,0,0
202425,FI1M02000G,SCUOLA SECONDARIA I GRADO,3,16,15,1,0,1
202425,BOPM8F500M,SCUOLA SECONDARIA II GRADO,2,18,18,0,0,0
202425,FG1E024001,SCUOLA PRIMARIA,1,10,7,3,2,1
202425,FG1E023005,SCUOLA PRIMARIA,1,17,17,0,0,0
202425,RG1E00300C,SCUOLA PRIMARIA,2,36,36,0,0,0
202425,LC1E00100D,SCUOLA PRIMARIA,2,12,12,0,0,0
202425,LE1E00100P,SCUOLA PRIMARIA,1,25,24,1,1,0
202425,NA1E14400X,SCUOLA PRIMARIA,2,14,13,1,1,0
202425,MIPS06500Q,SCUOLA SECONDARIA II GRADO,4,25,24,1,0,1
202425,RMPC19500T,SCUOLA SECONDARIA II GRADO,4,25,24,1,0,1
202425,FI1MIM500Z,SCUOLA SECONDARIA I GRADO,3,52,39,13,1,12
202425,FG1E015006,SCUOLA PRIMARIA,1,16,16,0,0,0
202425,FR1E00500L,SCUOLA PRIMARIA,5,14,14,0,0,0
202425,PVTBDH500G,SCUOLA SECONDARIA II GRADO,5,4,3,1,0,1
202425,VT1E00300T,SCUOLA PRIMARIA,4,21,21,0,0,0
202425,VR1M02200T,SCUOLA SECONDARIA I GRADO,1,25,25,0,0,0
202425,FRTFF6500V,SCUOLA SECONDARIA II GRADO,2,4,4,0,0,0
202425,NA1E23600T,SCUOLA PRIMARIA,2,11,11,0,0,0
202425,RM1E126009,SCUOLA PRIMARIA,1,25,25,0,0,0
202425,RMPS27500L,SCUOLA SECONDARIA II GRADO,5,20,20,0,0,0
202425,VR1E01300T,SCUOLA PRIMARIA,1,26,22,4,0,4
202425,VE1M01200G,SCUOLA SECONDARIA I GRADO,3,25,25,0,0,0
202425,RC1E01100G,SCUOLA PRIMARIA,5,4,3,1,0,1
202425,NA1E15900N,SCUOLA PRIMARIA,1,14,14,0,0,0
202425,TO1E03000G,SCUOLA PRIMARIA,3,20,20,0,0,0
202425,TO1E054004,SCUOLA PRIMARIA,2,21,20,1,0,1
202425,TO1E01900R,SCUOLA PRIMARIA,5,24,23,1,0,1
202425,MI1M07400E,SCUOLA SECONDARIA I GRADO,1,9,9,0,0,0
202425,VRPS005004,SCUOLA SECONDARIA II GRADO,5,21,20,1,0,1
202425,GO1E002006,SCUOLA PRIMARIA,3,5,5,0,0,0
202425,TO1M039007,SCUOLA SECONDARIA I GRADO,1,150,139,11,4,7
202425,BR1E001002,SCUOLA PRIMARIA,4,15,15,0,0,0
202425,VEPS00500C,SCUOLA SECONDARIA II GRADO,3,14,14,0,0,0
202425,RMPS36500V,SCUOLA SECONDARIA II GRADO,3,13,13,0,0,0
202425,BGPMVO500T,SCUOLA SECONDARIA II GRADO,5,54,53,1,0,1
202425,NA1MU75009,SCUOLA SECONDARIA I GRADO,2,14,11,3,0,3
202425,SA1E004003,SCUOLA PRIMARIA,1,20,20,0,0,0
202425,NATFIQ500E,SCUOLA SECONDARIA II GRADO,3,4,1,3,1,2
202425,COTL045001,SCUOLA SECONDARIA II GRADO,5,12,11,1,1,0
202425,VARFS2500Z,SCUOLA SECONDARIA II GRADO,2,22,21,1,0,1
202425,NA1E06800G,SCUOLA PRIMARIA,5,5,3,2,0,2
202425,BG1E01200B,SCUOLA PRIMARIA,4,47,46,1,1,0
202425,RMPLNG500S,SCUOLA SECONDARIA II GRADO,1,6,6,0,0,0
202425,RMPSCF500T,SCUOLA SECONDARIA II GRADO,4,14,13,1,1,0
202425,SATFN25000,SCUOLA SECONDARIA II GRADO,1,5,5,0,0,0
202425,CS1E003002,SCUOLA PRIMARIA,1,28,28,0,0,0
202425,CT1E053006,SCUOLA PRIMARIA,2,15,15,0,0,0
202425,MIPSQB5007,SCUOLA SECONDARIA II GRADO,3,70,68,2,1,1
202425,RM1E09000Q,SCUOLA PRIMARIA,4,25,25,0,0,0
202425,PVPMF55003,SCUOLA SECONDARIA II GRADO,3,11,11,0,0,0
202425,SARHZG500U,SCUOLA SECONDARIA II GRADO,4,19,19,0,0,0
202425,CTPM315008,SCUOLA SECONDARIA II GRADO,3,18,18,0,0,0
202425,RM1E04000P,SCUOLA PRIMARIA,1,19,14,5,2,3
202425,RMPLIL5008,SCUOLA SECONDARIA II GRADO,1,19,19,0,0,0
202425,ANRFBS500Z,SCUOLA SECONDARIA II GRADO,5,21,18,3,1,2
202425,RG1E00600X,SCUOLA PRIMARIA,4,16,14,2,0,2
202425,CT1E03900X,SCUOLA PRIMARIA,1,17,17,0,0,0
202425,MIPS085001,SCUOLA SECONDARIA II GRADO,3,44,43,1,1,0
202425,TV1E018009,SCUOLA PRIMARIA,5,23,23,0,0,0
202425,MI1E076001,SCUOLA PRIMARIA,2,24,23,1,1,0
202425,NATLGU500N,SCUOLA SECONDARIA II GRADO,4,9,9,0,0,0
202425,RE1E00500D,SCUOLA PRIMARIA,5,23,20,3,0,3
202425,TOPS125006,SCUOLA SECONDARIA II GRADO,3,3,2,1,1,0
202425,RMPSRQ500V,SCUOLA SECONDARIA II GRADO,2,42,41,1,0,1
202425,MIPSQV500F,SCUOLA SECONDARIA II GRADO,3,27,27,0,0,0
202425,CT1E82801D,SCUOLA PRIMARIA,5,5,5,0,0,0
202425,CSTDIB500Z,SCUOLA SECONDARIA II GRADO,3,6,5,1,0,1
202425,VASLQ8500T,SCUOLA SECONDARIA II GRADO,3,29,28,1,0,1
202425,RMTN8V500Q,SCUOLA SECONDARIA II GRADO,3,6,5,1,0,1
202425,VAPL10500N,SCUOLA SECONDARIA II GRADO,4,2,2,0,0,0
202425,VR1MV95009,SCUOLA SECONDARIA I GRADO,3,19,18,1,1,0
202425,AP1E00300G,SCUOLA PRIMARIA,3,15,14,1,0,1
202425,SP1E00500Q,SCUOLA PRIMARIA,4,20,17,3,0,3
202425,MIPS055005,SCUOLA SECONDARIA II GRADO,1,16,16,0,0,0
202425,RMPSV5500M,SCUOLA SECONDARIA II GRADO,2,2,2,0,0,0
202425,TO1M02200T,SCUOLA SECONDARIA I GRADO,1,20,20,0,0,0
202425,MB1M026002,SCUOLA SECONDARIA I GRADO,3,46,44,2,0,2
202425,RM1E12500D,SCUOLA PRIMARIA,2,12,11,1,0,1
202425,NA1E04800A,SCUOLA PRIMARIA,1,31,31,0,0,0
202425,SATF1Z500T,SCUOLA SECONDARIA II GRADO,3,3,3,0,0,0
202425,TO1E032007,SCUOLA PRIMARIA,4,12,10,2,0,2
202425,TO1E024008,SCUOLA PRIMARIA,1,25,23,2,1,1
202425,MO1E005004,SCUOLA PRIMARIA,1,34,29,5,1,4
202425,SASLFZ5001,SCUOLA SECONDARIA II GRADO,5,37,36,1,0,1
202425,CR1E005006,SCUOLA PRIMARIA,2,21,21,0,0,0
202425,NAPM29500X,SCUOLA SECONDARIA II GRADO,5,22,20,2,1,1
202425,PO1E00900G,SCUOLA PRIMARIA,5,21,14,7,0,7
202425,MIPM1C500T,SCUOLA SECONDARIA II GRADO,2,27,25,2,0,2
202425,SA1MR95005,SCUOLA SECONDARIA I GRADO,2,5,5,0,0,0
202425,RN1M02000L,SCUOLA SECONDARIA I GRADO,3,102,95,7,0,7
202425,FI1E026009,SCUOLA PRIMARIA,1,25,22,3,0,3
202425,NA1E02500N,SCUOLA PRIMARIA,3,20,20,0,0,0
202425,MIPSEN500E,SCUOLA SECONDARIA II GRADO,4,63,61,2,1,1
202425,CN1E00300P,SCUOLA PRIMARIA,5,10,9,1,0,1
202425,MI1E053008,SCUOLA PRIMARIA,1,69,66,3,0,3
202425,RMTD49500B,SCUOLA SECONDARIA II GRADO,4,10,10,0,0,0
202425,CO1E01400T,SCUOLA PRIMARIA,5,53,53,0,0,0
202425,PATD87500G,SCUOLA SECONDARIA II GRADO,2,5,5,0,0,0
202425,PVTL025009,SCUOLA SECONDARIA II GRADO,5,11,10,1,0,1
202425,LO1MOF5006,SCUOLA SECONDARIA I GRADO,3,24,24,0,0,0
202425,CR1E00200P,SCUOLA PRIMARIA,5,14,13,1,0,1
202425,NATF2E500L,SCUOLA SECONDARIA II GRADO,3,3,3,0,0,0
202425,VA1EZH500L,SCUOLA PRIMARIA,5,16,14,2,1,1
202425,MIPS01500P,SCUOLA SECONDARIA II GRADO,3,43,43,0,0,0
202425,RMPSAS5006,SCUOLA SECONDARIA II GRADO,4,25,25,0,0,0
202425,RM1E11000Q,SCUOLA PRIMARIA,4,37,36,1,0,1
202425,MI1M041007,SCUOLA SECONDARIA I GRADO,1,173,157,16,3,13
202425,NATD51500C,SCUOLA SECONDARIA II GRADO,1,3,3,0,0,0
202425,CT1EG5500S,SCUOLA PRIMARIA,2,16,16,0,0,0
202425,MIPSQ55000,SCUOLA SECONDARIA II GRADO,2,25,25,0,0,0
202425,RM1E21100C,SCUOLA PRIMARIA,4,11,7,4,0,4
202425,NA1E164005,SCUOLA PRIMARIA,2,11,10,1,1,0
202425,RM1E03400B,SCUOLA PRIMARIA,4,7,7,0,0,0
202425,TO1E07500P,SCUOLA PRIMARIA,2,35,31,4,1,3
202425,BS1M6C500D,SCUOLA SECONDARIA I GRADO,1,36,34,2,0,2
202425,MO1E01100B,SCUOLA PRIMARIA,5,44,42,2,0,2
202425,MBSL05500V,SCUOLA SECONDARIA II GRADO,1,92,87,5,1,4
202425,COPSUC5004,SCUOLA SECONDARIA II GRADO,5,25,25,0,0,0
202425,NA1E093008,SCUOLA PRIMARIA,2,10,10,0,0,0
202425,VI1E010002,SCUOLA PRIMARIA,5,18,15,3,0,3
202425,MB1E06900P,SCUOLA PRIMARIA,3,42,41,1,0,1
202425,BOTF2S5000,SCUOLA SECONDARIA II GRADO,2,28,24,4,0,4
202425,CSTD03500E,SCUOLA SECONDARIA II GRADO,3,5,5,0,0,0
202425,NA1E00400L,SCUOLA PRIMARIA,5,14,8,6,0,6
202425,TVTD02500D,SCUOLA SECONDARIA II GRADO,4,17,17,0,0,0
202425,RM1E015002,SCUOLA PRIMARIA,2,33,27,6,0,6
202425,VATFME500R,SCUOLA SECONDARIA II GRADO,5,15,14,1,0,1
202425,CE1E03800T,SCUOLA PRIMARIA,1,26,26,0,0,0
202425,FIPLV0500F,SCUOLA SECONDARIA II GRADO,2,6,4,2,0,2
202425,NA1E11600Q,SCUOLA PRIMARIA,3,15,15,0,0,0
202425,LI1E005009,SCUOLA PRIMARIA,3,36,36,0,0,0
202425,LTTFOH5004,SCUOLA SECONDARIA II GRADO,3,2,2,0,0,0
202425,NATDZR500T,SCUOLA SECONDARIA II GRADO,3,11,11,0,0,0
202425,RMPLUU500N,SCUOLA SECONDARIA II GRADO,2,20,20,0,0,0
202425,RMSL3L500Q,SCUOLA SECONDARIA II GRADO,4,17,17,0,0,0
202425,RM1M15000B,SCUOLA SECONDARIA I GRADO,2,18,18,0,0,0
202425,RM1M04000X,SCUOLA SECONDARIA I GRADO,1,48,46,2,0,2
202425,TOPL11500A,SCUOLA SECONDARIA II GRADO,4,13,11,2,1,1
202425,AL1E00600T,SCUOLA PRIMARIA,2,32,29,3,0,3
202425,FI1E00200R,SCUOLA PRIMARIA,3,39,38,1,0,1
202425,NATD355005,SCUOLA SECONDARIA II GRADO,2,5,5,0,0,0
202425,SATFTV500U,SCUOLA SECONDARIA II GRADO,3,18,18,0,0,0
202425,BS1E009004,SCUOLA PRIMARIA,5,27,26,1,0,1
202425,MB1M02100V,SCUOLA SECONDARIA I GRADO,3,83,83,0,0,0
202425,RMPS575007,SCUOLA SECONDARIA II GRADO,3,3,3,0,0,0
202425,TO1E054004,SCUOLA PRIMARIA,5,16,15,1,0,1
202425,MI1E11900N,SCUOLA PRIMARIA,1,18,18,0,0,0
202425,PV1E00600C,SCUOLA PRIMARIA,1,15,10,5,0,5
202425,MI1M076006,SCUOLA SECONDARIA I GRADO,2,60,55,5,1,4
202425,MI1M05700R,SCUOLA SECONDARIA I GRADO,3,129,123,6,0,6
202425,NARH5T500V,SCUOLA SECONDARIA II GRADO,3,13,13,0,0,0
202425,SASD00500E,SCUOLA SECONDARIA II GRADO,3,3,3,0,0,0
202425,SATD9H500H,SCUOLA SECONDARIA II GRADO,3,13,12,1,1,0
202425,SV1E005006,SCUOLA PRIMARIA,1,36,33,3,2,1
202425,MIPC125003,SCUOLA SECONDARIA II GRADO,4,11,10,1,1,0
202425,RM1E10300L,SCUOLA PRIMARIA,2,31,30,1,1,0
202425,MIPM06500R,SCUOLA SECONDARIA II GRADO,5,12,12,0,0,0
202425,VEPMLV5000,SCUOLA SECONDARIA II GRADO,1,20,19,1,0,1
202425,RM1EBP500D,SCUOLA PRIMARIA,3,10,9,1,0,1
202425,MIPS54500V,SCUOLA SECONDARIA II GRADO,5,18,18,0,0,0
202425,NA1E20200P,SCUOLA PRIMARIA,1,10,10,0,0,0
202425,RMPS4A500Z,SCUOLA SECONDARIA II GRADO,5,13,13,0,0,0
202425,PV1E008004,SCUOLA PRIMARIA,2,20,17,3,0,3
202425,RM1E16100L,SCUOLA PRIMARIA,5,17,15,2,1,1
202425,BSPS075008,SCUOLA SECONDARIA II GRADO,2,43,43,0,0,0
202425,MIPLGB500O,SCUOLA SECONDARIA II GRADO,3,21,20,1,0,1
202425,COPL025008,SCUOLA SECONDARIA II GRADO,1,28,26,2,0,2
202425,TOPS01500P,SCUOLA SECONDARIA II GRADO,5,86,81,5,3,2
202425,RM1E113007,SCUOLA PRIMARIA,1,6,6,0,0,0
202425,MI1E00200B,SCUOLA PRIMARIA,3,15,15,0,0,0
202425,NATD3V500N,SCUOLA SECONDARIA II GRADO,5,19,19,0,0,0
202425,NA1E031001,SCUOLA PRIMARIA,4,23,22,1,0,1
202425,BGPS135006,SCUOLA SECONDARIA II GRADO,1,9,9,0,0,0
202425,MOPLT95002,SCUOLA SECONDARIA II GRADO,1,16,16,0,0,0
202425,MIPS445002,SCUOLA SECONDARIA II GRADO,5,25,25,0,0,0
202425,CHPMVZ5007,SCUOLA SECONDARIA II GRADO,4,5,5,0,0,0
202425,MI1E047001,SCUOLA PRIMARIA,5,63,63,0,0,0
202425,NA1EPH500O,SCUOLA PRIMARIA,2,16,16,0,0,0
202425,BS1M025007,SCUOLA SECONDARIA I GRADO,3,26,26,0,0,0
202425,CTTD045008,SCUOLA SECONDARIA II GRADO,4,1,1,0,0,0
202425,AGTD4U500B,SCUOLA SECONDARIA II GRADO,2,1,1,0,0,0
202425,CTTF01500P,SCUOLA SECONDARIA II GRADO,1,1,1,0,0,0
202425,TO1E00100G,SCUOLA PRIMARIA,2,69,66,3,0,3
202425,RMPS8Q500R,SCUOLA SECONDARIA II GRADO,4,25,24,1,1,0
202425,MCPSL3500U,SCUOLA SECONDARIA II GRADO,4,1,1,0,0,0
202425,VI1E00600A,SCUOLA PRIMARIA,4,11,11,0,0,0
202425,VR1E003007,SCUOLA PRIMARIA,4,12,12,0,0,0
202425,BTPLS4500L,SCUOLA SECONDARIA II GRADO,5,6,6,0,0,0
202425,SARFRQ500N,SCUOLA SECONDARIA II GRADO,4,5,5,0,0,0
202425,FI1E00800Q,SCUOLA PRIMARIA,2,13,10,3,0,3
202425,AQ1E00600N,SCUOLA PRIMARIA,1,3,3,0,0,0
202425,MBPS1Q500V,SCUOLA SECONDARIA II GRADO,5,19,19,0,0,0
202425,VE1E00400B,SCUOLA PRIMARIA,1,38,26,12,2,10
202425,ISPL5F5001,SCUOLA SECONDARIA II GRADO,5,26,23,3,1,2
202425,AVTD3P5005,SCUOLA SECONDARIA II GRADO,5,61,58,3,1,2
202425,MI1E03000G,SCUOLA PRIMARIA,5,23,23,0,0,0
202425,BLPC01500G,SCUOLA SECONDARIA II GRADO,1,6,6,0,0,0
202425,RMPL085008,SCUOLA SECONDARIA II GRADO,2,9,9,0,0,0
202425,NOPL015002,SCUOLA SECONDARIA II GRADO,3,18,18,0,0,0
202425,PVPS775003,SCUOLA SECONDARIA II GRADO,1,11,11,0,0,0
202425,VAPS5H500H,SCUOLA SECONDARIA II GRADO,5,34,34,0,0,0
202425,NATHES5002,SCUOLA SECONDARIA II GRADO,1,4,4,0,0,0
202425,BO1E013005,SCUOLA PRIMARIA,2,16,15,1,1,0
202425,SS1E01300B,SCUOLA PRIMARIA,1,19,19,0,0,0
202425,MIPC15500V,SCUOLA SECONDARIA II GRADO,1,17,17,0,0,0
202425,SAPS06500Q,SCUOLA SECONDARIA II GRADO,3,3,3,0,0,0
202425,TOTB005001,SCUOLA SECONDARIA II GRADO,4,11,9,2,2,0
202425,CE1E05900V,SCUOLA PRIMARIA,2,25,25,0,0,0
202425,MI1E00500V,SCUOLA PRIMARIA,1,26,26,0,0,0
202425,RE1E565000,SCUOLA PRIMARIA,3,14,10,4,1,3
202425,RG1E00700Q,SCUOLA PRIMARIA,3,16,16,0,0,0
202425,NATDGC5003,SCUOLA SECONDARIA II GRADO,3,16,15,1,0,1
202425,BS1E01500B,SCUOLA PRIMARIA,1,44,42,2,0,2
202425,PN1M00100D,SCUOLA SECONDARIA I GRADO,2,83,80,3,0,3
202425,SATL16500Q,SCUOLA SECONDARIA II GRADO,5,66,60,6,2,4
202425,NATLSN5005,SCUOLA SECONDARIA II GRADO,1,3,3,0,0,0
202425,MI1M00300C,SCUOLA SECONDARIA I GRADO,2,42,37,5,1,4
202425,CE1E052004,SCUOLA PRIMARIA,2,24,24,0,0,0
202425,FR1M00100E,SCUOLA SECONDARIA I GRADO,1,15,15,0,0,0
202425,NATF6G5004,SCUOLA SECONDARIA II GRADO,1,9,9,0,0,0
202425,AL1E00100P,SCUOLA PRIMARIA,4,58,57,1,0,1
202425,SATD295005,SCUOLA SECONDARIA II GRADO,5,36,33,3,0,3
202425,NATF1Z500S,SCUOLA SECONDARIA II GRADO,4,1,1,0,0,0
202425,MIPL08500Q,SCUOLA SECONDARIA II GRADO,3,14,13,1,0,1
202425,NAPS25500C,SCUOLA SECONDARIA II GRADO,4,6,6,0,0,0
202425,MI1MN45001,SCUOLA SECONDARIA I GRADO,1,47,42,5,1,4
202425,RMSLR1500M,SCUOLA SECONDARIA II GRADO,3,4,3,1,1,0
202425,TOPLM6500B,SCUOLA SECONDARIA II GRADO,5,5,5,0,0,0
202425,RM1E113007,SCUOLA PRIMARIA,4,12,12,0,0,0
202425,CRPLAB5007,SCUOLA SECONDARIA II GRADO,3,16,16,0,0,0
202425,NATA0L500I,SCUOLA SECONDARIA II GRADO,3,5,5,0,0,0
202425,CH1E005007,SCUOLA PRIMARIA,3,15,14,1,0,1
