ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSOCLASSE,CLASSI,ALUNNIMASCHI,ALUNNIFEMMINE
202425,LIMM813011,SCUOLA SECONDARIA I GRADO,1,10,104,109
202425,NAEE8B8031,SCUOLA PRIMARIA,4,3,24,24
202425,BGEE85902B,SCUOLA PRIMARIA,1,3,38,32
202425,VAEE808045,SCUOLA PRIMARIA,2,2,12,22
202425,CAMM88703B,SCUOLA SECONDARIA I GRADO,3,1,0,2
202425,VEEE83601L,SCUOLA PRIMARIA,4,3,31,23
202425,TVEE833026,SCUOLA PRIMARIA,2,1,10,9
202425,BSEE845011,SCUOLA PRIMARIA,3,1,11,11
202425,MEEE851057,SCUOLA PRIMARIA,5,1,13,5
202425,TVEE85602V,SCUOLA PRIMARIA,3,2,26,22
202425,TOEE8B501T,SCUOLA PRIMARIA,3,2,18,10
202425,BAEE88602P,SCUOLA PRIMARIA,5,2,12,17
202425,PZEE82002G,SCUOLA PRIMARIA,4,1,3,2
202425,NAMM8E801N,SCUOLA SECONDARIA I GRADO,3,12,114,116
202425,BSEE880018,SCUOLA PRIMARIA,5,3,20,36
202425,AGPS02201B,SCUOLA SECONDARIA II GRADO,5,5,22,45
202425,BSEE881025,SCUOLA PRIMARIA,2,3,32,24
202425,RMEE8FH029,SCUOLA PRIMARIA,5,2,24,15
202425,MCMM80201G,SCUOLA SECONDARIA I GRADO,1,2,15,23
202425,VBPS003012,SCUOLA SECONDARIA II GRADO,5,2,15,11
202425,MIMM8FS01Q,SCUOLA SECONDARIA I GRADO,3,10,120,118
202425,PNEE83202P,SCUOLA PRIMARIA,3,2,20,9
202425,RMRC057507,SCUOLA SECONDARIA II GRADO,3,1,16,16
202425,CAEE846025,SCUOLA PRIMARIA,3,1,3,7
202425,PAEE8BB01R,SCUOLA PRIMARIA,2,3,25,24
202425,CNMM81702A,SCUOLA SECONDARIA I GRADO,2,1,8,1
202425,LUEE84002T,SCUOLA PRIMARIA,5,1,10,11
202425,VIMM84602E,SCUOLA SECONDARIA I GRADO,1,1,9,5
202425,VREE83301R,SCUOLA PRIMARIA,2,2,16,14
202425,MOEE82901A,SCUOLA PRIMARIA,1,1,9,9
202425,TPEE82602L,SCUOLA PRIMARIA,3,1,5,6
202425,LOSL002016,SCUOLA SECONDARIA II GRADO,2,6,20,103
202425,RMTB02000G,SCUOLA SECONDARIA II GRADO,3,6,125,21
202425,PDEE86104A,SCUOLA PRIMARIA,3,1,11,14
202425,VBPS00101A,SCUOLA SECONDARIA II GRADO,2,4,15,43
202425,VREE81304P,SCUOLA PRIMARIA,3,1,10,8
202425,BNEE826018,SCUOLA PRIMARIA,2,1,10,13
202425,FEEE81401D,SCUOLA PRIMARIA,5,1,4,12
202425,FREE81702N,SCUOLA PRIMARIA,4,1,4,8
202425,RMTD05301V,SCUOLA SECONDARIA II GRADO,1,3,40,12
202425,RGMM825012,SCUOLA SECONDARIA I GRADO,1,7,77,81
202425,CEEE8AD035,SCUOLA PRIMARIA,2,2,16,13
202425,SRMM84101R,SCUOLA SECONDARIA I GRADO,2,8,89,72
202425,TPEE837012,SCUOLA PRIMARIA,4,2,18,14
202425,CTEE081037,SCUOLA PRIMARIA,2,4,46,40
202425,RAEE82904C,SCUOLA PRIMARIA,4,1,8,14
202425,CEEE878012,SCUOLA PRIMARIA,2,1,8,12
202425,TVEE884023,SCUOLA PRIMARIA,5,1,8,6
202425,PNEE81801B,SCUOLA PRIMARIA,2,2,20,23
202425,TSEE800047,SCUOLA PRIMARIA,4,1,14,3
202425,TVTN01000N,SCUOLA SECONDARIA II GRADO,5,14,75,213
202425,SAEE846042,SCUOLA PRIMARIA,1,1,8,12
202425,MIEE8FW014,SCUOLA PRIMARIA,4,2,28,20
202425,TARI021019,SCUOLA SECONDARIA II GRADO,3,2,14,10
202425,CNEE813057,SCUOLA PRIMARIA,1,1,4,5
202425,FIEE820058,SCUOLA PRIMARIA,3,2,13,14
202425,NUMM880024,SCUOLA SECONDARIA I GRADO,3,2,19,9
202425,PIEE829019,SCUOLA PRIMARIA,1,1,12,8
202425,PAEE8AR044,SCUOLA PRIMARIA,1,1,8,12
202425,VIMM82801X,SCUOLA SECONDARIA I GRADO,2,3,34,40
202425,FREE844044,SCUOLA PRIMARIA,7,1,9,5
202425,AGPS02602Q,SCUOLA SECONDARIA II GRADO,3,2,15,15
202425,REEE83602X,SCUOLA PRIMARIA,5,1,8,6
202425,PTMM80701A,SCUOLA SECONDARIA I GRADO,2,4,39,41
202425,SAEE8BZ026,SCUOLA PRIMARIA,3,1,8,7
202425,MEMM885015,SCUOLA SECONDARIA I GRADO,3,4,37,33
202425,PVEE822014,SCUOLA PRIMARIA,5,5,55,45
202425,TOMM87001P,SCUOLA SECONDARIA I GRADO,1,6,69,59
202425,BTEE852039,SCUOLA PRIMARIA,4,1,9,9
202425,CEPS010018,SCUOLA SECONDARIA II GRADO,5,4,38,38
202425,BLEE82702E,SCUOLA PRIMARIA,3,1,5,5
202425,TVEE867018,SCUOLA PRIMARIA,5,2,15,15
202425,BSTD02000X,SCUOLA SECONDARIA II GRADO,5,8,67,74
202425,NOEE806022,SCUOLA PRIMARIA,2,1,8,5
202425,PDEE85802C,SCUOLA PRIMARIA,5,2,18,21
202425,CNEE85902D,SCUOLA PRIMARIA,4,2,19,13
202425,CAEE89303Q,SCUOLA PRIMARIA,5,1,6,12
202425,RMPS19000T,SCUOLA SECONDARIA II GRADO,4,8,100,65
202425,LUEE82506X,SCUOLA PRIMARIA,4,1,2,2
202425,FRTD01301N,SCUOLA SECONDARIA II GRADO,1,3,47,8
202425,CNEE850012,SCUOLA PRIMARIA,5,3,38,30
202425,LIEE819022,SCUOLA PRIMARIA,5,1,11,7
202425,RMPM123015,SCUOLA SECONDARIA II GRADO,1,3,8,50
202425,BTPC01000D,SCUOLA SECONDARIA II GRADO,5,8,41,154
202425,RGRC00450B,SCUOLA SECONDARIA II GRADO,5,1,2,11
202425,LURI021015,SCUOLA SECONDARIA II GRADO,3,1,21,1
202425,GOEE81101P,SCUOLA PRIMARIA,5,1,4,3
202425,NAEE18708X,SCUOLA PRIMARIA,4,1,9,7
202425,MOEE81302T,SCUOLA PRIMARIA,2,1,11,10
202425,PTMM81502A,SCUOLA SECONDARIA I GRADO,3,4,49,34
202425,VTEE80803R,SCUOLA PRIMARIA,2,3,21,29
202425,CTEE8A802N,SCUOLA PRIMARIA,1,5,59,40
202425,VCEE81504D,SCUOLA PRIMARIA,3,1,10,1
202425,MSEE816097,SCUOLA PRIMARIA,4,1,6,4
202425,RMEE8AQ02R,SCUOLA PRIMARIA,5,2,11,21
202425,GEEE82404B,SCUOLA PRIMARIA,3,1,12,6
202425,VAEE852047,SCUOLA PRIMARIA,5,4,33,42
202425,NAEE23602N,SCUOLA PRIMARIA,3,3,26,27
202425,SVTL00651X,SCUOLA SECONDARIA II GRADO,4,1,7,6
202425,MITF390005,SCUOLA SECONDARIA II GRADO,2,9,175,34
202425,CERH03050G,SCUOLA SECONDARIA II GRADO,4,1,7,16
202425,CNEE83601Q,SCUOLA PRIMARIA,5,1,7,6
202425,PIMM82201D,SCUOLA SECONDARIA I GRADO,1,6,63,63
202425,MIPS070007,SCUOLA SECONDARIA II GRADO,3,12,179,105
202425,LEEE85702D,SCUOLA PRIMARIA,2,3,29,22
202425,IMEE81103Q,SCUOLA PRIMARIA,5,1,10,8
202425,CSEE83204V,SCUOLA PRIMARIA,5,1,2,2
202425,RMPC10401G,SCUOLA SECONDARIA II GRADO,5,4,27,55
202425,AGRI024018,SCUOLA SECONDARIA II GRADO,4,4,29,42
202425,VREE879027,SCUOLA PRIMARIA,3,1,15,8
202425,AGMM847016,SCUOLA SECONDARIA I GRADO,1,3,20,26
202425,TOEE852027,SCUOLA PRIMARIA,1,2,25,19
202425,PGEE01705G,SCUOLA PRIMARIA,5,1,8,12
202425,PDEE86301V,SCUOLA PRIMARIA,1,2,20,19
202425,TRMM823029,SCUOLA SECONDARIA I GRADO,1,5,52,51
202425,VREE837036,SCUOLA PRIMARIA,5,2,18,15
202425,CEPC00101A,SCUOLA SECONDARIA II GRADO,3,2,10,19
202425,IMEE815033,SCUOLA PRIMARIA,5,2,24,21
202425,RMMM8DD01P,SCUOLA SECONDARIA I GRADO,3,3,35,32
202425,PDSD03000D,SCUOLA SECONDARIA II GRADO,2,7,22,106
202425,PDTA00601L,SCUOLA SECONDARIA II GRADO,5,5,70,35
202425,MBEE8E002C,SCUOLA PRIMARIA,3,2,23,18
202425,RCEE85905E,SCUOLA PRIMARIA,4,1,7,4
202425,AGEE820017,SCUOLA PRIMARIA,1,2,14,17
202425,GOTL00801N,SCUOLA SECONDARIA II GRADO,1,1,17,6
202425,PZTF06000E,SCUOLA SECONDARIA II GRADO,5,2,9,14
202425,NAMM8CF01R,SCUOLA SECONDARIA I GRADO,2,7,66,41
202425,NASL102011,SCUOLA SECONDARIA II GRADO,4,2,5,22
202425,PGEE84002C,SCUOLA PRIMARIA,1,1,9,12
202425,ALEE808039,SCUOLA PRIMARIA,5,1,5,6
202425,NAMM8B501A,SCUOLA SECONDARIA I GRADO,1,11,87,78
202425,PVMM83101T,SCUOLA SECONDARIA I GRADO,3,6,59,63
202425,AGEE826016,SCUOLA PRIMARIA,3,1,13,8
202425,VEEE875028,SCUOLA PRIMARIA,5,3,36,24
202425,FIMM81601B,SCUOLA SECONDARIA I GRADO,1,2,21,17
202425,CARA014547,SCUOLA SECONDARIA II GRADO,4,1,15,6
202425,VTMM805016,SCUOLA SECONDARIA I GRADO,3,5,40,48
202425,CHTD07000B,SCUOLA SECONDARIA II GRADO,2,1,5,6
202425,PDPC014013,SCUOLA SECONDARIA II GRADO,3,2,10,20
202425,APEE81003E,SCUOLA PRIMARIA,2,1,9,9
202425,VAEE82709Q,SCUOLA PRIMARIA,1,1,3,11
202425,MCMM834013,SCUOLA SECONDARIA I GRADO,1,4,57,34
202425,VEEE85304D,SCUOLA PRIMARIA,5,3,35,23
202425,MIEE8B802A,SCUOLA PRIMARIA,1,4,46,51
202425,CNPS010003,SCUOLA SECONDARIA II GRADO,1,7,44,111
202425,SSEE842026,SCUOLA PRIMARIA,4,2,15,27
202425,SAMM873016,SCUOLA SECONDARIA I GRADO,2,2,8,14
202425,RGEE83401T,SCUOLA PRIMARIA,2,5,51,49
202425,CSEE823022,SCUOLA PRIMARIA,3,1,14,8
202425,TAEE874025,SCUOLA PRIMARIA,5,3,25,24
202425,FRTD01902N,SCUOLA SECONDARIA II GRADO,1,1,11,6
202425,ENTD019014,SCUOLA SECONDARIA II GRADO,5,1,12,6
202425,APMM81301V,SCUOLA SECONDARIA I GRADO,2,1,3,2
202425,MBEE86301D,SCUOLA PRIMARIA,4,3,32,34
202425,RMEE8BH02V,SCUOLA PRIMARIA,2,1,10,11
202425,PDPM014017,SCUOLA SECONDARIA II GRADO,4,2,10,37
202425,NAPC130004,SCUOLA SECONDARIA II GRADO,3,7,40,130
202425,CNMM83701E,SCUOLA SECONDARIA I GRADO,3,2,28,10
202425,SAPM05301G,SCUOLA SECONDARIA II GRADO,5,4,21,48
202425,PAMM8AH014,SCUOLA SECONDARIA I GRADO,3,4,31,28
202425,VREE89101R,SCUOLA PRIMARIA,1,3,28,29
202425,SIEE822014,SCUOLA PRIMARIA,1,1,8,7
202425,CREE820023,SCUOLA PRIMARIA,3,2,17,19
202425,RCPS03901N,SCUOLA SECONDARIA II GRADO,5,7,82,55
202425,PZMM894024,SCUOLA SECONDARIA I GRADO,2,2,19,12
202425,ATEE812043,SCUOLA PRIMARIA,1,1,11,6
202425,CBTD01801V,SCUOLA SECONDARIA II GRADO,2,4,37,35
202425,TEEE83102N,SCUOLA PRIMARIA,4,1,8,7
202425,RNEE80801E,SCUOLA PRIMARIA,5,1,3,6
202425,TVEE867029,SCUOLA PRIMARIA,4,2,13,16
202425,RMEE22103X,SCUOLA PRIMARIA,4,3,24,19
202425,LTEE82903L,SCUOLA PRIMARIA,2,2,21,17
202425,SOEE81303L,SCUOLA PRIMARIA,4,1,9,9
202425,REMM85401B,SCUOLA SECONDARIA I GRADO,2,3,39,33
202425,LORC01000Q,SCUOLA SECONDARIA II GRADO,1,7,41,109
202425,SARA010005,SCUOLA SECONDARIA II GRADO,5,2,15,6
202425,NAEE8DR032,SCUOLA PRIMARIA,2,1,8,10
202425,RMEE8CA01N,SCUOLA PRIMARIA,2,2,19,17
202425,COEE85501T,SCUOLA PRIMARIA,4,2,13,15
202425,MITF270003,SCUOLA SECONDARIA II GRADO,1,10,165,76
202425,PGEE023138,SCUOLA PRIMARIA,3,2,16,14
202425,TEEE83304B,SCUOLA PRIMARIA,4,1,7,7
202425,VEMM80601Q,SCUOLA SECONDARIA I GRADO,1,3,32,26
202425,RAEE825034,SCUOLA PRIMARIA,4,3,44,32
202425,MITD01901V,SCUOLA SECONDARIA II GRADO,5,3,36,28
202425,BLPS00101T,SCUOLA SECONDARIA II GRADO,3,1,15,13
202425,SVMM80601P,SCUOLA SECONDARIA I GRADO,1,4,37,39
202425,BATD02902V,SCUOLA SECONDARIA II GRADO,1,5,50,38
202425,FGEE82902V,SCUOLA PRIMARIA,2,3,26,24
202425,MBEE8GA03E,SCUOLA PRIMARIA,2,1,11,10
202425,SARA010027,SCUOLA SECONDARIA II GRADO,5,2,13,7
202425,TPPS02901G,SCUOLA SECONDARIA II GRADO,4,8,93,80
202425,MOTD00351X,SCUOLA SECONDARIA II GRADO,4,1,8,22
202425,BOEE87701T,SCUOLA PRIMARIA,2,2,13,22
202425,MIRA083508,SCUOLA SECONDARIA II GRADO,4,1,1,4
202425,BSEE840041,SCUOLA PRIMARIA,1,1,16,8
202425,MOEE85101G,SCUOLA PRIMARIA,3,3,38,24
202425,PAEE88802C,SCUOLA PRIMARIA,5,2,19,21
202425,FIEE821032,SCUOLA PRIMARIA,5,3,36,31
202425,CSRH023017,SCUOLA SECONDARIA II GRADO,2,2,17,13
202425,LEEE85604Q,SCUOLA PRIMARIA,5,1,15,8
202425,RMMM897017,SCUOLA SECONDARIA I GRADO,2,6,68,52
202425,MOMM81301Q,SCUOLA SECONDARIA I GRADO,1,2,23,25
202425,PDEE85305C,SCUOLA PRIMARIA,2,2,10,16
202425,ANMM834019,SCUOLA SECONDARIA I GRADO,2,2,19,15
202425,RMEE8EU01A,SCUOLA PRIMARIA,3,3,29,32
202425,CHMM82202P,SCUOLA SECONDARIA I GRADO,2,2,19,19
202425,RMPS180007,SCUOLA SECONDARIA II GRADO,2,6,90,43
202425,PVEE801046,SCUOLA PRIMARIA,5,1,9,6
202425,RCEE85307N,SCUOLA PRIMARIA,1,1,13,10
202425,PNTN00401Q,SCUOLA SECONDARIA II GRADO,3,3,11,44
202425,AGMM85701R,SCUOLA SECONDARIA I GRADO,2,3,28,34
202425,BNTF02701P,SCUOLA SECONDARIA II GRADO,1,4,47,19
202425,BGEE804038,SCUOLA PRIMARIA,1,1,3,5
202425,UDEE819028,SCUOLA PRIMARIA,3,1,9,5
202425,CNEE814075,SCUOLA PRIMARIA,3,1,7,4
202425,GEMM837019,SCUOLA SECONDARIA I GRADO,1,3,33,36
202425,TOEE89408G,SCUOLA PRIMARIA,1,1,6,11
202425,CEEE8AA01G,SCUOLA PRIMARIA,2,7,63,63
202425,ISEE832021,SCUOLA PRIMARIA,4,1,8,6
202425,MTRF014015,SCUOLA SECONDARIA II GRADO,2,6,36,63
202425,TARI02401R,SCUOLA SECONDARIA II GRADO,4,4,25,48
202425,VAEE822018,SCUOLA PRIMARIA,5,1,13,11
202425,CAEE8AL03V,SCUOLA PRIMARIA,3,1,9,5
202425,NOEE82005B,SCUOLA PRIMARIA,2,1,5,4
202425,MIEE8D5035,SCUOLA PRIMARIA,5,3,27,20
202425,CSEE89703L,SCUOLA PRIMARIA,3,1,5,10
202425,CZEE86804D,SCUOLA PRIMARIA,3,1,2,6
202425,SAEE8AD02C,SCUOLA PRIMARIA,4,6,48,62
202425,SRMM853013,SCUOLA SECONDARIA I GRADO,3,3,33,26
202425,RMEE827012,SCUOLA PRIMARIA,1,3,35,16
202425,ANEE83401A,SCUOLA PRIMARIA,3,2,23,13
202425,RMEE8AU035,SCUOLA PRIMARIA,5,1,11,6
202425,MOMM84801P,SCUOLA SECONDARIA I GRADO,2,8,94,94
202425,RMMM870028,SCUOLA SECONDARIA I GRADO,1,2,20,9
202425,VVEE83503Q,SCUOLA PRIMARIA,7,2,11,16
202425,MNEE82802V,SCUOLA PRIMARIA,5,2,28,19
202425,BOEE840039,SCUOLA PRIMARIA,3,1,10,7
202425,MIEE8FB03V,SCUOLA PRIMARIA,3,1,6,15
202425,VEPS002012,SCUOLA SECONDARIA II GRADO,4,6,44,73
202425,VIEE82502E,SCUOLA PRIMARIA,3,2,13,15
202425,TVEE884045,SCUOLA PRIMARIA,1,1,12,6
202425,SVPS002011,SCUOLA SECONDARIA II GRADO,5,5,32,74
202425,AQEE82706N,SCUOLA PRIMARIA,1,1,3,4
202425,OREE812088,SCUOLA PRIMARIA,2,1,7,8
202425,SVPC030001,SCUOLA SECONDARIA II GRADO,1,5,34,55
202425,NOEE819046,SCUOLA PRIMARIA,4,1,7,11
202425,TRPM01000Q,SCUOLA SECONDARIA II GRADO,2,9,30,139
202425,BRMM825017,SCUOLA SECONDARIA I GRADO,2,3,26,27
202425,RNEE018016,SCUOLA PRIMARIA,3,1,11,8
202425,GEMM824017,SCUOLA SECONDARIA I GRADO,2,7,78,64
202425,CBRA030006,SCUOLA SECONDARIA II GRADO,3,1,11,6
202425,BLMM824033,SCUOLA SECONDARIA I GRADO,2,1,10,3
202425,BSRH031019,SCUOLA SECONDARIA II GRADO,4,6,60,55
202425,TAMM84001X,SCUOLA SECONDARIA I GRADO,3,7,66,51
202425,MBMM8DC017,SCUOLA SECONDARIA I GRADO,1,3,40,28
202425,NAMM8EV016,SCUOLA SECONDARIA I GRADO,2,5,47,44
202425,PREE835033,SCUOLA PRIMARIA,1,2,19,13
202425,BSEE837023,SCUOLA PRIMARIA,2,2,17,14
202425,APMM82702T,SCUOLA SECONDARIA I GRADO,3,1,7,17
202425,RMEE8AE01Q,SCUOLA PRIMARIA,2,8,78,91
202425,CZTE021011,SCUOLA SECONDARIA II GRADO,3,5,23,83
202425,BOEE88002P,SCUOLA PRIMARIA,3,3,37,32
202425,BAEE846017,SCUOLA PRIMARIA,3,2,17,14
202425,MOEE83602E,SCUOLA PRIMARIA,2,1,5,16
202425,NAEE8DC011,SCUOLA PRIMARIA,3,3,33,24
202425,PSEE808036,SCUOLA PRIMARIA,4,1,7,3
202425,LCEE815015,SCUOLA PRIMARIA,2,3,25,23
202425,VREE87201B,SCUOLA PRIMARIA,2,1,7,6
202425,APMM811039,SCUOLA SECONDARIA I GRADO,2,1,5,3
202425,CEEE8BC01T,SCUOLA PRIMARIA,3,3,21,25
202425,COEE845028,SCUOLA PRIMARIA,2,1,3,10
202425,TOPC08001Q,SCUOLA SECONDARIA II GRADO,2,6,53,67
202425,RCEE869011,SCUOLA PRIMARIA,5,2,19,13
202425,COEE85604R,SCUOLA PRIMARIA,5,1,10,12
202425,GEPS17000A,SCUOLA SECONDARIA II GRADO,4,14,96,156
202425,BAMM833014,SCUOLA SECONDARIA I GRADO,2,6,50,53
202425,CNEE81607R,SCUOLA PRIMARIA,7,1,3,5
202425,FIEE872062,SCUOLA PRIMARIA,2,2,20,17
202425,FIPM001018,SCUOLA SECONDARIA II GRADO,4,11,65,154
202425,FRMM85501A,SCUOLA SECONDARIA I GRADO,3,5,57,58
202425,PDEE86001B,SCUOLA PRIMARIA,3,4,41,47
202425,VRTD13000D,SCUOLA SECONDARIA II GRADO,2,7,75,81
202425,SIEE814048,SCUOLA PRIMARIA,3,1,5,7
202425,UDEE82604D,SCUOLA PRIMARIA,5,2,20,14
202425,NAEE34401C,SCUOLA PRIMARIA,1,4,32,31
202425,VBEE805015,SCUOLA PRIMARIA,4,1,7,9
202425,BNMM82301Q,SCUOLA SECONDARIA I GRADO,2,1,8,15
202425,MIEE8FT01L,SCUOLA PRIMARIA,1,7,70,72
202425,FREE80303R,SCUOLA PRIMARIA,3,1,9,9
202425,PGEE813035,SCUOLA PRIMARIA,1,1,1,0
202425,NAEE8D8047,SCUOLA PRIMARIA,4,1,8,2
202425,PIEE82603X,SCUOLA PRIMARIA,1,1,9,17
202425,CSEE81201E,SCUOLA PRIMARIA,3,2,15,12
202425,BSEE824021,SCUOLA PRIMARIA,2,1,16,4
202425,VAEE84106V,SCUOLA PRIMARIA,2,1,11,11
202425,RMMM8DQ012,SCUOLA SECONDARIA I GRADO,3,1,8,9
202425,CZEE822011,SCUOLA PRIMARIA,5,2,24,13
202425,CBRH010016,SCUOLA SECONDARIA II GRADO,3,1,10,0
202425,MERI033017,SCUOLA SECONDARIA II GRADO,2,1,21,1
202425,LCEE80901T,SCUOLA PRIMARIA,4,1,9,13
202425,CBMM80901P,SCUOLA SECONDARIA I GRADO,3,2,16,23
202425,MCEE80206T,SCUOLA PRIMARIA,2,1,7,4
202425,CSPS01401P,SCUOLA SECONDARIA II GRADO,5,4,38,48
202425,TOEE8AQ04T,SCUOLA PRIMARIA,5,1,10,9
202425,VRMM831025,SCUOLA SECONDARIA I GRADO,3,2,14,15
202425,BTEE86201T,SCUOLA PRIMARIA,4,1,12,5
202425,BSEE87203B,SCUOLA PRIMARIA,2,1,1,1
202425,LUEE828038,SCUOLA PRIMARIA,1,1,8,8
202425,MEMM885015,SCUOLA SECONDARIA I GRADO,1,4,35,52
202425,NAEE21403T,SCUOLA PRIMARIA,5,2,11,20
202425,CNEE835032,SCUOLA PRIMARIA,5,1,13,7
202425,MSRC00603B,SCUOLA SECONDARIA II GRADO,5,1,0,17
202425,RMEE8E302G,SCUOLA PRIMARIA,2,2,24,18
202425,TOEE8A402C,SCUOLA PRIMARIA,3,2,17,21
202425,TSEE807042,SCUOLA PRIMARIA,4,1,6,5
202425,TOEE86904P,SCUOLA PRIMARIA,5,1,9,8
202425,LCEE80402Q,SCUOLA PRIMARIA,4,1,13,8
202425,RCTF05000D,SCUOLA SECONDARIA II GRADO,3,15,254,54
202425,GEEE85101L,SCUOLA PRIMARIA,2,6,85,58
202425,CREE805021,SCUOLA PRIMARIA,7,2,14,19
202425,LUEE82701A,SCUOLA PRIMARIA,5,3,28,22
202425,MERA011503,SCUOLA SECONDARIA II GRADO,5,3,26,19
202425,MIMM8DB01E,SCUOLA SECONDARIA I GRADO,3,4,46,39
202425,PAEE88101L,SCUOLA PRIMARIA,4,2,18,15
202425,SPRH010006,SCUOLA SECONDARIA II GRADO,2,3,47,34
202425,FIEE834023,SCUOLA PRIMARIA,2,2,20,15
202425,TVEE81706C,SCUOLA PRIMARIA,4,1,7,11
202425,BGEE820047,SCUOLA PRIMARIA,5,2,16,26
202425,ANEE843037,SCUOLA PRIMARIA,4,2,18,19
202425,PTEE82801C,SCUOLA PRIMARIA,3,2,21,14
202425,VEEE87404E,SCUOLA PRIMARIA,2,2,20,24
202425,BGMM8AB014,SCUOLA SECONDARIA I GRADO,2,3,37,32
202425,VCEE80601G,SCUOLA PRIMARIA,2,1,10,15
202425,VEMM824019,SCUOLA SECONDARIA I GRADO,3,7,78,63
202425,CSRA01701Q,SCUOLA SECONDARIA II GRADO,3,3,35,18
202425,BRPM010003,SCUOLA SECONDARIA II GRADO,2,10,24,187
202425,BSMM81201L,SCUOLA SECONDARIA I GRADO,2,2,18,12
202425,BGMM875017,SCUOLA SECONDARIA I GRADO,3,5,58,63
202425,NARH02101A,SCUOLA SECONDARIA II GRADO,5,6,47,31
202425,PIEE841021,SCUOLA PRIMARIA,4,2,23,15
202425,IMEE81201D,SCUOLA PRIMARIA,2,1,13,13
202425,CZMM843077,SCUOLA SECONDARIA I GRADO,2,1,3,3
202425,CEEE895083,SCUOLA PRIMARIA,1,1,7,3
202425,RCEE84902R,SCUOLA PRIMARIA,3,1,8,7
202425,CSEE865013,SCUOLA PRIMARIA,3,2,16,19
202425,PIEE837029,SCUOLA PRIMARIA,1,2,12,14
202425,NOTF040002,SCUOLA SECONDARIA II GRADO,1,11,195,20
202425,GRRC00653V,SCUOLA SECONDARIA II GRADO,4,1,13,13
202425,CZPS00701B,SCUOLA SECONDARIA II GRADO,2,2,15,20
202425,CTEE828017,SCUOLA PRIMARIA,1,5,60,41
202425,BLEE82805D,SCUOLA PRIMARIA,4,1,9,7
202425,PEEE81905G,SCUOLA PRIMARIA,3,1,12,12
202425,RMMM8EZ01C,SCUOLA SECONDARIA I GRADO,1,7,77,67
202425,VEEE826023,SCUOLA PRIMARIA,5,1,9,8
202425,CAMM86301R,SCUOLA SECONDARIA I GRADO,2,4,43,29
202425,PTEE824037,SCUOLA PRIMARIA,3,1,15,12
202425,PDEE82204Q,SCUOLA PRIMARIA,2,1,11,8
202425,MNPS003012,SCUOLA SECONDARIA II GRADO,3,7,42,83
202425,MIEE8CC04X,SCUOLA PRIMARIA,2,1,11,4
202425,AVEE873012,SCUOLA PRIMARIA,5,1,9,5
202425,PAPM02000N,SCUOLA SECONDARIA II GRADO,4,10,46,162
202425,GEEE82405C,SCUOLA PRIMARIA,5,3,23,24
202425,NUEE864038,SCUOLA PRIMARIA,2,1,8,5
202425,TAMM84601V,SCUOLA SECONDARIA I GRADO,1,4,45,40
202425,NAEE88102R,SCUOLA PRIMARIA,3,1,4,5
202425,KREE80305P,SCUOLA PRIMARIA,1,1,6,3
202425,TPEE825061,SCUOLA PRIMARIA,3,1,8,9
202425,NAEE23602N,SCUOLA PRIMARIA,4,3,33,28
202425,APEE83703E,SCUOLA PRIMARIA,5,1,9,13
202425,RCPC019019,SCUOLA SECONDARIA II GRADO,2,2,7,27
202425,BGEE872051,SCUOLA PRIMARIA,5,1,2,2
202425,SAEE87802B,SCUOLA PRIMARIA,3,1,1,0
202425,BLEE82005V,SCUOLA PRIMARIA,1,1,3,8
202425,CAEE84201R,SCUOLA PRIMARIA,2,2,14,9
202425,LCEE81302E,SCUOLA PRIMARIA,1,1,7,9
202425,SAEE88301T,SCUOLA PRIMARIA,3,4,51,28
202425,CTEE85504P,SCUOLA PRIMARIA,3,3,26,25
202425,MIMM8DL01P,SCUOLA SECONDARIA I GRADO,2,6,62,51
202425,CTEE8A0056,SCUOLA PRIMARIA,1,1,5,6
202425,TVMM88103G,SCUOLA SECONDARIA I GRADO,3,2,13,20
202425,PGPC05000A,SCUOLA SECONDARIA II GRADO,1,6,54,62
202425,VBRI003017,SCUOLA SECONDARIA II GRADO,2,3,23,42
202425,RIEE823025,SCUOLA PRIMARIA,7,1,10,5
202425,SAEE8BE063,SCUOLA PRIMARIA,4,1,8,6
202425,GEEE85102N,SCUOLA PRIMARIA,2,2,20,24
202425,LOEE814013,SCUOLA PRIMARIA,1,3,29,21
202425,MOTE02101G,SCUOLA SECONDARIA II GRADO,4,7,54,94
202425,TREE810017,SCUOLA PRIMARIA,3,1,7,4
202425,PITD04000B,SCUOLA SECONDARIA II GRADO,2,5,74,39
202425,PZTD00101D,SCUOLA SECONDARIA II GRADO,5,2,13,17
202425,ARMM82503C,SCUOLA SECONDARIA I GRADO,3,3,19,35
202425,BSMM82501P,SCUOLA SECONDARIA I GRADO,3,3,31,36
202425,CEEE822012,SCUOLA PRIMARIA,4,1,11,7
202425,SAMM8AU04D,SCUOLA SECONDARIA I GRADO,2,1,11,8
202425,SSTF010007,SCUOLA SECONDARIA II GRADO,3,11,186,26
202425,PZTH016011,SCUOLA SECONDARIA II GRADO,2,2,23,8
202425,REMM84402T,SCUOLA SECONDARIA I GRADO,1,5,56,57
202425,BREE820015,SCUOLA PRIMARIA,3,3,25,26
202425,VREE861011,SCUOLA PRIMARIA,5,4,40,34
