ANNO_ACCADEMICO;TIPO_ISTITUTO;Area_Istituto;NOME_ISTITUTO;COMUNE_SEDE;COD_ISTITUTO;REGIONE_ISTITUTO;AREA_CORSO;TIPO_CORSO;SCUOLA;CLASSE;CORSO;GENERE;ISCRITTI
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;F;115
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;M;45
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;SCULTURA;F;80
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;SCULTURA;M;74
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;DECORAZIONE - Arti per l'ambiente;M;7
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;DECORAZIONE - Arti per l'ambiente;F;34
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA - Nuovi Paradigmi dell'Immagine;F;27
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA - Nuovi Paradigmi dell'Immagine;M;6
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA;F;47
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA;M;23
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA;M;36
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA;F;45
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA DIGITALE;M;5
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA DIGITALE;F;3
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;DIDATTICA DELL'ARTE;F;21
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;DIDATTICA DELL'ARTE;M;6
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DAPL11;CINEMA, FOTOGRAFIA, AUDIOVISIVO;F;39
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DAPL11;CINEMA, FOTOGRAFIA, AUDIOVISIVO;M;42
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;ARTI MULTIMEDIALI;F;66
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;ARTI MULTIMEDIALI;M;49
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;DESIGN;F;32
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;DESIGN;M;17
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FUMETTO E ILLUSTRAZIONE;M;43
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FUMETTO E ILLUSTRAZIONE;F;70
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;F;26
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;M;15
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;NUOVE TECNOLOGIE PER L’ARTE;DASL08;LINGUAGGI E TECNICHE DELL'AUDIOVISIVO;F;8
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;NUOVE TECNOLOGIE PER L’ARTE;DASL08;LINGUAGGI E TECNICHE DELL'AUDIOVISIVO;M;11
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;NUOVE TECNOLOGIE PER L’ARTE;DASL08;NET ART E CULTURE DIGITALI;M;14
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;NUOVE TECNOLOGIE PER L’ARTE;DASL08;NET ART E CULTURE DIGITALI;F;25
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA;M;8
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA;F;9
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;DECORAZIONE;F;46
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;DECORAZIONE;M;9
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA E ILLUSTRAZIONE;F;204
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA E ILLUSTRAZIONE;M;85
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;M;28
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;F;102
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;SCULTURA;F;22
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;SCULTURA;M;11
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;DECORAZIONE URBANA;F;5
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA, ILLUSTRAZIONE E FUMETTO;F;40
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA, ILLUSTRAZIONE E FUMETTO;M;26
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA;F;35
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA;M;11
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA E LINGUAGGI DEL CONTEMPORANEO;M;4
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA E LINGUAGGI DEL CONTEMPORANEO;F;4
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA;M;7
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA;F;8
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;DAPL09;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;F;25
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;DAPL09;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;M;8
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 2L;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;DASL09;DIDATTICA DELL'ARTE E MEDIAZIONE CULTURALE;F;22
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 2L;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;DASL09;DIDATTICA DELL'ARTE E MEDIAZIONE CULTURALE;M;5
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DAPL11;CINEMA;M;111
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DAPL11;CINEMA;F;109
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DAPL11;FOTOGRAFIA;F;113
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DAPL11;FOTOGRAFIA;M;60
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;NUOVE TECNOLOGIE DELL'ARTE;F;136
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;NUOVE TECNOLOGIE DELL'ARTE;M;139
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;DESIGN DELLA COMUNICAZIONE VISIVA;F;309
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;DESIGN DELLA COMUNICAZIONE VISIVA;M;158
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FASHION DESIGN;F;217
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FASHION DESIGN;M;44
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;F;32
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;M;14
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DASL11;CINEMA, FOTOGRAFIA E AUDIOVISIVO - Cinema;F;15
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DASL11;CINEMA, FOTOGRAFIA E AUDIOVISIVO - Cinema;M;31
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DASL11;CINEMA, FOTOGRAFIA E AUDIOVISIVO - Fotografia;F;42
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DASL11;CINEMA, FOTOGRAFIA E AUDIOVISIVO - Fotografia;M;25
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;DESIGN PER L'EDITORIA;F;41
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;DESIGN PER L'EDITORIA;M;13
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;FASHION DESIGN;F;48
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;FASHION DESIGN;M;5
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;PRODUCT E INTERIOR DESIGN;M;13
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;PRODUCT E INTERIOR DESIGN;F;64
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA PER IL DRAMMA ANTICO;F;4
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA PER IL DRAMMA ANTICO;M;3
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;DECORAZIONE;F;7
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;DECORAZIONE;M;4
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA;M;17
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA;F;33
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;M;12
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;F;25
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;SCULTURA;F;10
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;SCULTURA;M;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;DECORAZIONE;F;5
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;DECORAZIONE;M;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA - Illustrazione Grafica e Fumetto;F;15
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA - Illustrazione Grafica e Fumetto;M;15
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA;F;8
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA;M;3
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA AMBIENTALE E MONUMENTALE;M;2
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA AMBIENTALE E MONUMENTALE;F;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;DIDATTICA DELL'ARTE;F;8
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 2L;DIDATTICA DELL'ARTE;DASL10;DIDATTICA DELL'ARTE;F;7
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 2L;DIDATTICA DELL'ARTE;DASL10;DIDATTICA DELL'ARTE;M;3
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DAPL11;REGIA;F;8
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DAPL11;REGIA;M;15
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;COMPUTER GAMES;F;15
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;COMPUTER GAMES;M;30
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FASHION STYLE E GIOIELLO;F;29
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FASHION STYLE E GIOIELLO;M;13
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;GRAPHIC DESIGN;F;41
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;GRAPHIC DESIGN;M;40
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;F;4
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;M;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DASL11;REGIA;F;3
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DASL11;REGIA;M;5
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;NUOVE TECNOLOGIE PER L’ARTE;DASL08;GAMES DESIGN E RACCONTI DIGITALI;M;4
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;NUOVE TECNOLOGIE PER L’ARTE;DASL08;GAMES DESIGN E RACCONTI DIGITALI;F;3
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;DESIGN DELLA COMUNICAZIONE VISIVA;F;8
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;DESIGN DELLA COMUNICAZIONE VISIVA;M;9
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;FASHION DESIGN;F;7
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;FASHION DESIGN;M;2
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA - Multimediale;F;4
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Ricerca - ambito artistico;AFAM_Dottorato di Ricerca;DISCIPLINE ARTISTICHE;Dottorato;PERFORMIG ART AND CULTURAL HERITAGE - ARTE PERFORMATIVA E MULTIMEDIALE;F;4
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Ricerca - ambito artistico;AFAM_Dottorato di Ricerca;DISCIPLINE ARTISTICHE;Dottorato;PERFORMIG ART AND CULTURAL HERITAGE - ARTE PERFORMATIVA E MULTIMEDIALE;M;2
