ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSO,FASCIAETA,ALUNNI
202425,CAEE87601X,SCUOLA PRIMARIA,2,7 anni,14
202425,TVEE86602D,SCUOLA PRIMARIA,3,9 anni,1
202425,BASD053019,SCUOLA SECONDARIA II GRADO,2,17 anni,2
202425,SRRC00601G,SCUOLA SECONDARIA II GRADO,5,17 anni,9
202425,PZTA01101N,SCUOLA SECONDARIA II GRADO,4,17 anni,19
202425,AQEE823015,SCUOLA PRIMARIA,2,7 anni,7
202425,PZEE895021,SCUOLA PRIMARIA,4,9 anni,34
202425,PDPC02301T,SCUOLA SECONDARIA II GRADO,1,14 anni,198
202425,BGPS01702T,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,1
202425,MCMM83501V,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,12
202425,CEEE869039,SCUOLA PRIMARIA,3,8 anni,14
202425,CHSD01401P,SCUOLA SECONDARIA II GRADO,2,15 anni,42
202425,MOEE841044,SCUOLA PRIMARIA,4,10 anni,1
202425,RMPC220009,SCUOLA SECONDARIA II GRADO,1,16 anni,3
202425,TAEE86301N,SCUOLA PRIMARIA,5,9 anni,3
202425,MISL011019,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,3
202425,PZTD024038,SCUOLA SECONDARIA II GRADO,2,16 anni,6
202425,MIEE8DK021,SCUOLA PRIMARIA,1,6 anni,39
202425,MBEE8EZ02Q,SCUOLA PRIMARIA,2,8 anni,1
202425,PGPS02000N,SCUOLA SECONDARIA II GRADO,4,17 anni,206
202425,BAEE85701N,SCUOLA PRIMARIA,1,6 anni,46
202425,VREE86804V,SCUOLA PRIMARIA,2,8 anni,2
202425,FGTD22000C,SCUOLA SECONDARIA II GRADO,3,17 anni,6
202425,AQPS050001,SCUOLA SECONDARIA II GRADO,1,15 anni,2
202425,BSMM806019,SCUOLA SECONDARIA I GRADO,3,13 anni,10
202425,PREE818017,SCUOLA PRIMARIA,3,8 anni,60
202425,CZTF00701D,SCUOLA SECONDARIA II GRADO,1,15 anni,4
202425,TAEE802027,SCUOLA PRIMARIA,2,6 anni,1
202425,NAMM8FQ029,SCUOLA SECONDARIA I GRADO,3,13 anni,49
202425,NAEE187103,SCUOLA PRIMARIA,2,7 anni,10
202425,NAEE172075,SCUOLA PRIMARIA,3,7 anni,17
202425,CZEE87302V,SCUOLA PRIMARIA,1,6 anni,12
202425,PGMM82201R,SCUOLA SECONDARIA I GRADO,2,13 anni,1
202425,MIEE8CE01C,SCUOLA PRIMARIA,4,8 anni,9
202425,ARMM82301P,SCUOLA SECONDARIA I GRADO,2,11 anni,2
202425,PVTF012014,SCUOLA SECONDARIA II GRADO,3,16 anni,46
202425,ANEE84102E,SCUOLA PRIMARIA,5,10 anni,22
202425,ENMM82101P,SCUOLA SECONDARIA I GRADO,3,12 anni,5
202425,GEPS17000A,SCUOLA SECONDARIA II GRADO,2,14 anni,16
202425,PAPS011031,SCUOLA SECONDARIA II GRADO,5,17 anni,7
202425,LEPS03801G,SCUOLA SECONDARIA II GRADO,3,16 anni,25
202425,VVMM813061,SCUOLA SECONDARIA I GRADO,1,12 anni,1
202425,CEEE899024,SCUOLA PRIMARIA,5,10 anni,42
202425,TOEE810036,SCUOLA PRIMARIA,5,10 anni,42
202425,CTEE8AP01R,SCUOLA PRIMARIA,2,7 anni,56
202425,REMM82801V,SCUOLA SECONDARIA I GRADO,3,12 anni,2
202425,AVPS032018,SCUOLA SECONDARIA II GRADO,5,18 anni,29
202425,NAEE81205D,SCUOLA PRIMARIA,5,10 anni,13
202425,TVTL01901N,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,3
202425,MIEE8BN038,SCUOLA PRIMARIA,3,8 anni,23
202425,MCEE826015,SCUOLA PRIMARIA,1,< di 6 anni,1
202425,AREE82304V,SCUOLA PRIMARIA,2,7 anni,23
202425,VEMM867017,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
202425,BOEE85804G,SCUOLA PRIMARIA,5,10 anni,22
202425,FEEE803035,SCUOLA PRIMARIA,5,10 anni,22
202425,CZEE835035,SCUOLA PRIMARIA,3,8 anni,9
202425,AQEE82308C,SCUOLA PRIMARIA,2,7 anni,8
202425,ANPS010009,SCUOLA SECONDARIA II GRADO,3,16 anni,260
202425,RMTF190509,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,9
202425,PAPM12000E,SCUOLA SECONDARIA II GRADO,3,18 anni,1
202425,PNEE827016,SCUOLA PRIMARIA,1,6 anni,38
202425,SARH02201L,SCUOLA SECONDARIA II GRADO,2,15 anni,31
202425,RERI090008,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,12
202425,MIMM8DU016,SCUOLA SECONDARIA I GRADO,1,13 anni,2
202425,TOEE8AF035,SCUOLA PRIMARIA,4,9 anni,41
202425,PRTF00701B,SCUOLA SECONDARIA II GRADO,4,16 anni,1
202425,RMEE8AB029,SCUOLA PRIMARIA,3,7 anni,1
202425,MIEE867021,SCUOLA PRIMARIA,4,10 anni,1
202425,VESD020001,SCUOLA SECONDARIA II GRADO,3,16 anni,141
202425,BGMM825027,SCUOLA SECONDARIA I GRADO,1,12 anni,3
202425,PVEE82603D,SCUOLA PRIMARIA,5,10 anni,28
202425,BLPS00101T,SCUOLA SECONDARIA II GRADO,2,15 anni,20
202425,RMEE8BA035,SCUOLA PRIMARIA,4,9 anni,55
202425,PTEE808017,SCUOLA PRIMARIA,5,9 anni,1
202425,ANEE807012,SCUOLA PRIMARIA,5,10 anni,74
202425,RMTD106016,SCUOLA SECONDARIA II GRADO,2,17 anni,3
202425,CTEE8A803P,SCUOLA PRIMARIA,5,9 anni,5
202425,BAPS028016,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,14
202425,BGEE86401T,SCUOLA PRIMARIA,1,6 anni,10
202425,TOEE873017,SCUOLA PRIMARIA,1,6 anni,56
202425,LOTD010003,SCUOLA SECONDARIA II GRADO,2,17 anni,12
202425,OREE819094,SCUOLA PRIMARIA,1,< di 6 anni,2
202425,BAMM84501A,SCUOLA SECONDARIA I GRADO,2,12 anni,60
202425,TOMM8AH01N,SCUOLA SECONDARIA I GRADO,2,13 anni,4
202425,ARMM819013,SCUOLA SECONDARIA I GRADO,2,11 anni,8
202425,LIEE82301L,SCUOLA PRIMARIA,2,9 anni,1
202425,CEEE8AU046,SCUOLA PRIMARIA,2,7 anni,10
202425,UDTL01000E,SCUOLA SECONDARIA II GRADO,3,16 anni,141
202425,SVSL00801R,SCUOLA SECONDARIA II GRADO,2,16 anni,12
202425,SVEE81003D,SCUOLA PRIMARIA,2,7 anni,18
202425,PDMM84302N,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,3
202425,LEEE8AL01P,SCUOLA PRIMARIA,3,8 anni,21
202425,CTRI02401N,SCUOLA SECONDARIA II GRADO,2,15 anni,26
202425,RCEE85304E,SCUOLA PRIMARIA,2,6 anni,6
202425,ALMM82201C,SCUOLA SECONDARIA I GRADO,2,13 anni,3
202425,BSMM82001G,SCUOLA SECONDARIA I GRADO,1,12 anni,7
202425,PEMM82601D,SCUOLA SECONDARIA I GRADO,3,12 anni,5
202425,RNMM80802E,SCUOLA SECONDARIA I GRADO,2,12 anni,59
202425,NAMM8DL01X,SCUOLA SECONDARIA I GRADO,3,13 anni,44
202425,CNEE83108X,SCUOLA PRIMARIA,3,8 anni,6
202425,FIEE841026,SCUOLA PRIMARIA,2,6 anni,1
202425,CAMM86301R,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,4
202425,GEMM81501C,SCUOLA SECONDARIA I GRADO,2,11 anni,1
202425,LOMM807031,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
202425,BATL070507,SCUOLA SECONDARIA II GRADO,5,18 anni,3
202425,SAEE8BB03C,SCUOLA PRIMARIA,5,9 anni,4
202425,BREE827021,SCUOLA PRIMARIA,3,8 anni,46
202425,VEPS07000G,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,17
202425,LUEE82501P,SCUOLA PRIMARIA,5,9 anni,2
202425,LURF001011,SCUOLA SECONDARIA II GRADO,2,18 anni,3
202425,SVMM81302V,SCUOLA SECONDARIA I GRADO,1,12 anni,2
202425,CBEE82001E,SCUOLA PRIMARIA,2,7 anni,31
202425,CEEE07301X,SCUOLA PRIMARIA,3,8 anni,61
202425,BSMM86901C,SCUOLA SECONDARIA I GRADO,3,13 anni,17
202425,SSMM812029,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,3
202425,BOMM81001A,SCUOLA SECONDARIA I GRADO,3,13 anni,45
202425,CAEE8AA026,SCUOLA PRIMARIA,1,< di 6 anni,2
202425,AVRI01601G,SCUOLA SECONDARIA II GRADO,5,18 anni,31
202425,SVTF00901T,SCUOLA SECONDARIA II GRADO,2,16 anni,43
202425,CTRA03801X,SCUOLA SECONDARIA II GRADO,1,17 anni,3
202425,SAEE85702A,SCUOLA PRIMARIA,4,8 anni,1
202425,PDEE86502G,SCUOLA PRIMARIA,2,7 anni,18
202425,FGMM86001R,SCUOLA SECONDARIA I GRADO,3,12 anni,19
202425,TARA026516,SCUOLA SECONDARIA II GRADO,5,18 anni,1
202425,FGMM821016,SCUOLA SECONDARIA I GRADO,3,13 anni,51
202425,KREE821036,SCUOLA PRIMARIA,2,7 anni,5
202425,BLEE81901E,SCUOLA PRIMARIA,3,8 anni,8
202425,TOMM8BZ014,SCUOLA SECONDARIA I GRADO,1,11 anni,141
202425,SSEE852061,SCUOLA PRIMARIA,2,7 anni,28
202425,RETF011015,SCUOLA SECONDARIA II GRADO,2,18 anni,2
202425,RMTA07201T,SCUOLA SECONDARIA II GRADO,2,15 anni,18
202425,SSPS05000G,SCUOLA SECONDARIA II GRADO,1,16 anni,1
202425,BAEE811018,SCUOLA PRIMARIA,3,8 anni,11
202425,CBEE828015,SCUOLA PRIMARIA,1,6 anni,22
202425,NAEE177023,SCUOLA PRIMARIA,4,8 anni,5
202425,VIEE86202D,SCUOLA PRIMARIA,1,6 anni,73
202425,CTPS04901R,SCUOLA SECONDARIA II GRADO,2,15 anni,182
202425,LTEE833027,SCUOLA PRIMARIA,5,> di 10 anni,3
202425,RMEE8DB047,SCUOLA PRIMARIA,5,9 anni,1
202425,AVMM87503P,SCUOLA SECONDARIA I GRADO,2,13 anni,1
202425,BOEE83401X,SCUOLA PRIMARIA,2,6 anni,4
202425,CTEE880029,SCUOLA PRIMARIA,4,8 anni,1
202425,RCTF05000D,SCUOLA SECONDARIA II GRADO,5,18 anni,163
202425,TETD00401L,SCUOLA SECONDARIA II GRADO,3,18 anni,7
202425,PZRH03252D,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,9
202425,BGPM010002,SCUOLA SECONDARIA II GRADO,2,16 anni,21
202425,MSRH010005,SCUOLA SECONDARIA II GRADO,2,16 anni,23
202425,CSEE89602Q,SCUOLA PRIMARIA,5,> di 10 anni,1
202425,CNEE83806L,SCUOLA PRIMARIA,4,9 anni,40
202425,FRPS00602Q,SCUOLA SECONDARIA II GRADO,2,15 anni,26
202425,LUTN01201V,SCUOLA SECONDARIA II GRADO,5,17 anni,1
202425,FRMM83701R,SCUOLA SECONDARIA I GRADO,2,11 anni,6
202425,BSRH02701N,SCUOLA SECONDARIA II GRADO,1,15 anni,16
202425,AQEE84702P,SCUOLA PRIMARIA,1,< di 6 anni,4
202425,MITN094521,SCUOLA SECONDARIA II GRADO,3,17 anni,2
202425,TVMM88202A,SCUOLA SECONDARIA I GRADO,3,12 anni,1
202425,TOMM8AA01V,SCUOLA SECONDARIA I GRADO,3,12 anni,1
202425,CTPS10000Q,SCUOLA SECONDARIA II GRADO,3,17 anni,11
202425,METD037015,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,8
202425,SPEE80507Q,SCUOLA PRIMARIA,3,8 anni,3
202425,LTTD01701L,SCUOLA SECONDARIA II GRADO,3,15 anni,16
202425,NARC098016,SCUOLA SECONDARIA II GRADO,5,18 anni,132
202425,GEEE83601E,SCUOLA PRIMARIA,5,9 anni,2
202425,RGPC00301G,SCUOLA SECONDARIA II GRADO,4,18 anni,2
202425,PVEE808085,SCUOLA PRIMARIA,5,10 anni,4
202425,AVEE837053,SCUOLA PRIMARIA,3,8 anni,17
202425,BREE81002G,SCUOLA PRIMARIA,2,6 anni,3
202425,MOMM817013,SCUOLA SECONDARIA I GRADO,3,12 anni,4
202425,CSRI06101D,SCUOLA SECONDARIA II GRADO,2,15 anni,28
202425,CSTF06101A,SCUOLA SECONDARIA II GRADO,5,18 anni,40
202425,ROEE81004A,SCUOLA PRIMARIA,1,6 anni,26
202425,BAEE027053,SCUOLA PRIMARIA,1,6 anni,41
202425,RAEE810029,SCUOLA PRIMARIA,2,7 anni,18
202425,TAEE88002C,SCUOLA PRIMARIA,3,9 anni,1
202425,CRMM820011,SCUOLA SECONDARIA I GRADO,2,12 anni,104
202425,TVRI02801B,SCUOLA SECONDARIA II GRADO,5,18 anni,9
202425,MIRC08901T,SCUOLA SECONDARIA II GRADO,1,16 anni,4
202425,MIRI09201A,SCUOLA SECONDARIA II GRADO,1,15 anni,13
202425,VAEE83202X,SCUOLA PRIMARIA,3,8 anni,33
202425,CNMM85601X,SCUOLA SECONDARIA I GRADO,1,> di 13 anni,1
202425,CSTF08601P,SCUOLA SECONDARIA II GRADO,3,15 anni,4
202425,TOEE80503P,SCUOLA PRIMARIA,4,9 anni,13
202425,PZEE82005P,SCUOLA PRIMARIA,2,8 anni,1
202425,PZEE83802R,SCUOLA PRIMARIA,2,7 anni,4
202425,NOMM820027,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,6
202425,APEE82905N,SCUOLA PRIMARIA,5,10 anni,15
202425,SAEE890055,SCUOLA PRIMARIA,4,9 anni,12
202425,RCEE85205Q,SCUOLA PRIMARIA,2,6 anni,2
202425,CSTF01000C,SCUOLA SECONDARIA II GRADO,4,18 anni,23
202425,PCRC001012,SCUOLA SECONDARIA II GRADO,2,17 anni,7
202425,NAPM10050T,SCUOLA SECONDARIA II GRADO,4,18 anni,3
202425,FIEE869044,SCUOLA PRIMARIA,4,8 anni,1
202425,RAEE817013,SCUOLA PRIMARIA,2,7 anni,134
202425,BIMM80702A,SCUOLA SECONDARIA I GRADO,3,13 anni,29
202425,NAPS43002X,SCUOLA SECONDARIA II GRADO,2,14 anni,35
202425,AVMM807056,SCUOLA SECONDARIA I GRADO,1,11 anni,1
202425,TOMM849019,SCUOLA SECONDARIA I GRADO,2,12 anni,32
202425,RGTL02101E,SCUOLA SECONDARIA II GRADO,2,14 anni,6
202425,PVEE80906V,SCUOLA PRIMARIA,3,8 anni,6
202425,NUEE835016,SCUOLA PRIMARIA,3,8 anni,5
202425,MOPM01000T,SCUOLA SECONDARIA II GRADO,1,14 anni,170
202425,RGEE82601V,SCUOLA PRIMARIA,1,< di 6 anni,2
202425,RMEE84002D,SCUOLA PRIMARIA,4,> di 10 anni,1
202425,MCTD001026,SCUOLA SECONDARIA II GRADO,3,17 anni,1
202425,RMPC11601T,SCUOLA SECONDARIA II GRADO,3,16 anni,180
202425,VTTF010008,SCUOLA SECONDARIA II GRADO,1,15 anni,29
202425,NAEE8HS02L,SCUOLA PRIMARIA,2,6 anni,7
202425,VBMM81602G,SCUOLA SECONDARIA I GRADO,3,13 anni,21
202425,PRRI00101G,SCUOLA SECONDARIA II GRADO,2,18 anni,1
202425,RMMM8AL01B,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
202425,VAEE81206V,SCUOLA PRIMARIA,4,10 anni,2
202425,TEPM010004,SCUOLA SECONDARIA II GRADO,2,17 anni,3
202425,CEMM815052,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
202425,TOTD068014,SCUOLA SECONDARIA II GRADO,3,15 anni,3
202425,AQEE831036,SCUOLA PRIMARIA,4,9 anni,3
202425,LCMM80501D,SCUOLA SECONDARIA I GRADO,2,12 anni,41
202425,UDMM84001G,SCUOLA SECONDARIA I GRADO,3,13 anni,33
202425,UDPM010009,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,4
202425,MCMM818026,SCUOLA SECONDARIA I GRADO,2,12 anni,20
202425,SAMM8B8018,SCUOLA SECONDARIA I GRADO,3,13 anni,163
202425,META00901E,SCUOLA SECONDARIA II GRADO,2,14 anni,7
202425,BARC04151E,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,24
202425,PDEE88704E,SCUOLA PRIMARIA,5,> di 10 anni,2
202425,MBEE8F803P,SCUOLA PRIMARIA,3,8 anni,45
202425,BSEE829035,SCUOLA PRIMARIA,4,9 anni,20
202425,UDEE852042,SCUOLA PRIMARIA,3,8 anni,15
202425,MNMM827011,SCUOLA SECONDARIA I GRADO,3,12 anni,2
202425,VREE87803C,SCUOLA PRIMARIA,3,9 anni,2
202425,SIEE82103A,SCUOLA PRIMARIA,2,7 anni,12
202425,SSMM027002,SCUOLA SECONDARIA I GRADO,2,12 anni,218
202425,PDEE84301N,SCUOLA PRIMARIA,2,6 anni,2
202425,BSEE8AH03P,SCUOLA PRIMARIA,1,6 anni,65
202425,TREE817034,SCUOLA PRIMARIA,5,10 anni,16
202425,BARH11000E,SCUOLA SECONDARIA II GRADO,4,17 anni,62
202425,IMEE80801T,SCUOLA PRIMARIA,4,9 anni,31
202425,RMEE8BX034,SCUOLA PRIMARIA,5,9 anni,2
202425,NORI00601P,SCUOLA SECONDARIA II GRADO,3,16 anni,42
202425,GERH023514,SCUOLA SECONDARIA II GRADO,1,17 anni,4
202425,CARA028512,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,4
202425,PAEE87901L,SCUOLA PRIMARIA,2,8 anni,2
202425,GEPM030004,SCUOLA SECONDARIA II GRADO,1,16 anni,6
202425,PZMM857047,SCUOLA SECONDARIA I GRADO,1,11 anni,11
202425,CERI011019,SCUOLA SECONDARIA II GRADO,1,18 anni,1
202425,BGMM8AE01G,SCUOLA SECONDARIA I GRADO,3,13 anni,143
202425,BOPM030005,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,35
202425,BAEE8AR01V,SCUOLA PRIMARIA,1,< di 6 anni,5
202425,NAPS690018,SCUOLA SECONDARIA II GRADO,1,14 anni,156
202425,PGRA02801V,SCUOLA SECONDARIA II GRADO,3,16 anni,11
202425,PAEE8AJ03C,SCUOLA PRIMARIA,5,9 anni,1
202425,AGEE81203A,SCUOLA PRIMARIA,3,9 anni,1
202425,AGEE848046,SCUOLA PRIMARIA,2,6 anni,2
202425,NAEE021015,SCUOLA PRIMARIA,3,9 anni,2
202425,MCEE81504T,SCUOLA PRIMARIA,4,9 anni,22
202425,TVMM87701T,SCUOLA SECONDARIA I GRADO,2,12 anni,133
202425,MITD03601L,SCUOLA SECONDARIA II GRADO,1,17 anni,2
202425,BOEE81001B,SCUOLA PRIMARIA,5,10 anni,32
202425,NAEE8CJ02Q,SCUOLA PRIMARIA,4,9 anni,68
202425,VTEE828021,SCUOLA PRIMARIA,1,6 anni,20
202425,ANTF01401Q,SCUOLA SECONDARIA II GRADO,5,18 anni,147
202425,RMEE8AX03A,SCUOLA PRIMARIA,5,10 anni,57
202425,VRPS00101T,SCUOLA SECONDARIA II GRADO,3,17 anni,9
202425,ROPM01000Q,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,1
202425,PNMM81602Q,SCUOLA SECONDARIA I GRADO,1,12 anni,1
202425,CEEE898017,SCUOLA PRIMARIA,3,9 anni,2
202425,BOMM82101R,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,9
202425,MOEE82903C,SCUOLA PRIMARIA,4,9 anni,32
202425,CZMM843066,SCUOLA SECONDARIA I GRADO,2,13 anni,1
202425,MTTD018012,SCUOLA SECONDARIA II GRADO,3,18 anni,2
202425,BORC02101V,SCUOLA SECONDARIA II GRADO,5,17 anni,3
202425,CZEE844074,SCUOLA PRIMARIA,4,8 anni,1
202425,CTMM85301V,SCUOLA SECONDARIA I GRADO,2,13 anni,2
202425,VEEE87202R,SCUOLA PRIMARIA,2,7 anni,19
202425,PVEE821029,SCUOLA PRIMARIA,3,9 anni,2
202425,VRTD01901V,SCUOLA SECONDARIA II GRADO,1,14 anni,156
202425,SRMM811011,SCUOLA SECONDARIA I GRADO,3,12 anni,28
202425,RMMM8D7016,SCUOLA SECONDARIA I GRADO,1,11 anni,35
202425,MEMM83302D,SCUOLA SECONDARIA I GRADO,3,12 anni,6
202425,LERH017018,SCUOLA SECONDARIA II GRADO,1,18 anni,2
202425,FGTA03701P,SCUOLA SECONDARIA II GRADO,3,16 anni,56
202425,PEEE83801R,SCUOLA PRIMARIA,3,8 anni,74
202425,FIPS030006,SCUOLA SECONDARIA II GRADO,4,18 anni,4
202425,TOEE85003L,SCUOLA PRIMARIA,2,6 anni,1
202425,SAPS10000T,SCUOLA SECONDARIA II GRADO,3,15 anni,23
202425,BNRA028012,SCUOLA SECONDARIA II GRADO,3,18 anni,1
202425,NAEE139028,SCUOLA PRIMARIA,2,7 anni,52
202425,BOTF02401X,SCUOLA SECONDARIA II GRADO,5,18 anni,26
202425,BORH022043,SCUOLA SECONDARIA II GRADO,3,17 anni,48
202425,VERI02701G,SCUOLA SECONDARIA II GRADO,5,18 anni,11
202425,VEMM825026,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,4
202425,NOEE80701R,SCUOLA PRIMARIA,1,< di 6 anni,1
202425,AQEE815016,SCUOLA PRIMARIA,1,7 anni,1
202425,BOEE805043,SCUOLA PRIMARIA,2,7 anni,43
202425,RMTF15050V,SCUOLA SECONDARIA II GRADO,5,18 anni,3
202425,MORC08000G,SCUOLA SECONDARIA II GRADO,3,17 anni,72
202425,TATF02402P,SCUOLA SECONDARIA II GRADO,4,17 anni,18
202425,BLRH003017,SCUOLA SECONDARIA II GRADO,3,18 anni,3
202425,TOEE81901E,SCUOLA PRIMARIA,4,9 anni,75
202425,PDEE83001G,SCUOLA PRIMARIA,3,7 anni,1
202425,LUTF01601E,SCUOLA SECONDARIA II GRADO,4,16 anni,4
202425,NAMM8GL01Q,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,5
202425,SAEE8BM067,SCUOLA PRIMARIA,2,7 anni,8
202425,ATPC00301E,SCUOLA SECONDARIA II GRADO,3,17 anni,4
202425,BREE80201G,SCUOLA PRIMARIA,1,6 anni,34
202425,RMEE87003A,SCUOLA PRIMARIA,2,7 anni,13
202425,PGEE83201C,SCUOLA PRIMARIA,1,6 anni,39
202425,PGEE87005B,SCUOLA PRIMARIA,3,8 anni,18
202425,IMPM009017,SCUOLA SECONDARIA II GRADO,1,16 anni,1
202425,TPEE09902B,SCUOLA PRIMARIA,4,9 anni,41
202425,NATD14601N,SCUOLA SECONDARIA II GRADO,2,15 anni,169
202425,CSMM8AY01C,SCUOLA SECONDARIA I GRADO,2,11 anni,17
202425,MTPS01601E,SCUOLA SECONDARIA II GRADO,3,16 anni,28
202425,CSEE82209D,SCUOLA PRIMARIA,2,8 anni,1
202425,MTPC011018,SCUOLA SECONDARIA II GRADO,4,17 anni,16
202425,CSTD067013,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,1
202425,PCEE806014,SCUOLA PRIMARIA,3,9 anni,1
202425,VRMM844016,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,3
202425,CAEE890016,SCUOLA PRIMARIA,3,7 anni,3
202425,VCMM80001G,SCUOLA SECONDARIA I GRADO,1,12 anni,8
202425,RCEE80623V,SCUOLA PRIMARIA,5,10 anni,11
202425,BATD06202E,SCUOLA SECONDARIA II GRADO,2,17 anni,2
202425,BAEE8AM01Q,SCUOLA PRIMARIA,3,8 anni,102
202425,MIPS03601R,SCUOLA SECONDARIA II GRADO,4,17 anni,67
202425,VIEE83801G,SCUOLA PRIMARIA,4,10 anni,1
202425,SRTD01151Q,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,15
202425,SATD06601C,SCUOLA SECONDARIA II GRADO,3,16 anni,31
202425,VEEE80802D,SCUOLA PRIMARIA,5,9 anni,4
202425,CEEE8BG06A,SCUOLA PRIMARIA,3,8 anni,5
202425,AVEE88402D,SCUOLA PRIMARIA,1,6 anni,8
202425,BGEE8AH014,SCUOLA PRIMARIA,5,10 anni,69
202425,LTEE846018,SCUOLA PRIMARIA,1,< di 6 anni,1
202425,RMMM8EC01D,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,6
202425,MOMM837018,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,5
202425,KREE83301A,SCUOLA PRIMARIA,4,10 anni,2
202425,TOEE83002A,SCUOLA PRIMARIA,5,10 anni,16
202425,CHTF01301E,SCUOLA SECONDARIA II GRADO,1,15 anni,20
202425,NAPS04101T,SCUOLA SECONDARIA II GRADO,5,17 anni,3
202425,RMPC06301E,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,1
202425,NAPC029014,SCUOLA SECONDARIA II GRADO,3,16 anni,18
202425,PAPS03901P,SCUOLA SECONDARIA II GRADO,5,17 anni,33
202425,CBEE851038,SCUOLA PRIMARIA,2,7 anni,5
202425,BAMM811017,SCUOLA SECONDARIA I GRADO,1,11 anni,88
202425,TVEE86602D,SCUOLA PRIMARIA,4,10 anni,4
202425,AVPC040003,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,7
202425,BSEE86701T,SCUOLA PRIMARIA,5,> di 10 anni,4
202425,LEEE85104L,SCUOLA PRIMARIA,2,6 anni,1
202425,BAEE859019,SCUOLA PRIMARIA,2,6 anni,4
202425,FRSL031018,SCUOLA SECONDARIA II GRADO,3,16 anni,49
202425,AVEE84906A,SCUOLA PRIMARIA,2,7 anni,23
202425,SVMM803028,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,3
202425,NATD13801P,SCUOLA SECONDARIA II GRADO,3,15 anni,44
202425,PZMM86202L,SCUOLA SECONDARIA I GRADO,1,12 anni,1
202425,CSRH017508,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,9
202425,BGPS01702T,SCUOLA SECONDARIA II GRADO,3,18 anni,1
202425,VREE85704C,SCUOLA PRIMARIA,4,9 anni,15
202425,ALSL004019,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,1
202425,SSMM856012,SCUOLA SECONDARIA I GRADO,1,12 anni,1
202425,RMPC220009,SCUOLA SECONDARIA II GRADO,1,15 anni,2
202425,GEMM85201B,SCUOLA SECONDARIA I GRADO,2,12 anni,128
202425,GEEE85802C,SCUOLA PRIMARIA,3,8 anni,29
202425,VAEE81402A,SCUOLA PRIMARIA,1,< di 6 anni,2
202425,PZTD024038,SCUOLA SECONDARIA II GRADO,3,15 anni,9
202425,PDEE862046,SCUOLA PRIMARIA,3,8 anni,23
202425,LUEE83402E,SCUOLA PRIMARIA,1,6 anni,13
202425,PDEE89502B,SCUOLA PRIMARIA,5,9 anni,1
202425,CEMM8AD012,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,5
202425,LCEE82002N,SCUOLA PRIMARIA,3,9 anni,1
202425,MNEE827067,SCUOLA PRIMARIA,3,8 anni,20
202425,VRMM85001D,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,5
202425,SOEE809064,SCUOLA PRIMARIA,2,7 anni,31
202425,SSPM010006,SCUOLA SECONDARIA II GRADO,2,18 anni,1
202425,FIEE85601V,SCUOLA PRIMARIA,2,7 anni,47
202425,CREE81402Q,SCUOLA PRIMARIA,1,7 anni,1
202425,VCRH012015,SCUOLA SECONDARIA II GRADO,5,18 anni,58
202425,GEEE812023,SCUOLA PRIMARIA,3,8 anni,16
202425,BGEE891016,SCUOLA PRIMARIA,5,> di 10 anni,3
202425,FRSD013018,SCUOLA SECONDARIA II GRADO,2,14 anni,4
202425,CAMM88401T,SCUOLA SECONDARIA I GRADO,2,11 anni,3
