ANNO_ACCADEMICO;TIPO_ISTITUTO;Area_Istituto;NOME_ISTITUTO;COMUNE_SEDE;COD_ISTITUTO;REGIONE_ISTITUTO;AREA_CORSO;TIPO_CORSO;SCUOLA_AGGREGAZIONE;CLASSE;CORSO;GENERE;ISCRITTI-I-ANNO
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANIA;7292;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Fotografia;M;7
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANIA;7292;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Interior Design;F;12
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANIA;7292;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Interior Design;M;10
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANIA;7292;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;Scenografia- Ind. Teatro, Cinema e Televisione;F;6
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANIA;7292;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;Scenografia- Ind. Teatro, Cinema e Televisione;M;3
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANIA;7292;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Arti Tecnologiche;F;45
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANIA;7292;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Arti Tecnologiche;M;35
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANIA;7292;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design della Comunicazione visiva;F;64
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANIA;7292;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design della Comunicazione visiva;M;55
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANIA;7292;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Fashion Design;F;50
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANIA;7292;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Fashion Design;M;24
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANIA;7292;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Fotografia;F;50
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANIA;7292;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Fotografia;M;34
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANIA;7292;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia teatro, cinema e televisione;F;29
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANIA;7292;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia teatro, cinema e televisione;M;5
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;Decorazione;F;5
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;Grafica - Ind. Grafica d'arte - Illustrazione grafica;F;4
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;Grafica - Ind. Grafica d'arte - Illustrazione grafica;M;1
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;Pittura performativa e multimediale;F;4
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL02;Scultura - Ind. Ambientale/Monumentale;F;1
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica - Ind. Illustrazione;M;8
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica - Ind. Illustrazione;F;6
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica d'Arte;M;1
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;F;3
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;M;1
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;Didattica dell'Arte;F;4
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;Didattica dell'Arte;M;2
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Graphic Design;F;8
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Graphic Design;M;6
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;Scenografia - Ind. Multimediale;F;3
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Computer Games;F;2
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Computer Games;M;11
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design del Gioiello;F;2
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design del Gioiello;M;1
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Fashion Design;F;9
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Graphic Design;F;12
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Graphic Design;M;22
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Regia;F;2
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Regia;M;4
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;F;1
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti Visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL02;Decorazione - Ind. Nuovi linguaggi espressivi/Decorazione ambientale e degli spazi urbani;M;5
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti Visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL02;Decorazione - Ind. Nuovi linguaggi espressivi/Decorazione ambientale e degli spazi urbani;F;12
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti Visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;Grafica - Ind. Nuovi linguaggi espressivi/Illustrazione;F;25
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti Visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;Grafica - Ind. Nuovi linguaggi espressivi/Illustrazione;M;10
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti Visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;Pittura - Ind. Nuovi linguaggi espressivi/Metodologie della Pittura;F;46
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti Visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;Pittura - Ind. Nuovi linguaggi espressivi/Metodologie della Pittura;M;13
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti Visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL03;Scultura - Ind. Nuovi linguaggi espressivi/Scultura per l'arte pubblica e ambientale;F;3
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti Visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL03;Scultura - Ind. Nuovi linguaggi espressivi/Scultura per l'arte pubblica e ambientale;M;7
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione;F;26
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione;M;11
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica;F;40
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica;M;19
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;M;60
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;F;119
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;M;19
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;F;37
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Progettazione allestimenti spazi espositivi;F;9
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Progettazione allestimenti spazi espositivi;M;1
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;Didattica per i musei;F;21
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;Didattica per i musei;M;2
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;Progettazione plastica per la Scenografia Teatrale;F;9
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;Progettazione plastica per la Scenografia Teatrale;M;3
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design;F;14
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design;M;11
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;F;26
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;M;12
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico di Perfezionamento/Master;PROGETTAZIONE ARTISTICA PER L'IMPRESA;-;Design del prodotto ceramico - master I livello;F;12
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico di Perfezionamento/Master;PROGETTAZIONE ARTISTICA PER L'IMPRESA;-;Textile - Tessuti d'Arte - master I livello;F;6
2019-2020;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico di Perfezionamento/Master;PROGETTAZIONE ARTISTICA PER L'IMPRESA;-;Textile - Tessuti d'Arte - master I livello;M;1
2019-2020;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;Pittura;F;7
2019-2020;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione;F;5
2019-2020;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione;M;3
2019-2020;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;F;20
2019-2020;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;M;6
2019-2020;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;F;4
2019-2020;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;M;1
2019-2020;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Fashion and Fiber Art;F;9
2019-2020;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Graphic Design;M;16
2019-2020;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Graphic Design;F;21
2019-2020;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Product e Space Design;F;6
2019-2020;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Product e Space Design;M;1
2019-2020;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Graphic Design;F;45
2019-2020;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Graphic Design;M;27
2019-2020;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Moda e Costume;F;24
2019-2020;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Moda e Costume;M;7
2019-2020;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Nuove Tecnologie dell'Arte;F;9
2019-2020;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Nuove Tecnologie dell'Arte;M;21
2019-2020;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;F;9
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;Decorazione;F;2
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;Decorazione;M;4
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;Grafica d'Arte;F;1
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;Grafica d'Arte;M;1
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;Grafica d'Arte per l'Illustrazione;F;4
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;Pittura;F;2
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;Pittura - Ind. Arte pubblica;F;2
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;Scultura;M;1
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione;F;10
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione - Ind. Arte sacra contemporanea;F;2
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica d'Arte;M;2
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica d'Arte;F;8
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;M;4
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;F;7
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;F;1
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;M;1
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 2L;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;DASL09;Comunicazione e valorizzazione dei Beni Culturali;F;3
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;DAPL09;Comunicazione e valorizzazione del patrimonio artistico;F;7
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Fashion Design;F;12
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Fashion Design;M;2
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Graphic Design;F;5
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Graphic Design;M;4
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;NUOVE TECNOLOGIE PER L’ARTE;DASL08;Media Art;F;2
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;Scenografia;F;1
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Fashion Design;M;12
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Fashion Design;F;40
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Graphic Design;F;24
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Graphic Design;M;20
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Media Art;F;10
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Media Art;M;7
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;F;7
2019-2020;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;M;4
