AnnoA;AteneoCOD;AteneoNOME;ClasseNUMERO;CorsoNOME;SedeP;SedeC;GruppoCODICE;Sesso;Isc
2024/2025;6302;Napoli Parthenope;99999;Economia e commercio;63.0;63049;7;F;6
2024/2025;6302;Napoli Parthenope;L-7;Ingegneria Civile e Ambientale;63.0;63049;11;F;6
2024/2025;6302;Napoli Parthenope;L-7;Ingegneria Civile e Ambientale;63.0;63049;11;M;6
2024/2025;6302;Napoli Parthenope;LM-56;Scienze Economiche Finanziarie e Internazionali;63.0;63049;7;F;6
2024/2025;6302;Napoli Parthenope;LM-93;Progettazione dei Servizi Educativi, Formativi, Media Education e Tecnologie per l'Inclusione nei Contesti Formali e Non Formali;63.0;63049;1;F;6
2024/2025;6303;Napoli L'Orientale;99999;Scienze politiche;63.0;63049;5;M;6
2024/2025;6303;Napoli L'Orientale;LM-2;Archeologia: Oriente e Occidente;63.0;63049;3;M;6
2024/2025;6304;Napoli Benincasa;99999;Conservazione dei beni culturali;63.0;63049;2;M;6
2024/2025;6304;Napoli Benincasa;99999;Materie letterarie;63.0;63049;3;F;6
2024/2025;6304;Napoli Benincasa;L-39;Scienze del Servizio Sociale;65.0;65116;14;F;6
2024/2025;6304;Napoli Benincasa;LM-87;Programmazione, Amministrazione e Gestione delle Politiche e dei Servizi Sociali;63.0;63049;14;M;6
2024/2025;6304;Napoli Benincasa;LM-89;Archeologia e Storia dell'Arte;63.0;63049;2;F;6
2024/2025;6306;Napoli Vanvitelli;31;Scienze Giuridiche;61.0;61083;8;F;6
2024/2025;6306;Napoli Vanvitelli;LM-30;Ingegneria per l'Energia e l'Ambiente;61.0;61005;12;M;6
2024/2025;6306;Napoli Vanvitelli;LM-32;Ingegneria Informatica;61.0;61005;12;F;6
2024/2025;6306;Napoli Vanvitelli;LM-49;Progettazione e Gestione dei Sistemi Turistici;61.0;61022;7;M;6
2024/2025;6501;Salerno;LM-14;Linguistica e Didattica dell'Italiano Nel Contesto Internazionale;65.0;65052;3;M;6
2024/2025;6501;Salerno;LM-33;Smart Industry Engineering;65.0;65052;12;F;6
2024/2025;6501;Salerno;LM-52;Global Studies And Eu;65.0;65052;5;M;6
2024/2025;6601;L'Aquila;34;Scienze Psicologiche Applicate;66.0;66049;6;F;6
2024/2025;6601;L'Aquila;LM-23;Ingegneria delle Infrastrutture;66.0;66049;11;F;6
2024/2025;6601;L'Aquila;LM-27;Telecommunications Engineering: Advanced Technologies And Services;66.0;66049;12;F;6
2024/2025;6601;L'Aquila;LM-75;Biologia Ambientale e Gestione degli Ecosistemi;66.0;66049;9;F;6
2024/2025;6601;L'Aquila;LM-9;Biotecnologie Mediche;66.0;66049;9;F;6
2024/2025;6601;L'Aquila;SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);66.0;66049;14;F;6
2024/2025;6701;Teramo;LM/SC-GIUR;Diritto, Economia e Strategia d'Impresa;67.0;67041;8;F;6
2024/2025;6701;Teramo;LM/SC-GIUR;Diritto, Economia e Strategia d'Impresa;67.0;67041;8;M;6
2024/2025;6901;Chieti e Pescara;28;Corso di Laurea in Economia e Commercio;68.0;68028;7;F;6
2024/2025;6901;Chieti e Pescara;99999;Economia aziendale;68.0;68028;7;M;6
2024/2025;6901;Chieti e Pescara;99999;Lettere;69.0;69022;3;M;6
2024/2025;6901;Chieti e Pescara;LM-5;Studi Storici e Patrimonio Scrittorio dall'Antichità all'Età Contemporanea;69.0;69022;5;M;6
2024/2025;6901;Chieti e Pescara;LM-56;Management, Finanza e Sviluppo;68.0;68028;7;M;6
2024/2025;6901;Chieti e Pescara;LM-84;Studi Storici e Patrimonio Scrittorio dall'Antichità all'Età Contemporanea;69.0;69022;3;M;6
2024/2025;7001;Molise;LM-23;Ingegneria Civile;70.0;70006;11;F;6
2024/2025;7001;Molise;LM-61;Nutrizione e Biosicurezza degli Alimenti;70.0;70006;9;M;6
2024/2025;7101;Foggia;17;Economia Aziendale;71.0;71024;7;F;6
2024/2025;7101;Foggia;31;Scienze Giuridiche;71.0;71024;8;F;6
2024/2025;7101;Foggia;L-18;Management dell’Innovazione e dell’Hospitality;71.0;71024;7;F;6
2024/2025;7101;Foggia;LM-50;Scienze Pedagogiche e della Progettazione Educativa;71.0;71024;1;M;6
2024/2025;7201;Bari;99999;Chimica;72.0;72006;9;M;6
2024/2025;7201;Bari;5;Lettere;72.0;72006;3;F;6
2024/2025;7201;Bari;99999;Scienze agrarie;72.0;72006;13;M;6
2024/2025;7201;Bari;99999;Scienze biologiche;72.0;72006;9;M;6
2024/2025;7201;Bari;99999;Scienze naturali;72.0;72006;9;M;6
2024/2025;7201;Bari;L/SNT3;Tecniche di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare (Abilitante alla Professione Sanitaria di Tecnico di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare);72.0;72006;14;M;6
2024/2025;7201;Bari;L/SNT3;Tecniche di Neurofisiopatologia (Abilitante alla Professione Sanitaria di Tecnico di Neurofisiopatologia);72.0;72006;14;M;6
2024/2025;7201;Bari;L-18;Economia Aziendale - Sede di Bari;72.0;72006;7;F;6
2024/2025;7201;Bari;L-38;Scienze delle Produzioni e delle Risorse del Mare;73.0;73027;13;M;6
2024/2025;7201;Bari;LM-69;Plant Medicine;72.0;72006;13;M;6
2024/2025;7201;Bari;LM-73;Scienze Agro-Ambientali e Territoriali;72.0;72006;13;M;6
2024/2025;7202;Bari Politecnico;10;Corso di Laurea in Ingegneria Elettrica;72.0;72006;12;M;6
2024/2025;7202;Bari Politecnico;10;Corso di Laurea in Ingegneria Gestionale;72.0;72006;12;M;6
2024/2025;7202;Bari Politecnico;9;Corso di Laurea in Ingegneria Informatica;72.0;72006;12;M;6
2024/2025;7202;Bari Politecnico;99999;Ingegneria edile;72.0;72006;11;M;6
2024/2025;7202;Bari Politecnico;99999;Ingegneria meccanica;72.0;72006;12;F;6
2024/2025;7202;Bari Politecnico;LM-29;Ingegneria Elettronica;72.0;72006;12;F;6
2024/2025;7203;Casamassima – LUM G. Degennaro;LM-31;Ingegneria Gestionale;72.0;72015;12;F;6
2024/2025;7501;Salento;99999;Ingegneria dei materiali;75.0;75035;12;M;6
2024/2025;7501;Salento;99999;Ingegneria informatica;75.0;75035;12;M;6
2024/2025;7501;Salento;99999;Lettere;75.0;75035;3;M;6
2024/2025;7501;Salento;99999;Scienze biologiche;75.0;75035;9;F;6
2024/2025;7501;Salento;LM-50;Progettazione e Gestione dei Processi Formativi;75.0;75035;1;F;6
2024/2025;7501;Salento;LM-53;Materials Engineering And Nanotechnology;75.0;75035;12;F;6
2024/2025;7501;Salento;LM-6;Biologia;75.0;75035;9;F;6
2024/2025;7601;Basilicata;11;Lingue e Culture Moderne Europee;76.0;76063;4;F;6
2024/2025;7601;Basilicata;8;Ingegneria Civile;76.0;76063;11;F;6
2024/2025;7601;Basilicata;8;Ingegneria Civile;76.0;76063;11;M;6
2024/2025;7601;Basilicata;L-34;Scienze Geologiche;76.0;76063;9;F;6
2024/2025;7601;Basilicata;LM-2;Archeologia e Storia dell'Arte;77.0;77014;3;M;6
2024/2025;7601;Basilicata;LM-73;Scienze Forestali e Ambientali;76.0;76063;13;F;6
2024/2025;7801;Calabria;17;Economia Aziendale;78.0;78102;7;M;6
2024/2025;7801;Calabria;5;Lettere;78.0;78102;3;F;6
2024/2025;7801;Calabria;8;Ingegneria Civile;78.0;78102;11;M;6
2024/2025;7801;Calabria;L-28;Tecnologie del Mare e della Navigazione;78.0;78102;9;F;6
2024/2025;7801;Calabria;L-30;Scienza dei Materiali Innovativi e per le Nanotecnologie;78.0;78102;9;M;6
2024/2025;7801;Calabria;L-37;Discipline Economiche e Sociali per Lo Sviluppo;78.0;78102;5;F;6
2024/2025;7801;Calabria;L-39;Servizio Sociale e Sociologia;78.0;78102;14;F;6
2024/2025;7801;Calabria;L-41;Statistica per l'Azienda;78.0;78102;9;F;6
2024/2025;7801;Calabria;L-7;Ingegneria per l'Ambiente e il Territorio;78.0;78102;11;M;6
2024/2025;7801;Calabria;LM-2;Intelligence per la Legalita' e la Tutela dei Beni Culturali e Archeologici;78.0;78102;3;F;6
2024/2025;7801;Calabria;LM-38;Lingue per la Comunicazione Internazionale;78.0;78102;4;M;6
2024/2025;7801;Calabria;LM-65;Dams e Storia dell'Arte. Organizzazione e Teoria delle Arti, della Musica e del Teatro;78.0;78102;2;F;6
2024/2025;7801;Calabria;LM-65;Dams e Storia dell'Arte. Organizzazione e Teoria delle Arti, della Musica e del Teatro;78.0;78102;2;M;6
2024/2025;7801;Calabria;LM-85;Scienze Pedagogiche per l'Interculturalità e la Media Education;78.0;78102;1;F;6
2024/2025;7801;Calabria;LM-89;Storia dell'Arte;78.0;78102;2;F;6
2024/2025;7901;Catanzaro;99999;Farmacia;79.0;79023;14;F;6
2024/2025;7901;Catanzaro;99999;Medicina e chirurgia;79.0;79023;14;F;6
2024/2025;7901;Catanzaro;LM-63;Scienze delle Amministrazioni e delle Organizzazioni Complesse (Saoc);79.0;79023;5;M;6
2024/2025;8001;Reggio Calabria;LM-23;Ingegneria Civile;80.0;80063;11;F;6
2024/2025;8001;Reggio Calabria;LM-29;Ingegneria Elettrica ed Elettronica;80.0;80063;12;F;6
2024/2025;8001;Reggio Calabria;LM-50;Progettazione Pedagogica e Gestione dei Servizi Educativi per i Minori;80.0;80063;1;M;6
2024/2025;8003;Reggio Calabria - Dante Alighieri;L-39;Operatori Pluridisciplinari e Interculturali d'Area Mediterranea;80.0;80063;14;F;6
2024/2025;8201;Palermo;L-9;Ingegneria Elettrica;85.0;85004;12;M;6
2024/2025;8201;Palermo;LM-2;Educazione al Patrimonio Archeologico e Artistico;84.0;84001;3;F;6
2024/2025;8201;Palermo;LM-27;Electronics And Telecommunications Engineering;82.0;82053;12;M;6
2024/2025;8201;Palermo;LM-3;Architettura del Paesaggio;82.0;82053;11;F;6
2024/2025;8201;Palermo;LM-75;Analisi e Gestione Ambientale;82.0;82053;9;F;6
2024/2025;8201;Palermo;LM-87;Servizio Sociale, Diseguaglianze e Vulnerabilità Sociale;82.0;82053;14;M;6
2024/2025;8201;Palermo;L-P01;Tecnologie Digitali per L’Architettura;82.0;82053;11;F;6
2024/2025;8301;Messina;99999;Farmacia;83.0;83048;14;M;6
2024/2025;8301;Messina;99999;Ingegneria civile;83.0;83048;11;M;6
2024/2025;8301;Messina;99999;Medicina veterinaria;83.0;83048;13;M;6
2024/2025;8301;Messina;99999;Scienze biologiche;83.0;83048;9;F;6
2024/2025;8301;Messina;L-14;Consulente del Lavoro;83.0;83048;8;F;6
2024/2025;8301;Messina;L-27;Sostenibilita' ed Innovazione Ambientale;83.0;83048;9;F;6
2024/2025;8301;Messina;LM/SC-GIUR;Diritto dell'Innovazione e della Sostenibilità;83.0;83048;8;F;6
2024/2025;8301;Messina;LM-18;Engineering And Computer Science;83.0;83048;10;M;6
2024/2025;8301;Messina;LM-92;Cognitive Science And Theory Of Communication;83.0;83048;5;M;6
2024/2025;8601;Enna KORE;L-18;Economia Aziendale;86.0;86009;7;M;6
2024/2025;8601;Enna KORE;LM-35;Gestione e Protezione delle Risorse Territoriali e Ambientali;86.0;86009;11;M;6
2024/2025;8701;Catania;8;Ingegneria Civile;87.0;87015;11;F;6
2024/2025;8701;Catania;99999;Chimica e tecnologia farmaceutiche;87.0;87015;14;M;6
2024/2025;8701;Catania;99999;Farmacia;87.0;87015;14;F;6
2024/2025;8701;Catania;99999;Farmacia;87.0;87015;14;M;6
2024/2025;8701;Catania;99999;Filosofia;87.0;87015;3;M;6
2024/2025;8701;Catania;99999;Scienze geologiche;87.0;87015;9;M;6
2024/2025;8701;Catania;L-15;Progettazione e Gestione del Turismo Culturale;89.0;89017;7;M;6
2024/2025;8701;Catania;L-9;Ingegneria per la Transizione Ecologica;87.0;87015;12;M;6
2024/2025;8701;Catania;LM-27;Ingegneria delle Telecomunicazioni;87.0;87015;12;M;6
2024/2025;8701;Catania;LM-56;Economia e Management del Territorio e del Turismo;87.0;87015;7;M;6
2024/2025;8701;Catania;LM-6;Biologia Sanitaria e Cellulare-Molecolare;87.0;87015;9;M;6
2024/2025;8701;Catania;LM-75;Salvaguardia del Territorio, dell'Ambiente e del Paesaggio;87.0;87015;9;F;6
2024/2025;8701;Catania;LM-79;Scienze Geofisiche;87.0;87015;9;F;6
2024/2025;9001;Sassari;14/S;Chimica e Tecnologia Farmaceutiche;90.0;90064;14;F;6
2024/2025;9001;Sassari;99999;Filosofia;90.0;90064;3;F;6
2024/2025;9001;Sassari;99999;Scienze biologiche;90.0;90064;9;F;6
2024/2025;9001;Sassari;L/SNT3;Tecniche Audiometriche (Abilitante alla Professione Sanitaria di Audiometrista);90.0;90064;14;F;6
2024/2025;9001;Sassari;L-21;Urbanistica. Pianificazione della Città, del Territorio, dell'Ambiente e del Paesaggio.;90.0;90003;11;M;6
2024/2025;9001;Sassari;L-39;Servizio Sociale a Indirizzo Europeo;90.0;90064;14;F;6
2024/2025;9001;Sassari;LM-62;Scienze Politiche e Giuridiche per L Amministrazione;90.0;90064;5;M;6
2024/2025;9001;Sassari;LM-70;Qualità e Sicurezza dei Prodotti Alimentari;95.0;95038;13;F;6
2024/2025;9201;Cagliari;4/S;Ingegneria Edile - Architettura;92.0;92009;11;M;6
2024/2025;9201;Cagliari;99999;Ingegneria civile;92.0;92009;11;F;6
2024/2025;9201;Cagliari;99999;Ingegneria civile;92.0;92009;11;M;6
2024/2025;9201;Cagliari;99999;Filosofia;92.0;92009;3;M;6
2024/2025;9201;Cagliari;99999;Lettere;92.0;92009;3;M;6
2024/2025;9201;Cagliari;99999;Pedagogia;92.0;92009;1;F;6
2024/2025;9201;Cagliari;99999;Scienze naturali;92.0;92009;9;F;6
2024/2025;9201;Cagliari;99999;Scienze politiche;92.0;92009;5;M;6
2024/2025;9201;Cagliari;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);92.0;92009;14;M;6
2024/2025;9201;Cagliari;L-1;Beni Culturali;92.0;92009;2;M;6
2024/2025;9201;Cagliari;L-9;Ingegneria Elettrica;92.0;92009;12;M;6
2024/2025;9201;Cagliari;L-9;Ingegneria Elettrica ed Elettronica;92.0;92009;12;M;6
2024/2025;9201;Cagliari;L-9;Ingegneria Navale;;90047;12;F;6
2024/2025;9201;Cagliari;LM-2;Archeologia e Storia dell'Arte;92.0;92009;3;M;6
2024/2025;9201;Cagliari;LM-35;Ingegneria per l'Ambiente e il Territorio;92.0;92009;11;M;6
2024/2025;9201;Cagliari;LM-51;Psicologia dello Sviluppo e dei Processi Socio-Lavorativi;92.0;92009;6;M;6
2023/2024;8201;Palermo;LM-6;Biologia della Conservazione;82.0;82053;9;F;6
2023/2024;8201;Palermo;LM-8;Biotecnologie Industriali Biomolecolari;82.0;82053;9;F;6
2023/2024;8301;Messina;99999;Ingegneria dei materiali;83.0;83048;12;M;6
2023/2024;8301;Messina;99999;Scienze biologiche;83.0;83048;9;F;6
2023/2024;8301;Messina;L-14;Consulente del Lavoro e Scienze dei Servizi Giuridici;89.0;89021;8;M;6
2023/2024;8301;Messina;L-25;Scienze e Tecnologie Agrarie per la Transizione Ecologica;83.0;83048;13;F;6
2023/2024;8301;Messina;L-7;Ingegneria Civile e dei Sistemi Edilizi;83.0;83048;11;F;6
2023/2024;8301;Messina;LM-29;Ingegneria Elettronica per l'Industria;83.0;83048;12;F;6
2023/2024;8301;Messina;LM-51;Psicologia e Neuroscienze Cognitive;83.0;83048;6;F;6
2023/2024;8301;Messina;LM-79;Geophysical Sciences For Seismic Risk;83.0;83048;9;F;6
2023/2024;8301;Messina;LMG/01;Giurisprudenza;89.0;89013;8;F;6
2023/2024;8601;Enna KORE;LM-38;Lingue per la Comunicazione e i Servizi Culturali;86.0;86009;4;M;6
2023/2024;8601;Enna KORE;LM-87;Scienze Sociali per Lo Sviluppo Sostenibile;86.0;86009;14;M;6
2023/2024;8701;Catania;13;Scienze dei Beni Culturali Sede di Siracusa;89.0;89017;2;F;6
2023/2024;8701;Catania;24;Scienze Erboristiche;87.0;87015;9;F;6
2023/2024;8701;Catania;28;Economia;87.0;87015;7;M;6
2023/2024;8701;Catania;8;Ingegneria Civile;87.0;87015;11;F;6
2023/2024;8701;Catania;99999;Architettura;89.0;89017;11;M;6
2023/2024;8701;Catania;99999;Chimica e tecnologia farmaceutiche;87.0;87015;14;M;6
2023/2024;8701;Catania;99999;Scienze geologiche;87.0;87015;9;M;6
2023/2024;8701;Catania;L-29;Tossicologia dell'Ambiente e degli Alimenti;87.0;87015;9;F;6
2023/2024;8701;Catania;LM-25;Automation Engineering And Control Of Complex Systems (Ingegneria dell'Automazione e del Controllo dei Sistemi Complessi);87.0;87015;12;M;6
2023/2024;8701;Catania;LM-28;Electrical Engineering;87.0;87015;12;F;6
2023/2024;8701;Catania;LM-28;Ingegneria Elettrica;87.0;87015;12;M;6
2023/2024;8701;Catania;LM-75;Salvaguardia del Territorio, dell'Ambiente e del Paesaggio;87.0;87015;9;F;6
2023/2024;8701;Catania;LM-79;Geologia e Geofisica;87.0;87015;9;F;6
2023/2024;8701;Catania;LM-79;Geologia e Geofisica;87.0;87015;9;M;6
2023/2024;9001;Sassari;47/S;Medicina Veterinaria;90.0;90064;13;M;6
2023/2024;9001;Sassari;99999;Scienze biologiche;90.0;90064;9;F;6
2023/2024;9001;Sassari;L-14;Diritto delle Amministrazioni e delle Imprese Pubbliche e Private;90.0;90064;8;F;6
2023/2024;9001;Sassari;L-19;Filosofia e Scienze dell'Educazione;90.0;90064;1;F;6
2023/2024;9001;Sassari;L-36;Scienze della Politica e dell'Amministrazione;90.0;90064;5;M;6
2023/2024;9001;Sassari;L-9;Ingegneria Industriale;90.0;90064;12;F;6
2023/2024;9001;Sassari;LM-77;Management dell'Innovazione per il Turismo Sostenibile;;90047;7;M;6
2023/2024;9001;Sassari;LM-77;Direzione Aziendale e Consulenza Professionale;90.0;90064;7;M;6
2023/2024;9201;Cagliari;14/S;Farmacia;92.0;92009;14;M;6
2023/2024;9201;Cagliari;13;Beni Culturali;92.0;92009;2;F;6
2023/2024;9201;Cagliari;99999;Filosofia;92.0;92009;3;M;6
2023/2024;9201;Cagliari;99999;Ingegneria civile;92.0;92009;11;F;6
2023/2024;9201;Cagliari;99999;Scienze naturali;92.0;92009;9;F;6
2023/2024;9201;Cagliari;L/SNT3;Tecniche di Neurofisiopatologia (Abilitante alla Professione Sanitaria di Tecnico di Neurofisiopatologia);92.0;92009;14;M;6
2023/2024;9201;Cagliari;L-1;Beni Culturali;92.0;92009;2;M;6
2023/2024;9201;Cagliari;L-9;Ingegneria Elettrica;92.0;92009;12;M;6
2023/2024;6501;Salerno;L-29;Farmaceutica e Nutraceutica Animale;65.0;65052;9;M;6
2023/2024;6501;Salerno;LM-32;Digital Health And Bioinformatic Engineering;65.0;65052;12;M;6
2023/2024;6601;L'Aquila;99999;Ingegneria civile;66.0;66049;11;M;6
2023/2024;6601;L'Aquila;99999;Ingegneria edile-architettura;66.0;66049;11;F;6
2023/2024;6601;L'Aquila;LM-27;Ingegneria delle Telecomunicazioni;66.0;66049;12;F;6
2023/2024;6601;L'Aquila;LM-28;Ingegneria Elettrica;66.0;66049;12;F;6
2023/2024;6601;L'Aquila;LM-9;Biotecnologie Molecolari e Cellulari;66.0;66049;9;F;6
2023/2024;6701;Teramo;LM/SC-GIUR;Diritto, Economia e Strategia d'Impresa;67.0;67041;8;F;6
2023/2024;6701;Teramo;LM-9;Biotecnologie della Riproduzione - Reproductive Biotechnologies;67.0;67041;9;M;6
2023/2024;6701;Teramo;L-P02;Intensificazione Sostenibile delle Produzioni Ortofrutticole di Qualità;67.0;67041;13;F;6
2023/2024;6901;Chieti e Pescara;28;Corso di Laurea in Economia e Commercio;68.0;68028;7;F;6
2023/2024;6901;Chieti e Pescara;99999;Economia aziendale;68.0;68028;7;M;6
2023/2024;6901;Chieti e Pescara;99999;Lettere;69.0;69022;3;M;6
2023/2024;6901;Chieti e Pescara;LM/SC-GIUR;Scienze Giuridiche per l'Internazionalizzazione e l'Innovazione dell'Impresa;68.0;68028;8;M;6
2023/2024;6901;Chieti e Pescara;LM-12;Eco Inclusive Design;68.0;68028;2;F;6
2023/2024;7001;Molise;L-7;Ingegneria per la Sostenibilità e la Sicurezza delle Costruzioni;70.0;70006;11;F;6
2023/2024;7001;Molise;LM-21;Ingegneria Biomedica;70.0;70006;12;M;6
2023/2024;7001;Molise;LM-87;Servizio Sociale e Politiche Sociali;70.0;70006;14;M;6
2023/2024;7101;Foggia;L/GASTR;Cultura e Sostenibilita’ della Enogastronomia;71.0;71024;7;F;6
2023/2024;7101;Foggia;L-9;Ingegneria dei Sistemi Logistici per l' Agro-Alimentare;71.0;71024;12;F;6
2023/2024;7201;Bari;14/S;Farmacia;72.0;72006;14;M;6
2023/2024;7201;Bari;28;Economia e Commercio;72.0;72006;7;M;6
2023/2024;7201;Bari;34;Scienze e Tecniche Psicologiche;72.0;72006;6;F;6
2023/2024;7201;Bari;99999;Chimica;72.0;72006;9;M;6
2023/2024;7201;Bari;99999;Economia aziendale;73.0;73027;7;F;6
2023/2024;7201;Bari;99999;Giurisprudenza;73.0;73027;8;M;6
2023/2024;7201;Bari;99999;Lingue e letterature straniere;72.0;72006;4;M;6
2023/2024;7201;Bari;99999;Scienze agrarie;72.0;72006;13;F;6
2023/2024;7201;Bari;99999;Scienze agrarie;72.0;72006;13;M;6
2023/2024;7201;Bari;99999;Scienze biologiche;72.0;72006;9;M;6
2023/2024;7201;Bari;99999;Scienze e tecnologie agrarie;72.0;72006;13;M;6
2023/2024;7201;Bari;LM/DS;Scienze Strategiche Marittimo-Portuali;73.0;73027;5;F;6
2023/2024;7201;Bari;LM/SC-GIUR;Diritto dello Sviluppo Sostenibile;72.0;72006;8;F;6
2023/2024;7201;Bari;LM-68;Scienze e Tecniche dello Sport;73.0;73027;15;F;6
2023/2024;7202;Bari Politecnico;10;Corso di Laurea in Ingegneria Elettrica;72.0;72006;12;M;6
2023/2024;7202;Bari Politecnico;8;Corso di Laurea in Ingegneria Civile;72.0;72006;11;M;6
2023/2024;7203;Casamassima – LUM G. Degennaro;L/GASTR;Enogastronomia d'Impresa;72.0;72015;7;M;6
2023/2024;7501;Salento;99999;Ingegneria dei materiali;75.0;75035;12;M;6
2023/2024;7501;Salento;99999;Ingegneria informatica;75.0;75035;12;M;6
2023/2024;7501;Salento;99999;Lettere;75.0;75035;3;M;6
2023/2024;7501;Salento;LM-53;Materials Engineering And Nanotechnology;75.0;75035;12;F;6
2023/2024;7501;Salento;LM-59;Comunicazione Pubblica, Economica e Istituzionale;75.0;75035;5;M;6
2023/2024;7601;Basilicata;14;Scienze della Comunicazione;76.0;76063;5;F;6
2023/2024;7601;Basilicata;8;Ingegneria Civile;76.0;76063;11;F;6
2023/2024;7601;Basilicata;8;Ingegneria Civile;76.0;76063;11;M;6
2023/2024;7601;Basilicata;LM-73;Scienze Forestali e Ambientali;76.0;76063;13;F;6
2023/2024;7601;Basilicata;LM-80;Scienze Antropologiche e Geografiche per i Patrimoni Culturali e la Valorizzazione dei Territori (Sage);77.0;77014;5;M;6
2023/2024;7801;Calabria;15;Scienze Politiche;78.0;78102;5;F;6
2023/2024;7801;Calabria;24;Tecnologie dei Prodotti Cosmetici;78.0;78102;9;F;6
2023/2024;7801;Calabria;L-37;Discipline Economiche e Sociali per Lo Sviluppo;78.0;78102;5;F;6
2023/2024;7801;Calabria;L-39;Servizio Sociale e Sociologia;78.0;78102;14;F;6
2023/2024;7801;Calabria;LM-17;Fisica;78.0;78102;9;M;6
2023/2024;7801;Calabria;LM-25;Ingegneria dell'automazione;78.0;78102;12;F;6
2023/2024;7801;Calabria;LM-32;Ingegneria Informatica per l'Internet delle Cose;78.0;78102;12;M;6
2023/2024;7801;Calabria;LM-54;Chimica;78.0;78102;9;F;6
2023/2024;7901;Catanzaro;99999;Farmacia;79.0;79023;14;F;6
2023/2024;7901;Catanzaro;99999;Medicina e chirurgia;79.0;79023;14;F;6
2023/2024;8001;Reggio Calabria;L-7;Ingegneria Civile-Ambientale;80.0;80063;11;F;6
2023/2024;8001;Reggio Calabria;LM-29;Ingegneria Elettronica;80.0;80063;12;M;6
2023/2024;8201;Palermo;12;Scienze Biologiche;82.0;82053;9;F;6
2023/2024;8201;Palermo;L/SNT3;Tecniche di Neurofisiopatologia (Abilitante alla Professione Sanitaria di Tecnico di Neurofisiopatologia);82.0;82053;14;M;6
2023/2024;8201;Palermo;L-1;Beni Culturali;84.0;84001;2;F;6
2023/2024;8201;Palermo;L-23;Ingegneria Civile ed Edile;82.0;82053;11;M;6
