ANNO_ACCADEMICO;TIPO_ISTITUTO;Area_Istituto;NOME_ISTITUTO;COMUNE_SEDE;COD_ISTITUTO;REGIONE_ISTITUTO;AREA_CORSO;TIPO_CORSO;SCUOLA_AGGREGAZIONE;CLASSE;CORSO;GENERE;ISCRITTI
2019-2020;Accademia di Belle Arti;Area Artistica;Mario Sironi;SASSARI;7240;SARDEGNA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;Grafica d'Arte e Progettazione;F;10
2019-2020;Accademia di Belle Arti;Area Artistica;Mario Sironi;SASSARI;7240;SARDEGNA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;Pittura;M;6
2019-2020;Accademia di Belle Arti;Area Artistica;Mario Sironi;SASSARI;7240;SARDEGNA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;Pittura;F;23
2019-2020;Accademia di Belle Arti;Area Artistica;Mario Sironi;SASSARI;7240;SARDEGNA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;Scultura monumentale e arte pubblica;M;6
2019-2020;Accademia di Belle Arti;Area Artistica;Mario Sironi;SASSARI;7240;SARDEGNA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;Scultura monumentale e arte pubblica;F;8
2019-2020;Accademia di Belle Arti;Area Artistica;Mario Sironi;SASSARI;7240;SARDEGNA;Arti visive;AFAM_Corso Vecchio Ordinamento (ad esaurim.);DECORAZIONE;-;Decorazione;M;1
2019-2020;Accademia di Belle Arti;Area Artistica;Mario Sironi;SASSARI;7240;SARDEGNA;Arti visive;AFAM_Corso Vecchio Ordinamento (ad esaurim.);PITTURA;-;Pittura;M;2
2019-2020;Accademia di Belle Arti;Area Artistica;Mario Sironi;SASSARI;7240;SARDEGNA;Arti visive;AFAM_Corso Vecchio Ordinamento (ad esaurim.);PITTURA;-;Pittura;F;1
2019-2020;Accademia di Belle Arti;Area Artistica;Mario Sironi;SASSARI;7240;SARDEGNA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;Didattica dell'Arte;M;2
2019-2020;Accademia di Belle Arti;Area Artistica;Mario Sironi;SASSARI;7240;SARDEGNA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;Didattica dell'Arte;F;21
2019-2020;Accademia di Belle Arti;Area Artistica;Mario Sironi;SASSARI;7240;SARDEGNA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 2L;DIDATTICA DELL'ARTE;DASL10;Didattica dei territori e comunicazione globale;M;2
2019-2020;Accademia di Belle Arti;Area Artistica;Mario Sironi;SASSARI;7240;SARDEGNA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 2L;DIDATTICA DELL'ARTE;DASL10;Didattica dei territori e comunicazione globale;F;19
2019-2020;Accademia di Belle Arti;Area Artistica;Mario Sironi;SASSARI;7240;SARDEGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Arte e Media;M;79
2019-2020;Accademia di Belle Arti;Area Artistica;Mario Sironi;SASSARI;7240;SARDEGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Arte e Media;F;50
2019-2020;Accademia di Belle Arti;Area Artistica;Mario Sironi;SASSARI;7240;SARDEGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;M;10
2019-2020;Accademia di Belle Arti;Area Artistica;Mario Sironi;SASSARI;7240;SARDEGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;F;41
2019-2020;Accademia di Belle Arti;Area Artistica;Mario Sironi;SASSARI;7240;SARDEGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;NUOVE TECNOLOGIE PER L’ARTE;DASL08;Cinematografia e fotografia documentaria;M;6
2019-2020;Accademia di Belle Arti;Area Artistica;Mario Sironi;SASSARI;7240;SARDEGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;NUOVE TECNOLOGIE PER L’ARTE;DASL08;Cinematografia e fotografia documentaria;F;17
2019-2020;Accademia di Belle Arti;Area Artistica;Mario Sironi;SASSARI;7240;SARDEGNA;Progettazione e arti applicate;AFAM_Corso Vecchio Ordinamento (ad esaurim.);SCENOGRAFIA;-;Scenografia;M;1
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione;M;5
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione;F;14
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Fumetto e Illustrazione;M;8
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Fumetto e Illustrazione;F;13
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica;M;39
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica;F;34
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;M;9
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;F;23
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;M;4
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;F;8
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;Decorazione;M;6
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;Decorazione;F;10
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;Grafica d'Arte e Progettazione;M;2
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;Grafica d'Arte e Progettazione;F;4
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;Pittura;M;1
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;Pittura;F;1
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;Pittura e Arti visive;M;2
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;Pittura e Arti visive;F;4
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;Scultura;M;3
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;Scultura;F;3
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Fotografia;M;16
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Fotografia;F;33
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;M;4
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;F;17
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Fotografia;M;2
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Fotografia;F;4
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;Scenografia;M;1
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;Scenografia;F;9
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Progettazione e arti applicate;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;RESTAURO;DASLQ01;Restauratore dei Beni Culturali - ciclo unico abilitante;M;13
2019-2020;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Progettazione e arti applicate;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;RESTAURO;DASLQ01;Restauratore dei Beni Culturali - ciclo unico abilitante;F;39
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione;M;1
2019-2020;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione;M;4
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione;F;3
2019-2020;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione;F;13
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica - Ind. Illustrazione;M;16
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica - Ind. Illustrazione;F;16
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica d'Arte;M;3
2019-2020;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica d'Arte;M;39
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica d'Arte;F;3
2019-2020;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica d'Arte;F;59
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;M;6
2019-2020;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;M;12
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;F;28
2019-2020;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;F;50
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;M;4
2019-2020;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;M;8
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;F;1
2019-2020;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;F;12
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;Decorazione;M;1
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;Decorazione;F;6
2019-2020;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;Decorazione;F;2
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;Decorazione per l'Arte Sacra;F;1
2019-2020;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;Grafica;M;11
2019-2020;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;Grafica;F;27
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;Grafica - Ind. Grafica d'arte - Illustrazione grafica;M;2
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;Grafica - Ind. Grafica d'arte - Illustrazione grafica;F;7
2019-2020;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;Pittura;M;2
2019-2020;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;Pittura;F;19
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;Pittura performativa e multimediale;M;1
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;Pittura performativa e multimediale;F;6
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL02;Scultura - Ind. Ambientale/Monumentale;M;1
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL02;Scultura - Ind. Ambientale/Monumentale;F;4
2019-2020;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;Scultura;M;2
2019-2020;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;Scultura;F;1
2019-2020;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;Comunicazione e Didattica dell'arte;M;1
2019-2020;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;Comunicazione e Didattica dell'arte;F;22
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;Didattica dell'Arte;M;2
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;Didattica dell'Arte;F;4
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Computer Games;M;16
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Computer Games;F;5
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Regia;M;7
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Regia;F;5
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design del Gioiello;M;2
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design del Gioiello;F;4
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Fashion Design;M;1
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Fashion Design;F;12
2019-2020;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Fumetto e Illustrazione;M;31
2019-2020;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Fumetto e Illustrazione;F;34
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Graphic Design;M;37
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Graphic Design;F;33
2019-2020;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Progettazione della moda;M;3
2019-2020;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Progettazione della moda;F;28
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;M;2
2019-2020;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;M;10
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;F;4
2019-2020;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;F;26
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Graphic Design;M;8
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Graphic Design;F;11
2019-2020;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;Scenografia;M;2
2019-2020;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;Scenografia;F;11
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;Scenografia - Ind. Multimediale;M;1
2019-2020;Accademia di Belle Arti;Area Artistica;;CATANZARO;7212;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;Scenografia - Ind. Multimediale;F;6
2019-2020;Accademia di Belle Arti;Area Artistica;;NAPOLI;7316;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione;M;29
2019-2020;Accademia di Belle Arti;Area Artistica;;NAPOLI;7316;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione;F;71
2019-2020;Accademia di Belle Arti;Area Artistica;;NAPOLI;7316;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica d'Arte;M;95
2019-2020;Accademia di Belle Arti;Area Artistica;;NAPOLI;7316;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica d'Arte;F;163
2019-2020;Accademia di Belle Arti;Area Artistica;;NAPOLI;7316;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;M;115
2019-2020;Accademia di Belle Arti;Area Artistica;;NAPOLI;7316;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;F;232
2019-2020;Accademia di Belle Arti;Area Artistica;;NAPOLI;7316;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;M;34
2019-2020;Accademia di Belle Arti;Area Artistica;;NAPOLI;7316;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;F;53
2019-2020;Accademia di Belle Arti;Area Artistica;;NAPOLI;7316;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;Decorazione;M;14
2019-2020;Accademia di Belle Arti;Area Artistica;;NAPOLI;7316;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;Decorazione;F;37
2019-2020;Accademia di Belle Arti;Area Artistica;;NAPOLI;7316;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;Grafica - Ind. Grafica d'arte - Illustrazione grafica;M;23
2019-2020;Accademia di Belle Arti;Area Artistica;;NAPOLI;7316;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;Grafica - Ind. Grafica d'arte - Illustrazione grafica;F;40
2019-2020;Accademia di Belle Arti;Area Artistica;;NAPOLI;7316;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;Pittura;M;39
2019-2020;Accademia di Belle Arti;Area Artistica;;NAPOLI;7316;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;Pittura;F;91
