ANNO;AteneoCOD;AteneoNOME;AteneoREGIONE;AteneoAREAGEO;CorsoTIPO;COD_FoET2013;DESC_FoET2013;Genere;SPECIALIZZANDI
2022/2023;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;25
2022/2023;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;M;19
2022/2023;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;1066
2022/2023;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;1506
2022/2023;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;94
2022/2023;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;3
2022/2023;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;413
2022/2023;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;236
2022/2023;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;3
2022/2023;01001;Genova - Università degli studi;Liguria;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;16
2022/2023;01001;Genova - Università degli studi;Liguria;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;798
2022/2023;01001;Genova - Università degli studi;Liguria;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;7
2022/2023;01001;Genova - Università degli studi;Liguria;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;24
2022/2023;01001;Genova - Università degli studi;Liguria;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;11
2022/2023;01001;Genova - Università degli studi;Liguria;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;F;11
2022/2023;01001;Genova - Università degli studi;Liguria;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;M;3
2022/2023;01001;Genova - Università degli studi;Liguria;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;529
2022/2023;01001;Genova - Università degli studi;Liguria;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;15
2022/2023;01001;Genova - Università degli studi;Liguria;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;21
2022/2023;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;238
2022/2023;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;344
2022/2023;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;6
2022/2023;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;4
2022/2023;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;1423
2022/2023;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;17
2022/2023;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;25
2022/2023;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;65
2022/2023;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;1860
2022/2023;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;8
2022/2023;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;M;102
2022/2023;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;144
2022/2023;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;F;125
2022/2023;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;15
2022/2023;01502;Milano - Politecnico;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;F;15
2022/2023;01502;Milano - Politecnico;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;M;6
2022/2023;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;8
2022/2023;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;41
2022/2023;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;66
2022/2023;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;7
2022/2023;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;1044
2022/2023;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;9
2022/2023;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;19
2022/2023;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;M;17
2022/2023;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;14
2022/2023;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;863
2022/2023;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;3
2022/2023;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;467
2022/2023;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;460
2022/2023;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;21
2022/2023;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;M;4
2022/2023;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;1
2022/2023;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;M;5
2022/2023;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;679
2022/2023;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;12
2022/2023;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;455
2022/2023;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;4
2022/2023;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;37
2022/2023;01510;Rozzano (MI) - Humanitas University;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;213
2022/2023;01510;Rozzano (MI) - Humanitas University;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;276
2022/2023;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;11
2022/2023;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;512
2022/2023;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;7
2022/2023;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;722
2022/2023;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;23
2022/2023;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;1
2022/2023;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;23
2022/2023;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;54
2022/2023;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;79
2022/2023;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;46
2022/2023;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;514
2022/2023;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;690
2022/2023;02201;Trento - Università degli studi;Trentino Alto Adige;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;19
2022/2023;02201;Trento - Università degli studi;Trentino Alto Adige;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;3
2022/2023;02301;Verona - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;21
2022/2023;02301;Verona - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;826
2022/2023;02301;Verona - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;15
2022/2023;02301;Verona - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;1130
2022/2023;02702;Venezia - Università IUAV;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;M;9
2022/2023;02702;Venezia - Università IUAV;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;F;21
2022/2023;02801;Padova - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;M;23
2022/2023;02801;Padova - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;11
2022/2023;02801;Padova - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;32
2022/2023;02801;Padova - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;F;79
2022/2023;02801;Padova - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;64
2022/2023;02801;Padova - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;1132
2022/2023;02801;Padova - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;3
2022/2023;02801;Padova - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;9
2022/2023;02801;Padova - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;26
2022/2023;02801;Padova - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;M;46
2022/2023;02801;Padova - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;80
2022/2023;02801;Padova - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;1457
2022/2023;03001;Udine - Università degli studi;Friuli Venezia Giulia;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;17
2022/2023;03001;Udine - Università degli studi;Friuli Venezia Giulia;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;M;12
2022/2023;03001;Udine - Università degli studi;Friuli Venezia Giulia;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;306
2022/2023;03001;Udine - Università degli studi;Friuli Venezia Giulia;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;F;13
2022/2023;03001;Udine - Università degli studi;Friuli Venezia Giulia;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;8
2022/2023;03001;Udine - Università degli studi;Friuli Venezia Giulia;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;206
2022/2023;03201;Trieste - Università degli studi;Friuli Venezia Giulia;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;12
2022/2023;03201;Trieste - Università degli studi;Friuli Venezia Giulia;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;11
2022/2023;03201;Trieste - Università degli studi;Friuli Venezia Giulia;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;301
2022/2023;03201;Trieste - Università degli studi;Friuli Venezia Giulia;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;31
2022/2023;03201;Trieste - Università degli studi;Friuli Venezia Giulia;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;7
2022/2023;03201;Trieste - Università degli studi;Friuli Venezia Giulia;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;397
2022/2023;03201;Trieste - Università degli studi;Friuli Venezia Giulia;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;7
2022/2023;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;21
2022/2023;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;M;7
2022/2023;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;559
2022/2023;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;13
2022/2023;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;2
2022/2023;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;375
2022/2023;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;8
2022/2023;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;F;18
2022/2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;863
2022/2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;583
2022/2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;27
2022/2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;10
2022/2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;M;5
2022/2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;22
2022/2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;15
2022/2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;9
2022/2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;30
2022/2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;1281
2022/2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;59
2022/2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;99;Field unknown;M;61
2022/2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;M;2
2022/2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;68
2022/2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;31
2022/2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;1069
2022/2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;99;Field unknown;F;63
2022/2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;F;17
2022/2023;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;F;16
2022/2023;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;32
2022/2023;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;M;6
2022/2023;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;386
2022/2023;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;548
2022/2023;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;6
2022/2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;8
2022/2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;4
2022/2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;405
2022/2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;502
2022/2023;04301;Macerata - Università degli studi;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;23
2022/2023;04301;Macerata - Università degli studi;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;99;Field unknown;M;31
2022/2023;04301;Macerata - Università degli studi;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;4
2022/2023;04301;Macerata - Università degli studi;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;8
2022/2023;04301;Macerata - Università degli studi;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;99;Field unknown;F;33
2022/2023;04301;Macerata - Università degli studi;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;20
2022/2023;04302;Camerino - Università degli studi;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;99;Field unknown;M;26
2022/2023;04302;Camerino - Università degli studi;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;F;61
2022/2023;04302;Camerino - Università degli studi;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;13
2022/2023;04302;Camerino - Università degli studi;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;M;23
2022/2023;04302;Camerino - Università degli studi;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;99;Field unknown;F;23
2022/2023;04302;Camerino - Università degli studi;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;25
2022/2023;04801;Firenze - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;M;8
2022/2023;04801;Firenze - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;51
2022/2023;04801;Firenze - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;1154
2022/2023;04801;Firenze - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;58
2022/2023;04801;Firenze - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;2
2022/2023;04801;Firenze - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;17
2022/2023;04801;Firenze - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;F;15
2022/2023;04801;Firenze - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;5
2022/2023;04801;Firenze - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;879
2022/2023;04801;Firenze - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;24
2022/2023;05001;Pisa - Università;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;29
2022/2023;05001;Pisa - Università;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;758
2022/2023;05001;Pisa - Università;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;M;10
2022/2023;05001;Pisa - Università;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;6
2022/2023;05001;Pisa - Università;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;20
2022/2023;05001;Pisa - Università;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;F;25
2022/2023;05001;Pisa - Università;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;8
2022/2023;05001;Pisa - Università;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;6
2022/2023;05001;Pisa - Università;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;498
2022/2023;05001;Pisa - Università;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;21
2022/2023;05201;Siena - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;5
2022/2023;05201;Siena - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;8
2022/2023;05201;Siena - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;32
2022/2023;05201;Siena - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;372
2022/2023;05201;Siena - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;18
2022/2023;05201;Siena - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;11
2022/2023;05201;Siena - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;2
2022/2023;05201;Siena - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;512
2022/2023;05202;Siena - Università per stranieri;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;01;Education;M;4
2022/2023;05202;Siena - Università per stranieri;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;01;Education;F;29
2022/2023;05401;Perugia - Università degli studi;Umbria;CENTRO;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;17
2022/2023;05401;Perugia - Università degli studi;Umbria;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;327
