ANNO_ACCADEMICO;TIPO_ISTITUTO;Area_Istituto;NOME_ISTITUTO;COMUNE;COD_ISTITUTO;REGIONE_ISTITUTO;AREA_CORSO;TIPO_CORSO;SCUOLA_AGGREGAZIONE;CLASSE;CORSO;GENERE;ISCRITTI-I-ANNO
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA - Nuovi Paradigmi dell'Immagine;M;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA;F;19
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA;M;9
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA;F;15
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA;M;10
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;DIDATTICA DELL'ARTE;F;10
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;DIDATTICA DELL'ARTE;M;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DAPL11;CINEMA, FOTOGRAFIA, AUDIOVISIVO;F;13
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DAPL11;CINEMA, FOTOGRAFIA, AUDIOVISIVO;M;13
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;ARTI MULTIMEDIALI;F;12
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;ARTI MULTIMEDIALI;M;10
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;DESIGN;F;13
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;DESIGN;M;4
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;ILLUSTRAZIONE E FUMETTO;M;11
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;ILLUSTRAZIONE E FUMETTO;F;21
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;F;6
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;M;4
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;NUOVE TECNOLOGIE PER L’ARTE;DASL08;LINGUAGGI E TECNICHE DELL'AUDIOVISIVO;F;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;NUOVE TECNOLOGIE PER L’ARTE;DASL08;LINGUAGGI E TECNICHE DELL'AUDIOVISIVO;M;5
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;NUOVE TECNOLOGIE PER L’ARTE;DASL08;NET ART E CULTURE DIGITALI;M;5
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;NUOVE TECNOLOGIE PER L’ARTE;DASL08;NET ART E CULTURE DIGITALI;F;12
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA;M;2
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA;F;3
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;DECORAZIONE;F;5
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;DECORAZIONE;M;2
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA - Illustrazione;F;49
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA - Illustrazione;M;30
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;M;3
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;F;28
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;SCULTURA;F;3
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;SCULTURA;M;4
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA - Illustrazione e Fumetto;F;20
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA - Illustrazione e Fumetto;M;14
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA;F;14
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA;M;2
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA E LINGUAGGI DEL CONTEMPORANEO;M;3
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA E LINGUAGGI DEL CONTEMPORANEO;F;3
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA;M;2
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA;F;5
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;DAPL09;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;F;5
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;DAPL09;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;M;2
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 2L;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;DASL09;DIDATTICA DELL'ARTE E MEDIAZIONE CULTURALE;F;12
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 2L;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;DASL09;DIDATTICA DELL'ARTE E MEDIAZIONE CULTURALE;M;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DAPL11;CINEMA;M;33
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DAPL11;CINEMA;F;32
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DAPL11;FOTOGRAFIA;F;33
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DAPL11;FOTOGRAFIA;M;17
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;NUOVE TECNOLOGIE DELL'ARTE;F;29
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;NUOVE TECNOLOGIE DELL'ARTE;M;40
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;DESIGN DELLA COMUNICAZIONE VISIVA;F;88
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;DESIGN DELLA COMUNICAZIONE VISIVA;M;47
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FASHION DESIGN;M;15
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FASHION DESIGN;F;73
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;M;2
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;F;10
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DASL11;CINEMA, FOTOGRAFIA E AUDIOVISIVO - Cinema;F;9
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DASL11;CINEMA, FOTOGRAFIA E AUDIOVISIVO - Cinema;M;16
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DASL11;FOTOGRAFIA;F;27
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DASL11;FOTOGRAFIA;M;18
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;DESIGN PER L'EDITORIA;M;6
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;DESIGN PER L'EDITORIA;F;15
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;FASHION DESIGN;F;25
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;FASHION DESIGN;M;2
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;PRODUCT E INTERIOR DESIGN;F;14
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;PRODUCT E INTERIOR DESIGN;M;6
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA PER IL DRAMMA ANTICO;F;3
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA PER IL DRAMMA ANTICO;M;3
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;DECORAZIONE;F;2
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA;F;10
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA;M;3
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;F;4
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;M;3
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;SCULTURA;F;6
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;DECORAZIONE;F;2
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;DECORAZIONE;M;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA - Illustrazione Grafica e Fumetto;M;6
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA - Illustrazione Grafica e Fumetto;F;3
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA;F;3
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA;M;2
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;DIDATTICA DELL'ARTE;F;2
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 2L;DIDATTICA DELL'ARTE;DASL10;DIDATTICA DELL'ARTE;F;3
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 2L;DIDATTICA DELL'ARTE;DASL10;DIDATTICA DELL'ARTE;M;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DAPL11;REGIA;F;2
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DAPL11;REGIA;M;5
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;COMPUTER GAMES;M;14
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;COMPUTER GAMES;F;7
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FASHION STYLE E GIOIELLO;M;5
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FASHION STYLE E GIOIELLO;F;12
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;GRAPHIC DESIGN;F;12
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;GRAPHIC DESIGN;M;17
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;F;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DASL11;REGIA;M;2
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;NUOVE TECNOLOGIE PER L’ARTE;DASL08;COMICS AND GAMES;M;4
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;NUOVE TECNOLOGIE PER L’ARTE;DASL08;COMICS AND GAMES;F;2
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;DESIGN DELLA COMUNICAZIONE VISIVA;F;4
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;DESIGN DELLA COMUNICAZIONE VISIVA;M;6
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;FASHION DESIGN;F;6
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;FASHION DESIGN;M;2
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA - Multimediale;F;2
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Ricerca - ambito artistico;AFAM_Dottorato di Ricerca;DISCIPLINE ARTISTICHE;Dottorato;PERFORMIG ART AND CULTURAL HERITAGE - ARTE PERFORMATIVA E MULTIMEDIALE;F;4
2024-2025;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;Ricerca - ambito artistico;AFAM_Dottorato di Ricerca;DISCIPLINE ARTISTICHE;Dottorato;PERFORMIG ART AND CULTURAL HERITAGE - ARTE PERFORMATIVA E MULTIMEDIALE;M;2
2024-2025;Accademia di Belle Arti statale;Area Artistica;;FIRENZE;7243 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;DECORAZIONE;F;17
2024-2025;Accademia di Belle Arti statale;Area Artistica;;FIRENZE;7243 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;DECORAZIONE;M;4
2024-2025;Accademia di Belle Arti statale;Area Artistica;;FIRENZE;7243 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA;F;15
2024-2025;Accademia di Belle Arti statale;Area Artistica;;FIRENZE;7243 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA;M;8
2024-2025;Accademia di Belle Arti statale;Area Artistica;;FIRENZE;7243 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;F;75
2024-2025;Accademia di Belle Arti statale;Area Artistica;;FIRENZE;7243 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;M;30
2024-2025;Accademia di Belle Arti statale;Area Artistica;;FIRENZE;7243 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;SCULTURA;F;14
2024-2025;Accademia di Belle Arti statale;Area Artistica;;FIRENZE;7243 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;SCULTURA;M;10
2024-2025;Accademia di Belle Arti statale;Area Artistica;;FIRENZE;7243 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;DECORAZIONE - Nuovi linguaggi espressivi/Decorazione ambientale e degli spazi urbani;F;8
2024-2025;Accademia di Belle Arti statale;Area Artistica;;FIRENZE;7243 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;DECORAZIONE - Nuovi linguaggi espressivi/Decorazione ambientale e degli spazi urbani;M;3
2024-2025;Accademia di Belle Arti statale;Area Artistica;;FIRENZE;7243 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA - Nuovi linguaggi espressivi/Illustrazione;M;7
2024-2025;Accademia di Belle Arti statale;Area Artistica;;FIRENZE;7243 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA - Nuovi linguaggi espressivi/Illustrazione;F;43
2024-2025;Accademia di Belle Arti statale;Area Artistica;;FIRENZE;7243 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA - Nuovi linguaggi espressivi/Metodologie della Pittura;F;36
2024-2025;Accademia di Belle Arti statale;Area Artistica;;FIRENZE;7243 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA - Nuovi linguaggi espressivi/Metodologie della Pittura;M;21
2024-2025;Accademia di Belle Arti statale;Area Artistica;;FIRENZE;7243 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA - Nuovi linguaggi espressivi/Scultura per l'arte pubblica e ambientale;F;5
2024-2025;Accademia di Belle Arti statale;Area Artistica;;FIRENZE;7243 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA - Nuovi linguaggi espressivi/Scultura per l'arte pubblica e ambientale;M;3
