ANNO_ACCADEMICO;AREA_ISTITUTO;CONTINENTE;PROVENIENZA;GENERE;ISCR_STRANIERI
2018-2019;Area Artistica;ASIA;Afghanistan;M;1
2018-2019;Area Artistica;ASIA;Arabia Saudita;M;2
2018-2019;Area Artistica;ASIA;Arabia Saudita;F;1
2018-2019;Area Artistica;ASIA;Armenia;F;8
2018-2019;Area Artistica;ASIA;Armenia;M;1
2018-2019;Area Artistica;ASIA;Azerbaigian;F;7
2018-2019;Area Artistica;ASIA;Azerbaigian;M;2
2018-2019;Area Artistica;ASIA;Bangladesh;F;1
2018-2019;Area Artistica;ASIA;Bangladesh;M;2
2018-2019;Area Artistica;ASIA;Cina;F;3844
2018-2019;Area Artistica;ASIA;Cina;M;2284
2018-2019;Area Artistica;ASIA;Corea del Nord;F;1
2018-2019;Area Artistica;ASIA;Corea del Sud;F;80
2018-2019;Area Artistica;ASIA;Corea del Sud;M;41
2018-2019;Area Artistica;ASIA;Emirati Arabi Uniti;F;2
2018-2019;Area Artistica;ASIA;Filippine;F;11
2018-2019;Area Artistica;ASIA;Filippine;M;14
2018-2019;Area Artistica;ASIA;Georgia;F;15
2018-2019;Area Artistica;ASIA;Georgia;M;3
2018-2019;Area Artistica;ASIA;Giappone;F;22
2018-2019;Area Artistica;ASIA;Giappone;M;12
2018-2019;Area Artistica;ASIA;Giordania;F;7
2018-2019;Area Artistica;ASIA;Hong Kong (Cina);F;1
2018-2019;Area Artistica;ASIA;India;F;146
2018-2019;Area Artistica;ASIA;India;M;75
2018-2019;Area Artistica;ASIA;Indonesia;F;16
2018-2019;Area Artistica;ASIA;Indonesia;M;4
2018-2019;Area Artistica;ASIA;Iran;M;81
2018-2019;Area Artistica;ASIA;Iran;F;282
2018-2019;Area Artistica;ASIA;Iraq;F;1
2018-2019;Area Artistica;ASIA;Iraq;M;3
2018-2019;Area Artistica;ASIA;Israele;F;13
2018-2019;Area Artistica;ASIA;Israele;M;9
2018-2019;Area Artistica;ASIA;Kazakistan;F;9
2018-2019;Area Artistica;ASIA;Kazakistan;M;1
2018-2019;Area Artistica;ASIA;Kuwait;F;1
2018-2019;Area Artistica;ASIA;Libano;F;17
2018-2019;Area Artistica;ASIA;Libano;M;12
2018-2019;Area Artistica;ASIA;Macao (Cina);M;1
2018-2019;Area Artistica;ASIA;Malaysia;M;2
2018-2019;Area Artistica;ASIA;Mongolia;F;21
2018-2019;Area Artistica;ASIA;Mongolia;M;2
2018-2019;Area Artistica;ASIA;Nepal;M;2
2018-2019;Area Artistica;ASIA;Pakistan;F;5
2018-2019;Area Artistica;ASIA;Pakistan;M;1
2018-2019;Area Artistica;ASIA;Palestina;F;2
2018-2019;Area Artistica;ASIA;Qatar;F;3
2018-2019;Area Artistica;ASIA;Singapore;F;1
2018-2019;Area Artistica;ASIA;Siria;F;4
2018-2019;Area Artistica;ASIA;Siria;M;1
2018-2019;Area Artistica;ASIA;Sri Lanka;F;1
2018-2019;Area Artistica;ASIA;Sri Lanka;M;1
2018-2019;Area Artistica;ASIA;Taiwan;M;14
2018-2019;Area Artistica;ASIA;Taiwan;F;35
2018-2019;Area Artistica;ASIA;Thailandia;F;17
2018-2019;Area Artistica;ASIA;Thailandia;M;12
2018-2019;Area Artistica;ASIA;Uzbekistan;F;2
2018-2019;Area Artistica;ASIA;Uzbekistan;M;1
2018-2019;Area Artistica;ASIA;Vietnam;F;14
2018-2019;Area Artistica;ASIA;Vietnam;M;10
2018-2019;Area Artistica;EUROPA extra UE;Albania;F;77
2018-2019;Area Artistica;EUROPA extra UE;Albania;M;50
2018-2019;Area Artistica;EUROPA extra UE;Bielorussia;M;3
2018-2019;Area Artistica;EUROPA extra UE;Bielorussia;F;12
2018-2019;Area Artistica;EUROPA extra UE;Bosnia-Erzegovina;M;2
2018-2019;Area Artistica;EUROPA extra UE;Bosnia-Erzegovina;F;2
2018-2019;Area Artistica;EUROPA extra UE;Federazione Russa;F;137
2018-2019;Area Artistica;EUROPA extra UE;Federazione Russa;M;31
2018-2019;Area Artistica;EUROPA extra UE;Islanda;F;6
2018-2019;Area Artistica;EUROPA extra UE;Islanda;M;1
2018-2019;Area Artistica;EUROPA extra UE;Kosovo;F;2
2018-2019;Area Artistica;EUROPA extra UE;Macedonia del Nord;F;13
2018-2019;Area Artistica;EUROPA extra UE;Macedonia del Nord;M;4
2018-2019;Area Artistica;EUROPA extra UE;Moldavia;F;45
2018-2019;Area Artistica;EUROPA extra UE;Moldavia;M;8
2018-2019;Area Artistica;EUROPA extra UE;Monaco;F;2
2018-2019;Area Artistica;EUROPA extra UE;Montenegro;F;6
2018-2019;Area Artistica;EUROPA extra UE;Montenegro;M;2
2018-2019;Area Artistica;EUROPA extra UE;Norvegia;M;4
2018-2019;Area Artistica;EUROPA extra UE;Norvegia;F;17
2018-2019;Area Artistica;EUROPA extra UE;San Marino;F;13
2018-2019;Area Artistica;EUROPA extra UE;San Marino;M;9
2018-2019;Area Artistica;EUROPA extra UE;Serbia;F;21
2018-2019;Area Artistica;EUROPA extra UE;Serbia;M;6
2018-2019;Area Artistica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);F;3
2018-2019;Area Artistica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);M;1
2018-2019;Area Artistica;EUROPA extra UE;Svizzera;F;75
2018-2019;Area Artistica;EUROPA extra UE;Svizzera;M;37
2018-2019;Area Artistica;EUROPA extra UE;Turchia;M;69
2018-2019;Area Artistica;EUROPA extra UE;Turchia;F;177
2018-2019;Area Artistica;EUROPA extra UE;Ucraina;M;30
2018-2019;Area Artistica;EUROPA extra UE;Ucraina;F;90
2018-2019;Area Artistica;EUROPA UE;Austria;F;9
2018-2019;Area Artistica;EUROPA UE;Austria;M;5
2018-2019;Area Artistica;EUROPA UE;Belgio;F;7
2018-2019;Area Artistica;EUROPA UE;Belgio;M;6
2018-2019;Area Artistica;EUROPA UE;Bulgaria;F;96
2018-2019;Area Artistica;EUROPA UE;Bulgaria;M;23
2018-2019;Area Artistica;EUROPA UE;Cipro;F;25
2018-2019;Area Artistica;EUROPA UE;Cipro;M;9
2018-2019;Area Artistica;EUROPA UE;Croazia;M;1
2018-2019;Area Artistica;EUROPA UE;Croazia;F;16
2018-2019;Area Artistica;EUROPA UE;Danimarca;F;6
2018-2019;Area Artistica;EUROPA UE;Danimarca;M;2
2018-2019;Area Artistica;EUROPA UE;Estonia;F;3
2018-2019;Area Artistica;EUROPA UE;Estonia;M;1
2018-2019;Area Artistica;EUROPA UE;Finlandia;F;5
2018-2019;Area Artistica;EUROPA UE;Finlandia;M;3
2018-2019;Area Artistica;EUROPA UE;Francia;F;44
2018-2019;Area Artistica;EUROPA UE;Francia;M;24
2018-2019;Area Artistica;EUROPA UE;Germania;F;48
2018-2019;Area Artistica;EUROPA UE;Germania;M;16
2018-2019;Area Artistica;EUROPA UE;Grecia;F;34
2018-2019;Area Artistica;EUROPA UE;Grecia;M;15
2018-2019;Area Artistica;EUROPA UE;Irlanda;F;1
2018-2019;Area Artistica;EUROPA UE;Irlanda;M;3
2018-2019;Area Artistica;EUROPA UE;Lettonia;F;6
2018-2019;Area Artistica;EUROPA UE;Lettonia;M;2
2018-2019;Area Artistica;EUROPA UE;Lituania;F;11
2018-2019;Area Artistica;EUROPA UE;Lituania;M;1
2018-2019;Area Artistica;EUROPA UE;Lussemburgo;F;2
2018-2019;Area Artistica;EUROPA UE;Lussemburgo;M;1
2018-2019;Area Artistica;EUROPA UE;Malta;F;3
2018-2019;Area Artistica;EUROPA UE;Malta;M;1
2018-2019;Area Artistica;EUROPA UE;Paesi Bassi - Olanda;F;8
2018-2019;Area Artistica;EUROPA UE;Paesi Bassi - Olanda;M;7
2018-2019;Area Artistica;EUROPA UE;Polonia;M;7
2018-2019;Area Artistica;EUROPA UE;Polonia;F;27
2018-2019;Area Artistica;EUROPA UE;Portogallo;F;15
2018-2019;Area Artistica;EUROPA UE;Portogallo;M;7
2018-2019;Area Artistica;EUROPA UE;Regno Unito;F;10
2018-2019;Area Artistica;EUROPA UE;Regno Unito;M;9
2018-2019;Area Artistica;EUROPA UE;Repubblica Ceca;F;6
2018-2019;Area Artistica;EUROPA UE;Repubblica Ceca;M;1
2018-2019;Area Artistica;EUROPA UE;Romania;F;146
2018-2019;Area Artistica;EUROPA UE;Romania;M;65
2018-2019;Area Artistica;EUROPA UE;Slovacchia;F;6
2018-2019;Area Artistica;EUROPA UE;Slovacchia;M;2
2018-2019;Area Artistica;EUROPA UE;Slovenia;F;10
2018-2019;Area Artistica;EUROPA UE;Slovenia;M;3
2018-2019;Area Artistica;EUROPA UE;Spagna;F;55
2018-2019;Area Artistica;EUROPA UE;Spagna;M;14
2018-2019;Area Artistica;EUROPA UE;Svezia;F;20
2018-2019;Area Artistica;EUROPA UE;Svezia;M;5
2018-2019;Area Artistica;EUROPA UE;Ungheria;F;7
2018-2019;Area Artistica;EUROPA UE;Ungheria;M;2
2018-2019;Area Artistica;NON DEFINITO;Stato non definito;M;1
2018-2019;Area Artistica;NORD AMERICA;Canada;F;10
2018-2019;Area Artistica;NORD AMERICA;Canada;M;6
2018-2019;Area Artistica;NORD AMERICA;Costa Rica;F;2
2018-2019;Area Artistica;NORD AMERICA;Cuba;F;6
2018-2019;Area Artistica;NORD AMERICA;Cuba;M;2
2018-2019;Area Artistica;NORD AMERICA;El Salvador;M;3
2018-2019;Area Artistica;NORD AMERICA;El Salvador;F;3
2018-2019;Area Artistica;NORD AMERICA;Guatemala;F;3
2018-2019;Area Artistica;NORD AMERICA;Guatemala;M;1
2018-2019;Area Artistica;NORD AMERICA;Haiti;F;2
2018-2019;Area Artistica;NORD AMERICA;Honduras;F;6
2018-2019;Area Artistica;NORD AMERICA;Honduras;M;1
2018-2019;Area Artistica;NORD AMERICA;Messico;F;23
2018-2019;Area Artistica;NORD AMERICA;Messico;M;13
2018-2019;Area Artistica;NORD AMERICA;Panama;F;3
2018-2019;Area Artistica;NORD AMERICA;Panama;M;1
2018-2019;Area Artistica;NORD AMERICA;Repubblica Dominicana;F;3
2018-2019;Area Artistica;NORD AMERICA;Stati Uniti di America;F;23
2018-2019;Area Artistica;NORD AMERICA;Stati Uniti di America;M;13
2018-2019;Area Artistica;OCEANIA;Australia;F;3
2018-2019;Area Artistica;OCEANIA;Nuova Zelanda;M;1
2018-2019;Area Artistica;SUD AMERICA;Argentina;F;12
2018-2019;Area Artistica;SUD AMERICA;Argentina;M;5
2018-2019;Area Artistica;SUD AMERICA;Bolivia;F;11
2018-2019;Area Artistica;SUD AMERICA;Bolivia;M;1
2018-2019;Area Artistica;SUD AMERICA;Brasile;F;47
2018-2019;Area Artistica;SUD AMERICA;Brasile;M;16
2018-2019;Area Artistica;SUD AMERICA;Cile;F;7
2018-2019;Area Artistica;SUD AMERICA;Cile;M;6
2018-2019;Area Artistica;SUD AMERICA;Colombia;F;34
2018-2019;Area Artistica;SUD AMERICA;Colombia;M;29
2018-2019;Area Artistica;SUD AMERICA;Ecuador;M;17
2018-2019;Area Artistica;SUD AMERICA;Ecuador;F;26
2018-2019;Area Artistica;SUD AMERICA;Paraguay;F;4
2018-2019;Area Artistica;SUD AMERICA;Perù;M;20
2018-2019;Area Artistica;SUD AMERICA;Perù;F;20
2018-2019;Area Artistica;SUD AMERICA;Uruguay;F;1
2018-2019;Area Artistica;SUD AMERICA;Uruguay;M;2
2018-2019;Area Artistica;SUD AMERICA;Venezuela;F;15
2018-2019;Area Artistica;SUD AMERICA;Venezuela;M;4
2018-2019;Area Musicale/Coreutica;AFRICA;Algeria;M;2
2018-2019;Area Musicale/Coreutica;AFRICA;Egitto;F;1
2018-2019;Area Musicale/Coreutica;AFRICA;Ghana;F;1
2018-2019;Area Musicale/Coreutica;AFRICA;Madagascar;M;1
2018-2019;Area Musicale/Coreutica;AFRICA;Marocco;M;1
2018-2019;Area Musicale/Coreutica;AFRICA;Marocco;F;1
2018-2019;Area Musicale/Coreutica;AFRICA;Repubblica Democratica del Congo (ex Zaire);M;1
2018-2019;Area Musicale/Coreutica;AFRICA;Ruanda;F;2
2018-2019;Area Musicale/Coreutica;AFRICA;Ruanda;M;1
2018-2019;Area Musicale/Coreutica;AFRICA;Somalia;F;1
2018-2019;Area Musicale/Coreutica;AFRICA;Sud Africa;F;2
2018-2019;Area Musicale/Coreutica;AFRICA;Togo;M;1
2018-2019;Area Musicale/Coreutica;AFRICA;Tunisia;M;1
2018-2019;Area Musicale/Coreutica;ASIA;Arabia Saudita;F;1
2018-2019;Area Musicale/Coreutica;ASIA;Armenia;F;2
2018-2019;Area Musicale/Coreutica;ASIA;Armenia;M;1
2018-2019;Area Musicale/Coreutica;ASIA;Cina;M;580
2018-2019;Area Musicale/Coreutica;ASIA;Cina;F;848
2018-2019;Area Musicale/Coreutica;ASIA;Corea del Nord;F;2
2018-2019;Area Musicale/Coreutica;ASIA;Corea del Sud;M;143
2018-2019;Area Musicale/Coreutica;ASIA;Corea del Sud;F;217
2018-2019;Area Musicale/Coreutica;ASIA;Emirati Arabi Uniti;F;1
2018-2019;Area Musicale/Coreutica;ASIA;Filippine;M;1
2018-2019;Area Musicale/Coreutica;ASIA;Georgia;F;10
2018-2019;Area Musicale/Coreutica;ASIA;Georgia;M;5
2018-2019;Area Musicale/Coreutica;ASIA;Giappone;F;83
2018-2019;Area Musicale/Coreutica;ASIA;Giappone;M;20
2018-2019;Area Musicale/Coreutica;ASIA;Giordania;M;2
2018-2019;Area Musicale/Coreutica;ASIA;Hong Kong (Cina);M;1
2018-2019;Area Musicale/Coreutica;ASIA;India;M;1
2018-2019;Area Musicale/Coreutica;ASIA;Indonesia;F;1
2018-2019;Area Musicale/Coreutica;ASIA;Iran;M;22
2018-2019;Area Musicale/Coreutica;ASIA;Iran;F;14
2018-2019;Area Musicale/Coreutica;ASIA;Iraq;M;1
2018-2019;Area Musicale/Coreutica;ASIA;Israele;F;8
2018-2019;Area Musicale/Coreutica;ASIA;Israele;M;8
2018-2019;Area Musicale/Coreutica;ASIA;Kazakistan;F;7
2018-2019;Area Musicale/Coreutica;ASIA;Kazakistan;M;5
2018-2019;Area Musicale/Coreutica;ASIA;Kirghizistan;F;1
2018-2019;Area Musicale/Coreutica;ASIA;Kirghizistan;M;1
2018-2019;Area Musicale/Coreutica;ASIA;Libano;M;2
2018-2019;Area Musicale/Coreutica;ASIA;Malaysia;M;1
2018-2019;Area Musicale/Coreutica;ASIA;Mongolia;F;4
2018-2019;Area Musicale/Coreutica;ASIA;Nepal;F;1
2018-2019;Area Musicale/Coreutica;ASIA;Pakistan;M;1
2018-2019;Area Musicale/Coreutica;ASIA;Palestina;M;3
2018-2019;Area Musicale/Coreutica;ASIA;Qatar;F;1
2018-2019;Area Musicale/Coreutica;ASIA;Siria;F;2
2018-2019;Area Musicale/Coreutica;ASIA;Siria;M;1
2018-2019;Area Musicale/Coreutica;ASIA;Tagikistan;M;1
2018-2019;Area Musicale/Coreutica;ASIA;Taiwan;F;5
2018-2019;Area Musicale/Coreutica;ASIA;Taiwan;M;4
2018-2019;Area Musicale/Coreutica;ASIA;Uzbekistan;F;1
2018-2019;Area Musicale/Coreutica;ASIA;Vietnam;F;1
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Albania;F;28
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Albania;M;26
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Andorra;M;1
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Bielorussia;M;5
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Bielorussia;F;11
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Bosnia-Erzegovina;F;4
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Bosnia-Erzegovina;M;1
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Federazione Russa;F;76
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Federazione Russa;M;23
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Islanda;F;1
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Islanda;M;1
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Kosovo;F;3
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Kosovo;M;3
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Macedonia del Nord;F;6
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Macedonia del Nord;M;2
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Moldavia;F;12
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Moldavia;M;9
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Montenegro;M;2
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Montenegro;F;9
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Norvegia;F;2
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;San Marino;F;1
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;San Marino;M;6
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Serbia;F;10
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Serbia;M;8
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);F;10
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);M;2
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Svizzera;F;6
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Svizzera;M;9
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Turchia;F;25
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Turchia;M;12
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Ucraina;F;44
2018-2019;Area Musicale/Coreutica;EUROPA extra UE;Ucraina;M;17
2018-2019;Area Musicale/Coreutica;EUROPA UE;Austria;F;4
2018-2019;Area Musicale/Coreutica;EUROPA UE;Austria;M;1
2018-2019;Area Musicale/Coreutica;EUROPA UE;Belgio;F;2
2018-2019;Area Musicale/Coreutica;EUROPA UE;Bulgaria;F;13
2018-2019;Area Musicale/Coreutica;EUROPA UE;Bulgaria;M;7
2018-2019;Area Musicale/Coreutica;EUROPA UE;Cipro;F;1
2018-2019;Area Musicale/Coreutica;EUROPA UE;Cipro;M;1
2018-2019;Area Musicale/Coreutica;EUROPA UE;Croazia;F;13
2018-2019;Area Musicale/Coreutica;EUROPA UE;Croazia;M;26
2018-2019;Area Musicale/Coreutica;EUROPA UE;Danimarca;F;1
2018-2019;Area Musicale/Coreutica;EUROPA UE;Estonia;F;3
2018-2019;Area Musicale/Coreutica;EUROPA UE;Estonia;M;1
2018-2019;Area Musicale/Coreutica;EUROPA UE;Finlandia;F;4
2018-2019;Area Musicale/Coreutica;EUROPA UE;Finlandia;M;2
2018-2019;Area Musicale/Coreutica;EUROPA UE;Francia;F;12
2018-2019;Area Musicale/Coreutica;EUROPA UE;Francia;M;4
2018-2019;Area Musicale/Coreutica;EUROPA UE;Germania;F;15
2018-2019;Area Musicale/Coreutica;EUROPA UE;Germania;M;15
2018-2019;Area Musicale/Coreutica;EUROPA UE;Grecia;F;7
2018-2019;Area Musicale/Coreutica;EUROPA UE;Grecia;M;4
2018-2019;Area Musicale/Coreutica;EUROPA UE;Irlanda;M;1
2018-2019;Area Musicale/Coreutica;EUROPA UE;Lettonia;M;1
2018-2019;Area Musicale/Coreutica;EUROPA UE;Lettonia;F;6
2018-2019;Area Musicale/Coreutica;EUROPA UE;Lituania;F;2
2018-2019;Area Musicale/Coreutica;EUROPA UE;Lussemburgo;F;1
2018-2019;Area Musicale/Coreutica;EUROPA UE;Malta;F;1
2018-2019;Area Musicale/Coreutica;EUROPA UE;Paesi Bassi - Olanda;F;4
2018-2019;Area Musicale/Coreutica;EUROPA UE;Paesi Bassi - Olanda;M;1
2018-2019;Area Musicale/Coreutica;EUROPA UE;Polonia;F;23
2018-2019;Area Musicale/Coreutica;EUROPA UE;Polonia;M;6
2018-2019;Area Musicale/Coreutica;EUROPA UE;Portogallo;F;4
2018-2019;Area Musicale/Coreutica;EUROPA UE;Portogallo;M;2
2018-2019;Area Musicale/Coreutica;EUROPA UE;Regno Unito;F;12
2018-2019;Area Musicale/Coreutica;EUROPA UE;Regno Unito;M;7
2018-2019;Area Musicale/Coreutica;EUROPA UE;Repubblica Ceca;F;4
2018-2019;Area Musicale/Coreutica;EUROPA UE;Repubblica Ceca;M;1
2018-2019;Area Musicale/Coreutica;EUROPA UE;Romania;M;22
2018-2019;Area Musicale/Coreutica;EUROPA UE;Romania;F;25
2018-2019;Area Musicale/Coreutica;EUROPA UE;Slovacchia;F;2
2018-2019;Area Musicale/Coreutica;EUROPA UE;Slovacchia;M;1
2018-2019;Area Musicale/Coreutica;EUROPA UE;Slovenia;F;15
2018-2019;Area Musicale/Coreutica;EUROPA UE;Slovenia;M;16
2018-2019;Area Musicale/Coreutica;EUROPA UE;Spagna;F;25
2018-2019;Area Musicale/Coreutica;EUROPA UE;Spagna;M;33
2018-2019;Area Musicale/Coreutica;EUROPA UE;Ungheria;F;11
2018-2019;Area Musicale/Coreutica;EUROPA UE;Ungheria;M;4
2018-2019;Area Musicale/Coreutica;NON DEFINITO;Stato non definito;M;1
2018-2019;Area Musicale/Coreutica;NORD AMERICA;Barbados;M;1
2018-2019;Area Musicale/Coreutica;NORD AMERICA;Canada;M;1
2018-2019;Area Musicale/Coreutica;NORD AMERICA;Canada;F;3
2018-2019;Area Musicale/Coreutica;NORD AMERICA;Costa Rica;F;1
2018-2019;Area Musicale/Coreutica;NORD AMERICA;Costa Rica;M;4
2018-2019;Area Musicale/Coreutica;NORD AMERICA;Cuba;F;8
2018-2019;Area Musicale/Coreutica;NORD AMERICA;Cuba;M;5
2018-2019;Area Musicale/Coreutica;NORD AMERICA;Guatemala;F;1
2018-2019;Area Musicale/Coreutica;NORD AMERICA;Haiti;M;1
2018-2019;Area Musicale/Coreutica;NORD AMERICA;Honduras;F;1
2018-2019;Area Musicale/Coreutica;NORD AMERICA;Messico;F;23
2018-2019;Area Musicale/Coreutica;NORD AMERICA;Messico;M;24
2018-2019;Area Musicale/Coreutica;NORD AMERICA;Panama;M;15
2018-2019;Area Musicale/Coreutica;NORD AMERICA;Repubblica Dominicana;M;1
2018-2019;Area Musicale/Coreutica;NORD AMERICA;Stati Uniti di America;F;8
2018-2019;Area Musicale/Coreutica;NORD AMERICA;Stati Uniti di America;M;11
2018-2019;Area Musicale/Coreutica;OCEANIA;Australia;F;1
2018-2019;Area Musicale/Coreutica;OCEANIA;Tonga;M;1
2018-2019;Area Musicale/Coreutica;OCEANIA;Tuvalu;F;1
2018-2019;Area Musicale/Coreutica;SUD AMERICA;Argentina;F;11
2018-2019;Area Musicale/Coreutica;SUD AMERICA;Argentina;M;8
2018-2019;Area Musicale/Coreutica;SUD AMERICA;Bolivia;F;3
2018-2019;Area Musicale/Coreutica;SUD AMERICA;Brasile;F;12
2018-2019;Area Musicale/Coreutica;SUD AMERICA;Brasile;M;23
2018-2019;Area Musicale/Coreutica;SUD AMERICA;Cile;F;6
2018-2019;Area Musicale/Coreutica;SUD AMERICA;Cile;M;6
2018-2019;Area Musicale/Coreutica;SUD AMERICA;Colombia;F;7
2018-2019;Area Musicale/Coreutica;SUD AMERICA;Colombia;M;6
2018-2019;Area Musicale/Coreutica;SUD AMERICA;Ecuador;F;4
2018-2019;Area Musicale/Coreutica;SUD AMERICA;Ecuador;M;4
2018-2019;Area Musicale/Coreutica;SUD AMERICA;Paraguay;F;2
2018-2019;Area Musicale/Coreutica;SUD AMERICA;Paraguay;M;1
2018-2019;Area Musicale/Coreutica;SUD AMERICA;Perù;F;3
2018-2019;Area Musicale/Coreutica;SUD AMERICA;Perù;M;6
2018-2019;Area Musicale/Coreutica;SUD AMERICA;Uruguay;F;1
2018-2019;Area Musicale/Coreutica;SUD AMERICA;Uruguay;M;1
2018-2019;Area Musicale/Coreutica;SUD AMERICA;Venezuela;F;8
2018-2019;Area Musicale/Coreutica;SUD AMERICA;Venezuela;M;15
2017-2018;Area Artistica;AFRICA;Algeria;M;1
2017-2018;Area Artistica;AFRICA;Algeria;F;1
2017-2018;Area Artistica;AFRICA;Botswana;F;2
2017-2018;Area Artistica;AFRICA;Botswana;M;1
2017-2018;Area Artistica;AFRICA;Burkina Faso;F;1
2017-2018;Area Artistica;AFRICA;Camerun;F;3
2017-2018;Area Artistica;AFRICA;Camerun;M;2
2017-2018;Area Artistica;AFRICA;Congo;F;2
2017-2018;Area Artistica;AFRICA;Congo;M;3
2017-2018;Area Artistica;AFRICA;Costa d Avorio;F;1
2017-2018;Area Artistica;AFRICA;Costa d Avorio;M;1
2017-2018;Area Artistica;AFRICA;Egitto;F;14
2017-2018;Area Artistica;AFRICA;Egitto;M;7
2017-2018;Area Artistica;AFRICA;Eritrea;F;1
2017-2018;Area Artistica;AFRICA;Etiopia;F;1
2017-2018;Area Artistica;AFRICA;Etiopia;M;2
2017-2018;Area Artistica;AFRICA;Gabon;F;1
2017-2018;Area Artistica;AFRICA;Ghana;F;2
2017-2018;Area Artistica;AFRICA;Ghana;M;2
2017-2018;Area Artistica;AFRICA;Kenya;F;3
2017-2018;Area Artistica;AFRICA;Libia;F;3
2017-2018;Area Artistica;AFRICA;Libia;M;3
2017-2018;Area Artistica;AFRICA;Madagascar;F;2
2017-2018;Area Artistica;AFRICA;Madagascar;M;1
2017-2018;Area Artistica;AFRICA;Marocco;F;17
2017-2018;Area Artistica;AFRICA;Marocco;M;9
2017-2018;Area Artistica;AFRICA;Mauritius;M;1
2017-2018;Area Artistica;AFRICA;Mauritius;F;2
2017-2018;Area Artistica;AFRICA;Nigeria;F;7
2017-2018;Area Artistica;AFRICA;Repubblica Democratica del Congo (ex Zaire);M;1
2017-2018;Area Artistica;AFRICA;Senegal;F;2
2017-2018;Area Artistica;AFRICA;Seychelles;F;2
2017-2018;Area Artistica;AFRICA;Sud Africa;F;2
2017-2018;Area Artistica;AFRICA;Sud Africa;M;4
2017-2018;Area Artistica;AFRICA;Tunisia;F;5
2017-2018;Area Artistica;AFRICA;Tunisia;M;3
2017-2018;Area Artistica;AFRICA;Uganda;F;2
2017-2018;Area Artistica;AFRICA;Zimbabwe;F;1
2017-2018;Area Artistica;ASIA;Afghanistan;F;3
2017-2018;Area Artistica;ASIA;Afghanistan;M;1
2017-2018;Area Artistica;ASIA;Arabia Saudita;F;3
2017-2018;Area Artistica;ASIA;Arabia Saudita;M;1
2017-2018;Area Artistica;ASIA;Armenia;F;2
2017-2018;Area Artistica;ASIA;Armenia;M;1
2017-2018;Area Artistica;ASIA;Azerbaigian;F;5
2017-2018;Area Artistica;ASIA;Azerbaigian;M;1
2017-2018;Area Artistica;ASIA;Bangladesh;F;1
2017-2018;Area Artistica;ASIA;Cambogia;F;1
2017-2018;Area Artistica;ASIA;Cambogia;M;2
2017-2018;Area Artistica;ASIA;Cina;F;3758
2017-2018;Area Artistica;ASIA;Cina;M;2198
2017-2018;Area Artistica;ASIA;Corea del Nord;M;1
2017-2018;Area Artistica;ASIA;Corea del Nord;F;1
2017-2018;Area Artistica;ASIA;Corea del Sud;F;79
2017-2018;Area Artistica;ASIA;Corea del Sud;M;39
2017-2018;Area Artistica;ASIA;Emirati Arabi Uniti;F;2
2017-2018;Area Artistica;ASIA;Filippine;F;11
2017-2018;Area Artistica;ASIA;Filippine;M;9
2017-2018;Area Artistica;ASIA;Georgia;F;9
2017-2018;Area Artistica;ASIA;Georgia;M;4
2017-2018;Area Artistica;ASIA;Giappone;F;26
2017-2018;Area Artistica;ASIA;Giappone;M;12
2017-2018;Area Artistica;ASIA;Giordania;F;6
2017-2018;Area Artistica;ASIA;Hong Kong (Cina);F;1
2017-2018;Area Artistica;ASIA;India;M;75
