ANNO_ACCADEMICO;REGIONE_ISTITUTO;TIPO_ISTITUTO;Area_Istituto;PROVENIENZA_STUDENTE;ISCR_ITALIANI;;
2024-2025;LAZIO;Accademia di Belle Arti statale;Area Artistica;EMILIA ROMAGNA;26;;
2024-2025;LAZIO;Accademia di Belle Arti statale;Area Artistica;FRIULI VENEZIA GIULIA;10;;
2024-2025;LAZIO;Accademia di Belle Arti statale;Area Artistica;LAZIO;2048;;
2024-2025;LAZIO;Accademia di Belle Arti statale;Area Artistica;LIGURIA;15;;
2024-2025;LAZIO;Accademia di Belle Arti statale;Area Artistica;LOMBARDIA;19;;
2024-2025;LAZIO;Accademia di Belle Arti statale;Area Artistica;MARCHE;39;;
2024-2025;LAZIO;Accademia di Belle Arti statale;Area Artistica;MOLISE;14;;
2024-2025;LAZIO;Accademia di Belle Arti statale;Area Artistica;PIEMONTE;7;;
2024-2025;LAZIO;Accademia di Belle Arti statale;Area Artistica;PUGLIA;125;;
2024-2025;LAZIO;Accademia di Belle Arti statale;Area Artistica;SARDEGNA;35;;
2024-2025;LAZIO;Accademia di Belle Arti statale;Area Artistica;SICILIA;78;;
2024-2025;LAZIO;Accademia di Belle Arti statale;Area Artistica;TOSCANA;44;;
2024-2025;LAZIO;Accademia di Belle Arti statale;Area Artistica;TRENTINO-ALTO ADIGE;4;;
2024-2025;LAZIO;Accademia di Belle Arti statale;Area Artistica;UMBRIA;44;;
2024-2025;LAZIO;Accademia di Belle Arti statale;Area Artistica;VENETO;28;;
2024-2025;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;ABRUZZO;55;;
2024-2025;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;BASILICATA;29;;
2024-2025;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;CALABRIA;40;;
2024-2025;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;CAMPANIA;119;;
2024-2025;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;EMILIA ROMAGNA;31;;
2024-2025;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;FRIULI VENEZIA GIULIA;7;;
2024-2025;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;LAZIO;958;;
2024-2025;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;LIGURIA;3;;
2024-2025;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;LOMBARDIA;31;;
2024-2025;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;MARCHE;29;;
2024-2025;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;MOLISE;11;;
2024-2025;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;PIEMONTE;14;;
2024-2025;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;PUGLIA;74;;
2024-2025;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;Residenti all'Estero;17;;
2024-2025;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;SARDEGNA;11;;
2024-2025;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;SICILIA;106;;
2024-2025;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;TOSCANA;37;;
2024-2025;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;TRENTINO-ALTO ADIGE;15;;
2024-2025;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;UMBRIA;51;;
2024-2025;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;VENETO;35;;
2024-2025;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;ABRUZZO;2;;
2024-2025;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;BASILICATA;1;;
2024-2025;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;CALABRIA;3;;
2024-2025;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;CAMPANIA;16;;
2024-2025;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;EMILIA ROMAGNA;9;;
2024-2025;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;FRIULI VENEZIA GIULIA;1;;
2024-2025;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;LAZIO;63;;
2024-2025;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;LIGURIA;3;;
2024-2025;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;LOMBARDIA;9;;
2024-2025;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;MARCHE;4;;
2024-2025;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;MOLISE;1;;
2024-2025;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;PIEMONTE;1;;
2024-2025;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;PUGLIA;3;;
2024-2025;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;SARDEGNA;1;;
2024-2025;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;SICILIA;8;;
2024-2025;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;TOSCANA;11;;
2024-2025;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;TRENTINO-ALTO ADIGE;1;;
2024-2025;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;UMBRIA;1;;
2024-2025;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;VENETO;7;;
2024-2025;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;ABRUZZO;12;;
2024-2025;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;BASILICATA;4;;
2024-2025;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;CALABRIA;8;;
2024-2025;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;CAMPANIA;83;;
2024-2025;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;EMILIA ROMAGNA;4;;
2024-2025;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;FRIULI VENEZIA GIULIA;3;;
2024-2025;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;LAZIO;40;;
2024-2025;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;LIGURIA;2;;
2024-2025;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;LOMBARDIA;9;;
2024-2025;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;MARCHE;15;;
2024-2025;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;MOLISE;1;;
2024-2025;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;PIEMONTE;4;;
2024-2025;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;PUGLIA;34;;
2024-2025;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;SARDEGNA;2;;
2024-2025;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;SICILIA;49;;
2024-2025;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;TOSCANA;8;;
2024-2025;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;TRENTINO-ALTO ADIGE;3;;
2024-2025;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;UMBRIA;3;;
2024-2025;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;VALLE D'AOSTA;1;;
2024-2025;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;VENETO;5;;
2024-2025;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;ABRUZZO;26;;
2024-2025;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;BASILICATA;9;;
2024-2025;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;CALABRIA;20;;
2024-2025;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;CAMPANIA;64;;
2024-2025;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;EMILIA ROMAGNA;6;;
2024-2025;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;FRIULI VENEZIA GIULIA;3;;
2024-2025;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;LAZIO;1463;;
2024-2025;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;LIGURIA;2;;
2024-2025;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;LOMBARDIA;8;;
2024-2025;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;MARCHE;7;;
2024-2025;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;MOLISE;13;;
2024-2025;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;PIEMONTE;7;;
2024-2025;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;PUGLIA;33;;
2024-2025;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;Residenti all'Estero;5;;
2024-2025;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;SARDEGNA;6;;
2024-2025;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;SICILIA;47;;
2024-2025;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;TOSCANA;12;;
2024-2025;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;UMBRIA;9;;
2024-2025;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;VENETO;10;;
2024-2025;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;ABRUZZO;2;;
2024-2025;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;BASILICATA;1;;
2024-2025;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;CALABRIA;2;;
2024-2025;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;CAMPANIA;7;;
2024-2025;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;EMILIA ROMAGNA;2;;
2024-2025;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;FRIULI VENEZIA GIULIA;10;;
2024-2025;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;LAZIO;178;;
2024-2025;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;LIGURIA;2;;
2024-2025;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;LOMBARDIA;3;;
2024-2025;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;MARCHE;4;;
2024-2025;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;MOLISE;4;;
2024-2025;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;PIEMONTE;5;;
2024-2025;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;PUGLIA;16;;
2024-2025;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;SARDEGNA;2;;
2024-2025;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;SICILIA;8;;
2024-2025;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;TOSCANA;7;;
2024-2025;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;UMBRIA;9;;
2024-2025;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;VENETO;8;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;ABRUZZO;59;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;ABRUZZO;27;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;BASILICATA;29;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;BASILICATA;14;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;CALABRIA;15;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;CALABRIA;60;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;CAMPANIA;141;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;CAMPANIA;34;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;EMILIA ROMAGNA;55;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;EMILIA ROMAGNA;7;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;FRIULI VENEZIA GIULIA;1;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;FRIULI VENEZIA GIULIA;18;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;LAZIO;392;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;LAZIO;1503;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;LIGURIA;13;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;LIGURIA;2;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;LOMBARDIA;115;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;LOMBARDIA;7;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;MARCHE;57;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;MARCHE;11;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;MOLISE;22;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;MOLISE;6;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;PIEMONTE;10;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;PIEMONTE;29;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;PUGLIA;125;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;PUGLIA;31;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Residenti all'Estero;14;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;SARDEGNA;22;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;SARDEGNA;4;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;SICILIA;92;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;SICILIA;26;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;TOSCANA;54;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;TOSCANA;19;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;TRENTINO-ALTO ADIGE;9;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;TRENTINO-ALTO ADIGE;2;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;UMBRIA;52;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;UMBRIA;14;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;VALLE D'AOSTA;2;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;VENETO;46;;
2024-2025;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;VENETO;9;;
2024-2025;LIGURIA;Accademia di Belle Arti statale;Area Artistica;ABRUZZO;1;;
2024-2025;LIGURIA;Accademia di Belle Arti statale;Area Artistica;CAMPANIA;2;;
2024-2025;LIGURIA;Accademia di Belle Arti statale;Area Artistica;LAZIO;3;;
2024-2025;LIGURIA;Accademia di Belle Arti statale;Area Artistica;LIGURIA;465;;
2024-2025;LIGURIA;Accademia di Belle Arti statale;Area Artistica;LOMBARDIA;8;;
2024-2025;LIGURIA;Accademia di Belle Arti statale;Area Artistica;MARCHE;1;;
2024-2025;LIGURIA;Accademia di Belle Arti statale;Area Artistica;PIEMONTE;42;;
2024-2025;LIGURIA;Accademia di Belle Arti statale;Area Artistica;PUGLIA;1;;
2024-2025;LIGURIA;Accademia di Belle Arti statale;Area Artistica;SARDEGNA;2;;
2024-2025;LIGURIA;Accademia di Belle Arti statale;Area Artistica;TOSCANA;3;;
2024-2025;LIGURIA;Accademia di Belle Arti statale;Area Artistica;TRENTINO-ALTO ADIGE;2;;
2024-2025;LIGURIA;Accademia di Belle Arti statale;Area Artistica;VALLE D'AOSTA;1;;
2024-2025;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;CAMPANIA;1;;
2024-2025;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;EMILIA ROMAGNA;3;;
2024-2025;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;FRIULI VENEZIA GIULIA;1;;
2024-2025;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;LIGURIA;36;;
2024-2025;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;LOMBARDIA;3;;
2024-2025;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;PIEMONTE;8;;
2024-2025;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;Residenti all'Estero;2;;
2024-2025;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;SARDEGNA;1;;
2024-2025;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;SICILIA;1;;
2024-2025;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;VALLE D'AOSTA;1;;
2024-2025;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;VENETO;1;;
2024-2025;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;ABRUZZO;1;;
2024-2025;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;CALABRIA;1;;
2024-2025;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;CAMPANIA;3;;
2024-2025;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;EMILIA ROMAGNA;4;;
2024-2025;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;LIGURIA;288;;
2024-2025;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;LOMBARDIA;8;;
2024-2025;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;PIEMONTE;14;;
2024-2025;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;PUGLIA;1;;
2024-2025;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;SARDEGNA;4;;
2024-2025;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;SICILIA;1;;
2024-2025;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;TOSCANA;87;;
2024-2025;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;TRENTINO-ALTO ADIGE;1;;
2024-2025;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;VALLE D'AOSTA;2;;
2024-2025;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;ABRUZZO;19;;
2024-2025;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;BASILICATA;9;;
2024-2025;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;CALABRIA;19;;
2024-2025;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;CAMPANIA;14;;
2024-2025;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;EMILIA ROMAGNA;103;;
2024-2025;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;FRIULI VENEZIA GIULIA;18;;
2024-2025;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;LAZIO;16;;
2024-2025;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;LIGURIA;34;;
2024-2025;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;LOMBARDIA;2656;;
2024-2025;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;MARCHE;16;;
2024-2025;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;MOLISE;1;;
2024-2025;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;PIEMONTE;138;;
2024-2025;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;PUGLIA;39;;
2024-2025;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;Residenti all'Estero;9;;
2024-2025;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;SARDEGNA;14;;
2024-2025;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;SICILIA;47;;
2024-2025;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;TOSCANA;34;;
2024-2025;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;TRENTINO-ALTO ADIGE;12;;
2024-2025;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;UMBRIA;4;;
2024-2025;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;VALLE D'AOSTA;3;;
2024-2025;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;VENETO;43;;
2024-2025;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;ABRUZZO;45;;
2024-2025;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;BASILICATA;25;;
2024-2025;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;CALABRIA;66;;
2024-2025;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;CAMPANIA;115;;
2024-2025;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;EMILIA ROMAGNA;243;;
2024-2025;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;FRIULI VENEZIA GIULIA;55;;
2024-2025;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;LAZIO;59;;
2024-2025;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;LIGURIA;98;;
2024-2025;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;LOMBARDIA;3695;;
2024-2025;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;MARCHE;95;;
2024-2025;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;MOLISE;6;;
2024-2025;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;PIEMONTE;224;;
2024-2025;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;PUGLIA;161;;
2024-2025;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;Residenti all'Estero;35;;
2024-2025;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;SARDEGNA;42;;
2024-2025;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;SICILIA;159;;
2024-2025;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;TOSCANA;84;;
2024-2025;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;TRENTINO-ALTO ADIGE;180;;
2024-2025;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;UMBRIA;14;;
2024-2025;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;VALLE D'AOSTA;13;;
2024-2025;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;VENETO;427;;
2024-2025;LOMBARDIA;Conservatorio di Musica statale;Area Musicale/Coreutica;ABRUZZO;15;;
2024-2025;LOMBARDIA;Conservatorio di Musica statale;Area Musicale/Coreutica;BASILICATA;11;;
2024-2025;LOMBARDIA;Conservatorio di Musica statale;Area Musicale/Coreutica;CALABRIA;24;;
2024-2025;LOMBARDIA;Conservatorio di Musica statale;Area Musicale/Coreutica;CAMPANIA;36;;
2024-2025;LOMBARDIA;Conservatorio di Musica statale;Area Musicale/Coreutica;EMILIA ROMAGNA;53;;
2024-2025;LOMBARDIA;Conservatorio di Musica statale;Area Musicale/Coreutica;FRIULI VENEZIA GIULIA;27;;
