ANNO_ACCADEMICO;AREA_ISTITUTO;CONTINENTE;PROVENIENZA;GENERE;ISCR_STRANIERI
2020-2021;Area Artistica;ASIA;Taiwan;F;26
2020-2021;Area Artistica;ASIA;Taiwan;M;12
2020-2021;Area Artistica;ASIA;Thailandia;M;11
2020-2021;Area Artistica;ASIA;Thailandia;F;14
2020-2021;Area Artistica;ASIA;Uzbekistan;F;3
2020-2021;Area Artistica;ASIA;Vietnam;F;15
2020-2021;Area Artistica;ASIA;Vietnam;M;6
2020-2021;Area Artistica;EUROPA extra UE;Albania;F;76
2020-2021;Area Artistica;EUROPA extra UE;Albania;M;36
2020-2021;Area Artistica;EUROPA extra UE;Bielorussia;F;16
2020-2021;Area Artistica;EUROPA extra UE;Bielorussia;M;1
2020-2021;Area Artistica;EUROPA extra UE;Bosnia-Erzegovina;F;1
2020-2021;Area Artistica;EUROPA extra UE;Bosnia-Erzegovina;M;1
2020-2021;Area Artistica;EUROPA extra UE;Federazione Russa;M;22
2020-2021;Area Artistica;EUROPA extra UE;Federazione Russa;F;136
2020-2021;Area Artistica;EUROPA extra UE;Islanda;F;8
2020-2021;Area Artistica;EUROPA extra UE;Islanda;M;1
2020-2021;Area Artistica;EUROPA extra UE;Kosovo;F;1
2020-2021;Area Artistica;EUROPA extra UE;Macedonia del Nord;M;4
2020-2021;Area Artistica;EUROPA extra UE;Macedonia del Nord;F;10
2020-2021;Area Artistica;EUROPA extra UE;Moldavia;M;10
2020-2021;Area Artistica;EUROPA extra UE;Moldavia;F;41
2020-2021;Area Artistica;EUROPA extra UE;Monaco;F;2
2020-2021;Area Artistica;EUROPA extra UE;Montenegro;F;5
2020-2021;Area Artistica;EUROPA extra UE;Montenegro;M;1
2020-2021;Area Artistica;EUROPA extra UE;Norvegia;F;15
2020-2021;Area Artistica;EUROPA extra UE;Norvegia;M;4
2020-2021;Area Artistica;EUROPA extra UE;San Marino;F;18
2020-2021;Area Artistica;EUROPA extra UE;San Marino;M;6
2020-2021;Area Artistica;EUROPA extra UE;Serbia;M;6
2020-2021;Area Artistica;EUROPA extra UE;Serbia;F;24
2020-2021;Area Artistica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);F;8
2020-2021;Area Artistica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);M;2
2020-2021;Area Artistica;EUROPA extra UE;Svizzera;F;92
2020-2021;Area Artistica;EUROPA extra UE;Svizzera;M;32
2020-2021;Area Artistica;EUROPA extra UE;Turchia;F;162
2020-2021;Area Artistica;EUROPA extra UE;Turchia;M;49
2020-2021;Area Artistica;EUROPA extra UE;Ucraina;F;96
2020-2021;Area Artistica;EUROPA extra UE;Ucraina;M;29
2020-2021;Area Artistica;EUROPA UE;Austria;F;13
2020-2021;Area Artistica;EUROPA UE;Austria;M;5
2020-2021;Area Artistica;EUROPA UE;Belgio;F;12
2020-2021;Area Artistica;EUROPA UE;Belgio;M;5
2020-2021;Area Artistica;EUROPA UE;Bulgaria;F;93
2020-2021;Area Artistica;EUROPA UE;Bulgaria;M;25
2020-2021;Area Artistica;EUROPA UE;Cipro;M;4
2020-2021;Area Artistica;EUROPA UE;Cipro;F;15
2020-2021;Area Artistica;EUROPA UE;Croazia;F;9
2020-2021;Area Artistica;EUROPA UE;Croazia;M;3
2020-2021;Area Artistica;EUROPA UE;Danimarca;F;3
2020-2021;Area Artistica;EUROPA UE;Danimarca;M;3
2020-2021;Area Artistica;EUROPA UE;Estonia;F;1
2020-2021;Area Artistica;EUROPA UE;Finlandia;M;1
2020-2021;Area Artistica;EUROPA UE;Finlandia;F;6
2020-2021;Area Artistica;EUROPA UE;Francia;F;45
2020-2021;Area Artistica;EUROPA UE;Francia;M;15
2020-2021;Area Artistica;EUROPA UE;Germania;F;83
2020-2021;Area Artistica;EUROPA UE;Germania;M;42
2020-2021;Area Artistica;EUROPA UE;Grecia;F;22
2020-2021;Area Artistica;EUROPA UE;Grecia;M;11
2020-2021;Area Artistica;EUROPA UE;Irlanda;F;3
2020-2021;Area Artistica;EUROPA UE;Irlanda;M;2
2020-2021;Area Artistica;EUROPA UE;Lettonia;F;4
2020-2021;Area Artistica;EUROPA UE;Lituania;F;12
2020-2021;Area Artistica;EUROPA UE;Lituania;M;2
2020-2021;Area Artistica;EUROPA UE;Lussemburgo;M;2
2020-2021;Area Artistica;EUROPA UE;Lussemburgo;F;4
2020-2021;Area Artistica;EUROPA UE;Malta;M;2
2020-2021;Area Artistica;EUROPA UE;Malta;F;1
2020-2021;Area Artistica;EUROPA UE;Paesi Bassi - Olanda;F;4
2020-2021;Area Artistica;EUROPA UE;Paesi Bassi - Olanda;M;4
2020-2021;Area Artistica;EUROPA UE;Polonia;F;39
2020-2021;Area Artistica;EUROPA UE;Polonia;M;10
2020-2021;Area Artistica;EUROPA UE;Portogallo;M;5
2020-2021;Area Artistica;EUROPA UE;Portogallo;F;20
2020-2021;Area Artistica;EUROPA UE;Regno Unito;F;15
2020-2021;Area Artistica;EUROPA UE;Regno Unito;M;9
2020-2021;Area Artistica;EUROPA UE;Repubblica Ceca;F;9
2020-2021;Area Artistica;EUROPA UE;Repubblica Ceca;M;4
2020-2021;Area Artistica;EUROPA UE;Romania;F;212
2020-2021;Area Artistica;EUROPA UE;Romania;M;80
2020-2021;Area Artistica;EUROPA UE;Slovacchia;M;2
2020-2021;Area Artistica;EUROPA UE;Slovacchia;F;9
2020-2021;Area Artistica;EUROPA UE;Slovenia;M;1
2020-2021;Area Artistica;EUROPA UE;Slovenia;F;9
2020-2021;Area Artistica;EUROPA UE;Spagna;F;51
2020-2021;Area Artistica;EUROPA UE;Spagna;M;11
2020-2021;Area Artistica;EUROPA UE;Svezia;F;19
2020-2021;Area Artistica;EUROPA UE;Svezia;M;8
2020-2021;Area Artistica;EUROPA UE;Ungheria;F;18
2020-2021;Area Artistica;EUROPA UE;Ungheria;M;1
2020-2021;Area Artistica;NORD AMERICA;Bahamas;F;1
2020-2021;Area Artistica;NORD AMERICA;Canada;F;12
2020-2021;Area Artistica;NORD AMERICA;Canada;M;2
2020-2021;Area Artistica;NORD AMERICA;Costa Rica;F;3
2020-2021;Area Artistica;NORD AMERICA;Costa Rica;M;2
2020-2021;Area Artistica;NORD AMERICA;Cuba;M;2
2020-2021;Area Artistica;NORD AMERICA;Cuba;F;8
2020-2021;Area Artistica;NORD AMERICA;El Salvador;M;3
2020-2021;Area Artistica;NORD AMERICA;El Salvador;F;5
2020-2021;Area Artistica;NORD AMERICA;Guatemala;F;3
2020-2021;Area Artistica;NORD AMERICA;Haiti;F;1
2020-2021;Area Artistica;NORD AMERICA;Honduras;F;2
2020-2021;Area Artistica;NORD AMERICA;Honduras;M;1
2020-2021;Area Artistica;NORD AMERICA;Messico;M;10
2020-2021;Area Artistica;NORD AMERICA;Messico;F;42
2020-2021;Area Artistica;NORD AMERICA;Panama;F;3
2020-2021;Area Artistica;NORD AMERICA;Repubblica Dominicana;F;4
2020-2021;Area Artistica;NORD AMERICA;Stati Uniti di America;F;38
2020-2021;Area Artistica;NORD AMERICA;Stati Uniti di America;M;18
2020-2021;Area Artistica;OCEANIA;Australia;F;3
2020-2021;Area Artistica;OCEANIA;Australia;M;3
2020-2021;Area Artistica;OCEANIA;Nuova Zelanda;M;1
2020-2021;Area Artistica;SUD AMERICA;Argentina;F;18
2020-2021;Area Artistica;SUD AMERICA;Argentina;M;8
2020-2021;Area Artistica;SUD AMERICA;Bolivia;F;14
2020-2021;Area Artistica;SUD AMERICA;Bolivia;M;6
2020-2021;Area Artistica;SUD AMERICA;Brasile;F;47
2020-2021;Area Artistica;SUD AMERICA;Brasile;M;17
2020-2021;Area Artistica;SUD AMERICA;Cile;F;10
2020-2021;Area Artistica;SUD AMERICA;Cile;M;5
2020-2021;Area Artistica;SUD AMERICA;Colombia;F;53
2020-2021;Area Artistica;SUD AMERICA;Colombia;M;20
2020-2021;Area Artistica;SUD AMERICA;Ecuador;F;36
2020-2021;Area Artistica;SUD AMERICA;Ecuador;M;16
2020-2021;Area Artistica;SUD AMERICA;Paraguay;M;1
2020-2021;Area Artistica;SUD AMERICA;Perù;F;38
2020-2021;Area Artistica;SUD AMERICA;Perù;M;15
2020-2021;Area Artistica;SUD AMERICA;Uruguay;F;1
2020-2021;Area Artistica;SUD AMERICA;Uruguay;M;1
2020-2021;Area Artistica;SUD AMERICA;Venezuela;F;12
2020-2021;Area Artistica;SUD AMERICA;Venezuela;M;8
2020-2021;Area Musicale/Coreutica;AFRICA;Capo Verde;M;1
2020-2021;Area Musicale/Coreutica;AFRICA;Congo;M;2
2020-2021;Area Musicale/Coreutica;AFRICA;Egitto;F;1
2020-2021;Area Musicale/Coreutica;AFRICA;Etiopia;F;1
2020-2021;Area Musicale/Coreutica;AFRICA;Ghana;F;1
2020-2021;Area Musicale/Coreutica;AFRICA;Madagascar;M;1
2020-2021;Area Musicale/Coreutica;AFRICA;Malawi;F;1
2020-2021;Area Musicale/Coreutica;AFRICA;Marocco;F;1
2020-2021;Area Musicale/Coreutica;AFRICA;Marocco;M;1
2020-2021;Area Musicale/Coreutica;AFRICA;Mozambico;M;1
2020-2021;Area Musicale/Coreutica;AFRICA;Nigeria;M;4
2020-2021;Area Musicale/Coreutica;AFRICA;Sud Africa;F;1
2020-2021;Area Musicale/Coreutica;AFRICA;Togo;M;1
2020-2021;Area Musicale/Coreutica;AFRICA;Tunisia;F;1
2020-2021;Area Musicale/Coreutica;ASIA;Arabia Saudita;F;1
2020-2021;Area Musicale/Coreutica;ASIA;Armenia;F;3
2020-2021;Area Musicale/Coreutica;ASIA;Armenia;M;2
2020-2021;Area Musicale/Coreutica;ASIA;Azerbaigian;F;1
2020-2021;Area Musicale/Coreutica;ASIA;Cina;F;1072
2020-2021;Area Musicale/Coreutica;ASIA;Cina;M;780
2020-2021;Area Musicale/Coreutica;ASIA;Corea del Nord;F;6
2020-2021;Area Musicale/Coreutica;ASIA;Corea del Sud;F;125
2020-2021;Area Musicale/Coreutica;ASIA;Corea del Sud;M;75
2020-2021;Area Musicale/Coreutica;ASIA;Filippine;M;1
2020-2021;Area Musicale/Coreutica;ASIA;Georgia;F;11
2020-2021;Area Musicale/Coreutica;ASIA;Georgia;M;5
2020-2021;Area Musicale/Coreutica;ASIA;Giappone;F;74
2020-2021;Area Musicale/Coreutica;ASIA;Giappone;M;23
2020-2021;Area Musicale/Coreutica;ASIA;Giordania;M;1
2020-2021;Area Musicale/Coreutica;ASIA;Hong Kong (Cina);M;2
2020-2021;Area Musicale/Coreutica;ASIA;Hong Kong (Cina);F;1
2020-2021;Area Musicale/Coreutica;ASIA;India;F;2
2020-2021;Area Musicale/Coreutica;ASIA;India;M;3
2020-2021;Area Musicale/Coreutica;ASIA;Indonesia;F;2
2020-2021;Area Musicale/Coreutica;ASIA;Iran;F;11
2020-2021;Area Musicale/Coreutica;ASIA;Iran;M;11
2020-2021;Area Musicale/Coreutica;ASIA;Iraq;M;1
2020-2021;Area Musicale/Coreutica;ASIA;Israele;F;4
2020-2021;Area Musicale/Coreutica;ASIA;Israele;M;4
2020-2021;Area Musicale/Coreutica;ASIA;Kazakistan;F;9
2020-2021;Area Musicale/Coreutica;ASIA;Kazakistan;M;6
2020-2021;Area Musicale/Coreutica;ASIA;Kirghizistan;F;2
2020-2021;Area Musicale/Coreutica;ASIA;Kirghizistan;M;1
2020-2021;Area Musicale/Coreutica;ASIA;Libano;M;1
2020-2021;Area Musicale/Coreutica;ASIA;Mongolia;F;6
2020-2021;Area Musicale/Coreutica;ASIA;Mongolia;M;1
2020-2021;Area Musicale/Coreutica;ASIA;Nepal;F;1
2020-2021;Area Musicale/Coreutica;ASIA;Palestina;M;2
2020-2021;Area Musicale/Coreutica;ASIA;Siria;F;1
2020-2021;Area Musicale/Coreutica;ASIA;Tagikistan;M;2
2020-2021;Area Musicale/Coreutica;ASIA;Taiwan;F;10
2020-2021;Area Musicale/Coreutica;ASIA;Taiwan;M;6
2020-2021;Area Musicale/Coreutica;ASIA;Uzbekistan;F;1
2020-2021;Area Musicale/Coreutica;ASIA;Uzbekistan;M;1
2020-2021;Area Musicale/Coreutica;ASIA;Vietnam;F;2
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Albania;F;29
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Albania;M;29
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Andorra;M;1
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Bielorussia;M;5
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Bielorussia;F;14
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Bosnia-Erzegovina;M;4
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Bosnia-Erzegovina;F;6
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Federazione Russa;F;88
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Federazione Russa;M;23
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Kosovo;F;2
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Kosovo;M;1
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Liechtenstein;M;1
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Macedonia del Nord;F;10
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Macedonia del Nord;M;5
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Moldavia;M;8
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Moldavia;F;11
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Montenegro;F;4
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Montenegro;M;1
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Norvegia;F;2
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;San Marino;M;6
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;San Marino;F;2
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Serbia;M;9
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Serbia;F;23
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);F;1
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);M;3
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Svizzera;F;14
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Svizzera;M;15
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Turchia;M;8
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Turchia;F;19
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Ucraina;F;45
2020-2021;Area Musicale/Coreutica;EUROPA extra UE;Ucraina;M;14
2020-2021;Area Musicale/Coreutica;EUROPA UE;Austria;F;4
2020-2021;Area Musicale/Coreutica;EUROPA UE;Austria;M;4
2020-2021;Area Musicale/Coreutica;EUROPA UE;Belgio;F;2
2020-2021;Area Musicale/Coreutica;EUROPA UE;Belgio;M;3
2020-2021;Area Musicale/Coreutica;EUROPA UE;Bulgaria;M;11
2020-2021;Area Musicale/Coreutica;EUROPA UE;Bulgaria;F;10
2020-2021;Area Musicale/Coreutica;EUROPA UE;Cipro;M;1
2020-2021;Area Musicale/Coreutica;EUROPA UE;Cipro;F;1
2020-2021;Area Musicale/Coreutica;EUROPA UE;Croazia;F;13
2020-2021;Area Musicale/Coreutica;EUROPA UE;Croazia;M;27
2020-2021;Area Musicale/Coreutica;EUROPA UE;Danimarca;F;1
2020-2021;Area Musicale/Coreutica;EUROPA UE;Estonia;F;1
2020-2021;Area Musicale/Coreutica;EUROPA UE;Finlandia;M;1
2020-2021;Area Musicale/Coreutica;EUROPA UE;Finlandia;F;3
2020-2021;Area Musicale/Coreutica;EUROPA UE;Francia;F;18
2020-2021;Area Musicale/Coreutica;EUROPA UE;Francia;M;8
2020-2021;Area Musicale/Coreutica;EUROPA UE;Germania;F;25
2020-2021;Area Musicale/Coreutica;EUROPA UE;Germania;M;18
2020-2021;Area Musicale/Coreutica;EUROPA UE;Grecia;F;7
2020-2021;Area Musicale/Coreutica;EUROPA UE;Grecia;M;3
2020-2021;Area Musicale/Coreutica;EUROPA UE;Lettonia;F;4
2020-2021;Area Musicale/Coreutica;EUROPA UE;Lituania;F;4
2020-2021;Area Musicale/Coreutica;EUROPA UE;Malta;M;1
2020-2021;Area Musicale/Coreutica;EUROPA UE;Malta;F;1
2020-2021;Area Musicale/Coreutica;EUROPA UE;Paesi Bassi - Olanda;F;2
2020-2021;Area Musicale/Coreutica;EUROPA UE;Paesi Bassi - Olanda;M;1
2020-2021;Area Musicale/Coreutica;EUROPA UE;Polonia;F;20
2020-2021;Area Musicale/Coreutica;EUROPA UE;Polonia;M;9
2020-2021;Area Musicale/Coreutica;EUROPA UE;Portogallo;F;8
2020-2021;Area Musicale/Coreutica;EUROPA UE;Portogallo;M;4
2020-2021;Area Musicale/Coreutica;EUROPA UE;Regno Unito;F;5
2020-2021;Area Musicale/Coreutica;EUROPA UE;Regno Unito;M;6
2020-2021;Area Musicale/Coreutica;EUROPA UE;Repubblica Ceca;F;3
2020-2021;Area Musicale/Coreutica;EUROPA UE;Repubblica Ceca;M;2
2020-2021;Area Musicale/Coreutica;EUROPA UE;Romania;F;18
2020-2021;Area Musicale/Coreutica;EUROPA UE;Romania;M;27
2020-2021;Area Musicale/Coreutica;EUROPA UE;Slovacchia;F;3
2020-2021;Area Musicale/Coreutica;EUROPA UE;Slovenia;M;23
2020-2021;Area Musicale/Coreutica;EUROPA UE;Slovenia;F;15
2020-2021;Area Musicale/Coreutica;EUROPA UE;Spagna;F;31
2020-2021;Area Musicale/Coreutica;EUROPA UE;Spagna;M;25
2020-2021;Area Musicale/Coreutica;EUROPA UE;Svezia;F;1
2020-2021;Area Musicale/Coreutica;EUROPA UE;Ungheria;F;10
2020-2021;Area Musicale/Coreutica;EUROPA UE;Ungheria;M;5
2020-2021;Area Musicale/Coreutica;NON DEFINITO;Stato non definito;M;2
2020-2021;Area Musicale/Coreutica;NORD AMERICA;Belize;F;1
2020-2021;Area Musicale/Coreutica;NORD AMERICA;Canada;M;2
2020-2021;Area Musicale/Coreutica;NORD AMERICA;Canada;F;1
2020-2021;Area Musicale/Coreutica;NORD AMERICA;Costa Rica;F;1
2020-2021;Area Musicale/Coreutica;NORD AMERICA;Costa Rica;M;2
2020-2021;Area Musicale/Coreutica;NORD AMERICA;Cuba;F;4
2020-2021;Area Musicale/Coreutica;NORD AMERICA;Cuba;M;5
2020-2021;Area Musicale/Coreutica;NORD AMERICA;El Salvador;M;1
2020-2021;Area Musicale/Coreutica;NORD AMERICA;Guatemala;M;1
2020-2021;Area Musicale/Coreutica;NORD AMERICA;Haiti;M;1
2020-2021;Area Musicale/Coreutica;NORD AMERICA;Honduras;F;1
2020-2021;Area Musicale/Coreutica;NORD AMERICA;Messico;F;16
2020-2021;Area Musicale/Coreutica;NORD AMERICA;Messico;M;24
2020-2021;Area Musicale/Coreutica;NORD AMERICA;Nicaragua;F;1
2020-2021;Area Musicale/Coreutica;NORD AMERICA;Panama;M;13
2020-2021;Area Musicale/Coreutica;NORD AMERICA;Panama;F;1
2020-2021;Area Musicale/Coreutica;NORD AMERICA;Repubblica Dominicana;M;1
2020-2021;Area Musicale/Coreutica;NORD AMERICA;Saint Kitts e Nevis;M;1
2020-2021;Area Musicale/Coreutica;NORD AMERICA;Stati Uniti di America;F;6
2020-2021;Area Musicale/Coreutica;NORD AMERICA;Stati Uniti di America;M;7
2020-2021;Area Musicale/Coreutica;OCEANIA;Australia;F;1
2020-2021;Area Musicale/Coreutica;OCEANIA;Nuova Zelanda;F;1
2020-2021;Area Musicale/Coreutica;OCEANIA;Nuova Zelanda;M;1
2020-2021;Area Musicale/Coreutica;SUD AMERICA;Argentina;F;8
2020-2021;Area Musicale/Coreutica;SUD AMERICA;Argentina;M;3
2020-2021;Area Musicale/Coreutica;SUD AMERICA;Bolivia;F;4
2020-2021;Area Musicale/Coreutica;SUD AMERICA;Brasile;F;17
2020-2021;Area Musicale/Coreutica;SUD AMERICA;Brasile;M;24
2020-2021;Area Musicale/Coreutica;SUD AMERICA;Cile;F;4
2020-2021;Area Musicale/Coreutica;SUD AMERICA;Cile;M;8
2020-2021;Area Musicale/Coreutica;SUD AMERICA;Colombia;M;4
2020-2021;Area Musicale/Coreutica;SUD AMERICA;Colombia;F;5
2020-2021;Area Musicale/Coreutica;SUD AMERICA;Ecuador;M;3
2020-2021;Area Musicale/Coreutica;SUD AMERICA;Paraguay;F;2
2020-2021;Area Musicale/Coreutica;SUD AMERICA;Perù;F;1
2020-2021;Area Musicale/Coreutica;SUD AMERICA;Perù;M;10
2020-2021;Area Musicale/Coreutica;SUD AMERICA;Uruguay;F;1
2020-2021;Area Musicale/Coreutica;SUD AMERICA;Uruguay;M;1
2020-2021;Area Musicale/Coreutica;SUD AMERICA;Venezuela;M;17
2020-2021;Area Musicale/Coreutica;SUD AMERICA;Venezuela;F;7
