ANNO_ACCADEMICO;COD_Ateneo;NOME_ATENEO;CODICE_CLASSE;DESCRIZIONE_CLASSE;CONTRIBUZIONE_LAUREA;CONTRIBUZIONE_DOTTORATO;CONTRIBUZIONE_SPECIALIZZAZIONE;CONTRIBUZIONE_MASTER
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";01 ;da 0,01 a 100,00 (esclusi esoneri);3;0;0;4
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";02 ;da 100,01 a 200,00;4;0;0;8
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";03 ;da 200,01 a 300,00;10;0;0;39
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";04 ;da 300,01 a 400,00;5;0;0;17
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";05 ;da 400,01 a 500,00;250;0;0;1319
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";06 ;da 500,01 a 600,00;3;0;0;416
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";07 ;da 600,01 a 700,00;8;0;0;169
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";08 ;da 700,01 a 800,00;20;0;0;324
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";09 ;da 800,01 a 900,00;47;0;0;69
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";10 ;da 900,01 a 1.000,00;869;0;0;265
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";11a;da 1.000,01 a 1.100,00;12;0;0;879
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";11b;da 1.100,01 a 1.200,00;280;0;0;966
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";11c;da 1.200,01 a 1.300,00;48;2;0;1112
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";11d;da 1.300,01 a 1.400,00;38;0;0;361
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";11e;da 1.400,01 a 1.500,00;659;0;0;5631
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";12a;da 1.500,01 a 1.600,00;1466;0;0;191
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";12b;da 1.600,01 a 1.700,00;171;0;0;297
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";12c;da 1.700,01 a 1.800,00;82;0;0;43
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";12d;da 1.800,01 a 1.900,00;150;0;0;62
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";12e;da 1.900,01 a 2.000,00;731;0;0;44
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";13 ;da 2.000,01 a 2.500,00;14078;39;0;157
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";14 ;da 2.500,01 a 3.000,00;4423;0;0;327
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";15 ;da 3.000,01 a 3.500,00;2406;0;0;46
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";16 ;da 3.500,01 a 4.000,00;7595;0;0;156
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";17 ;da 4.000,01 a 4.500,00;807;0;0;9
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";18 ;da 4.500,01 a 5.000,00;124;0;0;63
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";19 ;da 5.000,01 a 6.000,00;747;0;0;1
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";20 ;da 6.000,01 a 8.000,00;2056;0;0;21
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";21a;da 8.000,01 a 10.000,00;364;0;0;1
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";21b;oltre 10.000,00;578;0;0;6
2023-2024;01501;Milano - Università degli studi;00 ;contribuzione non prevista (esclusi esoneri);0;0;6;0
2023-2024;01501;Milano - Università degli studi;00a;contribuzione finanziata da enti esterni;0;23;0;0
2023-2024;01501;Milano - Università degli studi;01 ;da 0,01 a 100,00 (esclusi esoneri);480;0;0;8
2023-2024;01501;Milano - Università degli studi;02 ;da 100,01 a 200,00;4801;0;0;0
2023-2024;01501;Milano - Università degli studi;03 ;da 200,01 a 300,00;2531;0;0;14
2023-2024;01501;Milano - Università degli studi;04 ;da 300,01 a 400,00;2716;0;0;0
2023-2024;01501;Milano - Università degli studi;05 ;da 400,01 a 500,00;1715;0;3;1
2023-2024;01501;Milano - Università degli studi;06 ;da 500,01 a 600,00;1622;0;0;0
2023-2024;01501;Milano - Università degli studi;07 ;da 600,01 a 700,00;1160;0;0;0
2023-2024;01501;Milano - Università degli studi;08 ;da 700,01 a 800,00;986;0;0;0
2023-2024;01501;Milano - Università degli studi;09 ;da 800,01 a 900,00;1110;0;0;0
2023-2024;01501;Milano - Università degli studi;10 ;da 900,01 a 1.000,00;644;0;0;0
2023-2024;01501;Milano - Università degli studi;11a;da 1.000,01 a 1.100,00;614;0;0;0
2023-2024;01501;Milano - Università degli studi;11b;da 1.100,01 a 1.200,00;488;0;0;0
2023-2024;01501;Milano - Università degli studi;11c;da 1.200,01 a 1.300,00;493;0;0;0
2023-2024;01501;Milano - Università degli studi;11d;da 1.300,01 a 1.400,00;577;0;0;0
2023-2024;01501;Milano - Università degli studi;11e;da 1.400,01 a 1.500,00;403;0;30;2
2023-2024;01501;Milano - Università degli studi;12a;da 1.500,01 a 1.600,00;623;0;0;3
2023-2024;01501;Milano - Università degli studi;12b;da 1.600,01 a 1.700,00;389;0;0;0
2023-2024;01501;Milano - Università degli studi;12c;da 1.700,01 a 1.800,00;350;0;340;0
2023-2024;01501;Milano - Università degli studi;12d;da 1.800,01 a 1.900,00;349;0;0;0
2023-2024;01501;Milano - Università degli studi;12e;da 1.900,01 a 2.000,00;553;0;0;0
2023-2024;01501;Milano - Università degli studi;13 ;da 2.000,01 a 2.500,00;1335;0;3338;46
2023-2024;01501;Milano - Università degli studi;14 ;da 2.500,01 a 3.000,00;2255;0;0;26
2023-2024;01501;Milano - Università degli studi;15 ;da 3.000,01 a 3.500,00;6332;0;0;53
2023-2024;01501;Milano - Università degli studi;16 ;da 3.500,01 a 4.000,00;5675;0;0;59
2023-2024;01501;Milano - Università degli studi;17 ;da 4.000,01 a 4.500,00;72;0;0;9
2023-2024;01501;Milano - Università degli studi;18 ;da 4.500,01 a 5.000,00;721;0;0;39
2023-2024;01501;Milano - Università degli studi;19 ;da 5.000,01 a 6.000,00;852;0;0;48
2023-2024;01501;Milano - Università degli studi;20 ;da 6.000,01 a 8.000,00;0;0;0;44
2023-2024;01501;Milano - Università degli studi;21a;da 8.000,01 a 10.000,00;0;0;0;0
2023-2024;01501;Milano - Università degli studi;21b;oltre 10.000,00;1;0;0;0
2023-2024;01502;Milano - Politecnico;00 ;contribuzione non prevista (esclusi esoneri);0;0;0;26
2023-2024;01502;Milano - Politecnico;00a;contribuzione finanziata da enti esterni;0;222;0;0
2023-2024;01502;Milano - Politecnico;01 ;da 0,01 a 100,00 (esclusi esoneri);956;0;19;0
2023-2024;01502;Milano - Politecnico;02 ;da 100,01 a 200,00;548;0;0;0
2023-2024;01502;Milano - Politecnico;03 ;da 200,01 a 300,00;416;0;0;0
2023-2024;01502;Milano - Politecnico;04 ;da 300,01 a 400,00;592;0;0;0
2023-2024;01502;Milano - Politecnico;05 ;da 400,01 a 500,00;870;0;0;0
2023-2024;01502;Milano - Politecnico;06 ;da 500,01 a 600,00;464;0;0;0
2023-2024;01502;Milano - Politecnico;07 ;da 600,01 a 700,00;289;0;0;0
2023-2024;01502;Milano - Politecnico;08 ;da 700,01 a 800,00;1085;0;0;0
2023-2024;01502;Milano - Politecnico;09 ;da 800,01 a 900,00;689;0;0;0
2023-2024;01502;Milano - Politecnico;10 ;da 900,01 a 1.000,00;840;0;0;0
2023-2024;01502;Milano - Politecnico;11a;da 1.000,01 a 1.100,00;590;0;0;0
2023-2024;01502;Milano - Politecnico;11b;da 1.100,01 a 1.200,00;124;0;0;0
2023-2024;01502;Milano - Politecnico;11c;da 1.200,01 a 1.300,00;368;0;0;0
2023-2024;01502;Milano - Politecnico;11d;da 1.300,01 a 1.400,00;439;0;0;0
2023-2024;01502;Milano - Politecnico;11e;da 1.400,01 a 1.500,00;435;0;0;33
2023-2024;01502;Milano - Politecnico;12a;da 1.500,01 a 1.600,00;383;0;0;0
2023-2024;01502;Milano - Politecnico;12b;da 1.600,01 a 1.700,00;8;0;0;0
2023-2024;01502;Milano - Politecnico;12c;da 1.700,01 a 1.800,00;2803;0;0;0
2023-2024;01502;Milano - Politecnico;12d;da 1.800,01 a 1.900,00;2251;0;0;0
2023-2024;01502;Milano - Politecnico;12e;da 1.900,01 a 2.000,00;50;0;0;0
2023-2024;01502;Milano - Politecnico;13 ;da 2.000,01 a 2.500,00;5976;0;0;0
2023-2024;01502;Milano - Politecnico;14 ;da 2.500,01 a 3.000,00;2649;0;0;0
2023-2024;01502;Milano - Politecnico;15 ;da 3.000,01 a 3.500,00;1697;0;0;211
2023-2024;01502;Milano - Politecnico;16 ;da 3.500,01 a 4.000,00;12151;0;0;0
2023-2024;01502;Milano - Politecnico;17 ;da 4.000,01 a 4.500,00;105;0;0;29
2023-2024;01502;Milano - Politecnico;18 ;da 4.500,01 a 5.000,00;858;0;0;16
2023-2024;01502;Milano - Politecnico;19 ;da 5.000,01 a 6.000,00;32;0;0;54
2023-2024;01502;Milano - Politecnico;20 ;da 6.000,01 a 8.000,00;2;0;0;86
2023-2024;01502;Milano - Politecnico;21a;da 8.000,01 a 10.000,00;0;0;0;271
2023-2024;01502;Milano - Politecnico;21b;oltre 10.000,00;0;0;0;1211
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";00 ;contribuzione non prevista (esclusi esoneri);0;0;0;265
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";00a;contribuzione finanziata da enti esterni;0;2;0;58
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";01 ;da 0,01 a 100,00 (esclusi esoneri);0;0;0;0
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";02 ;da 100,01 a 200,00;0;0;0;0
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";03 ;da 200,01 a 300,00;0;0;0;0
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";04 ;da 300,01 a 400,00;3;0;0;0
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";05 ;da 400,01 a 500,00;0;0;0;0
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";06 ;da 500,01 a 600,00;0;0;0;0
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";07 ;da 600,01 a 700,00;0;0;0;0
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";08 ;da 700,01 a 800,00;0;0;0;0
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";09 ;da 800,01 a 900,00;0;0;0;0
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";10 ;da 900,01 a 1.000,00;0;0;0;0
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";11a;da 1.000,01 a 1.100,00;2;0;0;0
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";11b;da 1.100,01 a 1.200,00;0;0;0;0
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";11c;da 1.200,01 a 1.300,00;0;0;0;0
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";11d;da 1.300,01 a 1.400,00;0;0;0;0
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";11e;da 1.400,01 a 1.500,00;0;0;0;0
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";12a;da 1.500,01 a 1.600,00;0;0;0;1
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";12b;da 1.600,01 a 1.700,00;0;0;0;0
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";12c;da 1.700,01 a 1.800,00;0;0;0;0
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";12d;da 1.800,01 a 1.900,00;4;0;0;0
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";12e;da 1.900,01 a 2.000,00;0;0;0;0
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";13 ;da 2.000,01 a 2.500,00;11;0;0;4
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";14 ;da 2.500,01 a 3.000,00;2;0;0;0
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";15 ;da 3.000,01 a 3.500,00;0;0;0;0
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";16 ;da 3.500,01 a 4.000,00;7;0;0;10
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";17 ;da 4.000,01 a 4.500,00;0;0;0;2
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";18 ;da 4.500,01 a 5.000,00;6;1;0;0
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";19 ;da 5.000,01 a 6.000,00;497;0;0;17
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";20 ;da 6.000,01 a 8.000,00;309;0;0;38
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";21a;da 8.000,01 a 10.000,00;403;1;0;40
2023-2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";21b;oltre 10.000,00;10584;0;0;906
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";00 ;contribuzione non prevista (esclusi esoneri);0;4;1;4
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";00a;contribuzione finanziata da enti esterni;0;0;0;243
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";01 ;da 0,01 a 100,00 (esclusi esoneri);0;0;1;0
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";02 ;da 100,01 a 200,00;6;0;0;0
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";03 ;da 200,01 a 300,00;0;0;0;2
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";04 ;da 300,01 a 400,00;0;0;0;3
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";05 ;da 400,01 a 500,00;0;0;0;11
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";06 ;da 500,01 a 600,00;2;0;0;0
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";07 ;da 600,01 a 700,00;0;0;0;2
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";08 ;da 700,01 a 800,00;0;0;0;90
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";09 ;da 800,01 a 900,00;0;2;0;8
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";10 ;da 900,01 a 1.000,00;0;0;0;11
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";11a;da 1.000,01 a 1.100,00;1;0;0;5
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";11b;da 1.100,01 a 1.200,00;0;0;0;31
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";11c;da 1.200,01 a 1.300,00;2;0;0;4
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";11d;da 1.300,01 a 1.400,00;347;766;0;26
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";11e;da 1.400,01 a 1.500,00;6;10;0;1
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";12a;da 1.500,01 a 1.600,00;7;0;0;4
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";12b;da 1.600,01 a 1.700,00;8;0;0;25
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";12c;da 1.700,01 a 1.800,00;5;0;2;18
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";12d;da 1.800,01 a 1.900,00;4;0;0;133
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";12e;da 1.900,01 a 2.000,00;379;0;0;0
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";13 ;da 2.000,01 a 2.500,00;1003;0;133;389
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";14 ;da 2.500,01 a 3.000,00;68;0;68;434
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";15 ;da 3.000,01 a 3.500,00;1839;0;1308;289
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";16 ;da 3.500,01 a 4.000,00;3515;0;38;112
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";17 ;da 4.000,01 a 4.500,00;1356;0;60;82
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";18 ;da 4.500,01 a 5.000,00;1601;0;0;162
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";19 ;da 5.000,01 a 6.000,00;4491;0;0;150
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";20 ;da 6.000,01 a 8.000,00;9628;0;0;430
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";21a;da 8.000,01 a 10.000,00;12346;0;0;460
2023-2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";21b;oltre 10.000,00;1861;0;0;160
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);00 ;contribuzione non prevista (esclusi esoneri);0;0;0;1
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);00a;contribuzione finanziata da enti esterni;0;0;0;35
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);01 ;da 0,01 a 100,00 (esclusi esoneri);0;0;0;0
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);02 ;da 100,01 a 200,00;1;0;0;0
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);03 ;da 200,01 a 300,00;0;0;0;0
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);04 ;da 300,01 a 400,00;1;0;0;103
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);05 ;da 400,01 a 500,00;0;0;0;1
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);06 ;da 500,01 a 600,00;0;0;0;0
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);07 ;da 600,01 a 700,00;0;0;0;0
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);08 ;da 700,01 a 800,00;0;0;0;0
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);09 ;da 800,01 a 900,00;0;0;0;8
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);10 ;da 900,01 a 1.000,00;1;0;0;0
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);11a;da 1.000,01 a 1.100,00;0;0;0;0
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);11b;da 1.100,01 a 1.200,00;0;0;0;0
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);11c;da 1.200,01 a 1.300,00;0;0;0;0
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);11d;da 1.300,01 a 1.400,00;0;0;0;0
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);11e;da 1.400,01 a 1.500,00;0;0;0;0
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);12a;da 1.500,01 a 1.600,00;0;2;0;0
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);12b;da 1.600,01 a 1.700,00;4;5;0;0
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);12c;da 1.700,01 a 1.800,00;170;0;0;0
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);12d;da 1.800,01 a 1.900,00;5;0;0;2
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);12e;da 1.900,01 a 2.000,00;0;0;0;0
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);13 ;da 2.000,01 a 2.500,00;66;0;0;0
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);14 ;da 2.500,01 a 3.000,00;22;0;0;2
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);15 ;da 3.000,01 a 3.500,00;524;0;0;2
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);16 ;da 3.500,01 a 4.000,00;510;0;0;1
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);17 ;da 4.000,01 a 4.500,00;80;0;0;0
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);18 ;da 4.500,01 a 5.000,00;597;0;0;1
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);19 ;da 5.000,01 a 6.000,00;136;0;0;1
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);20 ;da 6.000,01 a 8.000,00;1285;0;0;29
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);21a;da 8.000,01 a 10.000,00;3794;0;0;55
2023-2024;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);21b;oltre 10.000,00;7;0;0;222
2023-2024;01508;Milano - Università Vita-Salute San Raffaele;00 ;contribuzione non prevista (esclusi esoneri);0;1;0;5
2023-2024;01508;Milano - Università Vita-Salute San Raffaele;00a;contribuzione finanziata da enti esterni;0;0;0;0
2023-2024;01508;Milano - Università Vita-Salute San Raffaele;01 ;da 0,01 a 100,00 (esclusi esoneri);0;0;0;0
2023-2024;01508;Milano - Università Vita-Salute San Raffaele;02 ;da 100,01 a 200,00;0;0;0;0
2023-2024;01508;Milano - Università Vita-Salute San Raffaele;03 ;da 200,01 a 300,00;0;0;0;0
2023-2024;01508;Milano - Università Vita-Salute San Raffaele;04 ;da 300,01 a 400,00;0;0;0;0
2023-2024;01508;Milano - Università Vita-Salute San Raffaele;05 ;da 400,01 a 500,00;2;0;0;0
2023-2024;01508;Milano - Università Vita-Salute San Raffaele;06 ;da 500,01 a 600,00;0;0;0;0
2023-2024;01508;Milano - Università Vita-Salute San Raffaele;07 ;da 600,01 a 700,00;0;0;0;0
2023-2024;01508;Milano - Università Vita-Salute San Raffaele;08 ;da 700,01 a 800,00;1;0;0;0
2023-2024;01508;Milano - Università Vita-Salute San Raffaele;09 ;da 800,01 a 900,00;1;0;0;0
2023-2024;01508;Milano - Università Vita-Salute San Raffaele;10 ;da 900,01 a 1.000,00;0;0;0;0
2023-2024;01508;Milano - Università Vita-Salute San Raffaele;11a;da 1.000,01 a 1.100,00;0;0;0;0
2023-2024;01508;Milano - Università Vita-Salute San Raffaele;11b;da 1.100,01 a 1.200,00;27;0;0;0
2023-2024;01508;Milano - Università Vita-Salute San Raffaele;11c;da 1.200,01 a 1.300,00;0;0;0;0
2023-2024;01508;Milano - Università Vita-Salute San Raffaele;11d;da 1.300,01 a 1.400,00;0;0;0;0
2023-2024;01508;Milano - Università Vita-Salute San Raffaele;11e;da 1.400,01 a 1.500,00;15;164;0;0
2023-2024;01508;Milano - Università Vita-Salute San Raffaele;12a;da 1.500,01 a 1.600,00;0;0;0;0
2023-2024;01508;Milano - Università Vita-Salute San Raffaele;12b;da 1.600,01 a 1.700,00;2;0;0;0
