ANNO_ACCADEMICO;COD_ATENEO;NOME_ATENEO;CODICE_ESONERO_TOTALE;DESCRIZIONE_ESONERO_TOTALE;ESONERO_TOTALE_LAUREA;ESONERO_TOTALE_DOTTORATO;ESONERO_TOTALE_SPECIALIZZAZIONE;ESONERO_TOTALE_MASTER
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";15 ;Altre tipologie non comprese nelle precedenti voci;3;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;0;;
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;0;;
2023-2024;06301;"Napoli - Università degli studi ""Federico II""";01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);8065;0;0;
2023-2024;06301;"Napoli - Università degli studi ""Federico II""";02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;06301;"Napoli - Università degli studi ""Federico II""";03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);1103;0;0;
2023-2024;06301;"Napoli - Università degli studi ""Federico II""";15 ;Altre tipologie non comprese nelle precedenti voci;1078;1301;1;17
2023-2024;06301;"Napoli - Università degli studi ""Federico II""";16 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Beneficiari di borsa di studio d.lgs. 68/12;7232;;;
2023-2024;06301;"Napoli - Università degli studi ""Federico II""";17 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;06301;"Napoli - Università degli studi ""Federico II""";18 ;Studenti con requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi);14001;;;
2023-2024;06301;"Napoli - Università degli studi ""Federico II""";19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;06301;"Napoli - Università degli studi ""Federico II""";20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;0;;
2023-2024;06301;"Napoli - Università degli studi ""Federico II""";21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;0;;
2023-2024;06301;"Napoli - Università degli studi ""Federico II""";22 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Beneficiari di borsa di studio d.lgs. 68/12;245;;;
2023-2024;06301;"Napoli - Università degli studi ""Federico II""";23 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;06301;"Napoli - Università degli studi ""Federico II""";24 ;Studenti con requisiti per ulteriore agevolazione tasse (normativa vigente);4362;;;
2023-2024;06302;"Napoli - Università degli studi ""Parthenope""";01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);19;0;0;
2023-2024;06302;"Napoli - Università degli studi ""Parthenope""";02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;06302;"Napoli - Università degli studi ""Parthenope""";03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);60;0;0;
2023-2024;06302;"Napoli - Università degli studi ""Parthenope""";15 ;Altre tipologie non comprese nelle precedenti voci;76;0;0;166
2023-2024;06302;"Napoli - Università degli studi ""Parthenope""";16 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Beneficiari di borsa di studio d.lgs. 68/12;3863;;;
2023-2024;06302;"Napoli - Università degli studi ""Parthenope""";17 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;06302;"Napoli - Università degli studi ""Parthenope""";18 ;Studenti con requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi);2849;;;
2023-2024;06302;"Napoli - Università degli studi ""Parthenope""";19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;06302;"Napoli - Università degli studi ""Parthenope""";20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;257;;
2023-2024;06302;"Napoli - Università degli studi ""Parthenope""";21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;14;;
2023-2024;06302;"Napoli - Università degli studi ""Parthenope""";22 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Beneficiari di borsa di studio d.lgs. 68/12;168;;;
2023-2024;06302;"Napoli - Università degli studi ""Parthenope""";23 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;06302;"Napoli - Università degli studi ""Parthenope""";24 ;Studenti con requisiti per ulteriore agevolazione tasse (normativa vigente);762;;;
2023-2024;06303;"Napoli - Università degli studi ""L' Orientale""";01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);113;0;0;
2023-2024;06303;"Napoli - Università degli studi ""L' Orientale""";02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;06303;"Napoli - Università degli studi ""L' Orientale""";03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);88;0;0;
2023-2024;06303;"Napoli - Università degli studi ""L' Orientale""";15 ;Altre tipologie non comprese nelle precedenti voci;0;0;0;0
2023-2024;06303;"Napoli - Università degli studi ""L' Orientale""";16 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Beneficiari di borsa di studio d.lgs. 68/12;2084;;;
2023-2024;06303;"Napoli - Università degli studi ""L' Orientale""";17 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;06303;"Napoli - Università degli studi ""L' Orientale""";18 ;Studenti con requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi);1843;;;
2023-2024;06303;"Napoli - Università degli studi ""L' Orientale""";19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);4;0;0;0
2023-2024;06303;"Napoli - Università degli studi ""L' Orientale""";20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;108;;
2023-2024;06303;"Napoli - Università degli studi ""L' Orientale""";21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;17;;
2023-2024;06303;"Napoli - Università degli studi ""L' Orientale""";22 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Beneficiari di borsa di studio d.lgs. 68/12;0;;;
2023-2024;06303;"Napoli - Università degli studi ""L' Orientale""";23 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;06303;"Napoli - Università degli studi ""L' Orientale""";24 ;Studenti con requisiti per ulteriore agevolazione tasse (normativa vigente);9;;;
2023-2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);2463;0;0;
2023-2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);225;0;0;
2023-2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";15 ;Altre tipologie non comprese nelle precedenti voci;5;2;0;13
2023-2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;28;;
2023-2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;1;;
2023-2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);228;0;0;
2023-2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);193;0;0;
2023-2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";15 ;Altre tipologie non comprese nelle precedenti voci;35;0;4;37
2023-2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";16 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Beneficiari di borsa di studio d.lgs. 68/12;4222;;;
2023-2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";17 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";18 ;Studenti con requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi);4220;;;
2023-2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;840;;
2023-2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;163;;
2023-2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";22 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Beneficiari di borsa di studio d.lgs. 68/12;255;;;
2023-2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";23 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";24 ;Studenti con requisiti per ulteriore agevolazione tasse (normativa vigente);4363;;;
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";15 ;Altre tipologie non comprese nelle precedenti voci;2890;0;0;0
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;0;;
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;0;;
2023-2024;06308;Napoli - Scuola Superiore Meridionale;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;06308;Napoli - Scuola Superiore Meridionale;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;06308;Napoli - Scuola Superiore Meridionale;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;06308;Napoli - Scuola Superiore Meridionale;15 ;Altre tipologie non comprese nelle precedenti voci;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;85;;
2023-2024;06308;Napoli - Scuola Superiore Meridionale;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;0;;
2023-2024;06501;Salerno - Università degli studi;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);160;5;0;
2023-2024;06501;Salerno - Università degli studi;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;06501;Salerno - Università degli studi;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);280;0;0;
2023-2024;06501;Salerno - Università degli studi;15 ;Altre tipologie non comprese nelle precedenti voci;26;0;4;37
2023-2024;06501;Salerno - Università degli studi;16 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Beneficiari di borsa di studio d.lgs. 68/12;7991;;;
2023-2024;06501;Salerno - Università degli studi;17 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;06501;Salerno - Università degli studi;18 ;Studenti con requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi);4923;;;
2023-2024;06501;Salerno - Università degli studi;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;06501;Salerno - Università degli studi;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;623;;
2023-2024;06501;Salerno - Università degli studi;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;111;;
2023-2024;06501;Salerno - Università degli studi;22 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Beneficiari di borsa di studio d.lgs. 68/12;511;;;
2023-2024;06501;Salerno - Università degli studi;23 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;06501;Salerno - Università degli studi;24 ;Studenti con requisiti per ulteriore agevolazione tasse (normativa vigente);2410;;;
2023-2024;06601;L'Aquila - Università degli studi;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;06601;L'Aquila - Università degli studi;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;06601;L'Aquila - Università degli studi;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);154;0;0;
2023-2024;06601;L'Aquila - Università degli studi;15 ;Altre tipologie non comprese nelle precedenti voci;358;0;8;8
2023-2024;06601;L'Aquila - Università degli studi;16 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Beneficiari di borsa di studio d.lgs. 68/12;1518;;;
2023-2024;06601;L'Aquila - Università degli studi;17 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;06601;L'Aquila - Università degli studi;18 ;Studenti con requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi);1984;;;
2023-2024;06601;L'Aquila - Università degli studi;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;N
2023-2024;06601;L'Aquila - Università degli studi;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;280;;
2023-2024;06601;L'Aquila - Università degli studi;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;72;;
2023-2024;06601;L'Aquila - Università degli studi;22 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Beneficiari di borsa di studio d.lgs. 68/12;1;;;
2023-2024;06601;L'Aquila - Università degli studi;23 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;06601;L'Aquila - Università degli studi;24 ;Studenti con requisiti per ulteriore agevolazione tasse (normativa vigente);347;;;
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;15 ;Altre tipologie non comprese nelle precedenti voci;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;145;;
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;0;;
2023-2024;06701;Teramo - Università degli studi;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);26;0;6;
2023-2024;06701;Teramo - Università degli studi;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);2;0;0;
2023-2024;06701;Teramo - Università degli studi;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);75;0;5;
2023-2024;06701;Teramo - Università degli studi;15 ;Altre tipologie non comprese nelle precedenti voci;119;0;0;0
2023-2024;06701;Teramo - Università degli studi;16 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Beneficiari di borsa di studio d.lgs. 68/12;537;;;
2023-2024;06701;Teramo - Università degli studi;17 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Idoneità per borsa di studio d.lgs. 68/12;1;;;
2023-2024;06701;Teramo - Università degli studi;18 ;Studenti con requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi);863;;;
2023-2024;06701;Teramo - Università degli studi;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);92;0;0;30
2023-2024;06701;Teramo - Università degli studi;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;131;;
2023-2024;06701;Teramo - Università degli studi;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;20;;
2023-2024;06701;Teramo - Università degli studi;22 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Beneficiari di borsa di studio d.lgs. 68/12;31;;;
2023-2024;06701;Teramo - Università degli studi;23 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;06701;Teramo - Università degli studi;24 ;Studenti con requisiti per ulteriore agevolazione tasse (normativa vigente);56;;;
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);50;0;0;
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);227;0;0;
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;15 ;Altre tipologie non comprese nelle precedenti voci;503;0;38;7
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;16 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Beneficiari di borsa di studio d.lgs. 68/12;3344;;;
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;17 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;18 ;Studenti con requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi);4113;;;
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;393;;
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;23;;
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;22 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Beneficiari di borsa di studio d.lgs. 68/12;196;;;
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;23 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;24 ;Studenti con requisiti per ulteriore agevolazione tasse (normativa vigente);837;;;
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);4;0;0;
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";15 ;Altre tipologie non comprese nelle precedenti voci;0;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;0;;
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;0;;
2023-2024;07001;Campobasso - Università degli studi del Molise;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);53;0;0;
2023-2024;07001;Campobasso - Università degli studi del Molise;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);24;0;0;
2023-2024;07001;Campobasso - Università degli studi del Molise;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);91;0;0;
2023-2024;07001;Campobasso - Università degli studi del Molise;15 ;Altre tipologie non comprese nelle precedenti voci;3;2;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;16 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Beneficiari di borsa di studio d.lgs. 68/12;596;;;
2023-2024;07001;Campobasso - Università degli studi del Molise;17 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Idoneità per borsa di studio d.lgs. 68/12;386;;;
2023-2024;07001;Campobasso - Università degli studi del Molise;18 ;Studenti con requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi);1397;;;
2023-2024;07001;Campobasso - Università degli studi del Molise;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;0;;
2023-2024;07001;Campobasso - Università degli studi del Molise;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;25;;
2023-2024;07001;Campobasso - Università degli studi del Molise;22 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Beneficiari di borsa di studio d.lgs. 68/12;0;;;
2023-2024;07001;Campobasso - Università degli studi del Molise;23 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;07001;Campobasso - Università degli studi del Molise;24 ;Studenti con requisiti per ulteriore agevolazione tasse (normativa vigente);207;;;
2023-2024;07101;Foggia - Università degli studi;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);24;0;0;
2023-2024;07101;Foggia - Università degli studi;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;07101;Foggia - Università degli studi;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);178;0;0;
2023-2024;07101;Foggia - Università degli studi;15 ;Altre tipologie non comprese nelle precedenti voci;46;15;0;0
2023-2024;07101;Foggia - Università degli studi;16 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Beneficiari di borsa di studio d.lgs. 68/12;14;;;
2023-2024;07101;Foggia - Università degli studi;17 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;07101;Foggia - Università degli studi;18 ;Studenti con requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi);6041;;;
2023-2024;07101;Foggia - Università degli studi;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;07101;Foggia - Università degli studi;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;0;;
2023-2024;07101;Foggia - Università degli studi;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;64;;
2023-2024;07101;Foggia - Università degli studi;22 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Beneficiari di borsa di studio d.lgs. 68/12;24;;;
