ANNO_ACCADEMICO;COD_ATENEO;NOME_ATENEO;CODICE_INTERVENTO;DESCRIZIONE_INTERVENTO;INTERVENTI_LAUREA;INTERVENTI_LAUREA_EXTRA_UE;INTERVENTI_DOTTORATO;INTERVENTI_SPECIALIZZAZIONE;INTERVENTI_MASTER
2023-2024;01201;"Castellanza - Università ""Carlo Cattaneo""";074   ;Interventi a favore di studenti in situazione di disabilità - N. interventi non finanziari;0;0;0;0;0
2023-2024;01201;"Castellanza - Università ""Carlo Cattaneo""";081   ;Attività di collaborazione a tempo parziale - N. collaborazioni;40;1;0;0;0
2023-2024;01201;"Castellanza - Università ""Carlo Cattaneo""";091   ;Posti alloggio e contributi-alloggio - N. domande posti alloggio;251;2;0;0;0
2023-2024;01201;"Castellanza - Università ""Carlo Cattaneo""";092   ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;251;2;0;0;0
2023-2024;01201;"Castellanza - Università ""Carlo Cattaneo""";092c  ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati - di cui assegnati in strutture convenzionate o private;251;2;0;0;0
2023-2024;01201;"Castellanza - Università ""Carlo Cattaneo""";093   ;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0;0;0
2023-2024;01201;"Castellanza - Università ""Carlo Cattaneo""";094   ;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0;0;0
2023-2024;01201;"Castellanza - Università ""Carlo Cattaneo""";101   ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati;0;0;0;0;0
2023-2024;01201;"Castellanza - Università ""Carlo Cattaneo""";101a  ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati - di cui con contributo in conto interesse e/o in conto capitale a carico dell'Ateneo;0;0;0;0;0
2023-2024;01201;"Castellanza - Università ""Carlo Cattaneo""";104   ;Altri interventi di tipo finanziario - N. altri sussidi erogati;98;0;0;0;0
2023-2024;01201;"Castellanza - Università ""Carlo Cattaneo""";111a  ;Borse di studio post-lauream - N. borse finanziate con fondi MIUR;;;6;0;0
2023-2024;01201;"Castellanza - Università ""Carlo Cattaneo""";111b  ;Borse di studio post-lauream - N. borse finanziate da altri Ministeri;;;0;0;0
2023-2024;01201;"Castellanza - Università ""Carlo Cattaneo""";112   ;Borse di studio post-lauream - N. borse finanziate dall'Ateneo con fondi propri;;;11;0;0
2023-2024;01201;"Castellanza - Università ""Carlo Cattaneo""";113   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri Atenei;;;0;0;0
2023-2024;01201;"Castellanza - Università ""Carlo Cattaneo""";114   ;Borse di studio post-lauream - N. borse finanziate con fondi UE;;;4,5;0;0
2023-2024;01201;"Castellanza - Università ""Carlo Cattaneo""";115   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri enti pubblici;;;0,5;0;0
2023-2024;01201;"Castellanza - Università ""Carlo Cattaneo""";116   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con enti privati;;;2;0;0
2023-2024;01202;Varese - Università dell' Insubria;030   ;Borse di studio - N. borse di studio concesse con fondi dell'ATENEO/MIUR;636;18;77;3;0
2023-2024;01202;Varese - Università dell' Insubria;061   ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita);236;14;47;0;0
2023-2024;01202;Varese - Università dell' Insubria;061c  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti SENZA borsa;16;0;2;0;0
2023-2024;01202;Varese - Università dell' Insubria;061m  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti in mobilità extraeuropea;0;0;9;0;0
2023-2024;01202;Varese - Università dell' Insubria;061p  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui dottorandi percettori di borsa che usufruiscono della maggiorazione del 50%;;;44;;
2023-2024;01202;Varese - Università dell' Insubria;063   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata);156;16;0;0;0
2023-2024;01202;Varese - Università dell' Insubria;063c  ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata) - di cui studenti con borsa dell'Ateneo italiano;0;0;0;0;0
2023-2024;01202;Varese - Università dell' Insubria;064   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata)- di cui studenti provenienti da Paesi extraeuropei;0;0;0;0;0
2023-2024;01202;Varese - Università dell' Insubria;073   ;Interventi a favore di studenti in situazione di disabilità - N. contributi finanziari;0;0;0;0;0
2023-2024;01202;Varese - Università dell' Insubria;074   ;Interventi a favore di studenti in situazione di disabilità - N. interventi non finanziari;30;0;0;0;0
2023-2024;01202;Varese - Università dell' Insubria;081   ;Attività di collaborazione a tempo parziale - N. collaborazioni;83;10;0;0;0
2023-2024;01202;Varese - Università dell' Insubria;091   ;Posti alloggio e contributi-alloggio - N. domande posti alloggio;529;220;21;1;0
2023-2024;01202;Varese - Università dell' Insubria;092   ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;135;47;21;1;0
2023-2024;01202;Varese - Università dell' Insubria;092c  ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati - di cui assegnati in strutture convenzionate o private;0;0;0;0;0
2023-2024;01202;Varese - Università dell' Insubria;093   ;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0;0;0
2023-2024;01202;Varese - Università dell' Insubria;094   ;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0;0;0
2023-2024;01202;Varese - Università dell' Insubria;101   ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati;0;0;0;0;0
2023-2024;01202;Varese - Università dell' Insubria;101a  ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati - di cui con contributo in conto interesse e/o in conto capitale a carico dell'Ateneo;0;0;0;0;0
2023-2024;01202;Varese - Università dell' Insubria;104   ;Altri interventi di tipo finanziario - N. altri sussidi erogati;676;12;151;0;0
2023-2024;01202;Varese - Università dell' Insubria;111a  ;Borse di studio post-lauream - N. borse finanziate con fondi MIUR;;;26,5;0;0
2023-2024;01202;Varese - Università dell' Insubria;111b  ;Borse di studio post-lauream - N. borse finanziate da altri Ministeri;;;0;0;0
2023-2024;01202;Varese - Università dell' Insubria;112   ;Borse di studio post-lauream - N. borse finanziate dall'Ateneo con fondi propri;;;140;0;0
2023-2024;01202;Varese - Università dell' Insubria;113   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri Atenei;;;0;0;0
2023-2024;01202;Varese - Università dell' Insubria;114   ;Borse di studio post-lauream - N. borse finanziate con fondi UE;;;27;0;0
2023-2024;01202;Varese - Università dell' Insubria;115   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri enti pubblici;;;7;0;0
2023-2024;01202;Varese - Università dell' Insubria;116   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con enti privati;;;3,5;0;0
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";030   ;Borse di studio - N. borse di studio concesse con fondi dell'ATENEO/MIUR;0;0;0;0;0
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";061   ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita);9;0;6;0;0
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";061c  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti SENZA borsa;9;0;6;0;0
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";061m  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti in mobilità extraeuropea;0;0;1;0;0
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";061p  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui dottorandi percettori di borsa che usufruiscono della maggiorazione del 50%;;;0;;
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";063   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata);0;0;9;0;0
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";063c  ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata) - di cui studenti con borsa dell'Ateneo italiano;0;0;0;0;0
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";064   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata)- di cui studenti provenienti da Paesi extraeuropei;0;0;0;0;0
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";073   ;Interventi a favore di studenti in situazione di disabilità - N. contributi finanziari;0;0;0;0;0
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";074   ;Interventi a favore di studenti in situazione di disabilità - N. interventi non finanziari;0;0;0;0;0
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";081   ;Attività di collaborazione a tempo parziale - N. collaborazioni;0;0;0;0;0
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";091   ;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0;0;0
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";092   ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0;0;0
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";092c  ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati - di cui assegnati in strutture convenzionate o private;0;0;0;0;0
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";093   ;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0;0;0
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";094   ;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0;0;0
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";101   ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati;0;0;0;0;0
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";101a  ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati - di cui con contributo in conto interesse e/o in conto capitale a carico dell'Ateneo;0;0;0;0;0
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";104   ;Altri interventi di tipo finanziario - N. altri sussidi erogati;0;0;0;0;0
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";111a  ;Borse di studio post-lauream - N. borse finanziate con fondi MIUR;;;0;0;0
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";111b  ;Borse di studio post-lauream - N. borse finanziate da altri Ministeri;;;0;0;0
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";112   ;Borse di studio post-lauream - N. borse finanziate dall'Ateneo con fondi propri;;;30;0;0
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";113   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri Atenei;;;0;0;0
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";114   ;Borse di studio post-lauream - N. borse finanziate con fondi UE;;;0;0;0
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";115   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri enti pubblici;;;0;0;0
2023-2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";116   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con enti privati;;;0;0;0
2023-2024;01501;Milano - Università degli studi;030   ;Borse di studio - N. borse di studio concesse con fondi dell'ATENEO/MIUR;1068;9;394;0;0
2023-2024;01501;Milano - Università degli studi;061   ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita);1608;143;1089;140;0
2023-2024;01501;Milano - Università degli studi;061c  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti SENZA borsa;50;27;561;0;0
2023-2024;01501;Milano - Università degli studi;061m  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti in mobilità extraeuropea;61;7;144;0;0
2023-2024;01501;Milano - Università degli studi;061p  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui dottorandi percettori di borsa che usufruiscono della maggiorazione del 50%;;;345;;
2023-2024;01501;Milano - Università degli studi;063   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata);972;163;0;0;0
2023-2024;01501;Milano - Università degli studi;063c  ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata) - di cui studenti con borsa dell'Ateneo italiano;0;0;0;0;0
2023-2024;01501;Milano - Università degli studi;064   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata)- di cui studenti provenienti da Paesi extraeuropei;55;55;0;0;0
2023-2024;01501;Milano - Università degli studi;073   ;Interventi a favore di studenti in situazione di disabilità - N. contributi finanziari;0;0;0;0;0
2023-2024;01501;Milano - Università degli studi;074   ;Interventi a favore di studenti in situazione di disabilità - N. interventi non finanziari;2883;46;3;N;7
2023-2024;01501;Milano - Università degli studi;081   ;Attività di collaborazione a tempo parziale - N. collaborazioni;311;25;0;0;0
2023-2024;01501;Milano - Università degli studi;091   ;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0;0;0
2023-2024;01501;Milano - Università degli studi;092   ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0;0;0
2023-2024;01501;Milano - Università degli studi;092c  ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati - di cui assegnati in strutture convenzionate o private;0;0;0;0;0
2023-2024;01501;Milano - Università degli studi;093   ;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0;0;0
2023-2024;01501;Milano - Università degli studi;094   ;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0;0;0
2023-2024;01501;Milano - Università degli studi;101   ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati;0;0;0;0;0
