Indicator 4,Allowances per type and by ISCED level,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
Teachers,2021/2022,ISCED 1,Performance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance
Teachers,2021/2022,ISCED 24,Performance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance
Teachers,2021/2022,ISCED 34,Performance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance
Teachers,2021/2022,ISCED 02,Students with special educational needs,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Information not available,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Information not available,Non existing allowance,Non existing allowance,Existing allowance,Not applicable at this ISCED level,Not applicable at this ISCED level,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Teachers,2021/2022,ISCED 1,Students with special educational needs,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Teachers,2021/2022,ISCED 24,Students with special educational needs,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Teachers,2021/2022,ISCED 34,Students with special educational needs,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Not applicable at this ISCED level,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Teachers,2021/2022,ISCED 02,Disadavantaged/remote/high cost areas,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Information not available,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Not applicable at this ISCED level,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Not applicable at this ISCED level,Existing allowance,Not applicable at this ISCED level,Non existing allowance
Teachers,2021/2022,ISCED 1,Disadavantaged/remote/high cost areas,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance
Teachers,2021/2022,ISCED 24,Disadavantaged/remote/high cost areas,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance
