REGIONE,PROVINCIA,DESCRIZIONECOMUNE,TIPOPERCORSO,INDIRIZZO,DISCIPLINA
Lombardia,Sondrio,Morbegno,Tecnico,Informatica,Lingua E Letteratura Italiana
Lombardia,Sondrio,Morbegno,Tecnico,Informatica,Diritto Ed Economia
Lombardia,Sondrio,Morbegno,Tecnico,Informatica,Fondamenti Di Progettazione Edilizia E Ambiente
Lombardia,Sondrio,Morbegno,Tecnico,Informatica,Diritto E Legislazione Turistica
Lombardia,Sondrio,Morbegno,Tecnico,Informatica,Lingua E Cultura Straniera (Spagnolo)
Lombardia,Sondrio,Morbegno,Tecnico,Informatica,Chimica
Lombardia,Sondrio,Morbegno,Tecnico,Informatica,Tecnologie Informatiche
Lombardia,Sondrio,Morbegno,Tecnico,Informatica,Telecomunicazioni
Lombardia,Sondrio,Morbegno,Tecnico,Informatica,Sistemi E Reti
Lombardia,Sondrio,Morbegno,Tecnico,Informatica,Economia Aziendale
Lombardia,Sondrio,Morbegno,Tecnico,Informatica,Tecnologie E Tecniche Di Rappresentazione Grafica
Lombardia,Milano,Melegnano,Professionale,Servizi Commerciali,Religione Cattolica/Attivita' Alternativa
Lombardia,Milano,Melegnano,Professionale,Servizi Commerciali,"Scienze Naturali (Biologia, Chimica, Scienze Della Terra)"
Lombardia,Milano,Melegnano,Professionale,Servizi Commerciali,Tecniche Professionali Dei Servizi Commerciali
Lombardia,Milano,Melegnano,Professionale,Servizi Commerciali,Diritto
Lombardia,Milano,Melegnano,Professionale,Servizi Commerciali,Matematica
Lombardia,Milano,Melegnano,Professionale,Servizi Commerciali,Scienze Umane
Lombardia,Milano,Melegnano,Professionale,Servizi Commerciali,Igiene E Cultura Medico-Sanitaria
Lombardia,Milano,Melegnano,Professionale,Servizi Commerciali,Fisica
Lombardia,Milano,Melegnano,Professionale,Servizi Commerciali,Storia
Lombardia,Milano,Melegnano,Professionale,Servizi Commerciali,Scienze Motorie E Sportive
Lombardia,Milano,Melegnano,Professionale,Servizi Commerciali,Metodologie Operative
Lombardia,Milano,Melegnano,Professionale,Servizi Commerciali,Diritto E Legislazione Socio-Sanitaria
Lombardia,Milano,Melegnano,Professionale,Servizi Commerciali,Tecniche Di Comunicazione
Lombardia,Milano,Melegnano,Professionale,Servizi Commerciali,Geografia
Lombardia,Milano,Melegnano,Professionale,Servizi Commerciali,Lingua Inglese
Lombardia,Milano,Melegnano,Professionale,Servizi Commerciali,Lingua E Cultura Straniera (Francese)
Lombardia,Milano,Melegnano,Professionale,Servizi Commerciali,Psicologia Generale Ed Applicata
Lombardia,Milano,Melegnano,Professionale,Servizi Commerciali,Lingua E Letteratura Italiana
Lombardia,Milano,Melegnano,Professionale,Servizi Commerciali,Diritto Ed Economia
Lombardia,Milano,Melegnano,Professionale,Servizi Commerciali,Chimica
Lombardia,Milano,Melegnano,Professionale,Servizi Commerciali,Tecnologie Informatiche
Lombardia,Milano,Melegnano,Professionale,Servizi Commerciali,Economia Aziendale
Lombardia,Milano,Inzago,Professionale,Servizi Commerciali,Religione Cattolica/Attivita' Alternativa
Lombardia,Milano,Inzago,Professionale,Servizi Commerciali,Tecniche Professionali Dei Servizi Commerciali
Lombardia,Milano,Inzago,Professionale,Servizi Commerciali,Diritto
Lombardia,Milano,Inzago,Professionale,Servizi Commerciali,Matematica
Lombardia,Milano,Inzago,Professionale,Servizi Commerciali,Scienze Umane
Lombardia,Milano,Inzago,Professionale,Servizi Commerciali,Storia Dell'Arte
Lombardia,Milano,Inzago,Professionale,Servizi Commerciali,Scienze Integrate (Scienze Della Terra E Biologia)
Lombardia,Milano,Inzago,Professionale,Servizi Commerciali,Storia
Lombardia,Milano,Inzago,Professionale,Servizi Commerciali,Scienze Motorie E Sportive
Lombardia,Milano,Inzago,Professionale,Servizi Commerciali,Metodologie Operative
Lombardia,Milano,Inzago,Professionale,Servizi Commerciali,Diritto E Legislazione Socio-Sanitaria
Lombardia,Milano,Inzago,Professionale,Servizi Commerciali,Tecniche Di Comunicazione
Lombardia,Milano,Inzago,Professionale,Servizi Commerciali,Geografia
Lombardia,Milano,Inzago,Professionale,Servizi Commerciali,Lingua Inglese
Lombardia,Milano,Inzago,Professionale,Servizi Commerciali,Anatomia Fisiologia Igiene
Lombardia,Milano,Inzago,Professionale,Servizi Commerciali,Lingua E Cultura Straniera (Francese)
Lombardia,Milano,Inzago,Professionale,Servizi Commerciali,Lingua E Letteratura Italiana
Lombardia,Milano,Inzago,Professionale,Servizi Commerciali,Psicologia Generale Ed Applicata
Lombardia,Milano,Inzago,Professionale,Servizi Commerciali,Diritto Ed Economia
Lombardia,Milano,Inzago,Professionale,Servizi Commerciali,Lingua E Cultura Straniera (Spagnolo)
Lombardia,Milano,Inzago,Professionale,Servizi Commerciali,Tecnica Amministrativa Ed Economia Sociale
Lombardia,Milano,Inzago,Professionale,Servizi Commerciali,Tecnologie Informatiche
Lombardia,Milano,Inzago,Professionale,Servizi Commerciali,Economia Aziendale
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Religione Cattolica/Attivita' Alternativa
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,"Scienze Naturali (Biologia, Chimica, Scienze Della Terra)"
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Matematica
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Storia Dell'Arte
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Tecnologie Meccaniche E Applicazioni
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Discipline Progettuali Design
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Fisica
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Chimica Applicata
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Storia Della Moda E Del Costume
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Tecniche Di Distribuzione E Marketing
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,"Ideazione, Progettazione E Industrializzazione Dei Prodotti Moda"
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Tecnologia Del Legno E Falegnameria
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Esercitazioni Di Contattologia
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Tecniche Di Settore
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Esercitazioni Di Laboratorio Di Odontotecnica
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Storia
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Scienze Motorie E Sportive
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Gnatologia
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Scienze E Tecnologie Applicate
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Diritto E Legislazione Socio-Sanitaria
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Geografia
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Lingua Inglese
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Disegno
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Anatomia Fisiologia Igiene
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Rappresentazione E Modellazione Odontotecnica
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Tecnologie Elettrico-Elettroniche E Applicazioni
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Tecnologie Applicate Ai Materiali E Ai Processi Produttivi Tessili - Abbigliamento
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Lingua E Letteratura Italiana
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Diritto Ed Economia
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,"Ottica, Ottica Applicata"
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Laboratori Tecnologici Ed Esercitazioni
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Chimica
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Tecnologie Informatiche
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Scienze Dei Materiali Dentali
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Tecnologie E Tecniche Di Installazione E Di Manutenzione
Lombardia,Brescia,Brescia,Professionale,Industria E Artigianato Per Il Made In Italy,Tecnologie E Tecniche Di Rappresentazione Grafica
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Tecnologie E Progettazione Di Sistemi Informatici E Di Telecomunicazioni
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Religione Cattolica/Attivita' Alternativa
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,"Scienze Naturali (Biologia, Chimica, Scienze Della Terra)"
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,"Gestione Progetto, Organizzazione D'Impresa"
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Diritto
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Matematica
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Storia Dell'Arte
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Chimica Organica E Biochimica
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Tecnologie Chimiche Industriali
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Tecnologie E Progettazione Di Sistemi Elettrici Ed Elettronici
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Scienze Integrate (Scienze Della Terra E Biologia)
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,"Igiene, Anatomia, Fisiologia, Patologia"
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Fisica
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Chimica Analitica E Strumentale
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Storia
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Scienze Motorie E Sportive
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Scienze E Tecnologie Applicate
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Geografia
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Lingua Inglese
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Elettrotecnica Ed Elettronica
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Disegno E Storia Dell'Arte
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Informatica
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Fondamenti Di Elettrotecnica Ed Elettronica
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Lingua E Letteratura Italiana
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Sistemi Automatici
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Diritto Ed Economia
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,"Biologia, Microbiologia E Tecnologie Di Controllo Sanitario"
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Filosofia
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Chimica
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Tecnologie Informatiche
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Telecomunicazioni
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Sistemi E Reti
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Storia E Geografia
Lombardia,Lodi,Casalpusterlengo,Liceo,Scientifico - Opzione Scienze Applicate,Tecnologie E Tecniche Di Rappresentazione Grafica
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Religione Cattolica/Attivita' Alternativa
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,"Scienze Naturali (Biologia, Chimica, Scienze Della Terra)"
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Diritto
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,"Progettazione, Costruzioni E Impianti"
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Matematica
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Topografia
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Estimo
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Gestione Del Cantiere E Sicurezza Dell'Ambiente Di Lavoro
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Storia Dell'Arte
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Scienze Integrate (Scienze Della Terra E Biologia)
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Economia Politica
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Fisica
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Ecologia E Pedologia
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Lingua E Cultura Straniera (Tedesco)
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Storia
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Scienze Motorie E Sportive
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Geografia Turistica
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Scienze E Tecnologie Applicate
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Geografia
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Lingua Inglese
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Relazioni Internazionali
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Discipline Turistiche E Aziendali
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Informatica
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Lingua E Letteratura Italiana
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Fondamenti Di Progettazione Edilizia E Ambiente
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Diritto Ed Economia
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Diritto E Legislazione Turistica
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Lingua E Cultura Straniera (Spagnolo)
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Chimica
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Educazione Civica
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Tecnologie Informatiche
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Economia Aziendale
Lombardia,Varese,Gavirate,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Tecnologie E Tecniche Di Rappresentazione Grafica
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,"Scienze Naturali (Biologia, Chimica, Scienze Della Terra)"
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Matematica
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Scienze Umane
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Economia Agraria E Dello Sviluppo Territoriale
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Biotecnologie Agrarie
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Diritto E Tecniche Amministrative Della Struttura Ricettiva
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Igiene E Cultura Medico-Sanitaria
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Agronomia Del Territorio Agrario E Forestale
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Tecniche Di Organizzazione E Gestione Dei Processi Produttivi
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Scienze Integrate (Scienze Della Terra E Biologia)
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Ecologia E Pedologia
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Laboratorio Di Servizi Enogastronomici - Settore Cucina
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Storia
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Scienze Motorie E Sportive
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Metodologie Operative
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Produzioni Vegetali
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Diritto E Legislazione Socio-Sanitaria
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Geografia
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Lingua Inglese
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Agricoltura Sostenibile E Biologica
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Lingua E Letteratura Italiana
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Psicologia Generale Ed Applicata
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Lingua E Cultura Straniera (Francese)
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Diritto Ed Economia
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Laboratori Tecnologici Ed Esercitazioni
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Chimica
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Gestione E Valorizzazione Delle Attività Produttive E Sviluppo Del Territorio E Sociologia Rurale
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Scienza Degli Alimenti
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Laboratorio Di Servizi Di Accoglienza Turistica
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Tecnologie Informatiche
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Laboratorio Enogastronomia  Bar-Sala E Vendita
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Scienza E Cultura Dell'Alimentazione
Lombardia,Lecco,Casatenovo,Professionale,Enogastronomia E Ospitalita' Alberghiera,Tecniche Delle Produzioni Vegetali E Zootecniche
Lombardia,Milano,Trezzo Sull'Adda,Professionale,Servizi Per La Sanita' E L'Assistenza Sociale,Lingua E Cultura Straniera (Francese)
Lombardia,Milano,Trezzo Sull'Adda,Professionale,Servizi Per La Sanita' E L'Assistenza Sociale,Scienze Integrate (Scienze Della Terra E Biologia)
Lombardia,Milano,Trezzo Sull'Adda,Professionale,Servizi Per La Sanita' E L'Assistenza Sociale,Religione Cattolica/Attivita' Alternativa
Lombardia,Milano,Trezzo Sull'Adda,Professionale,Servizi Per La Sanita' E L'Assistenza Sociale,Psicologia Generale Ed Applicata
Lombardia,Milano,Trezzo Sull'Adda,Professionale,Servizi Per La Sanita' E L'Assistenza Sociale,Tecnica Amministrativa Ed Economia Sociale
Lombardia,Milano,Trezzo Sull'Adda,Professionale,Servizi Per La Sanita' E L'Assistenza Sociale,Diritto E Legislazione Socio-Sanitaria
Lombardia,Milano,Trezzo Sull'Adda,Professionale,Servizi Per La Sanita' E L'Assistenza Sociale,Tecnologie Informatiche
