codice_ente,anno,importo_euro,codice_regione,codice_provincia,codice_comune,denominazione,mese
7516207,2025,11501.88,1.0,28.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE L. B. ALBERTI,1
7516223,2024,37637.15,63.0,28.0,N.A.,ISTITUTO COMPRENSIVO LUCA BELLUDI DI PIAZZOLA SUL BRENTA,9
7516223,2025,233422.51,63.0,28.0,N.A.,ISTITUTO COMPRENSIVO LUCA BELLUDI DI PIAZZOLA SUL BRENTA,12
7516245,2024,16154.79,116.0,24.0,N.A.,ISTITUTO COMPRENSIVO VICENZA 2 E 4,9
7516245,2025,292156.08,116.0,24.0,N.A.,ISTITUTO COMPRENSIVO VICENZA 2 E 4,12
7516294,2024,18445.2,116.0,24.0,N.A.,ISTITUTO COMPRENSIVO 6 - 7 DI VICENZA,2
7516294,2025,357984.17,116.0,24.0,N.A.,ISTITUTO COMPRENSIVO 6 - 7 DI VICENZA,12
7516465,2025,226711.55,53.0,82.0,N.A.,ISTITUTO MAGISTRALE STATALE CAMILLO FINOCCHIARO APRILE,7
7516477,2025,252502.87,53.0,82.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE VINCENZO RAGUSA E OTAMA KIYOHARA FILIPPO PARLATORE,6
7516493,2024,8664.54,98.0,24.0,N.A.,ISTITUTO COMPRENSIVO STATALE FRANCESCO MUTTONI,3
7516493,2025,171376.54,98.0,24.0,N.A.,ISTITUTO COMPRENSIVO STATALE FRANCESCO MUTTONI,12
7516506,2024,201227.75,33.0,35.0,N.A.,ISTITUTO SUPERIORE LICEALE MATILDE DI CANOSSA,12
7516506,2025,536878.71,33.0,35.0,N.A.,ISTITUTO SUPERIORE LICEALE MATILDE DI CANOSSA,12
7516511,2025,481737.85000000003,133.0,12.0,N.A.,LICEO SCIENTIFICO G. FERRARIS,10
7516522,2024,45065.1,116.0,24.0,N.A.,ISTITUTO COMPRENSIVO 10 VICENZA,6
7516522,2025,148237.94,116.0,24.0,N.A.,ISTITUTO COMPRENSIVO 10 VICENZA,12
7516547,2024,37308.76,83.0,12.0,N.A.,ISTITUTO COMPRENSIVO PASSERINI DI INDUNO OLONA,8
7516547,2025,185090.98,83.0,12.0,N.A.,ISTITUTO COMPRENSIVO PASSERINI DI INDUNO OLONA,12
7516557,2024,135636.66,38.0,42.0,N.A.,"ISTITUTO COMPRENSIVO """"MATTEO RICCI",9
7516557,2025,116728.43000000001,38.0,42.0,N.A.,"ISTITUTO COMPRENSIVO """"MATTEO RICCI",11
7516561,2024,53391.67,6.0,32.0,N.A.,LICEO STATALE ANTON MARTIN SLOMSEK - LINGUA D'INSEGNAMENTO SLOVENA,3
7516561,2025,148268.78,6.0,32.0,N.A.,LICEO STATALE ANTON MARTIN SLOMSEK - LINGUA D'INSEGNAMENTO SLOVENA,12
7516564,2024,36572.85,38.0,24.0,N.A.,ISTITUTO COMPRENSIVO STATALE RONCALLI DI DUEVILLE,1
7516564,2025,381447.05,38.0,24.0,N.A.,ISTITUTO COMPRENSIVO STATALE RONCALLI DI DUEVILLE,12
7516578,2024,180168.68,133.0,12.0,N.A.,ISTITUTO COMPRENSIVO VARESE 3 VIDOLETTI,12
7516578,2025,138378.99,133.0,12.0,N.A.,ISTITUTO COMPRENSIVO VARESE 3 VIDOLETTI,12
7516619,2024,2934.5299999999997,4.0,24.0,N.A.,ISTITUTO COMPRENSIVO MARCONI DI ALTAVILLA VICENTINA,1
7516619,2025,179225.0,4.0,24.0,N.A.,ISTITUTO COMPRENSIVO MARCONI DI ALTAVILLA VICENTINA,12
7516671,2025,52169.72,6.0,32.0,N.A.,ISTITUTO COMPRENSIVO ITALO SVEVO,3
7516746,2024,31951.4,46.0,12.0,N.A.,ISTITUTO COMPRENSIVO CARDINAL BRANDA CASTIGLIONI,11
7516746,2025,163047.14,46.0,12.0,N.A.,ISTITUTO COMPRENSIVO CARDINAL BRANDA CASTIGLIONI,12
7516750,2024,11089.08,53.0,82.0,N.A.,ISTITUTO COMPRENSIVO I. FLORIO - SAN LORENZO,4
7516750,2025,350795.58999999997,53.0,82.0,N.A.,ISTITUTO COMPRENSIVO I. FLORIO - SAN LORENZO,12
7516757,2024,95614.12,18.0,24.0,N.A.,ISTITUTO COMPRENSIVO DANTE ALIGHIERI DI CALDOGNO,11
7516757,2025,87025.61,18.0,24.0,N.A.,ISTITUTO COMPRENSIVO DANTE ALIGHIERI DI CALDOGNO,12
7516771,2025,135587.41999999998,86.0,26.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE FABIO BESTA,3
7516840,2025,213973.44,159.0,13.0,N.A.,ISTITUTO COMPRENSIVO MOZZATE,7
7516846,2024,45501.94,102.0,24.0,N.A.,ISTITUTO COMPRENSIVO VAL LIONA,9
7516846,2025,187596.45,102.0,24.0,N.A.,ISTITUTO COMPRENSIVO VAL LIONA,12
7516858,2024,74286.09,15.0,23.0,N.A.,ISTITUTO COMPRENSIVO STATALE DI BUSSOLENGO,6
7516858,2025,245951.48,15.0,23.0,N.A.,ISTITUTO COMPRENSIVO STATALE DI BUSSOLENGO,12
7516978,2024,80260.0,75.0,13.0,N.A.,LICEO TERESA CICERI,9
7516978,2025,428284.33,75.0,13.0,N.A.,LICEO TERESA CICERI,12
7517084,2024,23654.13,254.0,13.0,N.A.,ISTITUTO COMPRENSIVO MAGISTRI INTELVESI,9
7517084,2025,206314.95,254.0,13.0,N.A.,ISTITUTO COMPRENSIVO MAGISTRI INTELVESI,12
7517104,2024,10949.53,53.0,82.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE STATALE E. ASCIONE,2
7517104,2025,616684.98,53.0,82.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE STATALE E. ASCIONE,12
7517300,2024,30747.71,1.0,32.0,N.A.,ISTITUTO COMPRENSIVO RAINER MARIA RILKE,7
7517300,2025,129102.01999999999,1.0,32.0,N.A.,ISTITUTO COMPRENSIVO RAINER MARIA RILKE,12
7517387,2024,98273.35,6.0,32.0,N.A.,ISTITUTO COMPRENSIVO VLADIMIR BARTOL,11
7517387,2025,81494.91,6.0,32.0,N.A.,ISTITUTO COMPRENSIVO VLADIMIR BARTOL,11
7517409,2024,4590.05,67.0,24.0,N.A.,ISTITUTO COMPRENSIVO STATALE DON BOSCO,2
7517409,2025,110708.13,67.0,24.0,N.A.,ISTITUTO COMPRENSIVO STATALE DON BOSCO,12
7517472,2024,194171.34,245.0,13.0,N.A.,ISTITUTO COMPRENSIVO VILLA GUARDIA,12
7517472,2025,255925.52,245.0,13.0,N.A.,ISTITUTO COMPRENSIVO VILLA GUARDIA,12
7517502,2025,222336.86000000002,72.0,28.0,N.A.,ISTITUTO COMPRENSIVO M. BUONARROTI,9
7517728,2025,39189.67,40.0,23.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE ETTORE BOLISANI,1
7517755,2025,446050.37,75.0,13.0,N.A.,ISTITUTO STATALE DI ISTRUZIONE SECONDARIA SUPERIORE PAOLO CARCANO,9
7517883,2024,7794.49,75.0,13.0,N.A.,ISTITUTO COMPRENSIVO COMO PRESTINO - BRECCIA,7
7517883,2025,196760.91999999998,75.0,13.0,N.A.,ISTITUTO COMPRENSIVO COMO PRESTINO - BRECCIA,12
7517917,2025,283940.27999999997,49.0,63.0,N.A.,ISTITUTO STATALE ISTRUZIONE SUPERIORE DE NICOLA,8
7517975,2024,78951.34,21.0,24.0,N.A.,ISTITUTO COMPRENSIVO DI CAMISANO VICENTINO,11
7517975,2025,314708.07,21.0,24.0,N.A.,ISTITUTO COMPRENSIVO DI CAMISANO VICENTINO,12
7518027,2025,652363.62,74.0,24.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE UMBERTO MASOTTO,10
7518072,2024,48824.32000000001,53.0,82.0,N.A.,ISTITUTO COMPRENSIVO ANTONIO UGO,6
7518072,2025,215170.92,53.0,82.0,N.A.,ISTITUTO COMPRENSIVO ANTONIO UGO,12
7518277,2024,151818.56,48.0,24.0,N.A.,ISTITUTO COMPRENSIVO GALILEO GALILEI,12
7518277,2025,103512.22,48.0,24.0,N.A.,ISTITUTO COMPRENSIVO GALILEO GALILEI,12
7518320,2024,106171.33,76.0,23.0,N.A.,ISTITUTO COMPRENSIVO CARLOTTA ASCHIERI DI S. PIETRO IN CARIANO,12
7518320,2025,130095.3,76.0,23.0,N.A.,ISTITUTO COMPRENSIVO CARLOTTA ASCHIERI DI S. PIETRO IN CARIANO,12
7518453,2025,229523.98,116.0,65.0,N.A.,LICEO STATALE ALFANO I,2
7518512,2025,484859.56,116.0,65.0,N.A.,LICEO CLASSICO T. TASSO,9
7518637,2024,49537.340000000004,5.0,82.0,N.A.,ISTITUTO COMPRENSIVO EMANUELE ARMAFORTE,12
7518637,2025,294219.9,5.0,82.0,N.A.,ISTITUTO COMPRENSIVO EMANUELE ARMAFORTE,12
7518670,2024,28224.899999999998,53.0,82.0,N.A.,ISTITUTO COMPRENSIVO STATALE RAPISARDI - GARIBALDI,3
7518670,2025,244172.83,53.0,82.0,N.A.,ISTITUTO COMPRENSIVO STATALE RAPISARDI - GARIBALDI,12
7518881,2024,116624.6,124.0,24.0,N.A.,ISTITUTO COMPRENSIVO RAMIRO FABIANI,11
7518881,2025,218859.85,124.0,24.0,N.A.,ISTITUTO COMPRENSIVO RAMIRO FABIANI,12
7518953,2024,237054.5,97.0,23.0,N.A.,ISTITUTO COMPRENSIVO DI ZEVIO,12
7518953,2025,183659.77,97.0,23.0,N.A.,ISTITUTO COMPRENSIVO DI ZEVIO,12
7518996,2025,25155.15,49.0,63.0,N.A.,ISTITUTO TECNICO TECNOLOGICO STATALE GIORDANI - STRIANO,2
7519018,2024,86915.70000000001,54.0,82.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE DANILO DOLCI,5
7519018,2025,500020.74,54.0,82.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE DANILO DOLCI,11
7519128,2025,19175.15,16.0,28.0,N.A.,ISTITUTO COMPRENSIVO DI CADONEGHE,2
7519359,2025,303099.27999999997,116.0,65.0,N.A.,ISTITUTO STATALE DI ISTRUZIONE SUPERIORE GIOVANNI XXIII,9
7519509,2025,71938.19,49.0,63.0,N.A.,SCUOLA SECONDARIA DI 1 GRADO A. BELVEDERE,6
7519603,2025,29321.53,89.0,28.0,N.A.,ISTITUTO COMPRENSIVO STATALE FRANCESCA LAZZARINI,5
7519676,2024,54580.05,83.0,23.0,N.A.,ISTITUTO COMPRENSIVO STATALE DI SONA,10
7519676,2025,152311.08000000002,83.0,23.0,N.A.,ISTITUTO COMPRENSIVO STATALE DI SONA,12
7519761,2025,233983.12,49.0,63.0,N.A.,ISTITUTO TECNICO INDUSTRIALE A. RIGHI,10
7519813,2024,174449.03,59.0,23.0,N.A.,ISTITUTO COMPRENSIVO CHARLIE FELICE,11
7519813,2025,173829.84,59.0,23.0,N.A.,ISTITUTO COMPRENSIVO CHARLIE FELICE,12
7519815,2024,75596.12,99.0,13.0,N.A.,ISTITUTO COMPRENSIVO DI FALOPPIO,11
7519815,2025,110495.69,99.0,13.0,N.A.,ISTITUTO COMPRENSIVO DI FALOPPIO,12
7519937,2025,165238.26,49.0,63.0,N.A.,ISTITUTO STATALE DI ISTRUZIONE SUPERIORE ANTONIO SERRA,9
7520079,2024,141716.09,108.0,24.0,N.A.,ISTITUTO COMPRENSIVO DI TORRI DI QUARTESOLO,11
7520079,2025,352137.78,108.0,24.0,N.A.,ISTITUTO COMPRENSIVO DI TORRI DI QUARTESOLO,12
7520087,2024,52804.73,24.0,16.0,N.A.,ISTITUTO TECNICO STATALE G. QUARENGHI,2
7520087,2025,403073.58,24.0,16.0,N.A.,ISTITUTO TECNICO STATALE G. QUARENGHI,12
7520126,2024,256019.32,24.0,16.0,N.A.,ISTITUTO STATALE ISTRUZIONE SUPERIORE GUIDO GALLI,11
7520126,2025,525619.58,24.0,16.0,N.A.,ISTITUTO STATALE ISTRUZIONE SUPERIORE GUIDO GALLI,12
7520170,2024,3017.3,239.0,16.0,N.A.,ISTITUTO COMPRENSIVO VILLA D'ALME,2
7520170,2025,123814.81,239.0,16.0,N.A.,ISTITUTO COMPRENSIVO VILLA D'ALME,12
7520183,2024,28138.47,41.0,48.0,N.A.,ISTITUTO COMPRENSIVO STATALE ALTIERO SPINELLI,7
7520183,2025,150607.25,41.0,48.0,N.A.,ISTITUTO COMPRENSIVO STATALE ALTIERO SPINELLI,12
7520216,2024,54316.71,99.0,28.0,N.A.,ISTITUTO COMPRENSIVO STATALE DI VIGODARZERE,12
7520216,2025,215725.63999999998,99.0,28.0,N.A.,ISTITUTO COMPRENSIVO STATALE DI VIGODARZERE,12
7520481,2025,299422.2,24.0,71.0,N.A.,ISTITUTO COMPRENSIVO FOSCOLO - GABELLI,10
7521212,2024,88864.31,68.0,41.0,N.A.,ISTITUTO COMPRENSIVO GIOVANNI PAOLO II DI VALLEFOGLIA,12
7521212,2025,308809.08,68.0,41.0,N.A.,ISTITUTO COMPRENSIVO GIOVANNI PAOLO II DI VALLEFOGLIA,12
7521403,2024,40217.14,41.0,48.0,N.A.,ISTITUTO COMPRENSIVO VASCO PRATOLINI,6
7521403,2025,283323.8,41.0,48.0,N.A.,ISTITUTO COMPRENSIVO VASCO PRATOLINI,12
7521697,2025,195591.53,49.0,63.0,N.A.,ISTITUTO COMPRENSIVO STATALE G. PASCOLI 2 - CARO BERLINGIERI,10
7521822,2025,133305.3,49.0,63.0,N.A.,ISTITUTO COMPRENSIVO MINUCCI,9
7521894,2024,56864.6,28.0,28.0,N.A.,ISTITUTO COMPRENSIVO CASALSERUGO,8
7522907,2025,172819.62,25.0,10.0,N.A.,ISTITUTO COMPRENSIVO CERTOSA,10
7523013,2024,85801.49,43.0,17.0,N.A.,ISTITUTO COMPRENSIVO LEONARDO DA VINCI CASTENEDOLO,9
7523013,2025,205460.36000000002,43.0,17.0,N.A.,ISTITUTO COMPRENSIVO LEONARDO DA VINCI CASTENEDOLO,12
7523029,2024,31585.409999999996,25.0,10.0,N.A.,ISTITUTO COMPRENSIVO LAGACCIO,3
7523029,2025,178960.42,25.0,10.0,N.A.,ISTITUTO COMPRENSIVO LAGACCIO,12
7523030,2025,589636.63,29.0,17.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE BENEDETTO CASTELLI,11
7523077,2024,31929.2,25.0,10.0,N.A.,ISTITUTO COMPRENSIVO CASTELLETTO,6
7523077,2025,184279.31,25.0,10.0,N.A.,ISTITUTO COMPRENSIVO CASTELLETTO,12
7523078,2024,311697.21,29.0,17.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE PIERO SRAFFA DI BRESCIA,12
7523078,2025,274363.11,29.0,17.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE PIERO SRAFFA DI BRESCIA,12
7523136,2024,64682.329999999994,9.0,10.0,N.A.,ISTITUTO COMPRENSIVO CAMPOMORONE CERANESI,10
7523136,2025,194645.72,9.0,10.0,N.A.,ISTITUTO COMPRENSIVO CAMPOMORONE CERANESI,12
7523141,2024,58665.13,25.0,10.0,N.A.,LICEO SCIENTIFICO G.D.CASSINI,6
7523141,2025,442804.74,25.0,10.0,N.A.,LICEO SCIENTIFICO G.D.CASSINI,12
7523145,2024,125885.64,29.0,17.0,N.A.,ISTITUTO COMPRENSIVO A.FRANCHI - SUD 2 BRESCIA,11
7523145,2025,205213.5,29.0,17.0,N.A.,ISTITUTO COMPRENSIVO A.FRANCHI - SUD 2 BRESCIA,12
7523153,2025,106479.69,25.0,10.0,N.A.,LICEO CLASSICO E LINGUISTICO G. MAZZINI,8
7523159,2024,146721.91,29.0,17.0,N.A.,LICEO VERONICA GAMBARA,11
7523159,2025,435989.07,29.0,17.0,N.A.,LICEO VERONICA GAMBARA,12
7523227,2025,144253.27,49.0,63.0,N.A.,ISTITUTO COMPRENSIVO STATALE D'AOSTA - SCURA,9
7523367,2024,78823.67,166.0,17.0,N.A.,"ISTITUTO COMPRENSIVO """"DON MILANI"""" ROVATO",9
7523367,2025,266926.99,166.0,17.0,N.A.,"ISTITUTO COMPRENSIVO """"DON MILANI"""" ROVATO",12
7523690,2025,6480.549999999999,55.0,23.0,N.A.,ISTITUTO COMPRENSIVO OPPEANO,1
7523901,2025,21089.22,49.0,63.0,N.A.,LICEO CLASSICO STATALE ADOLFO PANSINI,2
7523952,2025,2097882.39,49.0,63.0,N.A.,ISTITUTO TECNICO INDUSTRIALE GALILEO FERRARIS,12
7524482,2025,15830.83,23.0,17.0,N.A.,ISTITUTO COMPRENSIVO BOTTICINO,2
7524980,2025,73331.51,49.0,63.0,N.A.,SCUOLA SECONDARIA DI PRIMO GRADO GIOVANNI VERGA,6
7525161,2025,272130.96,37.0,37.0,N.A.,ISTITUTO COMPRENSIVO STATALE DI MEDICINA,8
7525169,2024,236996.46,62.0,37.0,N.A.,I.I.S. MARIA MONTESSORI - L. DA VINCI,12
7525169,2025,332574.33,62.0,37.0,N.A.,I.I.S. MARIA MONTESSORI - L. DA VINCI,12
7525201,2025,301786.35,39.0,37.0,N.A.,ISTITUTO COMPRENSIVO DI MOLINELLA,8
7525263,2025,215178.92,61.0,37.0,N.A.,ISTITUTO COMPRENSIVO BAZZANO - MONTEVEGLIO,9
7525327,2024,3963.84,24.0,37.0,N.A.,ISTITUTO COMPRENSIVO DI CREVALCORE,3
7525327,2025,256696.69,24.0,37.0,N.A.,ISTITUTO COMPRENSIVO DI CREVALCORE,12
7525365,2025,19608.93,44.0,37.0,N.A.,ISTITUTO COMPRENSIVO DI VADO - MONZUNO,2
7525424,2024,119271.32,25.0,37.0,N.A.,ISTITUTO COMPRENSIVO DOZZA IMOLESE - CASTEL GUELFO,11
7525424,2025,169959.27,25.0,37.0,N.A.,ISTITUTO COMPRENSIVO DOZZA IMOLESE - CASTEL GUELFO,12
7525434,2025,86848.55,53.0,37.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE ARCHIMEDE,2
7525494,2025,137784.28,6.0,37.0,N.A.,ISTITUTO COMPRENSIVO N. 16 BOLOGNA VICOLO BOLOGNETTI,11
7525599,2024,66969.65000000001,59.0,37.0,N.A.,ISTITUTO DI ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. LUIGI FANTINI,7
7525599,2025,334904.02,59.0,37.0,N.A.,ISTITUTO DI ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. LUIGI FANTINI,12
7527406,2024,186008.72,272.0,1.0,N.A.,LICEO SCIENTIFICO STATALE PIERO GOBETTI,12
7527406,2025,257366.81,272.0,1.0,N.A.,LICEO SCIENTIFICO STATALE PIERO GOBETTI,12
7527453,2024,285647.97,272.0,1.0,N.A.,LICEO CLASSICO E LINGUISTICO VINCENZO GIOBERTI,11
7527453,2025,441730.22000000003,272.0,1.0,N.A.,LICEO CLASSICO E LINGUISTICO VINCENZO GIOBERTI,12
7528024,2025,41770.72,89.0,12.0,N.A.,ISTITUTO COMPRENSIVO S. D'ACQUISTO,2
7528026,2025,220010.73,60.0,63.0,N.A.,ISTITUTO TECNICO STATALE ECONOMICO E TECNOLOGICO V. PARETO,9
7528169,2024,27345.129999999997,133.0,12.0,N.A.,ISTITUTO COMPRENSIVO VARESE 1 DON RIMOLDI,2
7528169,2025,64009.81,133.0,12.0,N.A.,ISTITUTO COMPRENSIVO VARESE 1 DON RIMOLDI,12
7528204,2024,123107.06999999999,41.0,34.0,N.A.,ISTITUTO COMPRENSIVO DI TORRILE,12
7528204,2025,241168.16,41.0,34.0,N.A.,ISTITUTO COMPRENSIVO DI TORRILE,12
7528213,2025,424111.21,27.0,34.0,N.A.,ISTITUTO COMPRENSIVO ALBERTELLI - NEWTON,11
7528364,2024,33226.67,17.0,63.0,N.A.,ISTITUTO COMPRENSIVO CASALNUOVO - ALDO MORO,6
7528364,2025,296406.76,17.0,63.0,N.A.,ISTITUTO COMPRENSIVO CASALNUOVO - ALDO MORO,12
7529450,2024,275664.27,146.0,15.0,N.A.,ISTITUTO COMPRENSIVO STATALE PAOLO E LARISSA PINI,10
7529450,2025,405897.04,146.0,15.0,N.A.,ISTITUTO COMPRENSIVO STATALE PAOLO E LARISSA PINI,12
7529459,2024,157627.43,157.0,15.0,N.A.,ISTITUTO COMPRENSIVO GIOVANNI TESTORI,11
7529459,2025,218713.81,157.0,15.0,N.A.,ISTITUTO COMPRENSIVO GIOVANNI TESTORI,12
7530685,2024,111519.89,146.0,15.0,N.A.,ISTITUTO COMPRENSIVO STATALE GINO CAPPONI,9
7530685,2025,497441.99,146.0,15.0,N.A.,ISTITUTO COMPRENSIVO STATALE GINO CAPPONI,12
7535931,2024,143684.75,91.0,58.0,N.A.,LICEO CLASSICO FRANCESCO VIVONA,12
7535931,2025,337281.77,91.0,58.0,N.A.,LICEO CLASSICO FRANCESCO VIVONA,12
7536162,2024,22792.13,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO GUIDO MILANESI,11
7536271,2024,87391.23,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO TACITO - GUARESCHI,10
7536314,2024,41073.11,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO FONTANILE ANAGNINO,9
7536314,2025,262589.51,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO FONTANILE ANAGNINO,12
7536625,2024,261253.88,65.0,58.0,N.A.,LICEO SCIENTIFICO G. PEANO,11
7536625,2025,484522.89999999997,65.0,58.0,N.A.,LICEO SCIENTIFICO G. PEANO,12
7542630,2025,94331.71,27.0,84.0,N.A.,ISTITUTO COMPRENSIVO PROVENZANI,12
7542732,2024,33823.14,33.0,68.0,N.A.,ISTITUTO OMNICOMPRENSIVO POPOLI,4
7542732,2025,126116.38,33.0,68.0,N.A.,ISTITUTO OMNICOMPRENSIVO POPOLI,12
7542798,2024,319647.54000000004,11.0,11.0,N.A.,ISTITUTO COMPRENSIVO ISA 17 DI CASTELNUOVO MAGRA,8
7542946,2024,97379.65,4.0,81.0,N.A.,ISTITUTO COMPRENSIVO PIRANDELLO - S. G. BOSCO,6
7542946,2025,346630.09,4.0,81.0,N.A.,ISTITUTO COMPRENSIVO PIRANDELLO - S. G. BOSCO,12
7542963,2024,16630.5,5.0,24.0,N.A.,ISTITUTO COMPRENSIVO GIUSEPPE UNGARETTI,12
7542963,2025,108422.86,5.0,24.0,N.A.,ISTITUTO COMPRENSIVO GIUSEPPE UNGARETTI,12
7543047,2024,145429.89,5.0,36.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE ANTONIO MEUCCI,6
7543047,2025,496647.25,5.0,36.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE ANTONIO MEUCCI,12
7543072,2025,22415.79,61.0,24.0,N.A.,ISTITUTO COMPRENSIVO MONTECCHIO M. 2 ALTE CECCATO,1
7543160,2024,444462.3,4.0,38.0,N.A.,ISTITUTO STATALE DI ISTRUZIONE TECNICA BASSI BURGATTI,12
7543160,2025,656680.84,4.0,38.0,N.A.,ISTITUTO STATALE DI ISTRUZIONE TECNICA BASSI BURGATTI,12
7543205,2024,85968.63,4.0,38.0,N.A.,LICEO GINNASIO STATALE GIUSEPPE CEVOLANI,6
7543205,2025,467822.92,4.0,38.0,N.A.,LICEO GINNASIO STATALE GIUSEPPE CEVOLANI,12
7543260,2024,117103.25,46.0,69.0,N.A.,ISTITUTO DI ISTRUZIONE SECONDARIA SUPERIORE V. EMANUELE II LANCIANO,6
7543260,2025,402208.14,46.0,69.0,N.A.,ISTITUTO DI ISTRUZIONE SECONDARIA SUPERIORE V. EMANUELE II LANCIANO,12
7543523,2025,29358.23,10.0,39.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE TECNICA INDUSTRIALE E PROFESSIONALE LUIGI BUCCI,2
7543570,2024,177055.83000000002,16.0,77.0,N.A.,ISTITUTO DI ISTRUZIONE SECONDARIA SUPERIORE PITAGORA,8
7543742,2024,65959.73,18.0,14.0,N.A.,ISTITUTO COMPRENSIVO BERTACCHI - CHIAVENNA,10
7543742,2025,157583.6,18.0,14.0,N.A.,ISTITUTO COMPRENSIVO BERTACCHI - CHIAVENNA,12
7543747,2024,111865.03,12.0,49.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE VAL DI CORNIA,5
7543747,2025,368645.14,12.0,49.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE VAL DI CORNIA,12
7543766,2024,58640.229999999996,38.0,68.0,N.A.,ISTITUTO COMPRENSIVO SAN VALENTINO - SCAFA,9
7543766,2025,187510.25,38.0,68.0,N.A.,ISTITUTO COMPRENSIVO SAN VALENTINO - SCAFA,11
7543782,2025,17827.26,6.0,23.0,N.A.,ISTITUTO COMPRENSIVO BARDOLINO,3
7543819,2024,98502.39,21.0,19.0,N.A.,ISTITUTO COMPRENSIVO G. DIOTTI DI CASALMAGGIORE,12
7543819,2025,278712.91,21.0,19.0,N.A.,ISTITUTO COMPRENSIVO G. DIOTTI DI CASALMAGGIORE,12
7543895,2025,21135.2,89.0,26.0,N.A.,ISTITUTO COMPRENSIVO VEDELAGO,1
7543960,2025,131491.54,26.0,35.0,N.A.,ISTITUTO COMPRENSIVO DI LUZZARA,10
7544015,2024,27646.25,60.0,69.0,N.A.,ISTITUTO COMPRENSIVO PALENA - TORRICELLA PELIGNA,12
7544015,2025,90787.09,60.0,69.0,N.A.,ISTITUTO COMPRENSIVO PALENA - TORRICELLA PELIGNA,12
7544038,2025,283872.71,16.0,25.0,N.A.,ISTITUTO OMNICOMPRENSIVO AMPEZZO E CADORE,10
7544140,2024,59684.63,17.0,42.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE MOREA - VIVARELLI,3
7544140,2025,512045.23,17.0,42.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE MOREA - VIVARELLI,12
7544187,2024,21378.9,36.0,26.0,N.A.,ISTITUTO COMPRENSIVO DI LORIA E CASTELLO DI GODEGO,5
7544187,2025,166425.21,36.0,26.0,N.A.,ISTITUTO COMPRENSIVO DI LORIA E CASTELLO DI GODEGO,12
7544210,2024,11225.26,13.0,54.0,N.A.,ISTITUTO COMPRENSIVO TRESTINA,6
7544210,2025,61068.719999999994,13.0,54.0,N.A.,ISTITUTO COMPRENSIVO TRESTINA,12
7544234,2024,324914.04000000004,104.0,22.0,N.A.,ISTITUTO COMPRENSIVO - 'LEVICO TERME',12
7544234,2025,591167.21,104.0,22.0,N.A.,ISTITUTO COMPRENSIVO - 'LEVICO TERME',12
7544310,2024,46024.0,26.0,11.0,N.A.,ISTITUTO COMPRENSIVO FABRIZIO DE ANDRE',10
7544334,2024,183604.99,128.0,16.0,N.A.,ISTITUTO SUPERIORE STATALE IVAN PIANA,12
7544334,2025,376964.04,128.0,16.0,N.A.,ISTITUTO SUPERIORE STATALE IVAN PIANA,12
7544390,2024,227531.78,9.0,53.0,N.A.,ISTITUTO STATALE DI ISTRUZIONE SUPERIORE FOLLONICA,12
7544390,2025,457490.38,9.0,53.0,N.A.,ISTITUTO STATALE DI ISTRUZIONE SUPERIORE FOLLONICA,12
7544435,2025,28551.839999999997,2.0,49.0,N.A.,ISTITUTO COMPRENSIVO GUGLIELMO MARCONI,2
7544663,2025,142477.23,41.0,13.0,N.A.,ISTITUTO COMPRENSIVO CANTU' 1,9
7544674,2024,85192.65,10.0,39.0,N.A.,ISTITUTO TECNICO STATALE ECONOMICO E TECNOLOGICO A. ORIANI,4
7544674,2025,814596.75,10.0,39.0,N.A.,ISTITUTO TECNICO STATALE ECONOMICO E TECNOLOGICO A. ORIANI,12
7544679,2024,181059.63,118.0,13.0,N.A.,ISTITUTO COMPRENSIVO DI INVERIGO,12
7544679,2025,353562.89,118.0,13.0,N.A.,ISTITUTO COMPRENSIVO DI INVERIGO,12
