STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sector,Sector,expend,Expenditure and investment,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,ES,Spain,2019,,13686.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,ES,Spain,2020,,13949.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,ES,Spain,2021,,14485.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,ES,Spain,2022,,14860.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,EU27_2020,European Union - 27 countries (from 2020),2016,,106771.2,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,EU27_2020,European Union - 27 countries (from 2020),2020,,123476.9,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,EU27_2020,European Union - 27 countries (from 2020),2021,,165607.0,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,EU27_2020,European Union - 27 countries (from 2020),2022,,178319.4,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,EU28,European Union - 28 countries (2013-2020),2016,,210930.7,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,FI,Finland,2013,,1431.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,FI,Finland,2014,,1598.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,FI,Finland,2015,,1688.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,FI,Finland,2016,,1685.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,FI,Finland,2017,,1643.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,FI,Finland,2018,,1766.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,FI,Finland,2019,,1841.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,FI,Finland,2020,,1917.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,FI,Finland,2021,,1994.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,FI,Finland,2022,,2110.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,FR,France,2013,,18620.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,FR,France,2014,,18936.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,FR,France,2015,,18907.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,FR,France,2016,,19361.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,FR,France,2017,,20033.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,FR,France,2018,,20760.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,FR,France,2019,,21373.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,FR,France,2020,,21521.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,FR,France,2021,,23753.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,FR,France,2022,,25781.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,HR,Croatia,2013,,53.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,HR,Croatia,2014,,56.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,HR,Croatia,2016,,20.6,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,HR,Croatia,2017,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,HR,Croatia,2018,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,HR,Croatia,2019,,112.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,HR,Croatia,2020,,58.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,HR,Croatia,2021,,56.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,HR,Croatia,2022,,63.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,HU,Hungary,2013,,838.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,HU,Hungary,2014,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,HU,Hungary,2015,,909.6,,e,estimated,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,HU,Hungary,2016,,1188.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,HU,Hungary,2017,,1160.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,HU,Hungary,2018,,1197.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,HU,Hungary,2019,,1656.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,HU,Hungary,2020,,1539.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,HU,Hungary,2021,,2717.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,HU,Hungary,2022,,3118.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IE,Ireland,2013,,267.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IE,Ireland,2014,,266.7,,,,,
