ANNO;CL_ETA';COD_QUALIFICA;DESC_QUALIFICA;AREA_SD;N_PERS_DR
1997;30 - 34;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;309
1997;35 - 39;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;362
1997;40 - 44;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;186
1997;45 - 49;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;345
1997;50 - 54;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;192
1997;55 - 59;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;48
1997;60 - 64;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;20
1997;>= 65;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;1
1997;Età sconosciuta;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;2
1997;25 - 29;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;41
1997;30 - 34;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;385
1997;35 - 39;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;408
1997;40 - 44;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;191
1997;45 - 49;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;142
1997;50 - 54;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;136
1997;55 - 59;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;29
1997;60 - 64;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;3
1997;30 - 34;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;22
1997;35 - 39;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;70
1997;40 - 44;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;71
1997;45 - 49;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;187
1997;50 - 54;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;157
1997;55 - 59;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;38
1997;60 - 64;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;6
1997;>= 65;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;1
1997;25 - 29;3RU;Ricercatore a tempo indeterminato;99 - Non definito;2
1997;30 - 34;3RU;Ricercatore a tempo indeterminato;99 - Non definito;21
1997;35 - 39;3RU;Ricercatore a tempo indeterminato;99 - Non definito;21
1997;40 - 44;3RU;Ricercatore a tempo indeterminato;99 - Non definito;19
1997;45 - 49;3RU;Ricercatore a tempo indeterminato;99 - Non definito;39
1997;50 - 54;3RU;Ricercatore a tempo indeterminato;99 - Non definito;42
1997;55 - 59;3RU;Ricercatore a tempo indeterminato;99 - Non definito;6
1997;60 - 64;3RU;Ricercatore a tempo indeterminato;99 - Non definito;5
1997;>= 65;3RU;Ricercatore a tempo indeterminato;99 - Non definito;1
1998;30 - 34;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;2
1998;35 - 39;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;23
1998;40 - 44;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;92
1998;45 - 49;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;142
1998;50 - 54;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;210
1998;55 - 59;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;157
1998;60 - 64;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;72
1998;>= 65;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;81
1998;40 - 44;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;8
1998;45 - 49;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;30
1998;50 - 54;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;99
1998;55 - 59;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;224
1998;60 - 64;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;157
1998;>= 65;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;132
1998;40 - 44;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;2
1998;45 - 49;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;52
1998;50 - 54;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;102
1998;55 - 59;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;258
1998;60 - 64;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;197
1998;>= 65;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;215
1998;40 - 44;1PO;Professore I fascia (ordinario);04 - Scienze della terra;4
1998;45 - 49;1PO;Professore I fascia (ordinario);04 - Scienze della terra;17
1998;50 - 54;1PO;Professore I fascia (ordinario);04 - Scienze della terra;32
1998;55 - 59;1PO;Professore I fascia (ordinario);04 - Scienze della terra;92
1998;60 - 64;1PO;Professore I fascia (ordinario);04 - Scienze della terra;129
1998;>= 65;1PO;Professore I fascia (ordinario);04 - Scienze della terra;76
1998;35 - 39;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;2
1998;40 - 44;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;25
1998;45 - 49;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;129
1998;50 - 54;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;277
1998;55 - 59;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;307
1998;60 - 64;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;219
1998;>= 65;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;273
1998;40 - 44;1PO;Professore I fascia (ordinario);06 - Scienze mediche;23
1998;45 - 49;1PO;Professore I fascia (ordinario);06 - Scienze mediche;135
1998;50 - 54;1PO;Professore I fascia (ordinario);06 - Scienze mediche;309
1998;55 - 59;1PO;Professore I fascia (ordinario);06 - Scienze mediche;427
1998;60 - 64;1PO;Professore I fascia (ordinario);06 - Scienze mediche;448
1998;>= 65;1PO;Professore I fascia (ordinario);06 - Scienze mediche;826
1998;40 - 44;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;11
1998;45 - 49;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;81
1998;50 - 54;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;127
1998;55 - 59;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;190
1998;60 - 64;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;174
1998;>= 65;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;226
1998;40 - 44;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e architettura;16
1998;45 - 49;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e architettura;59
1998;50 - 54;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e architettura;149
1998;55 - 59;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e architettura;178
1998;60 - 64;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e architettura;159
1998;>= 65;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e architettura;249
1998;35 - 39;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;5
1998;40 - 44;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;50
1998;45 - 49;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;113
1998;50 - 54;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;271
1998;55 - 59;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;328
1998;60 - 64;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;199
1998;>= 65;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;180
1998;35 - 39;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;2
1998;40 - 44;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;12
1998;45 - 49;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;98
1998;50 - 54;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;273
1998;55 - 59;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;328
1998;60 - 64;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;232
1998;>= 65;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;333
1998;40 - 44;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;10
1998;45 - 49;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;72
1998;50 - 54;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;194
1998;55 - 59;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;250
1998;60 - 64;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;167
1998;>= 65;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;267
1998;35 - 39;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;18
1998;40 - 44;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;59
1998;45 - 49;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;127
1998;50 - 54;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;222
1998;55 - 59;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;290
1998;60 - 64;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;239
1998;>= 65;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;202
1998;Età sconosciuta;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;1
1998;30 - 34;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;1
1998;35 - 39;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;5
1998;40 - 44;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;47
1998;45 - 49;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;104
1998;50 - 54;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;256
1998;55 - 59;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;273
1998;60 - 64;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;164
1998;>= 65;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;98
1998;35 - 39;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;1
1998;40 - 44;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;3
1998;45 - 49;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;22
1998;50 - 54;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;65
1998;55 - 59;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;73
1998;60 - 64;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;57
1998;>= 65;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;60
1998;40 - 44;1PO;Professore I fascia (ordinario);99 - Non definito;2
1998;45 - 49;1PO;Professore I fascia (ordinario);99 - Non definito;1
1998;55 - 59;1PO;Professore I fascia (ordinario);99 - Non definito;1
1998;60 - 64;1PO;Professore I fascia (ordinario);99 - Non definito;1
1998;>= 65;1PO;Professore I fascia (ordinario);99 - Non definito;1
1998;30 - 34;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;3
1998;35 - 39;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;70
1998;40 - 44;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;129
1998;45 - 49;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;205
1998;50 - 54;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;261
1998;55 - 59;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;157
1998;60 - 64;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;59
1998;>= 65;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;43
1998;35 - 39;2PA;Professore II fascia (associato);02 - Scienze fisiche;9
1998;40 - 44;2PA;Professore II fascia (associato);02 - Scienze fisiche;77
1998;45 - 49;2PA;Professore II fascia (associato);02 - Scienze fisiche;180
1998;50 - 54;2PA;Professore II fascia (associato);02 - Scienze fisiche;239
1998;55 - 59;2PA;Professore II fascia (associato);02 - Scienze fisiche;249
1998;60 - 64;2PA;Professore II fascia (associato);02 - Scienze fisiche;123
1998;>= 65;2PA;Professore II fascia (associato);02 - Scienze fisiche;68
1998;35 - 39;2PA;Professore II fascia (associato);03 - Scienze chimiche;5
1998;40 - 44;2PA;Professore II fascia (associato);03 - Scienze chimiche;80
1998;45 - 49;2PA;Professore II fascia (associato);03 - Scienze chimiche;174
1998;50 - 54;2PA;Professore II fascia (associato);03 - Scienze chimiche;335
1998;55 - 59;2PA;Professore II fascia (associato);03 - Scienze chimiche;253
1998;60 - 64;2PA;Professore II fascia (associato);03 - Scienze chimiche;186
1998;>= 65;2PA;Professore II fascia (associato);03 - Scienze chimiche;74
1998;35 - 39;2PA;Professore II fascia (associato);04 - Scienze della terra;2
1998;40 - 44;2PA;Professore II fascia (associato);04 - Scienze della terra;28
1998;45 - 49;2PA;Professore II fascia (associato);04 - Scienze della terra;53
1998;50 - 54;2PA;Professore II fascia (associato);04 - Scienze della terra;138
1998;55 - 59;2PA;Professore II fascia (associato);04 - Scienze della terra;106
1998;60 - 64;2PA;Professore II fascia (associato);04 - Scienze della terra;80
1998;>= 65;2PA;Professore II fascia (associato);04 - Scienze della terra;42
1998;35 - 39;2PA;Professore II fascia (associato);05 - Scienze biologiche;10
1998;40 - 44;2PA;Professore II fascia (associato);05 - Scienze biologiche;119
1998;45 - 49;2PA;Professore II fascia (associato);05 - Scienze biologiche;289
1998;50 - 54;2PA;Professore II fascia (associato);05 - Scienze biologiche;454
1998;55 - 59;2PA;Professore II fascia (associato);05 - Scienze biologiche;313
1998;60 - 64;2PA;Professore II fascia (associato);05 - Scienze biologiche;121
1998;>= 65;2PA;Professore II fascia (associato);05 - Scienze biologiche;92
1998;35 - 39;2PA;Professore II fascia (associato);06 - Scienze mediche;24
1998;40 - 44;2PA;Professore II fascia (associato);06 - Scienze mediche;146
1998;45 - 49;2PA;Professore II fascia (associato);06 - Scienze mediche;525
1998;50 - 54;2PA;Professore II fascia (associato);06 - Scienze mediche;1162
1998;55 - 59;2PA;Professore II fascia (associato);06 - Scienze mediche;658
1998;60 - 64;2PA;Professore II fascia (associato);06 - Scienze mediche;409
1998;>= 65;2PA;Professore II fascia (associato);06 - Scienze mediche;316
1998;35 - 39;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;21
1998;40 - 44;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;130
1998;45 - 49;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;175
1998;50 - 54;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;166
1998;55 - 59;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;117
1998;60 - 64;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;72
1998;>= 65;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;42
1998;35 - 39;2PA;Professore II fascia (associato);08 - Ingegneria civile e architettura;5
1998;40 - 44;2PA;Professore II fascia (associato);08 - Ingegneria civile e architettura;55
1998;45 - 49;2PA;Professore II fascia (associato);08 - Ingegneria civile e architettura;131
1998;50 - 54;2PA;Professore II fascia (associato);08 - Ingegneria civile e architettura;290
1998;55 - 59;2PA;Professore II fascia (associato);08 - Ingegneria civile e architettura;257
1998;60 - 64;2PA;Professore II fascia (associato);08 - Ingegneria civile e architettura;165
1998;>= 65;2PA;Professore II fascia (associato);08 - Ingegneria civile e architettura;142
1998;30 - 34;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;2
1998;35 - 39;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;73
1998;40 - 44;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;218
1998;45 - 49;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;202
1998;50 - 54;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;253
1998;55 - 59;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;208
1998;60 - 64;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;113
1998;>= 65;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;86
1998;30 - 34;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;1
1998;35 - 39;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;21
1998;40 - 44;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;71
1998;45 - 49;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;232
