ANNO;GENERE;COD_QUALIFICA;DESC_QUALIFICA;AREA_SD;N_PERS_DR
2000;F;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;909
2000;M;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;812
2000;F;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;652
2000;M;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;889
2000;F;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;498
2000;M;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;750
2000;F;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;203
2000;M;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;294
2000;F;3RU;Ricercatore a tempo indeterminato;99 - Non definito;2
2000;M;3RU;Ricercatore a tempo indeterminato;99 - Non definito;7
2000;F;4AR;Titolare di assegno di ricerca;01 - Scienze matematiche e informatiche;93
2000;F;4AR;Titolare di assegno di ricerca;02 - Scienze fisiche;107
2000;F;4AR;Titolare di assegno di ricerca;03 - Scienze chimiche;223
2000;F;4AR;Titolare di assegno di ricerca;04 - Scienze della Terra;64
2000;F;4AR;Titolare di assegno di ricerca;05 - Scienze biologiche;472
2000;F;4AR;Titolare di assegno di ricerca;06 - Scienze mediche;424
2000;F;4AR;Titolare di assegno di ricerca;07 - Scienze agrarie e veterinarie;248
2000;F;4AR;Titolare di assegno di ricerca;08 - Ingegneria civile e architettura;173
2000;F;4AR;Titolare di assegno di ricerca;09 - Ingegneria industriale e dell'informazione;168
2000;F;4AR;Titolare di assegno di ricerca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;241
2000;F;4AR;Titolare di assegno di ricerca;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;201
2000;F;4AR;Titolare di assegno di ricerca;12 - Scienze giuridiche;180
2000;F;4AR;Titolare di assegno di ricerca;13 - Scienze economiche e statistiche;174
2000;F;4AR;Titolare di assegno di ricerca;14 - Scienze politiche e sociali;72
2000;F;4AR;Titolare di assegno di ricerca;99 - Non definito;69
2000;M;4AR;Titolare di assegno di ricerca;01 - Scienze matematiche e informatiche;119
2000;M;4AR;Titolare di assegno di ricerca;02 - Scienze fisiche;273
2000;M;4AR;Titolare di assegno di ricerca;03 - Scienze chimiche;141
2000;M;4AR;Titolare di assegno di ricerca;04 - Scienze della Terra;101
2000;M;4AR;Titolare di assegno di ricerca;05 - Scienze biologiche;179
2000;M;4AR;Titolare di assegno di ricerca;06 - Scienze mediche;201
2000;M;4AR;Titolare di assegno di ricerca;07 - Scienze agrarie e veterinarie;178
2000;M;4AR;Titolare di assegno di ricerca;08 - Ingegneria civile e architettura;197
2000;M;4AR;Titolare di assegno di ricerca;09 - Ingegneria industriale e dell'informazione;438
2000;M;4AR;Titolare di assegno di ricerca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;170
2000;M;4AR;Titolare di assegno di ricerca;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;185
2000;M;4AR;Titolare di assegno di ricerca;12 - Scienze giuridiche;164
2000;M;4AR;Titolare di assegno di ricerca;13 - Scienze economiche e statistiche;139
2000;M;4AR;Titolare di assegno di ricerca;14 - Scienze politiche e sociali;86
2000;M;4AR;Titolare di assegno di ricerca;99 - Non definito;69
2001;F;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;180
2001;M;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;1330
2001;F;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;46
2001;M;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;750
2001;M;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;843
2001;F;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;113
2001;F;1PO;Professore I fascia (ordinario);04 - Scienze della terra;35
2001;M;1PO;Professore I fascia (ordinario);04 - Scienze della terra;353
2001;F;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;334
2001;M;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;1115
2001;F;1PO;Professore I fascia (ordinario);06 - Scienze mediche;192
2001;M;1PO;Professore I fascia (ordinario);06 - Scienze mediche;2296
2001;F;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;93
2001;M;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;877
2001;M;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e architettura;906
2001;F;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e architettura;106
2001;M;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;984
2001;F;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;28
2001;F;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;558
2001;M;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;1055
2001;F;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;323
2001;M;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;1050
2001;F;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;196
2001;M;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;1358
2001;M;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;1157
2001;F;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;187
2001;F;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;73
2001;M;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;346
2001;F;1PO;Professore I fascia (ordinario);99 - Non definito;4
2001;M;1PO;Professore I fascia (ordinario);99 - Non definito;3
2001;F;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;480
2001;M;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;1108
2001;F;2PA;Professore II fascia (associato);02 - Scienze fisiche;150
2001;M;2PA;Professore II fascia (associato);02 - Scienze fisiche;790
2001;M;2PA;Professore II fascia (associato);03 - Scienze chimiche;815
2001;F;2PA;Professore II fascia (associato);03 - Scienze chimiche;357
2001;M;2PA;Professore II fascia (associato);04 - Scienze della terra;369
2001;F;2PA;Professore II fascia (associato);04 - Scienze della terra;115
2001;F;2PA;Professore II fascia (associato);05 - Scienze biologiche;740
2001;M;2PA;Professore II fascia (associato);05 - Scienze biologiche;854
2001;F;2PA;Professore II fascia (associato);06 - Scienze mediche;639
2001;M;2PA;Professore II fascia (associato);06 - Scienze mediche;2663
2001;F;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;239
2001;M;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;654
2001;F;2PA;Professore II fascia (associato);08 - Ingegneria civile e architettura;223
2001;M;2PA;Professore II fascia (associato);08 - Ingegneria civile e architettura;978
2001;M;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;843
2001;F;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;91
2001;F;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;989
2001;M;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;778
2001;F;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;554
2001;M;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;835
2001;F;2PA;Professore II fascia (associato);12 - Scienze giuridiche;265
2001;M;2PA;Professore II fascia (associato);12 - Scienze giuridiche;653
2001;F;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;337
2001;M;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;877
2001;F;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;145
2001;M;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;327
2001;M;2PA;Professore II fascia (associato);99 - Non definito;7
2001;F;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;541
2001;M;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;952
2001;F;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;204
2001;M;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;553
2001;M;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;470
2001;F;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;537
2001;F;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;141
2001;M;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;258
2001;F;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;1063
2001;M;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;734
2001;F;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;1556
2001;M;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;3090
2001;F;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;457
2001;M;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;629
2001;M;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e architettura;910
2001;F;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e architettura;372
2001;M;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;654
2001;F;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;146
2001;F;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;1314
2001;M;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;702
2001;F;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;848
2001;M;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;747
2001;F;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;650
2001;M;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;835
2001;F;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;544
2001;M;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;692
2001;M;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;270
2001;F;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;199
2001;F;3RU;Ricercatore a tempo indeterminato;99 - Non definito;8
2001;M;3RU;Ricercatore a tempo indeterminato;99 - Non definito;14
2001;F;4AR;Titolare di assegno di ricerca;01 - Scienze matematiche e informatiche;108
2001;F;4AR;Titolare di assegno di ricerca;02 - Scienze fisiche;140
2001;F;4AR;Titolare di assegno di ricerca;03 - Scienze chimiche;281
2001;F;4AR;Titolare di assegno di ricerca;04 - Scienze della Terra;86
2001;F;4AR;Titolare di assegno di ricerca;05 - Scienze biologiche;618
2001;F;4AR;Titolare di assegno di ricerca;06 - Scienze mediche;611
2001;F;4AR;Titolare di assegno di ricerca;07 - Scienze agrarie e veterinarie;262
2001;F;4AR;Titolare di assegno di ricerca;08 - Ingegneria civile e architettura;227
2001;F;4AR;Titolare di assegno di ricerca;09 - Ingegneria industriale e dell'informazione;208
2001;F;4AR;Titolare di assegno di ricerca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;325
2001;F;4AR;Titolare di assegno di ricerca;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;323
2001;F;4AR;Titolare di assegno di ricerca;12 - Scienze giuridiche;264
2001;F;4AR;Titolare di assegno di ricerca;13 - Scienze economiche e statistiche;234
2001;F;4AR;Titolare di assegno di ricerca;14 - Scienze politiche e sociali;109
2001;F;4AR;Titolare di assegno di ricerca;99 - Non definito;2
2001;M;4AR;Titolare di assegno di ricerca;01 - Scienze matematiche e informatiche;153
2001;M;4AR;Titolare di assegno di ricerca;02 - Scienze fisiche;331
2001;M;4AR;Titolare di assegno di ricerca;03 - Scienze chimiche;175
2001;M;4AR;Titolare di assegno di ricerca;04 - Scienze della Terra;147
2001;M;4AR;Titolare di assegno di ricerca;05 - Scienze biologiche;230
2001;M;4AR;Titolare di assegno di ricerca;06 - Scienze mediche;274
2001;M;4AR;Titolare di assegno di ricerca;07 - Scienze agrarie e veterinarie;205
2001;M;4AR;Titolare di assegno di ricerca;08 - Ingegneria civile e architettura;261
2001;M;4AR;Titolare di assegno di ricerca;09 - Ingegneria industriale e dell'informazione;605
2001;M;4AR;Titolare di assegno di ricerca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;213
2001;M;4AR;Titolare di assegno di ricerca;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;262
2001;M;4AR;Titolare di assegno di ricerca;12 - Scienze giuridiche;235
2001;M;4AR;Titolare di assegno di ricerca;13 - Scienze economiche e statistiche;221
2001;M;4AR;Titolare di assegno di ricerca;14 - Scienze politiche e sociali;139
2001;M;4AR;Titolare di assegno di ricerca;99 - Non definito;3
2002;F;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;199
2002;M;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;1407
2002;F;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;48
2002;M;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;770
2002;F;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;139
2002;M;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;911
2002;F;1PO;Professore I fascia (ordinario);04 - Scienze della terra;38
2002;M;1PO;Professore I fascia (ordinario);04 - Scienze della terra;372
2002;F;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;361
2002;M;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;1136
2002;F;1PO;Professore I fascia (ordinario);06 - Scienze mediche;217
2002;M;1PO;Professore I fascia (ordinario);06 - Scienze mediche;2369
2002;F;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;106
2002;M;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;915
2002;F;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e architettura;128
2002;M;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e architettura;998
2002;M;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;1045
2002;F;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;30
2002;F;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;650
2002;M;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;1109
2002;F;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;361
2002;M;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;1121
2002;F;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;226
2002;M;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;1440
2002;F;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;208
2002;M;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;1226
2002;F;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;93
2002;M;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;371
2002;F;1PO;Professore I fascia (ordinario);99 - Non definito;27
2002;M;1PO;Professore I fascia (ordinario);99 - Non definito;109
2002;F;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;490
2002;M;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;1172
2002;M;2PA;Professore II fascia (associato);02 - Scienze fisiche;746
2002;F;2PA;Professore II fascia (associato);02 - Scienze fisiche;143
2002;F;2PA;Professore II fascia (associato);03 - Scienze chimiche;412
2002;M;2PA;Professore II fascia (associato);03 - Scienze chimiche;825
2002;F;2PA;Professore II fascia (associato);04 - Scienze della terra;129
2002;M;2PA;Professore II fascia (associato);04 - Scienze della terra;380
2002;F;2PA;Professore II fascia (associato);05 - Scienze biologiche;741
2002;M;2PA;Professore II fascia (associato);05 - Scienze biologiche;863
2002;F;2PA;Professore II fascia (associato);06 - Scienze mediche;685
2002;M;2PA;Professore II fascia (associato);06 - Scienze mediche;2692
2002;M;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;673
2002;F;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;253
