AnnoA;AteneoNOME;CorsoTIPO;ClasseNUMERO;ClasseNOME;SESSO;Isc
2024/2025;Torino Politecnico;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;F;378
2024/2025;Roma Tor Vergata;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;M;376
2024/2025;Firenze;Laurea - dm 270/04;L-24;Scienze e tecniche psicologiche;F;375
2024/2025;Milano;Laurea - dm 270/04;L-11;Lingue e culture moderne;F;375
2024/2025;Bologna;Laurea - dm 270/04;L-11;Lingue e culture moderne;F;375
2024/2025;Bergamo;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;F;375
2024/2025;Roma Marconi - telematica;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;M;374
2024/2025;Roma  Mercatorum - telematica;Laurea Magistrale - dm 270/04;LM-77;Scienze economico-aziendali;F;374
2024/2025;Roma La Sapienza;Laurea - dm 270/04;L-24;Scienze e tecniche psicologiche;F;372
2024/2025;Napoli Federico II;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;F;372
2024/2025;Bologna;Laurea - dm 270/04;L-20;Scienze della comunicazione;F;372
2024/2025;Roma Saint Camillus;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;F;370
2024/2025;Roma UNICUSANO - telematica;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;F;370
2024/2025;Torino;Laurea Magistrale - dm 270/04;LM-77;Scienze economico-aziendali;F;369
2024/2025;Milano IULM;Laurea - dm 270/04;L-20;Scienze della comunicazione;M;369
2024/2025;Milano Bicocca;Laurea - dm 270/04;L-24;Scienze e tecniche psicologiche;F;366
2024/2025;Milano Bicocca;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;F;364
2024/2025;Tuscia;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;M;364
2024/2025;Cagliari;Laurea - dm 270/04;L-20;Scienze della comunicazione;F;362
2024/2025;Catania;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;M;361
2024/2025;Catania;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;F;361
2024/2025;Milano Politecnico;Laurea - dm 270/04;L-17;Scienze dell'architettura;M;361
2024/2025;Roma LUMSA;Laurea Magistrale - dm 270/04;LM-51;Psicologia;F;360
2024/2025;Milano;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;M;359
2024/2025;Milano Cattolica;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;F;357
2024/2025;Catania;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;F;356
2024/2025;Firenze;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;M;356
2024/2025;Roma Marconi - telematica;Laurea - dm 270/04;L-24;Scienze e tecniche psicologiche;M;356
2024/2025;Roma Tor Vergata;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;M;355
2024/2025;Genova;Laurea - dm 270/04;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;355
2024/2025;Milano Politecnico;Laurea Magistrale - dm 270/04;LM-20;Ingegneria aerospaziale e astronautica;M;355
2024/2025;Napoli Federico II;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;M;354
2024/2025;Foggia;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;M;353
2024/2025;Pisa;Laurea - dm 270/04;L-10;Lettere;F;353
2024/2025;Roma La Sapienza;Laurea - dm 270/04;L-33;Scienze economiche;F;352
2024/2025;Venezia Iuav;Laurea - dm 270/04;L-4;Disegno industriale;F;352
2024/2025;Modena e Reggio Emilia;Laurea Magistrale - dm 270/04;LM-33;Ingegneria meccanica;M;352
2024/2025;Marche;Laurea - dm 270/04;L-13;Scienze biologiche;F;351
2024/2025;Roma Tor Vergata;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;F;351
2024/2025;Roma Tre;Laurea - dm 270/04;L-3;Discipline delle arti figurative, della musica, dello spettacolo e della moda;F;351
2024/2025;Torino;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-85 bis;Scienze della formazione primaria;F;350
2024/2025;Milano;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;F;350
2024/2025;Perugia;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;M;350
2024/2025;Padova;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;F;349
2024/2025;Marche;Laurea - dm 270/04;L-33;Scienze economiche;M;347
2024/2025;Piemonte Orientale;Laurea - dm 270/04;L-13;Scienze biologiche;F;347
2024/2025;Milano;Laurea - dm 270/04;L-42;Storia;M;346
2024/2025;Napoli Federico II;Laurea - dm 270/04;L-2;Biotecnologie;F;346
2024/2025;Ca' Foscari Venezia;Laurea - dm 270/04;L-33;Scienze economiche;M;345
2024/2025;Roma La Sapienza;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;M;345
2024/2025;Milano Politecnico;Laurea Magistrale - dm 270/04;LM-31;Ingegneria gestionale;F;344
2024/2025;Parma;Laurea Magistrale - dm 270/04;LM-77;Scienze economico-aziendali;F;343
2024/2025;Messina;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;M;343
2024/2025;Firenze;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;F;343
2024/2025;Bari;Laurea - dm 270/04;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;343
2024/2025;Pavia;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;F;342
2024/2025;Milano Politecnico;Laurea Magistrale - dm 270/04;LM-30;Ingegneria energetica e nucleare;M;342
2024/2025;Roma San Raffaele - telematica;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;M;342
2024/2025;Roma Tre;Laurea - dm 270/04;L-9;Ingegneria industriale;M;341
2024/2025;Piemonte Orientale;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;F;341
2024/2025;Calabria;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;M;341
2024/2025;Insubria;Laurea - dm 270/04;L-20;Scienze della comunicazione;F;340
2024/2025;Bergamo;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;M;339
2024/2025;Roma La Sapienza;Laurea - dm 270/04;L/SNT3;Professioni sanitarie tecniche;F;337
2024/2025;Brescia;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;M;336
2024/2025;Verona;Laurea - dm 270/04;L-12;Mediazione linguistica;F;335
2024/2025;Roma La Sapienza;Laurea - dm 270/04;L-9;Ingegneria industriale;F;334
2024/2025;Pisa;Laurea - dm 270/04;L-10;Lettere;M;333
2024/2025;Milano;Laurea - dm 270/04;L-5;Filosofia;F;333
2024/2025;Catania;Laurea - dm 270/04;L-13;Scienze biologiche;F;331
2024/2025;Bologna;Laurea - dm 270/04;L-42;Storia;M;331
2024/2025;Bologna;Laurea - dm 270/04;L-10;Lettere;F;329
2024/2025;Padova;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;M;329
2024/2025;Roma  Mercatorum - telematica;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-38;Lingue moderne per la comunicazione e la cooperazione internazionale;F;329
2024/2025;Roma Tre;Laurea - dm 270/04;L-3;Discipline delle arti figurative, della musica, dello spettacolo e della moda;M;329
2024/2025;Roma Marconi - telematica;Laurea - dm 270/04;L-20;Scienze della comunicazione;F;329
2024/2025;Roma Marconi - telematica;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;M;329
2024/2025;Roma La Sapienza;Laurea Magistrale - dm 270/04;LM-19;Informazione e sistemi editoriali;F;328
2024/2025;Roma La Sapienza;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;F;327
2024/2025;Torino Politecnico;Laurea Magistrale - dm 270/04;LM-20;Ingegneria aerospaziale e astronautica;M;327
2024/2025;Roma Tre;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;F;326
2024/2025;Ferrara;Laurea - dm 270/04;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;325
2024/2025;Roma La Sapienza;Laurea - dm 270/04;L-5;Filosofia;M;324
2024/2025;Bari;Laurea - dm 270/04;L-12;Mediazione linguistica;F;324
2024/2025;Macerata;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;F;322
2024/2025;Napoli Parthenope;Laurea - dm 270/04;L-33;Scienze economiche;M;322
2024/2025;Napoli Federico II;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;M;321
2024/2025;Milano IULM;Laurea - dm 270/04;L-3;Discipline delle arti figurative, della musica, dello spettacolo e della moda;F;321
2024/2025;Milano Cattolica;Laurea - dm 270/04;L-20;Scienze della comunicazione;F;321
2024/2025;Novedrate e-Campus - telematica;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;F;320
2024/2025;Ca' Foscari Venezia;Laurea - dm 270/04;L-33;Scienze economiche;F;319
2024/2025;Roma Tor Vergata;Laurea - dm 270/04;L-9;Ingegneria industriale;F;319
2024/2025;Roma La Sapienza;Laurea - dm 270/04;L-30;Scienze e tecnologie fisiche;M;317
2024/2025;Milano Bicocca;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;F;317
2024/2025;Napoli Federico II;Laurea Magistrale - dm 270/04;LM-14;Filologia moderna;F;317
2024/2025;Marche;Laurea - dm 270/04;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;315
2024/2025;Bergamo;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;F;315
2024/2025;Roma Luiss;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;F;314
2024/2025;Torino Politecnico;Laurea Magistrale - dm 270/04;LM-4;Architettura e ingegneria edile-architettura;F;313
2024/2025;Torino;Laurea - dm 270/04;L-11;Lingue e culture moderne;F;313
2024/2025;Marche;Laurea - dm 270/04;L-9;Ingegneria industriale;M;313
2024/2025;Messina;Laurea - dm 270/04;L-24;Scienze e tecniche psicologiche;F;313
2024/2025;Bergamo;Laurea - dm 270/04;L-11;Lingue e culture moderne;F;313
2024/2025;Roma Marconi - telematica;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;F;312
2024/2025;Catania;Laurea - dm 270/04;L-2;Biotecnologie;F;311
2024/2025;Catania;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;M;310
2024/2025;Salerno;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;M;310
2024/2025;Pisa;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;M;309
2024/2025;Ca' Foscari Venezia;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;M;308
2024/2025;Napoli Pegaso - telematica;Laurea Magistrale - dm 270/04;LM-14;Filologia moderna;F;307
2024/2025;Verona;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;M;306
2024/2025;Torino;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;M;305
2024/2025;Napoli L'Orientale;Laurea - dm 270/04;L-12;Mediazione linguistica;F;305
2024/2025;Calabria;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;F;305
2024/2025;Chieti e Pescara;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;M;304
2024/2025;Perugia;Laurea Magistrale - dm 270/04;LM-51;Psicologia;F;303
2024/2025;Perugia;Laurea - dm 270/04;L-2;Biotecnologie;F;302
2024/2025;Catanzaro;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;F;302
2024/2025;Catania;Laurea - dm 270/04;L-11;Lingue e culture moderne;F;301
2024/2025;Genova;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;F;301
2024/2025;Milano;Laurea - dm 270/04;L-5;Filosofia;M;301
2024/2025;Bologna;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;M;298
2024/2025;Milano;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;M;297
2024/2025;Milano IULM;Laurea Magistrale - dm 270/04;LM-59;Scienze della comunicazione pubblica, d'impresa e pubblicità;F;297
2024/2025;Palermo;Laurea - dm 270/04;L-24;Scienze e tecniche psicologiche;F;297
2024/2025;Salerno;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;F;297
2024/2025;Torino;Laurea - dm 270/04;L-24;Scienze e tecniche psicologiche;F;296
2024/2025;Firenze;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;F;295
2024/2025;Chieti e Pescara;Laurea Magistrale - dm 270/04;LM-51;Psicologia;F;295
2024/2025;Milano;Laurea - dm 270/04;L-20;Scienze della comunicazione;F;294
2024/2025;Parma;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;F;294
2024/2025;Pisa;Laurea - dm 270/04;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;294
2024/2025;Pisa;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;F;294
2024/2025;Urbino;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;M;293
2024/2025;Milano Bicocca;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;M;292
2024/2025;Firenze;Laurea - dm 270/04;L-11;Lingue e culture moderne;F;292
2024/2025;Catania;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;F;292
2024/2025;Bari;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;F;292
2024/2025;Roma La Sapienza;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;M;291
2024/2025;Roma La Sapienza;Laurea - dm 270/04;L-13;Scienze biologiche;F;290
2024/2025;Perugia;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;F;290
2024/2025;Napoli Vanvitelli;Laurea - dm 270/04;L-9;Ingegneria industriale;M;290
2024/2025;Messina;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;M;289
2024/2025;Roma Marconi - telematica;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;F;289
2024/2025;Bari;Laurea - dm 270/04;L-39;Servizio sociale;F;289
2024/2025;Milano;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;F;288
2024/2025;Milano Bicocca;Laurea - dm 270/04;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;286
2024/2025;Napoli Pegaso - telematica;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;F;286
2024/2025;Firenze;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-85 bis;Scienze della formazione primaria;F;286
2024/2025;Foggia;Laurea - dm 270/04;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;286
2024/2025;Ca' Foscari Venezia;Laurea - dm 270/04;L-1;Beni culturali;F;286
2024/2025;Modena e Reggio Emilia;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;M;285
2024/2025;Torino Politecnico;Laurea Magistrale - dm 270/04;LM-21;Ingegneria biomedica;F;284
2024/2025;Novedrate e-Campus - telematica;Laurea - dm 270/04;L-13;Scienze biologiche;F;283
2024/2025;Chieti e Pescara;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;M;283
2024/2025;Firenze;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;F;283
2024/2025;Marche;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;F;282
2024/2025;Milano;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;M;282
2024/2025;Novedrate e-Campus - telematica;Laurea Magistrale - dm 270/04;LM-85;Scienze pedagogiche;F;282
2024/2025;Napoli Pegaso - telematica;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;M;282
2024/2025;Milano Politecnico;Laurea - dm 270/04;L-4;Disegno industriale;M;282
2024/2025;Torino;Laurea - dm 270/04;L-10;Lettere;F;282
2024/2025;Salerno;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;F;282
2024/2025;Salerno;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;F;282
2024/2025;Brescia;Laurea - dm 270/04;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;281
2024/2025;Roma La Sapienza;Laurea - dm 270/04;L-1;Beni culturali;F;279
2024/2025;Roma La Sapienza;Laurea - dm 270/04;L-42;Storia;F;278
2024/2025;Roma Tre;Laurea - dm 270/04;L-12;Mediazione linguistica;F;277
2024/2025;Perugia;Laurea - dm 270/04;L-24;Scienze e tecniche psicologiche;M;277
2024/2025;Bologna;Laurea Magistrale - dm 270/04;LM-56;Scienze dell'economia;F;277
2024/2025;Firenze;Laurea - dm 270/04;L-4;Disegno industriale;F;276
2024/2025;Milano;Laurea - dm 270/04;L/SNT2;Professioni sanitarie della riabilitazione;F;275
2024/2025;Perugia;Laurea - dm 270/04;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;275
2024/2025;Parma;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;F;275
2024/2025;Padova;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;M;275
2024/2025;Palermo;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;M;275
2024/2025;Bologna;Laurea - dm 270/04;L-42;Storia;F;275
2024/2025;Bologna;Laurea - dm 270/04;L-9;Ingegneria industriale;F;274
2024/2025;Novedrate e-Campus - telematica;Laurea - dm 270/04;L-11;Lingue e culture moderne;F;273
2024/2025;Roma Marconi - telematica;Laurea - dm 270/04;L-9;Ingegneria industriale;M;272
2024/2025;Napoli Federico II;Laurea - dm 270/04;L-24;Scienze e tecniche psicologiche;F;271
2024/2025;Milano Politecnico;Laurea Magistrale - dm 270/04;LM-44;Modellistica matematico-fisica per l'ingegneria;M;269
2024/2025;Roma La Sapienza;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);F;269
2024/2025;Roma La Sapienza;Laurea - dm 270/04;L/SNT2;Professioni sanitarie della riabilitazione;F;269
2024/2025;Roma La Sapienza;Laurea - dm 270/04;L-5;Filosofia;F;268
2024/2025;Torino Politecnico;Laurea Magistrale - dm 270/04;LM-29;Ingegneria elettronica;M;268
2024/2025;Trieste;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;F;268
2024/2025;Ferrara;Laurea - dm 270/04;L-20;Scienze della comunicazione;F;267
2024/2025;Bari;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;F;267
2024/2025;Roma LUMSA;Laurea Magistrale - dm 270/04;LM-59;Scienze della comunicazione pubblica, d'impresa e pubblicità;F;266
2024/2025;Palermo;Laurea - dm 270/04;L-20;Scienze della comunicazione;F;265
2024/2025;Milano;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;F;264
2024/2025;Roma La Sapienza;Laurea - dm 270/04;L-42;Storia;M;264
2024/2025;Trieste;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;M;264
2024/2025;Bologna;Laurea Magistrale - dm 270/04;LM-77;Scienze economico-aziendali;F;264
2024/2025;Bergamo;Laurea - dm 270/04;L-20;Scienze della comunicazione;F;264
2024/2025;Ca' Foscari Venezia;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;F;263
2024/2025;Palermo;Laurea - dm 270/04;L-33;Scienze economiche;M;263
2024/2025;Napoli Parthenope;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;F;263
2024/2025;Napoli Federico II;Laurea Magistrale - dm 270/04;LM-77;Scienze economico-aziendali;F;262
2024/2025;Napoli Federico II;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;F;261
2024/2025;Firenze;Laurea Magistrale - dm 270/04;LM-51;Psicologia;F;261
2024/2025;Torino;Laurea - dm 270/04;L-3;Discipline delle arti figurative, della musica, dello spettacolo e della moda;F;261
2024/2025;Napoli Federico II;Laurea Magistrale - dm 270/04;LM-6;Biologia;F;260
2024/2025;Padova;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;F;259
2024/2025;Padova;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;F;258
2024/2025;Palermo;Laurea - dm 270/04;L-10;Lettere;F;258
2024/2025;Perugia;Laurea - dm 270/04;L-9;Ingegneria industriale;M;258
2024/2025;Salento;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;M;258
2024/2025;Roma UNINETTUNO - telematica;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;M;257
2024/2025;Roma La Sapienza;Laurea - dm 270/04;L/SNT2;Professioni sanitarie della riabilitazione;M;257
2024/2025;Cagliari;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;M;257
2024/2025;Enna KORE;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-85 bis;Scienze della formazione primaria;F;257
2024/2025;Catania;Laurea - dm 270/04;L-9;Ingegneria industriale;M;256
2024/2025;Perugia;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;M;256
