AnnoA;AteneoNOME;AteneoCOD;Diploma_Paese;Continente;Imm_D
2024/2025;Roma UNINETTUNO - telematica;5813;Sudafrica;Africa;1
2024/2025;Siena;5201;Sudafrica;Africa;1
2024/2025;Torino Politecnico;102;Sudafrica;Africa;1
2024/2025;Trento;2201;Sudafrica;Africa;1
2024/2025;Trieste;3201;Sudafrica;Africa;1
2024/2025;Bologna;3701;Sudan;Africa;1
2024/2025;Calabria;7801;Sudan;Africa;1
2024/2025;Messina;8301;Sudan;Africa;3
2024/2025;Milano Politecnico;1502;Sudan;Africa;4
2024/2025;Pavia;1801;Sudan;Africa;1
2024/2025;Torino Politecnico;102;Sudan;Africa;1
2024/2025;Bologna;3701;Tanzania;Africa;1
2024/2025;Milano Bocconi;1503;Tanzania;Africa;2
2024/2025;Roma Tor Vergata;5802;Tanzania;Africa;1
2024/2025;Brescia;1701;Togo;Africa;1
2024/2025;Calabria;7801;Togo;Africa;2
2024/2025;Firenze;4801;Togo;Africa;1
2024/2025;Milano;1501;Togo;Africa;1
2024/2025;Milano Cattolica;1504;Togo;Africa;2
2024/2025;Modena e Reggio Emilia;3601;Togo;Africa;1
2024/2025;Napoli Federico II;6301;Togo;Africa;1
2024/2025;Novedrate e-Campus - telematica;1301;Togo;Africa;1
2024/2025;Padova;2801;Togo;Africa;1
2024/2025;Piemonte Orientale;201;Togo;Africa;2
2024/2025;Torino;101;Togo;Africa;2
2024/2025;Bari;7201;Tunisia;Africa;12
2024/2025;Bergamo;1601;Tunisia;Africa;2
2024/2025;Bologna;3701;Tunisia;Africa;21
2024/2025;Brescia;1701;Tunisia;Africa;8
2024/2025;Ca' Foscari Venezia;2701;Tunisia;Africa;4
2024/2025;Calabria;7801;Tunisia;Africa;1
2024/2025;Casamassima – LUM G. Degennaro;7203;Tunisia;Africa;1
2024/2025;Cassino;6001;Tunisia;Africa;8
2024/2025;Catania;8701;Tunisia;Africa;6
2024/2025;Catanzaro;7901;Tunisia;Africa;1
2024/2025;Enna KORE;8601;Tunisia;Africa;1
2024/2025;Ferrara;3801;Tunisia;Africa;18
2024/2025;Firenze;4801;Tunisia;Africa;318
2024/2025;Firenze IUL - telematica;4804;Tunisia;Africa;1
2024/2025;Foggia;7101;Tunisia;Africa;4
2024/2025;Genova;1001;Tunisia;Africa;9
2024/2025;Insubria;1202;Tunisia;Africa;7
2024/2025;L'Aquila;6601;Tunisia;Africa;1
2024/2025;Marche;4201;Tunisia;Africa;20
2024/2025;Messina;8301;Tunisia;Africa;83
2024/2025;Milano;1501;Tunisia;Africa;5
2024/2025;Milano Cattolica;1504;Tunisia;Africa;2
2024/2025;Milano Politecnico;1502;Tunisia;Africa;2
2024/2025;Milano San Raffaele;1508;Tunisia;Africa;1
2024/2025;Modena e Reggio Emilia;3601;Tunisia;Africa;9
2024/2025;Napoli Federico II;6301;Tunisia;Africa;7
2024/2025;Napoli Parthenope;6302;Tunisia;Africa;12
2024/2025;Napoli Pegaso - telematica;6307;Tunisia;Africa;2
2024/2025;Novedrate e-Campus - telematica;1301;Tunisia;Africa;6
2024/2025;Padova;2801;Tunisia;Africa;4
2024/2025;Palermo;8201;Tunisia;Africa;19
2024/2025;Parma;3401;Tunisia;Africa;26
2024/2025;Pavia;1801;Tunisia;Africa;2
2024/2025;Perugia;5401;Tunisia;Africa;24
2024/2025;Perugia Stranieri;5403;Tunisia;Africa;1
2024/2025;Piemonte Orientale;201;Tunisia;Africa;57
2024/2025;Pisa;5001;Tunisia;Africa;378
2024/2025;Roma La Sapienza;5801;Tunisia;Africa;3
2024/2025;Roma Marconi - telematica;5810;Tunisia;Africa;1
2024/2025;Roma Tor Vergata;5802;Tunisia;Africa;5
2024/2025;Roma Tre;5807;Tunisia;Africa;178
2024/2025;Roma UNICUSANO - telematica;5815;Tunisia;Africa;1
2024/2025;Roma UNITELMA - telematica;5811;Tunisia;Africa;1
2024/2025;Salento;7501;Tunisia;Africa;1
2024/2025;Sannio;6201;Tunisia;Africa;1
2024/2025;Siena;5201;Tunisia;Africa;2
2024/2025;Siena Stranieri;5202;Tunisia;Africa;4
2024/2025;Teramo;6701;Tunisia;Africa;1
2024/2025;Torino;101;Tunisia;Africa;6
2024/2025;Torino Politecnico;102;Tunisia;Africa;5
2024/2025;Trento;2201;Tunisia;Africa;2
2024/2025;Trieste;3201;Tunisia;Africa;17
2024/2025;Tuscia;5601;Tunisia;Africa;41
2024/2025;Udine;3001;Tunisia;Africa;6
2024/2025;Urbino;4101;Tunisia;Africa;41
2024/2025;Verona;2301;Tunisia;Africa;10
2024/2025;Bologna;3701;Uganda;Africa;1
2024/2025;Bra Scienze Gastronomiche;401;Uganda;Africa;2
2024/2025;Catania;8701;Uganda;Africa;2
2024/2025;Marche;4201;Uganda;Africa;1
2024/2025;Messina;8301;Uganda;Africa;2
2024/2025;Padova;2801;Uganda;Africa;2
2024/2025;Roma La Sapienza;5801;Uganda;Africa;13
2024/2025;Roma UNINETTUNO - telematica;5813;Uganda;Africa;1
2024/2025;Siena;5201;Uganda;Africa;1
2024/2025;Milano Cattolica;1504;Zambia;Africa;1
2024/2025;Roma Tor Vergata;5802;Zambia;Africa;1
2024/2025;Camerino;4302;Zimbabwe;Africa;1
2024/2025;Marche;4201;Zimbabwe;Africa;1
2024/2025;Messina;8301;Zimbabwe;Africa;11
2024/2025;Milano Bocconi;1503;Zimbabwe;Africa;1
2024/2025;Milano Politecnico;1502;Zimbabwe;Africa;1
2024/2025;Pavia;1801;Zimbabwe;Africa;2
2024/2025;Perugia;5401;Zimbabwe;Africa;2
2024/2025;Roma Saint Camillus;5818;Zimbabwe;Africa;3
2024/2025;Roma UNINETTUNO - telematica;5813;Zimbabwe;Africa;1
2024/2025;Siena;5201;Zimbabwe;Africa;1
2024/2025;Torino Politecnico;102;Zimbabwe;Africa;1
2024/2025;Aosta;701;Argentina;America;1
2024/2025;Bergamo;1601;Argentina;America;1
2024/2025;Bologna;3701;Argentina;America;22
2024/2025;Brescia;1701;Argentina;America;1
2024/2025;Calabria;7801;Argentina;America;5
2024/2025;Camerino;4302;Argentina;America;1
2024/2025;Catania;8701;Argentina;America;3
2024/2025;Catanzaro;7901;Argentina;America;2
2024/2025;Ferrara;3801;Argentina;America;1
2024/2025;Firenze;4801;Argentina;America;1
2024/2025;Foggia;7101;Argentina;America;1
2024/2025;Genova;1001;Argentina;America;3
2024/2025;L'Aquila;6601;Argentina;America;1
2024/2025;Macerata;4301;Argentina;America;2
2024/2025;Marche;4201;Argentina;America;3
2024/2025;Messina;8301;Argentina;America;3
2024/2025;Milano;1501;Argentina;America;4
2024/2025;Milano Bicocca;1509;Argentina;America;1
2024/2025;Milano Cattolica;1504;Argentina;America;1
2024/2025;Milano Politecnico;1502;Argentina;America;3
2024/2025;Modena e Reggio Emilia;3601;Argentina;America;3
2024/2025;Molise;7001;Argentina;America;3
2024/2025;Napoli Federico II;6301;Argentina;America;1
2024/2025;Napoli Pegaso - telematica;6307;Argentina;America;7
2024/2025;Napoli Vanvitelli;6306;Argentina;America;1
2024/2025;Novedrate e-Campus - telematica;1301;Argentina;America;2
2024/2025;Padova;2801;Argentina;America;3
2024/2025;Parma;3401;Argentina;America;3
2024/2025;Pavia;1801;Argentina;America;1
2024/2025;Perugia Stranieri;5403;Argentina;America;3
2024/2025;Piemonte Orientale;201;Argentina;America;1
2024/2025;Pisa;5001;Argentina;America;1
2024/2025;Roma  Mercatorum - telematica;5814;Argentina;America;4
2024/2025;Roma La Sapienza;5801;Argentina;America;10
2024/2025;Roma Luiss;5805;Argentina;America;2
2024/2025;Roma Marconi - telematica;5810;Argentina;America;4
2024/2025;Roma San Raffaele - telematica;5816;Argentina;America;1
2024/2025;Roma Tor Vergata;5802;Argentina;America;1
2024/2025;Roma Tre;5807;Argentina;America;3
2024/2025;Roma UNICUSANO - telematica;5815;Argentina;America;2
2024/2025;Roma UNINETTUNO - telematica;5813;Argentina;America;2
2024/2025;Salerno;6501;Argentina;America;13
2024/2025;Torino;101;Argentina;America;11
2024/2025;Torino Politecnico;102;Argentina;America;6
2024/2025;Trento;2201;Argentina;America;2
2024/2025;Trieste;3201;Argentina;America;2
2024/2025;Tuscia;5601;Argentina;America;1
2024/2025;Udine;3001;Argentina;America;3
2024/2025;Verona;2301;Argentina;America;1
2024/2025;Milano;1501;Bahamas;America;1
2024/2025;Bergamo;1601;Bolivia;America;3
2024/2025;Bologna;3701;Bolivia;America;1
2024/2025;Ferrara;3801;Bolivia;America;1
2024/2025;Firenze;4801;Bolivia;America;2
2024/2025;Genova;1001;Bolivia;America;7
2024/2025;Insubria;1202;Bolivia;America;1
2024/2025;Macerata;4301;Bolivia;America;1
2024/2025;Milano;1501;Bolivia;America;6
2024/2025;Milano Bicocca;1509;Bolivia;America;2
2024/2025;Milano Bocconi;1503;Bolivia;America;1
2024/2025;Milano Cattolica;1504;Bolivia;America;1
2024/2025;Milano Politecnico;1502;Bolivia;America;1
2024/2025;Novedrate e-Campus - telematica;1301;Bolivia;America;3
2024/2025;Padova;2801;Bolivia;America;4
2024/2025;Parma;3401;Bolivia;America;1
2024/2025;Piemonte Orientale;201;Bolivia;America;1
2024/2025;Roma Europea;5812;Bolivia;America;1
2024/2025;Roma La Sapienza;5801;Bolivia;America;2
2024/2025;Roma LUMSA;5803;Bolivia;America;1
2024/2025;Roma Marconi - telematica;5810;Bolivia;America;1
2024/2025;Torino;101;Bolivia;America;2
2024/2025;Torino Politecnico;102;Bolivia;America;2
2024/2025;Tuscia;5601;Bolivia;America;1
2024/2025;Bari;7201;Brasile;America;7
2024/2025;Bergamo;1601;Brasile;America;11
2024/2025;Bologna;3701;Brasile;America;28
2024/2025;Bra Scienze Gastronomiche;401;Brasile;America;1
2024/2025;Brescia;1701;Brasile;America;6
2024/2025;Ca' Foscari Venezia;2701;Brasile;America;4
2024/2025;Cagliari;9201;Brasile;America;3
2024/2025;Calabria;7801;Brasile;America;2
2024/2025;Camerino;4302;Brasile;America;6
2024/2025;Catania;8701;Brasile;America;3
2024/2025;Catanzaro;7901;Brasile;America;11
2024/2025;Ferrara;3801;Brasile;America;3
2024/2025;Firenze;4801;Brasile;America;14
2024/2025;Firenze IUL - telematica;4804;Brasile;America;1
2024/2025;Foggia;7101;Brasile;America;1
2024/2025;Genova;1001;Brasile;America;5
2024/2025;Insubria;1202;Brasile;America;2
2024/2025;L'Aquila;6601;Brasile;America;2
2024/2025;Macerata;4301;Brasile;America;3
2024/2025;Marche;4201;Brasile;America;5
2024/2025;Messina;8301;Brasile;America;8
2024/2025;Milano;1501;Brasile;America;19
2024/2025;Milano Bicocca;1509;Brasile;America;5
2024/2025;Milano Bocconi;1503;Brasile;America;32
2024/2025;Milano Cattolica;1504;Brasile;America;7
2024/2025;Milano Politecnico;1502;Brasile;America;10
2024/2025;Milano San Raffaele;1508;Brasile;America;6
2024/2025;Modena e Reggio Emilia;3601;Brasile;America;2
2024/2025;Molise;7001;Brasile;America;2
2024/2025;Napoli Federico II;6301;Brasile;America;1
2024/2025;Napoli Pegaso - telematica;6307;Brasile;America;10
2024/2025;Napoli Vanvitelli;6306;Brasile;America;4
2024/2025;Novedrate e-Campus - telematica;1301;Brasile;America;6
2024/2025;Padova;2801;Brasile;America;29
2024/2025;Parma;3401;Brasile;America;12
2024/2025;Pavia;1801;Brasile;America;12
2024/2025;Perugia;5401;Brasile;America;11
2024/2025;Perugia Stranieri;5403;Brasile;America;3
2024/2025;Piemonte Orientale;201;Brasile;America;12
2024/2025;Pisa;5001;Brasile;America;10
2024/2025;Reggio Calabria;8001;Brasile;America;1
2024/2025;Reggio Calabria - Dante Alighieri;8003;Brasile;America;1
2024/2025;Roma  Mercatorum - telematica;5814;Brasile;America;2
2024/2025;Roma Biomedico;5808;Brasile;America;2
2024/2025;Roma La Sapienza;5801;Brasile;America;36
2024/2025;Roma Luiss;5805;Brasile;America;5
2024/2025;Roma Marconi - telematica;5810;Brasile;America;6
2024/2025;Roma San Raffaele - telematica;5816;Brasile;America;1
2024/2025;Roma Tor Vergata;5802;Brasile;America;7
2024/2025;Roma UNICUSANO - telematica;5815;Brasile;America;3
2024/2025;Roma UNINETTUNO - telematica;5813;Brasile;America;9
2024/2025;Roma UNITELMA - telematica;5811;Brasile;America;1
2024/2025;Salerno;6501;Brasile;America;1
2024/2025;Sannio;6201;Brasile;America;1
2024/2025;Sassari;9001;Brasile;America;2
2024/2025;Siena;5201;Brasile;America;7
2024/2025;Teramo;6701;Brasile;America;1
2024/2025;Torino;101;Brasile;America;28
2024/2025;Torino Politecnico;102;Brasile;America;12
2024/2025;Trento;2201;Brasile;America;6
2024/2025;Trieste;3201;Brasile;America;1
2024/2025;Tuscia;5601;Brasile;America;2
2024/2025;Udine;3001;Brasile;America;2
2024/2025;Urbino;4101;Brasile;America;3
2024/2025;Verona;2301;Brasile;America;12
2024/2025;Bari;7201;Canada;America;1
2024/2025;Bergamo;1601;Canada;America;1
2024/2025;Bologna;3701;Canada;America;3
2024/2025;Ca' Foscari Venezia;2701;Canada;America;4
2024/2025;Camerino;4302;Canada;America;1
2024/2025;Chieti e Pescara;6901;Canada;America;1
2024/2025;Ferrara;3801;Canada;America;1
2024/2025;Firenze;4801;Canada;America;2
2024/2025;Insubria;1202;Canada;America;1
2024/2025;Macerata;4301;Canada;America;3
2024/2025;Milano Bicocca;1509;Canada;America;1
2024/2025;Milano Bocconi;1503;Canada;America;5
2024/2025;Milano Cattolica;1504;Canada;America;5
2024/2025;Milano Politecnico;1502;Canada;America;4
2024/2025;Milano San Raffaele;1508;Canada;America;2
2024/2025;Modena e Reggio Emilia;3601;Canada;America;1
2024/2025;Napoli Pegaso - telematica;6307;Canada;America;1
2024/2025;Napoli Vanvitelli;6306;Canada;America;1
2024/2025;Novedrate e-Campus - telematica;1301;Canada;America;2
2024/2025;Padova;2801;Canada;America;5
2024/2025;Parma;3401;Canada;America;1
2024/2025;Pavia;1801;Canada;America;1
2024/2025;Perugia;5401;Canada;America;2
2024/2025;Piemonte Orientale;201;Canada;America;1
2024/2025;Pisa;5001;Canada;America;2
2024/2025;Roma  Mercatorum - telematica;5814;Canada;America;1
2024/2025;Roma Biomedico;5808;Canada;America;1
2024/2025;Roma La Sapienza;5801;Canada;America;3
2024/2025;Roma Link Campus;5817;Canada;America;4
2024/2025;Roma Luiss;5805;Canada;America;4
2024/2025;Roma Marconi - telematica;5810;Canada;America;1
2024/2025;Roma Saint Camillus;5818;Canada;America;2
2024/2025;Roma San Raffaele - telematica;5816;Canada;America;1
2024/2025;Roma Tor Vergata;5802;Canada;America;1
2024/2025;Rozzano (MI) Humanitas University;1510;Canada;America;6
2024/2025;Salerno;6501;Canada;America;1
2024/2025;Sassari;9001;Canada;America;1
2024/2025;Torino;101;Canada;America;4
2024/2025;Torino Politecnico;102;Canada;America;9
2024/2025;Venezia Iuav;2702;Canada;America;1
2024/2025;Bari;7201;Cile;America;1
2024/2025;Bologna;3701;Cile;America;5
2024/2025;Brescia;1701;Cile;America;1
2024/2025;Ferrara;3801;Cile;America;1
2024/2025;Genova;1001;Cile;America;1
2024/2025;Milano;1501;Cile;America;2
2024/2025;Milano Bicocca;1509;Cile;America;1
2024/2025;Milano Bocconi;1503;Cile;America;1
2024/2025;Milano Cattolica;1504;Cile;America;1
2024/2025;Padova;2801;Cile;America;2
2024/2025;Palermo;8201;Cile;America;1
2024/2025;Parma;3401;Cile;America;1
2024/2025;Perugia;5401;Cile;America;2
2024/2025;Pisa;5001;Cile;America;2
2024/2025;Roma La Sapienza;5801;Cile;America;4
2024/2025;Roma LUMSA;5803;Cile;America;1
2024/2025;Siena;5201;Cile;America;1
2024/2025;Torino;101;Cile;America;1
2024/2025;Torino Politecnico;102;Cile;America;1
2024/2025;Trento;2201;Cile;America;2
2024/2025;Verona;2301;Cile;America;1
2024/2025;Bologna;3701;Colombia;America;3
2024/2025;Calabria;7801;Colombia;America;1
2024/2025;Cassino;6001;Colombia;America;1
2024/2025;Chieti e Pescara;6901;Colombia;America;3
2024/2025;Firenze;4801;Colombia;America;1
2024/2025;Genova;1001;Colombia;America;2
2024/2025;Insubria;1202;Colombia;America;1
2024/2025;Marche;4201;Colombia;America;1
2024/2025;Milano;1501;Colombia;America;3
2024/2025;Milano Bocconi;1503;Colombia;America;5
2024/2025;Milano Cattolica;1504;Colombia;America;2
2024/2025;Milano Politecnico;1502;Colombia;America;6
2024/2025;Milano San Raffaele;1508;Colombia;America;1
2024/2025;Modena e Reggio Emilia;3601;Colombia;America;1
2024/2025;Novedrate e-Campus - telematica;1301;Colombia;America;3
2024/2025;Padova;2801;Colombia;America;4
2024/2025;Parma;3401;Colombia;America;2
2024/2025;Perugia;5401;Colombia;America;2
2024/2025;Piemonte Orientale;201;Colombia;America;3
2024/2025;Pisa;5001;Colombia;America;2
2024/2025;Roma Biomedico;5808;Colombia;America;2
2024/2025;Roma Europea;5812;Colombia;America;1
2024/2025;Roma La Sapienza;5801;Colombia;America;7
2024/2025;Roma Luiss;5805;Colombia;America;1
2024/2025;Roma Marconi - telematica;5810;Colombia;America;1
2024/2025;Roma Tor Vergata;5802;Colombia;America;1
2024/2025;Roma Tre;5807;Colombia;America;1
2024/2025;Roma UNICUSANO - telematica;5815;Colombia;America;2
2024/2025;Roma UNINETTUNO - telematica;5813;Colombia;America;1
2024/2025;Sassari;9001;Colombia;America;1
2024/2025;Torino;101;Colombia;America;3
2024/2025;Torino Politecnico;102;Colombia;America;2
2024/2025;Trento;2201;Colombia;America;1
2024/2025;Trieste;3201;Colombia;America;2
2024/2025;Verona;2301;Colombia;America;1
2024/2025;Bologna;3701;Costa Rica;America;1
2024/2025;Milano Bocconi;1503;Costa Rica;America;1
2024/2025;Milano IULM;1505;Costa Rica;America;3
2024/2025;Padova;2801;Costa Rica;America;1
2024/2025;Pisa;5001;Costa Rica;America;2
2024/2025;Roma La Sapienza;5801;Costa Rica;America;1
2024/2025;Roma LUMSA;5803;Costa Rica;America;1
2024/2025;Bari;7201;Cuba;America;1
2024/2025;Bergamo;1601;Cuba;America;2
2024/2025;Bologna;3701;Cuba;America;2
2024/2025;Cagliari;9201;Cuba;America;1
2024/2025;Calabria;7801;Cuba;America;1
2024/2025;Catanzaro;7901;Cuba;America;1
2024/2025;Chieti e Pescara;6901;Cuba;America;1
2024/2025;L'Aquila;6601;Cuba;America;1
2024/2025;Marche;4201;Cuba;America;1
2024/2025;Messina;8301;Cuba;America;1
2024/2025;Milano;1501;Cuba;America;2
2024/2025;Milano Cattolica;1504;Cuba;America;1
2024/2025;Napoli Pegaso - telematica;6307;Cuba;America;1
2024/2025;Novedrate e-Campus - telematica;1301;Cuba;America;1
2024/2025;Pisa;5001;Cuba;America;1
2024/2025;Roma  Mercatorum - telematica;5814;Cuba;America;1
2024/2025;Roma Biomedico;5808;Cuba;America;1
2024/2025;Roma Marconi - telematica;5810;Cuba;America;2
2024/2025;Roma UNINETTUNO - telematica;5813;Cuba;America;2
2024/2025;Sannio;6201;Cuba;America;1
2024/2025;Udine;3001;Cuba;America;1
2024/2025;Verona;2301;Cuba;America;2
2024/2025;Benevento Giustino Fortunato - telematica;6202;Ecuador;America;1
2024/2025;Bergamo;1601;Ecuador;America;3
2024/2025;Bologna;3701;Ecuador;America;5
2024/2025;Brescia;1701;Ecuador;America;2
2024/2025;Ca' Foscari Venezia;2701;Ecuador;America;1
2024/2025;Calabria;7801;Ecuador;America;1
2024/2025;Chieti e Pescara;6901;Ecuador;America;1
2024/2025;Firenze;4801;Ecuador;America;3
2024/2025;Firenze IUL - telematica;4804;Ecuador;America;1
2024/2025;Genova;1001;Ecuador;America;28
2024/2025;Insubria;1202;Ecuador;America;1
2024/2025;Messina;8301;Ecuador;America;1
2024/2025;Milano;1501;Ecuador;America;21
2024/2025;Milano Bicocca;1509;Ecuador;America;4
2024/2025;Milano Cattolica;1504;Ecuador;America;7
2024/2025;Milano Politecnico;1502;Ecuador;America;1
2024/2025;Milano San Raffaele;1508;Ecuador;America;2
2024/2025;Modena e Reggio Emilia;3601;Ecuador;America;1
2024/2025;Napoli Pegaso - telematica;6307;Ecuador;America;2
2024/2025;Novedrate e-Campus - telematica;1301;Ecuador;America;4
2024/2025;Padova;2801;Ecuador;America;1
2024/2025;Palermo;8201;Ecuador;America;2
2024/2025;Parma;3401;Ecuador;America;2
2024/2025;Pavia;1801;Ecuador;America;6
2024/2025;Perugia;5401;Ecuador;America;6
2024/2025;Piemonte Orientale;201;Ecuador;America;5
2024/2025;Pisa;5001;Ecuador;America;2
2024/2025;Roma  Mercatorum - telematica;5814;Ecuador;America;1
2024/2025;Roma La Sapienza;5801;Ecuador;America;7
2024/2025;Roma Luiss;5805;Ecuador;America;1
2024/2025;Roma Marconi - telematica;5810;Ecuador;America;2
2024/2025;Roma Tor Vergata;5802;Ecuador;America;1
2024/2025;Roma Tre;5807;Ecuador;America;3
2024/2025;Roma UNICUSANO - telematica;5815;Ecuador;America;2
2024/2025;Roma UNINETTUNO - telematica;5813;Ecuador;America;1
2024/2025;Sassari;9001;Ecuador;America;1
2024/2025;Torino;101;Ecuador;America;2
2024/2025;Torino Politecnico;102;Ecuador;America;2
2024/2025;Trento;2201;Ecuador;America;1
2024/2025;Trieste;3201;Ecuador;America;1
2024/2025;Udine;3001;Ecuador;America;1
2024/2025;Venezia Iuav;2702;Ecuador;America;3
2024/2025;Verona;2301;Ecuador;America;1
2024/2025;Brescia;1701;El Salvador;America;1
2024/2025;Firenze;4801;El Salvador;America;1
2024/2025;Milano;1501;El Salvador;America;1
2024/2025;Milano Bocconi;1503;El Salvador;America;1
2024/2025;Milano Cattolica;1504;El Salvador;America;2
2024/2025;Napoli Pegaso - telematica;6307;El Salvador;America;1
2024/2025;Pavia;1801;El Salvador;America;1
2024/2025;Roma  Mercatorum - telematica;5814;El Salvador;America;1
2024/2025;Siena;5201;El Salvador;America;1
2024/2025;Milano Cattolica;1504;Guatemala;America;1
2024/2025;Sassari;9001;Guatemala;America;1
2024/2025;Siena;5201;Guatemala;America;1
2024/2025;Genova;1001;Haiti;America;1
2024/2025;Roma Saint Camillus;5818;Haiti;America;26
2024/2025;Basilicata;7601;Honduras;America;2
2024/2025;Firenze;4801;Honduras;America;1
2024/2025;Milano Cattolica;1504;Honduras;America;5
2024/2025;Pavia;1801;Honduras;America;1
2024/2025;Roma La Sapienza;5801;Honduras;America;1
2024/2025;Torino;101;Isola di Guadalupe;America;1
2024/2025;Bologna;3701;Messico;America;6
2024/2025;Ca' Foscari Venezia;2701;Messico;America;1
2024/2025;Calabria;7801;Messico;America;1
2024/2025;Camerino;4302;Messico;America;1
2024/2025;Firenze;4801;Messico;America;2
2024/2025;Genova;1001;Messico;America;2
2024/2025;Macerata;4301;Messico;America;1
2024/2025;Milano;1501;Messico;America;1
2024/2025;Milano Bocconi;1503;Messico;America;4
2024/2025;Milano Cattolica;1504;Messico;America;2
2024/2025;Milano IULM;1505;Messico;America;2
2024/2025;Milano Politecnico;1502;Messico;America;4
2024/2025;Padova;2801;Messico;America;5
2024/2025;Parma;3401;Messico;America;1
2024/2025;Pisa;5001;Messico;America;1
2024/2025;Roma Europea;5812;Messico;America;15
2024/2025;Roma La Sapienza;5801;Messico;America;1
2024/2025;Roma Luiss;5805;Messico;America;2
2024/2025;Salento;7501;Messico;America;2
2024/2025;Sassari;9001;Messico;America;1
2024/2025;Torino;101;Messico;America;2
2024/2025;Torino Politecnico;102;Messico;America;4
2024/2025;Trieste;3201;Messico;America;1
2024/2025;Venezia Iuav;2702;Messico;America;1
2024/2025;Roma Marconi - telematica;5810;Nicaragua;America;1
2024/2025;Bari;7201;Panama;America;1
2024/2025;Bologna;3701;Panama;America;1
2024/2025;Milano Bicocca;1509;Panama;America;1
2024/2025;Milano Bocconi;1503;Panama;America;3
2024/2025;Milano Cattolica;1504;Panama;America;2
2024/2025;Milano Politecnico;1502;Panama;America;1
2024/2025;Napoli Pegaso - telematica;6307;Panama;America;1
2024/2025;Novedrate e-Campus - telematica;1301;Panama;America;1
2024/2025;Padova;2801;Panama;America;2
2024/2025;Roma Link Campus;5817;Panama;America;1
2024/2025;Roma Luiss;5805;Panama;America;3
2024/2025;Roma Saint Camillus;5818;Panama;America;1
2024/2025;Roma Tre;5807;Panama;America;1
2024/2025;Torino;101;Panama;America;1
2024/2025;Torino Politecnico;102;Panama;America;1
2024/2025;Bergamo;1601;Paraguay;America;2
2024/2025;Bologna;3701;Paraguay;America;2
2024/2025;Cassino;6001;Paraguay;America;1
2024/2025;Genova;1001;Paraguay;America;1
2024/2025;Insubria;1202;Paraguay;America;1
2024/2025;Milano Bocconi;1503;Paraguay;America;6
2024/2025;Milano Cattolica;1504;Paraguay;America;1
2024/2025;Milano Politecnico;1502;Paraguay;America;1
2024/2025;Napoli Pegaso - telematica;6307;Paraguay;America;1
2024/2025;Roma La Sapienza;5801;Paraguay;America;2
2024/2025;Roma Luiss;5805;Paraguay;America;2
2024/2025;Roma Tre;5807;Paraguay;America;2
2024/2025;Roma UNINETTUNO - telematica;5813;Paraguay;America;1
2024/2025;Tuscia;5601;Paraguay;America;1
