ANNO_ACCADEMICO;CODICE_REGIONE;NOME_REGIONE;CODICE_ENTE;NOME_ENTE;CODICE_ISTITUTO;NOME_ISTITUTO;TIPO_ISTITUTO;CODICE_INTERVENTO;DESCRIZIONE_INTERVENTO;INTERVENTI_LAUREA;INTERVENTI_LAUREA_EXTRA_UE;INTERVENTI_DOTTORATO;INTERVENTI_SPECIALIZZAZIONE
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;14;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati;6;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;15;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a borsisti;6;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;16;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a idonei non borsisti;0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;17;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a studenti non idonei alla borsa;0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;18;Posti alloggio e contributi-alloggio - N° domande contributi-alloggio;0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;19;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati;0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;20;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a borsisti (non beneficiari di alloggio);0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;21;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a idonei non borsisti  (non beneficiari di alloggio);0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;22;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a studenti non idonei alla borsa;0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;23;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;3;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;24;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;25;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;26;Altri interventi di tipo finanziario - N° altri sussidi concessi;2;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;27;(*) Borse di studio - precisazioni - N° borse concesse a studenti in sede;9;2;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;28;(*) Borse di studio - precisazioni - N° borse concesse a studenti pendolari;15;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;29;(*) Borse di studio - precisazioni - N° borse concesse a studenti fuori sede;13;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;30;(*) Borse di studio - precisazioni - N° borse concesse tramite FSE e altri fondi europei (PON, PNRR);15;2;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;1;Borse di studio - N° domande;2524;1253;1;5
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;2;Borse di studio - N° idonei (beneficiari e non beneficiari);1440;546;0;4
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;3;Borse di studio - N° borse concesse - incluse borse concesse con FSE e altri fondi europei (PON, PNRR) (*);1440;546;0;4
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;4;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;0;0
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;5;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;0;0
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;6;Mobilità internazionale - N° domande contributi;25;6;0;0
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;7;Mobilità internazionale - N° contributi concessi;20;6;0;0
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;8;Mobilità internazionale - N° complessivo di mesi in mobilità;113;33;0;0
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;9;Interventi a favore di studenti in situazione di disabilità - N° domande;8;0;0;0
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;10;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;7;0;0;0
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;11;Attività di collaborazione a tempo parziale - N° collaborazioni;24;14;0;0
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;12;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);9;9;0;0
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;13;Posti alloggio e contributi-alloggio - N° domande posti alloggio;1069;871;0;0
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;14;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati;225;146;0;0
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;15;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a borsisti;217;140;0;0
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;16;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a idonei non borsisti;0;0;0;0
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;17;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a studenti non idonei alla borsa;8;6;0;0
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;18;Posti alloggio e contributi-alloggio - N° domande contributi-alloggio;0;0;0;0
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;19;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati;0;0;0;0
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;20;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a borsisti (non beneficiari di alloggio);0;0;0;0
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;21;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a idonei non borsisti  (non beneficiari di alloggio);0;0;0;0
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;22;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a studenti non idonei alla borsa;0;0;0;0
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;23;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;140;35;0;0
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;24;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;0;0
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;25;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;0;0
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;26;Altri interventi di tipo finanziario - N° altri sussidi concessi;80;52;0;0
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;27;(*) Borse di studio - precisazioni - N° borse concesse a studenti in sede;116;10;0;1
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;28;(*) Borse di studio - precisazioni - N° borse concesse a studenti pendolari;722;150;0;3
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;29;(*) Borse di studio - precisazioni - N° borse concesse a studenti fuori sede;602;386;0;0
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;30;(*) Borse di studio - precisazioni - N° borse concesse tramite FSE e altri fondi europei (PON, PNRR);562;162;0;0
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;1;Borse di studio - N° domande;25;4;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;2;Borse di studio - N° idonei (beneficiari e non beneficiari);18;2;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;3;Borse di studio - N° borse concesse - incluse borse concesse con FSE e altri fondi europei (PON, PNRR) (*);18;2;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;4;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;5;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;6;Mobilità internazionale - N° domande contributi;0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;7;Mobilità internazionale - N° contributi concessi;0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;8;Mobilità internazionale - N° complessivo di mesi in mobilità;0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;9;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;10;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;11;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;12;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;13;Posti alloggio e contributi-alloggio - N° domande posti alloggio;4;1;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;14;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati;2;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;15;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a borsisti;2;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;16;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a idonei non borsisti;0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;17;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a studenti non idonei alla borsa;0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;18;Posti alloggio e contributi-alloggio - N° domande contributi-alloggio;0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;19;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati;0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;20;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a borsisti (non beneficiari di alloggio);0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;21;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a idonei non borsisti  (non beneficiari di alloggio);0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;22;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a studenti non idonei alla borsa;0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;23;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;2;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;24;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;25;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;26;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;27;(*) Borse di studio - precisazioni - N° borse concesse a studenti in sede;1;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;28;(*) Borse di studio - precisazioni - N° borse concesse a studenti pendolari;5;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;29;(*) Borse di studio - precisazioni - N° borse concesse a studenti fuori sede;12;2;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;30;(*) Borse di studio - precisazioni - N° borse concesse tramite FSE e altri fondi europei (PON, PNRR);6;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;1;Borse di studio - N° domande;11;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;2;Borse di studio - N° idonei (beneficiari e non beneficiari);5;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;3;Borse di studio - N° borse concesse - incluse borse concesse con FSE e altri fondi europei (PON, PNRR) (*);5;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;4;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;5;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;6;Mobilità internazionale - N° domande contributi;0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;7;Mobilità internazionale - N° contributi concessi;0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;8;Mobilità internazionale - N° complessivo di mesi in mobilità;0;0;;
2024-2025 ;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;9;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;;
