Year,Series,Subject,Region,Local authority,Sex,Ethnicity,Ethnic group,Special educational needs (SEN) status,Disadvantaged status,Free school meal status,First language,Unit measure,Observation status,GeoCode,Value
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,Female,,,,,FSM eligible,,Percentage (%),Normal value,E12000004,50.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,Female,,,,,Not known to be FSM eligible,,Percentage (%),Normal value,E12000004,73.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,Female,,,,,,First language unclassified,Percentage (%),Normal value,E12000004,60.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,Female,,,,,,Known or believed to be english,Percentage (%),Normal value,E12000004,67.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,Female,,,,,,Known or believed to be other than english,Percentage (%),Normal value,E12000004,69.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,Female,,,,,,,Percentage (%),Normal value,E12000004,67.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,Male,Other ethnic group,,,,,,Percentage (%),Normal value,E12000004,65.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,Male,Asian,,,,,,Percentage (%),Normal value,E12000004,85.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,Male,Black,,,,,,Percentage (%),Normal value,E12000004,78.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,Male,Mixed,,,,,,Percentage (%),Normal value,E12000004,75.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,Male,Unclassified,,,,,,Percentage (%),Normal value,E12000004,68.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,Male,White,,,,,,Percentage (%),Normal value,E12000004,70.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,Male,,,All SEN,,,,Percentage (%),Normal value,E12000004,35.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,Male,,,No SEN,,,,Percentage (%),Normal value,E12000004,84.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,Male,,,,Disadvantaged,,,Percentage (%),Normal value,E12000004,55.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,Male,,,,Not known to be disadvantaged,,,Percentage (%),Normal value,E12000004,77.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,Male,,,,,FSM eligible,,Percentage (%),Normal value,E12000004,53.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,Male,,,,,Not known to be FSM eligible,,Percentage (%),Normal value,E12000004,76.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,Male,,,,,,First language unclassified,Percentage (%),Normal value,E12000004,50.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,Male,,,,,,Known or believed to be english,Percentage (%),Normal value,E12000004,70.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,Male,,,,,,Known or believed to be other than english,Percentage (%),Normal value,E12000004,75.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,Male,,,,,,,Percentage (%),Normal value,E12000004,70.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,,Other ethnic group,,,,,,Percentage (%),Normal value,E12000004,64.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,,Asian,,,,,,Percentage (%),Normal value,E12000004,85.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,,Black,,,,,,Percentage (%),Normal value,E12000004,80.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,,Mixed,,,,,,Percentage (%),Normal value,E12000004,72.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,,Unclassified,,,,,,Percentage (%),Normal value,E12000004,66.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,,White,,,,,,Percentage (%),Normal value,E12000004,68.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,,,,All SEN,,,,Percentage (%),Normal value,E12000004,31.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,,,,No SEN,,,,Percentage (%),Normal value,E12000004,80.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,,,,,Disadvantaged,,,Percentage (%),Normal value,E12000004,53.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,,,,,Not known to be disadvantaged,,,Percentage (%),Normal value,E12000004,76.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,,,,,,FSM eligible,,Percentage (%),Normal value,E12000004,52.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,,,,,,Not known to be FSM eligible,,Percentage (%),Normal value,E12000004,75.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,,,,,,,First language unclassified,Percentage (%),Normal value,E12000004,56.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,,,,,,,Known or believed to be english,Percentage (%),Normal value,E12000004,68.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,,,,,,,Known or believed to be other than english,Percentage (%),Normal value,E12000004,72.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Lincolnshire,,,,,,,,Percentage (%),Normal value,E12000004,69.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Female,Other ethnic group,,,,,,Percentage (%),Normal value,E12000004,65.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Female,Asian,,,,,,Percentage (%),Normal value,E12000004,78.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Female,Black,,,,,,Percentage (%),Normal value,E12000004,75.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Female,Mixed,,,,,,Percentage (%),Normal value,E12000004,66.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Female,Unclassified,,,,,,Percentage (%),Normal value,E12000004,70.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Female,White,,,,,,Percentage (%),Normal value,E12000004,67.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Female,,,All SEN,,,,Percentage (%),Normal value,E12000004,26.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Female,,,No SEN,,,,Percentage (%),Normal value,E12000004,74.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Female,,,,Disadvantaged,,,Percentage (%),Normal value,E12000004,50.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Female,,,,Not known to be disadvantaged,,,Percentage (%),Normal value,E12000004,74.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Female,,,,,FSM eligible,,Percentage (%),Normal value,E12000004,50.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Female,,,,,Not known to be FSM eligible,,Percentage (%),Normal value,E12000004,73.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Female,,,,,,First language unclassified,Percentage (%),Normal value,E12000004,67.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Female,,,,,,Known or believed to be english,Percentage (%),Normal value,E12000004,66.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Female,,,,,,Known or believed to be other than english,Percentage (%),Normal value,E12000004,76.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Female,,,,,,,Percentage (%),Normal value,E12000004,68.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Male,Other ethnic group,,,,,,Percentage (%),Normal value,E12000004,61.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Male,Asian,,,,,,Percentage (%),Normal value,E12000004,88.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Male,Black,,,,,,Percentage (%),Normal value,E12000004,63.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Male,Mixed,,,,,,Percentage (%),Normal value,E12000004,63.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Male,Unclassified,,,,,,Percentage (%),Normal value,E12000004,55.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Male,White,,,,,,Percentage (%),Normal value,E12000004,72.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Male,,,All SEN,,,,Percentage (%),Normal value,E12000004,34.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Male,,,No SEN,,,,Percentage (%),Normal value,E12000004,83.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Male,,,,Disadvantaged,,,Percentage (%),Normal value,E12000004,54.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Male,,,,Not known to be disadvantaged,,,Percentage (%),Normal value,E12000004,78.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Male,,,,,FSM eligible,,Percentage (%),Normal value,E12000004,51.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Male,,,,,Not known to be FSM eligible,,Percentage (%),Normal value,E12000004,77.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Male,,,,,,First language unclassified,Percentage (%),Normal value,E12000004,50.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Male,,,,,,Known or believed to be english,Percentage (%),Normal value,E12000004,72.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Male,,,,,,Known or believed to be other than english,Percentage (%),Normal value,E12000004,74.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,Male,,,,,,,Percentage (%),Normal value,E12000004,72.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,,Other ethnic group,,,,,,Percentage (%),Normal value,E12000004,63.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,,Asian,,,,,,Percentage (%),Normal value,E12000004,84.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,,Black,,,,,,Percentage (%),Normal value,E12000004,69.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,,Mixed,,,,,,Percentage (%),Normal value,E12000004,65.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,,Unclassified,,,,,,Percentage (%),Normal value,E12000004,63.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,,White,,,,,,Percentage (%),Normal value,E12000004,70.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,,,,All SEN,,,,Percentage (%),Normal value,E12000004,31.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,,,,No SEN,,,,Percentage (%),Normal value,E12000004,78.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,,,,,Disadvantaged,,,Percentage (%),Normal value,E12000004,53.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,,,,,Not known to be disadvantaged,,,Percentage (%),Normal value,E12000004,76.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,,,,,,FSM eligible,,Percentage (%),Normal value,E12000004,50.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,,,,,,Not known to be FSM eligible,,Percentage (%),Normal value,E12000004,75.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,,,,,,,First language unclassified,Percentage (%),Normal value,E12000004,56.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,,,,,,,Known or believed to be english,Percentage (%),Normal value,E12000004,69.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,,,,,,,Known or believed to be other than english,Percentage (%),Normal value,E12000004,75.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,North Northamptonshire,,,,,,,,Percentage (%),Normal value,E12000004,70.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Female,Other ethnic group,,,,,,Percentage (%),Normal value,E12000004,68.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Female,Asian,,,,,,Percentage (%),Normal value,E12000004,79.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Female,Black,,,,,,Percentage (%),Normal value,E12000004,71.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Female,Mixed,,,,,,Percentage (%),Normal value,E12000004,66.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Female,Unclassified,,,,,,Percentage (%),Normal value,E12000004,52.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Female,White,,,,,,Percentage (%),Normal value,E12000004,66.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Female,,,All SEN,,,,Percentage (%),Normal value,E12000004,31.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Female,,,No SEN,,,,Percentage (%),Normal value,E12000004,74.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Female,,,,Disadvantaged,,,Percentage (%),Normal value,E12000004,55.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Female,,,,Not known to be disadvantaged,,,Percentage (%),Normal value,E12000004,79.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Female,,,,,FSM eligible,,Percentage (%),Normal value,E12000004,53.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Female,,,,,Not known to be FSM eligible,,Percentage (%),Normal value,E12000004,78.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Female,,,,,,First language unclassified,Percentage (%),Normal value,E12000004,64.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Female,,,,,,Known or believed to be english,Percentage (%),Normal value,E12000004,67.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Female,,,,,,Known or believed to be other than english,Percentage (%),Normal value,E12000004,73.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Female,,,,,,,Percentage (%),Normal value,E12000004,69.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Male,Other ethnic group,,,,,,Percentage (%),Normal value,E12000004,74.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Male,Asian,,,,,,Percentage (%),Normal value,E12000004,79.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Male,Black,,,,,,Percentage (%),Normal value,E12000004,64.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Male,Mixed,,,,,,Percentage (%),Normal value,E12000004,67.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Male,Unclassified,,,,,,Percentage (%),Normal value,E12000004,50.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Male,White,,,,,,Percentage (%),Normal value,E12000004,67.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Male,,,All SEN,,,,Percentage (%),Normal value,E12000004,37.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Male,,,No SEN,,,,Percentage (%),Normal value,E12000004,81.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Male,,,,Disadvantaged,,,Percentage (%),Normal value,E12000004,57.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Male,,,,Not known to be disadvantaged,,,Percentage (%),Normal value,E12000004,78.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Male,,,,,FSM eligible,,Percentage (%),Normal value,E12000004,56.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Male,,,,,Not known to be FSM eligible,,Percentage (%),Normal value,E12000004,76.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Male,,,,,,First language unclassified,Percentage (%),Normal value,E12000004,33.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Male,,,,,,Known or believed to be english,Percentage (%),Normal value,E12000004,67.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Male,,,,,,Known or believed to be other than english,Percentage (%),Normal value,E12000004,73.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,Male,,,,,,,Percentage (%),Normal value,E12000004,69.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,,Other ethnic group,,,,,,Percentage (%),Normal value,E12000004,71.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,,Asian,,,,,,Percentage (%),Normal value,E12000004,79.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,,Black,,,,,,Percentage (%),Normal value,E12000004,68.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,,Mixed,,,,,,Percentage (%),Normal value,E12000004,66.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,,Unclassified,,,,,,Percentage (%),Normal value,E12000004,51.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,,White,,,,,,Percentage (%),Normal value,E12000004,67.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,,,,All SEN,,,,Percentage (%),Normal value,E12000004,35.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,,,,No SEN,,,,Percentage (%),Normal value,E12000004,78.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,,,,,Disadvantaged,,,Percentage (%),Normal value,E12000004,56.0
2021 to 2022,Attainment at age 11,Maths,East Midlands,Nottingham,,,,,Not known to be disadvantaged,,,Percentage (%),Normal value,E12000004,78.0
