codice_ente,data_inizio,data_fine,codice_fiscale,denominazione,codice_regione,codice_provincia,codice_comune,sottocomparto
000110953,2025-09-29,9999-12-31,00590020251,ISTITUTO DI ISTRUZIONE SUPERIORE PROFESSIONALE ANTONIO DELLA LUCIA,021,025,N.A.,ENTI_VOL_FIN_IS
007515513,2025-10-17,9999-12-31,80014910683,ISTITUTO OMNICOMPRENSIVO ALANNO,002,068,N.A.,ENTI_VOL_FIN_IS
007515540,2024-03-19,9999-12-31,80014990248,ISTITUTO COMPRENSIVO 1 VICENZA - BURCI,116,024,N.A.,ENTI_VOL_FIN_IS
007515603,2025-10-17,9999-12-31,80015090246,LICEO CLASSICO ANTONIO PIGAFETTA,116,024,N.A.,ENTI_VOL_FIN_IS
007515661,2026-03-17,9999-12-31,80015230305,LICEO SCIENTIFICO N. COPERNICO,129,030,N.A.,ENTI_VOL_FIN_IS
007515672,2024-07-01,9999-12-31,80015250097,LICEO STATALE SAN GIUSEPPE CALASANZIO DI CARCARE,018,009,N.A.,ENTI_VOL_FIN_IS
007515698,2025-01-10,9999-12-31,80015300827,ISTITUTO SUPERIORE MAJORANA,053,082,N.A.,ENTI_VOL_FIN_IS
007515726,2025-07-18,9999-12-31,80015350350,ISTITUTO COMPRENSIVO CASALGRANDE,012,035,N.A.,ENTI_VOL_FIN_IS
007515730,2023-03-29,9999-12-31,80015360136,ISTITUTO COMPRENSIVO DI FENEGRO',100,013,N.A.,ENTI_VOL_FIN_IS
007515784,2024-09-30,9999-12-31,80015470356,ISTITUTO COMPRENSIVO DI CASTELNOVO NE' MONTI,016,035,N.A.,ENTI_VOL_FIN_IS
007515794,2025-05-05,9999-12-31,80015490248,ISTITUTO COMPRENSIVO UNGARETTI,035,024,N.A.,ENTI_VOL_FIN_IS
007515879,2023-10-27,9999-12-31,80015690243,ISTITUTO COMPRENSIVO B. BIZIO DI LONGARE,051,024,N.A.,ENTI_VOL_FIN_IS
007515889,2025-04-04,9999-12-31,80015710355,ISTITUTO COMPRENSIVO G. B. TOSCHI,003,035,N.A.,ENTI_VOL_FIN_IS
007515915,2025-10-17,9999-12-31,80015770243,ISTITUTO COMPRENSIVO VICENZA 8,116,024,N.A.,ENTI_VOL_FIN_IS
007516034,2024-07-05,9999-12-31,80016010243,ISTITUTO COMPRENSIVO VICENZA 5,116,024,N.A.,ENTI_VOL_FIN_IS
007516071,2025-02-01,9999-12-31,80016090567,ISTITUTO COMPRENSIVO STATALE ILDOVALDO RIDOLFI,052,056,N.A.,ENTI_VOL_FIN_IS
007516080,2024-07-01,9999-12-31,80016110357,ISTITUTO COMPRENSIVO L. ARIOSTO,046,035,N.A.,ENTI_VOL_FIN_IS
007516116,2025-03-24,9999-12-31,80016190243,ISTITUTO COMPRENSIVO CARLO RIDOLFI,052,024,N.A.,ENTI_VOL_FIN_IS
007516135,2024-07-05,9999-12-31,80016220289,ISTITUTO COMPRENSIVO CARRARESE EUGANEO,106,028,N.A.,ENTI_VOL_FIN_IS
007516188,2026-02-18,9999-12-31,80016310247,ISTITUTO COMPRENSIVO MONTEBELLO VICENTINO,060,024,N.A.,ENTI_VOL_FIN_IS
007516207,2025-12-05,9999-12-31,80016340285,ISTITUTO DI ISTRUZIONE SUPERIORE L. B. ALBERTI,001,028,N.A.,ENTI_VOL_FIN_IS
007516222,2026-04-10,9999-12-31,80016370936,ISTITUTO COMPRENSIVO PAOLO BAGELLARDO,021,093,N.A.,ENTI_VOL_FIN_IS
007516223,2024-04-02,9999-12-31,80016380281,ISTITUTO COMPRENSIVO LUCA BELLUDI DI PIAZZOLA SUL BRENTA,063,028,N.A.,ENTI_VOL_FIN_IS
007516245,2024-04-05,9999-12-31,80016410245,ISTITUTO COMPRENSIVO VICENZA 2 E 4,116,024,N.A.,ENTI_VOL_FIN_IS
007516264,2026-02-18,9999-12-31,80016440200,ISTITUTO TECNICO ECONOMICO STATALE ALBERTO PITENTINO,030,020,N.A.,ENTI_VOL_FIN_IS
007516294,2024-11-25,9999-12-31,80016490247,ISTITUTO COMPRENSIVO 6 - 7 DI VICENZA,116,024,N.A.,ENTI_VOL_FIN_IS
007516363,2026-04-10,9999-12-31,80016640320,ISTITUTO SUPERIORE CARDUCCI - DANTE ALIGHIERI,006,032,N.A.,ENTI_VOL_FIN_IS
007516465,2025-06-01,9999-12-31,80016800825,ISTITUTO MAGISTRALE STATALE CAMILLO FINOCCHIARO APRILE,053,082,N.A.,ENTI_VOL_FIN_IS
007516477,2025-02-21,9999-12-31,80016820823,ISTITUTO DI ISTRUZIONE SUPERIORE VINCENZO RAGUSA E OTAMA KIYOHARA FILIPPO PARLATORE,053,082,N.A.,ENTI_VOL_FIN_IS
007516493,2024-10-21,9999-12-31,80016850242,ISTITUTO COMPRENSIVO STATALE FRANCESCO MUTTONI,098,024,N.A.,ENTI_VOL_FIN_IS
007516506,2023-11-01,9999-12-31,80016870356,ISTITUTO SUPERIORE LICEALE MATILDE DI CANOSSA,033,035,N.A.,ENTI_VOL_FIN_IS
007516511,2025-03-03,9999-12-31,80016880124,LICEO SCIENTIFICO G. FERRARIS,133,012,N.A.,ENTI_VOL_FIN_IS
007516522,2024-06-21,9999-12-31,80016890248,ISTITUTO COMPRENSIVO 10 VICENZA,116,024,N.A.,ENTI_VOL_FIN_IS
007516547,2024-04-22,9999-12-31,80016940126,ISTITUTO COMPRENSIVO PASSERINI DI INDUNO OLONA,083,012,N.A.,ENTI_VOL_FIN_IS
007516557,2022-07-14,9999-12-31,80016950422,"ISTITUTO COMPRENSIVO """"MATTEO RICCI",038,042,N.A.,ENTI_VOL_FIN_IS
007516561,2024-09-30,9999-12-31,80016960322,LICEO STATALE ANTON MARTIN SLOMSEK - LINGUA D'INSEGNAMENTO SLOVENA,006,032,N.A.,ENTI_VOL_FIN_IS
007516564,2024-11-25,9999-12-31,80016970248,ISTITUTO COMPRENSIVO STATALE RONCALLI DI DUEVILLE,038,024,N.A.,ENTI_VOL_FIN_IS
007516578,2023-10-27,9999-12-31,80017000128,ISTITUTO COMPRENSIVO VARESE 3 VIDOLETTI,133,012,N.A.,ENTI_VOL_FIN_IS
007516619,2024-11-25,9999-12-31,80017070246,ISTITUTO COMPRENSIVO MARCONI DI ALTAVILLA VICENTINA,004,024,N.A.,ENTI_VOL_FIN_IS
007516671,2025-09-29,9999-12-31,80017180326,ISTITUTO COMPRENSIVO ITALO SVEVO,006,032,N.A.,ENTI_VOL_FIN_IS
007516738,2024-07-01,2024-09-30,80017290927,SCUOLA SECONDARIA DI PRIMO GRADO GIOVANNI PASCOLI - NIVOLA,002,118,N.A.,ENTI_VOL_FIN_IS
007516746,2024-01-10,9999-12-31,80017320120,ISTITUTO COMPRENSIVO CARDINAL BRANDA CASTIGLIONI,046,012,N.A.,ENTI_VOL_FIN_IS
007516750,2024-09-01,9999-12-31,80017320823,ISTITUTO COMPRENSIVO I. FLORIO - SAN LORENZO,053,082,N.A.,ENTI_VOL_FIN_IS
007516757,2024-02-23,9999-12-31,80017350242,ISTITUTO COMPRENSIVO DANTE ALIGHIERI DI CALDOGNO,018,024,N.A.,ENTI_VOL_FIN_IS
007516771,2025-09-29,9999-12-31,80017380264,ISTITUTO DI ISTRUZIONE SUPERIORE FABIO BESTA,086,026,N.A.,ENTI_VOL_FIN_IS
007516840,2025-06-23,9999-12-31,80017540131,ISTITUTO COMPRENSIVO MOZZATE,159,013,N.A.,ENTI_VOL_FIN_IS
007516846,2024-03-08,9999-12-31,80017550247,ISTITUTO COMPRENSIVO VAL LIONA,102,024,N.A.,ENTI_VOL_FIN_IS
007516858,2024-07-05,9999-12-31,80017580236,ISTITUTO COMPRENSIVO STATALE DI BUSSOLENGO,015,023,N.A.,ENTI_VOL_FIN_IS
007516978,2024-04-22,9999-12-31,80017840135,LICEO TERESA CICERI,075,013,N.A.,ENTI_VOL_FIN_IS
007517073,2026-02-18,9999-12-31,80018080285,ISTITUTO COMPRENSIVO DI SAONARA,085,028,N.A.,ENTI_VOL_FIN_IS
007517084,2024-02-23,9999-12-31,80018120131,ISTITUTO COMPRENSIVO MAGISTRI INTELVESI,254,013,N.A.,ENTI_VOL_FIN_IS
007517104,2024-11-04,9999-12-31,80018160822,ISTITUTO DI ISTRUZIONE SUPERIORE STATALE E. ASCIONE,053,082,N.A.,ENTI_VOL_FIN_IS
007517300,2024-06-21,9999-12-31,80018650327,ISTITUTO COMPRENSIVO RAINER MARIA RILKE,001,032,N.A.,ENTI_VOL_FIN_IS
007517371,2026-03-17,9999-12-31,80018840282,ISTITUTO COMPRENSIVO DI MONTEGROTTO TERME,057,028,N.A.,ENTI_VOL_FIN_IS
007517387,2023-04-24,9999-12-31,80018890329,ISTITUTO COMPRENSIVO VLADIMIR BARTOL,006,032,N.A.,ENTI_VOL_FIN_IS
007517409,2024-11-04,9999-12-31,80018930240,ISTITUTO COMPRENSIVO STATALE DON BOSCO,067,024,N.A.,ENTI_VOL_FIN_IS
007517472,2023-04-24,9999-12-31,80019100132,ISTITUTO COMPRENSIVO VILLA GUARDIA,245,013,N.A.,ENTI_VOL_FIN_IS
007517502,2025-04-11,9999-12-31,80019160284,ISTITUTO COMPRENSIVO M. BUONARROTI,072,028,N.A.,ENTI_VOL_FIN_IS
007517550,2026-03-02,9999-12-31,80019280280,ISTITUTO COMPRENSIVO DON PAOLO GALLIERO,094,028,N.A.,ENTI_VOL_FIN_IS
007517728,2025-12-05,9999-12-31,80019780230,ISTITUTO DI ISTRUZIONE SUPERIORE ETTORE BOLISANI,040,023,N.A.,ENTI_VOL_FIN_IS
007517755,2025-04-11,9999-12-31,80019860131,ISTITUTO STATALE DI ISTRUZIONE SECONDARIA SUPERIORE PAOLO CARCANO,075,013,N.A.,ENTI_VOL_FIN_IS
007517756,2026-04-10,9999-12-31,80019860321,LICEO ARTISTICO ENRICO E UMBERTO NORDIO,006,032,N.A.,ENTI_VOL_FIN_IS
007517883,2024-06-22,9999-12-31,80020220135,ISTITUTO COMPRENSIVO COMO PRESTINO - BRECCIA,075,013,N.A.,ENTI_VOL_FIN_IS
007517903,2026-03-17,9999-12-31,80020280238,ISTITUTO COMPRENSIVO RONCO ALL'ADIGE,064,023,N.A.,ENTI_VOL_FIN_IS
007517917,2025-05-05,9999-12-31,80020320638,ISTITUTO STATALE ISTRUZIONE SUPERIORE DE NICOLA,049,063,N.A.,ENTI_VOL_FIN_IS
007517975,2024-02-23,9999-12-31,80020490241,ISTITUTO COMPRENSIVO DI CAMISANO VICENTINO,021,024,N.A.,ENTI_VOL_FIN_IS
007518027,2025-03-03,9999-12-31,80020650240,ISTITUTO DI ISTRUZIONE SUPERIORE UMBERTO MASOTTO,074,024,N.A.,ENTI_VOL_FIN_IS
007518031,2026-04-10,9999-12-31,80020660322,ISTITUTO STATALE ISTRUZIONE SUPERIORE L. DA VINCI - G. R. CARLI - S. DE SANDRINELLI,006,032,N.A.,ENTI_VOL_FIN_IS
007518041,2026-03-02,9999-12-31,80020700268,ISTITUTO COMPRENSIVO CASALE SUL SILE,009,026,N.A.,ENTI_VOL_FIN_IS
007518072,2024-07-16,9999-12-31,80020780823,ISTITUTO COMPRENSIVO ANTONIO UGO,053,082,N.A.,ENTI_VOL_FIN_IS
007518277,2023-12-07,9999-12-31,80021370244,ISTITUTO COMPRENSIVO GALILEO GALILEI,048,024,N.A.,ENTI_VOL_FIN_IS
007518288,2026-02-18,9999-12-31,80021400637,LICEO SCIENTIFICO LEON BATTISTA ALBERTI,049,063,N.A.,ENTI_VOL_FIN_IS
007518320,2023-06-23,9999-12-31,80021480233,ISTITUTO COMPRENSIVO CARLOTTA ASCHIERI DI S. PIETRO IN CARIANO,076,023,N.A.,ENTI_VOL_FIN_IS
007518453,2025-10-31,9999-12-31,80021850658,LICEO STATALE ALFANO I,116,065,N.A.,ENTI_VOL_FIN_IS
007518512,2025-04-11,9999-12-31,80022120655,LICEO CLASSICO T. TASSO,116,065,N.A.,ENTI_VOL_FIN_IS
007518637,2023-11-24,9999-12-31,80022580825,ISTITUTO COMPRENSIVO EMANUELE ARMAFORTE,005,082,N.A.,ENTI_VOL_FIN_IS
007518670,2024-09-01,9999-12-31,80022700829,ISTITUTO COMPRENSIVO STATALE RAPISARDI - GARIBALDI,053,082,N.A.,ENTI_VOL_FIN_IS
007518881,2023-12-07,9999-12-31,80023430244,ISTITUTO COMPRENSIVO RAMIRO FABIANI,124,024,N.A.,ENTI_VOL_FIN_IS
007518953,2023-10-27,9999-12-31,80023680236,ISTITUTO COMPRENSIVO DI ZEVIO,097,023,N.A.,ENTI_VOL_FIN_IS
007518996,2025-11-10,9999-12-31,80023820634,ISTITUTO TECNICO TECNOLOGICO STATALE GIORDANI - STRIANO,049,063,N.A.,ENTI_VOL_FIN_IS
007519018,2024-08-01,9999-12-31,80023890827,ISTITUTO DI ISTRUZIONE SUPERIORE DANILO DOLCI,054,082,N.A.,ENTI_VOL_FIN_IS
007519128,2025-10-17,9999-12-31,80024320287,ISTITUTO COMPRENSIVO DI CADONEGHE,016,028,N.A.,ENTI_VOL_FIN_IS
000750424,2026-02-18,9999-12-31,93002740244,ISTITUTO DI ISTRUZIONE SUPERIORE ANDREA SCOTTON,014,024,N.A.,ENTI_VOL_FIN_IS
007519359,2025-04-11,9999-12-31,80025180656,ISTITUTO STATALE DI ISTRUZIONE SUPERIORE GIOVANNI XXIII,116,065,N.A.,ENTI_VOL_FIN_IS
007519509,2025-06-23,9999-12-31,80025780638,SCUOLA SECONDARIA DI 1 GRADO A. BELVEDERE,049,063,N.A.,ENTI_VOL_FIN_IS
007519603,2025-07-28,9999-12-31,80026140287,ISTITUTO COMPRENSIVO STATALE FRANCESCA LAZZARINI,089,028,N.A.,ENTI_VOL_FIN_IS
007519676,2024-02-23,9999-12-31,80026500233,ISTITUTO COMPRENSIVO STATALE DI SONA,083,023,N.A.,ENTI_VOL_FIN_IS
007519761,2025-03-24,9999-12-31,80026980633,ISTITUTO TECNICO INDUSTRIALE A. RIGHI,049,063,N.A.,ENTI_VOL_FIN_IS
007519771,2026-04-10,9999-12-31,80027040304,ISTITUTO DI ISTRUZIONE SUPERIORE JACOPO LINUSSIO,027,030,N.A.,ENTI_VOL_FIN_IS
007519813,2023-10-27,9999-12-31,80027260233,ISTITUTO COMPRENSIVO CHARLIE FELICE,059,023,N.A.,ENTI_VOL_FIN_IS
007519815,2022-07-14,9999-12-31,80027270133,ISTITUTO COMPRENSIVO DI FALOPPIO,099,013,N.A.,ENTI_VOL_FIN_IS
007519838,2024-01-01,9999-12-31,80027390287,ISTITUTO COMPRENSIVO DI VILLAFRANCA PADOVANA,103,028,N.A.,ENTI_VOL_FIN_IS
007519937,2025-03-24,9999-12-31,80027760638,ISTITUTO STATALE DI ISTRUZIONE SUPERIORE ANTONIO SERRA,049,063,N.A.,ENTI_VOL_FIN_IS
007520079,2024-02-23,9999-12-31,80028520247,ISTITUTO COMPRENSIVO DI TORRI DI QUARTESOLO,108,024,N.A.,ENTI_VOL_FIN_IS
007520087,2024-10-23,9999-12-31,80028560169,ISTITUTO TECNICO STATALE G. QUARENGHI,024,016,N.A.,ENTI_VOL_FIN_IS
007520126,2023-10-06,9999-12-31,80028780163,ISTITUTO STATALE ISTRUZIONE SUPERIORE GUIDO GALLI,024,016,N.A.,ENTI_VOL_FIN_IS
007520170,2024-11-04,9999-12-31,80029050160,ISTITUTO COMPRENSIVO VILLA D'ALME,239,016,N.A.,ENTI_VOL_FIN_IS
007520183,2024-06-21,9999-12-31,80029110485,ISTITUTO COMPRENSIVO STATALE ALTIERO SPINELLI,041,048,N.A.,ENTI_VOL_FIN_IS
007520216,2023-04-24,9999-12-31,80029300284,ISTITUTO COMPRENSIVO STATALE DI VIGODARZERE,099,028,N.A.,ENTI_VOL_FIN_IS
007520251,2026-02-18,9999-12-31,80029530658,I CIRCOLO DIDATTICO SANT'ALFONSO MARIA FUSCO,007,065,N.A.,ENTI_VOL_FIN_IS
007520481,2025-03-24,9999-12-31,80030630711,ISTITUTO COMPRENSIVO FOSCOLO - GABELLI,024,071,N.A.,ENTI_VOL_FIN_IS
007521212,2022-07-14,9999-12-31,80034720419,ISTITUTO COMPRENSIVO GIOVANNI PAOLO II DI VALLEFOGLIA,068,041,N.A.,ENTI_VOL_FIN_IS
007521403,2024-06-21,9999-12-31,80035510488,ISTITUTO COMPRENSIVO VASCO PRATOLINI,041,048,N.A.,ENTI_VOL_FIN_IS
007521697,2025-03-24,9999-12-31,80037220631,ISTITUTO COMPRENSIVO STATALE G. PASCOLI 2 - CARO BERLINGIERI,049,063,N.A.,ENTI_VOL_FIN_IS
007521822,2025-04-04,9999-12-31,80038020634,ISTITUTO COMPRENSIVO MINUCCI,049,063,N.A.,ENTI_VOL_FIN_IS
007521894,2024-04-29,2024-09-30,80038540284,ISTITUTO COMPRENSIVO CASALSERUGO,028,028,N.A.,ENTI_VOL_FIN_IS
007522902,2026-02-18,9999-12-31,80047350659,ISTITUTO COMPRENSIVO SAN MARZANO SUL SARNO,122,065,N.A.,ENTI_VOL_FIN_IS
007522907,2025-03-24,9999-12-31,80047390101,ISTITUTO COMPRENSIVO CERTOSA,025,010,N.A.,ENTI_VOL_FIN_IS
007523013,2024-04-05,9999-12-31,80048350179,ISTITUTO COMPRENSIVO LEONARDO DA VINCI CASTENEDOLO,043,017,N.A.,ENTI_VOL_FIN_IS
007523014,2026-03-17,9999-12-31,80048360178,ISTITUTO COMPRENSIVO FRA' BONGETTI,123,017,N.A.,ENTI_VOL_FIN_IS
007523029,2024-09-30,9999-12-31,80048510103,ISTITUTO COMPRENSIVO LAGACCIO,025,010,N.A.,ENTI_VOL_FIN_IS
007523030,2025-02-01,9999-12-31,80048510178,ISTITUTO DI ISTRUZIONE SUPERIORE BENEDETTO CASTELLI,029,017,N.A.,ENTI_VOL_FIN_IS
007523077,2024-06-21,9999-12-31,80049030101,ISTITUTO COMPRENSIVO CASTELLETTO,025,010,N.A.,ENTI_VOL_FIN_IS
007523078,2023-04-24,9999-12-31,80049030176,ISTITUTO DI ISTRUZIONE SUPERIORE PIERO SRAFFA DI BRESCIA,029,017,N.A.,ENTI_VOL_FIN_IS
007523129,2026-03-02,9999-12-31,80049420633,ISTITUTO COMPRENSIVO CAPUOZZO,049,063,N.A.,ENTI_VOL_FIN_IS
007523136,2024-02-23,9999-12-31,80049490107,ISTITUTO COMPRENSIVO CAMPOMORONE CERANESI,009,010,N.A.,ENTI_VOL_FIN_IS
007523141,2024-07-05,9999-12-31,80049530100,LICEO SCIENTIFICO G.D.CASSINI,025,010,N.A.,ENTI_VOL_FIN_IS
007523145,2023-07-10,9999-12-31,80049560172,ISTITUTO COMPRENSIVO A.FRANCHI - SUD 2 BRESCIA,029,017,N.A.,ENTI_VOL_FIN_IS
007523153,2025-05-26,9999-12-31,80049630108,LICEO CLASSICO E LINGUISTICO G. MAZZINI,025,010,N.A.,ENTI_VOL_FIN_IS
007523159,2024-02-23,9999-12-31,80049650171,LICEO VERONICA GAMBARA,029,017,N.A.,ENTI_VOL_FIN_IS
007523227,2025-04-04,9999-12-31,80050340639,ISTITUTO COMPRENSIVO STATALE D'AOSTA - SCURA,049,063,N.A.,ENTI_VOL_FIN_IS
007523367,2024-04-22,9999-12-31,80051780171,"ISTITUTO COMPRENSIVO """"DON MILANI"""" ROVATO",166,017,N.A.,ENTI_VOL_FIN_IS
007523690,2025-12-05,9999-12-31,80055360236,ISTITUTO COMPRENSIVO OPPEANO,055,023,N.A.,ENTI_VOL_FIN_IS
007523901,2025-10-17,9999-12-31,80058520638,LICEO CLASSICO STATALE ADOLFO PANSINI,049,063,N.A.,ENTI_VOL_FIN_IS
010736473,2020-05-01,9999-12-31,80017450224,LICEO ANTONIO ROSMINI TRENTO,205,022,N.A.,ENTI_VOL_FIN_IS
010858879,2025-10-17,9999-12-31,80009290240,ISTITUTO DI ISTRUZIONE SUPERIORE ALBERTO PAROLINI,012,024,N.A.,ENTI_VOL_FIN_IS
007523952,2025-01-01,9999-12-31,80059100638,ISTITUTO TECNICO INDUSTRIALE GALILEO FERRARIS,049,063,N.A.,ENTI_VOL_FIN_IS
007524064,2026-01-19,9999-12-31,80060230630,ISTITUTO COMPRENSIVO STATALE SAVIO - ALFIERI,049,063,N.A.,ENTI_VOL_FIN_IS
007524482,2025-10-17,9999-12-31,80064290176,ISTITUTO COMPRENSIVO BOTTICINO,023,017,N.A.,ENTI_VOL_FIN_IS
007524980,2025-06-23,9999-12-31,80069350637,SCUOLA SECONDARIA DI PRIMO GRADO GIOVANNI VERGA,049,063,N.A.,ENTI_VOL_FIN_IS
007525161,2025-05-05,9999-12-31,80071270377,ISTITUTO COMPRENSIVO STATALE DI MEDICINA,037,037,N.A.,ENTI_VOL_FIN_IS
007525169,2023-03-20,9999-12-31,80071330379,I.I.S. MARIA MONTESSORI - L. DA VINCI,062,037,N.A.,ENTI_VOL_FIN_IS
007525201,2025-03-24,9999-12-31,80071650370,ISTITUTO COMPRENSIVO DI MOLINELLA,039,037,N.A.,ENTI_VOL_FIN_IS
007525263,2025-04-04,9999-12-31,80072330378,ISTITUTO COMPRENSIVO BAZZANO - MONTEVEGLIO,061,037,N.A.,ENTI_VOL_FIN_IS
007525276,2026-04-10,9999-12-31,80072450374,ISTITUTO COMPRENSIVO DI ZOLA PREDOSA,060,037,N.A.,ENTI_VOL_FIN_IS
007525327,2024-10-21,9999-12-31,80072970371,ISTITUTO COMPRENSIVO DI CREVALCORE,024,037,N.A.,ENTI_VOL_FIN_IS
007525365,2025-10-31,9999-12-31,80073210371,ISTITUTO COMPRENSIVO DI VADO - MONZUNO,044,037,N.A.,ENTI_VOL_FIN_IS
007525424,2023-12-07,9999-12-31,80073590376,ISTITUTO COMPRENSIVO DOZZA IMOLESE - CASTEL GUELFO,025,037,N.A.,ENTI_VOL_FIN_IS
007525434,2025-10-31,9999-12-31,80073690374,ISTITUTO DI ISTRUZIONE SUPERIORE ARCHIMEDE,053,037,N.A.,ENTI_VOL_FIN_IS
007525494,2025-02-03,9999-12-31,80074150378,ISTITUTO COMPRENSIVO N. 16 BOLOGNA VICOLO BOLOGNETTI,006,037,N.A.,ENTI_VOL_FIN_IS
007525599,2024-05-30,9999-12-31,80074950371,ISTITUTO DI ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. LUIGI FANTINI,059,037,N.A.,ENTI_VOL_FIN_IS
007527320,2026-01-19,9999-12-31,80092280017,LICEO CLASSICO E MUSICALE C. CAVOUR,272,001,N.A.,ENTI_VOL_FIN_IS
007527406,2024-01-01,9999-12-31,80093040014,LICEO SCIENTIFICO STATALE PIERO GOBETTI,272,001,N.A.,ENTI_VOL_FIN_IS
007527453,2023-11-01,9999-12-31,80093430017,LICEO CLASSICO E LINGUISTICO VINCENZO GIOBERTI,272,001,N.A.,ENTI_VOL_FIN_IS
007528024,2025-10-31,9999-12-31,80100130121,ISTITUTO COMPRENSIVO S. D'ACQUISTO,089,012,N.A.,ENTI_VOL_FIN_IS
007528026,2025-04-11,9999-12-31,80100140633,ISTITUTO TECNICO STATALE ECONOMICO E TECNOLOGICO V. PARETO,060,063,N.A.,ENTI_VOL_FIN_IS
007528169,2024-11-04,9999-12-31,80101510123,ISTITUTO COMPRENSIVO VARESE 1 DON RIMOLDI,133,012,N.A.,ENTI_VOL_FIN_IS
007528204,2023-09-28,9999-12-31,80101960344,ISTITUTO COMPRENSIVO DI TORRILE,041,034,N.A.,ENTI_VOL_FIN_IS
007528213,2025-02-01,9999-12-31,80102010347,ISTITUTO COMPRENSIVO ALBERTELLI - NEWTON,027,034,N.A.,ENTI_VOL_FIN_IS
007528356,2026-02-18,9999-12-31,80103870632,ISTITUTO DI ISTRUZIONE SECONDARIA DI II GRADO MATILDE SERAO,057,063,N.A.,ENTI_VOL_FIN_IS
007528364,2024-07-05,9999-12-31,80103930634,ISTITUTO COMPRENSIVO CASALNUOVO - ALDO MORO,017,063,N.A.,ENTI_VOL_FIN_IS
007529450,2024-02-23,9999-12-31,80131170153,ISTITUTO COMPRENSIVO STATALE PAOLO E LARISSA PINI,146,015,N.A.,ENTI_VOL_FIN_IS
007529459,2024-02-23,9999-12-31,80131410153,ISTITUTO COMPRENSIVO GIOVANNI TESTORI,157,015,N.A.,ENTI_VOL_FIN_IS
007530685,2024-04-05,9999-12-31,80152350155,ISTITUTO COMPRENSIVO STATALE GINO CAPPONI,146,015,N.A.,ENTI_VOL_FIN_IS
007533805,2026-03-02,9999-12-31,80193610153,ISTITUTO DI ISTRUZIONE SUPERIORE G. B. VICO,093,015,N.A.,ENTI_VOL_FIN_IS
011094757,2025-10-17,9999-12-31,80007360391,LICEO CLASSICO DANTE ALIGHIERI,014,039,N.A.,ENTI_VOL_FIN_IS
011094825,2025-10-31,9999-12-31,80016050249,ISTITUTO COMPRENSIVO ALESSANDRO MANZONI,036,024,N.A.,ENTI_VOL_FIN_IS
007544679,2023-12-14,9999-12-31,81003850138,ISTITUTO COMPRENSIVO DI INVERIGO,118,013,N.A.,ENTI_VOL_FIN_IS
007544736,2024-09-01,9999-12-31,81003970878,ISTITUTO COMPRENSIVO STATALE S.CASELLA DI PEDARA,034,087,N.A.,ENTI_VOL_FIN_IS
007544737,2024-03-08,9999-12-31,81003990132,ISTITUTO COMPRENSIVO CANTU' 2,041,013,N.A.,ENTI_VOL_FIN_IS
007544878,2025-11-10,9999-12-31,81004250361,ISTITUO TECNICO INDUSTRIALE LEONARDO DA VINCI,005,036,N.A.,ENTI_VOL_FIN_IS
007544944,2025-09-29,9999-12-31,81004400420,ISTITUTO COMPRENSIVO DI ARCEVIA,003,042,N.A.,ENTI_VOL_FIN_IS
007545081,2024-07-05,9999-12-31,81004870796,LICEO STATALE GIAN VINCENZO GRAVINA - CROTONE,010,101,N.A.,ENTI_VOL_FIN_IS
007545087,2024-11-25,9999-12-31,81004910790,LICEO CLASSICO STATALE PITAGORA,010,101,N.A.,ENTI_VOL_FIN_IS
007545092,2023-06-23,9999-12-31,81004940169,ISTITUTO COMPRENSIVO DI TAVERNOLA BERGAMASCA,211,016,N.A.,ENTI_VOL_FIN_IS
007545093,2024-07-05,9999-12-31,81004940441,ISTITUTO COMPRENSIVO G. CESTONI,017,109,N.A.,ENTI_VOL_FIN_IS
007545183,2023-11-24,9999-12-31,81005270798,ISTITUTO DI ISTRUZIONE SUPERIORE FILOLAO,010,101,N.A.,ENTI_VOL_FIN_IS
007545219,2024-07-15,9999-12-31,81005430095,LICEO STATALE GIORDANO BRUNO,002,009,N.A.,ENTI_VOL_FIN_IS
007545230,2024-11-25,9999-12-31,81005470794,ISTITUTO OMNICOMPRENSIVO STRONGOLI,025,101,N.A.,ENTI_VOL_FIN_IS
007545238,2026-04-10,9999-12-31,81005490933,ISTITUTO COMPRENSIVO PADRE DAVID MARIA TUROLDO,027,093,N.A.,ENTI_VOL_FIN_IS
007545329,2023-09-28,9999-12-31,81005960877,ISTITUTO D'ISTRUZIONE SUPERIORE FILIPPO BRUNELLESCHI,004,087,N.A.,ENTI_VOL_FIN_IS
007545434,2025-04-11,9999-12-31,81006440440,ISTITUTO COMPRENSIVO FALERONE,005,109,N.A.,ENTI_VOL_FIN_IS
007545474,2025-12-05,9999-12-31,81006630669,ISTITUTO COMPRENSIVO GIUSEPPE DI GIROLAMO,053,066,N.A.,ENTI_VOL_FIN_IS
007545529,2024-07-16,9999-12-31,81006950661,ISTITUTO ONNICOMPRENSIVO STATALE A. ARGOLI,099,066,N.A.,ENTI_VOL_FIN_IS
007545650,2024-12-12,9999-12-31,81007850795,ISTITUTO DI ISTRUZIONE SUPERIORE PERTINI - SANTONI,010,101,N.A.,ENTI_VOL_FIN_IS
